time,IPSL-CM6A-LR,TAIESM1,IITM-ESM,CESM2-WACCM,MPI-ESM1-2-HR,GFDL-ESM4,UKESM1-0-LL,KACE-1-0-G,MRI-ESM2-0
2051.0,1726197800.0,1370508500.0,2181197000.0,1978324200.0,2370423300.0,1860636900.0,1043450500.0,1074002600.0,1803930000.0
2052.0,1660588300.0,1323549000.0,2205303300.0,1936046000.0,2338621200.0,1862283000.0,998860160.0,1041552600.0,1692687400.0
2053.0,1621587300.0,1289835100.0,2121473000.0,1874348900.0,2380953900.0,1783748700.0,944570050.0,990519600.0,1644726500.0
2054.0,1589312400.0,1242278300.0,2098870400.0,1818728800.0,2295723000.0,1760408200.0,903361660.0,957355600.0,1609513000.0
2055.0,1530869100.0,1232011300.0,2090218800.0,1786740200.0,2278759200.0,1750325600.0,856774600.0,905006660.0,1555400400.0
2056.0,1489943800.0,1182581200.0,2054139000.0,1741972700.0,2242671600.0,1685753600.0,810115400.0,945681000.0,1576455400.0
2057.0,1453760300.0,1107643100.0,2027888900.0,1719354600.0,2236142000.0,1745081500.0,766839000.0,859484100.0,1492400600.0
2058.0,1404157300.0,1068611900.0,1988090500.0,1685468200.0,2267780600.0,1857169400.0,732583550.0,830160400.0,1444000100.0
2059.0,1366119400.0,1542228500.0,1947530500.0,1639207400.0,2207925200.0,1671685100.0,688659260.0,793575100.0,1414446700.0
2060.0,1341325800.0,1327872600.0,1951651100.0,1598906500.0,2195284500.0,1599814800.0,651033200.0,783790000.0,1368861400.0
2061.0,1299358700.0,1089203200.0,1911532200.0,1543949400.0,2186398200.0,1552202000.0,617186940.0,750674750.0,1343553700.0
2062.0,1264844000.0,986759800.0,1900150800.0,1492666200.0,2163026400.0,1512324200.0,602568200.0,714870500.0,1294129000.0
2063.0,1228352100.0,948129340.0,1895364900.0,1464640800.0,2141490800.0,1476800600.0,568386940.0,676815360.0,1291239800.0
2064.0,1535460900.0,922062340.0,1850109400.0,1446586900.0,2123879700.0,1565743600.0,535541600.0,653744500.0,1324721700.0
2065.0,1349579500.0,910267700.0,1819972000.0,1406934900.0,2098028800.0,1431727600.0,516707230.0,633714900.0,1262937700.0
2066.0,1254740500.0,871506800.0,1786955400.0,1362737200.0,2079446000.0,1405162400.0,490939070.0,612452700.0,1200254700.0
2067.0,1177944800.0,839487200.0,1757988200.0,1336012300.0,2051863600.0,1361049900.0,467643870.0,589109800.0,1171625100.0
2068.0,1141973200.0,883169300.0,1732106000.0,1327640200.0,2019543400.0,1347540100.0,448962020.0,578112830.0,1139265500.0
2069.0,1104900100.0,794058050.0,1703263600.0,1281769700.0,1996985000.0,1330411000.0,427439230.0,543824200.0,1253371100.0
2070.0,1078404200.0,766328700.0,1825863600.0,1243883100.0,1970509600.0,1326603400.0,407709630.0,521840130.0,1093633800.0
2071.0,1068301760.0,745637060.0,1754009100.0,1232681900.0,1932679400.0,1290228400.0,379423300.0,499798750.0,1065885500.0
2072.0,1030842600.0,712614600.0,1663840300.0,1196742700.0,1909601200.0,1266132900.0,353284320.0,480588960.0,1032271800.0
2073.0,996319500.0,676111900.0,1645426700.0,1155219000.0,1885478500.0,1282309800.0,321364900.0,458735360.0,1038074050.0
2074.0,955176200.0,654319900.0,1661173800.0,1122795300.0,1873296300.0,1217963600.0,296289250.0,448454800.0,988749950.0
2075.0,918617100.0,629650100.0,1636271100.0,1300269400.0,1834992500.0,1198044800.0,269981150.0,445497300.0,1241070200.0
2076.0,880362000.0,601154900.0,1602522600.0,1123163100.0,1795771800.0,1169072600.0,252845060.0,426662700.0,965056000.0
2077.0,846966300.0,577938600.0,1572294900.0,1583269900.0,1776349700.0,1153181400.0,239315150.0,424119360.0,942892160.0
2078.0,807218600.0,555709700.0,1550736500.0,1433088500.0,1720888800.0,1174573000.0,218469780.0,392447520.0,930959360.0
2079.0,782850900.0,536785500.0,1625611300.0,1198435600.0,1685927300.0,1128387000.0,206069420.0,363598100.0,899690560.0
2080.0,753016800.0,537743940.0,1712133800.0,1029121600.0,1666152800.0,1103775700.0,193451150.0,340556670.0,1109601400.0
2081.0,719194800.0,498721800.0,1529235600.0,1111238900.0,1654127400.0,1089348700.0,184083600.0,325163870.0,894533800.0
2082.0,688801000.0,476969760.0,1506850200.0,1048138600.0,1616633200.0,1064728770.0,169054220.0,310334560.0,847282940.0
2083.0,665676600.0,453478140.0,1476329200.0,1193168100.0,1592488300.0,1088931000.0,153370660.0,308953800.0,837123600.0
2084.0,641249340.0,429816300.0,1451638000.0,1016232100.0,1572893800.0,1038382850.0,135670540.0,288734430.0,823060600.0
2085.0,620959600.0,409120400.0,1415213200.0,1531311600.0,1536857600.0,1006601800.0,122483420.0,350073920.0,816890940.0
2086.0,597358700.0,394227800.0,1393719300.0,1568154800.0,1506843800.0,972418800.0,111596670.0,277542340.0,849846800.0
2087.0,575743100.0,383174560.0,1374003800.0,981129900.0,1499003000.0,950460500.0,93878300.0,258784750.0,778159100.0
2088.0,540138300.0,368023700.0,1357239000.0,997551940.0,1455094500.0,925412500.0,83770696.0,267863730.0,853793660.0
2089.0,544916700.0,349593020.0,1338584400.0,980021250.0,1401665500.0,916254660.0,74208080.0,237768700.0,813735230.0
2090.0,509750000.0,324732500.0,1356904800.0,920378430.0,1375941900.0,894132100.0,65677748.0,227816940.0,1082948100.0
2091.0,492672260.0,302699200.0,1313513100.0,927771260.0,1352526500.0,881167800.0,59030624.0,212739900.0,787218240.0
2092.0,480862460.0,285954020.0,1292807600.0,887217340.0,1318250600.0,919367940.0,52739530.0,202975780.0,763357400.0
2093.0,465651300.0,274512300.0,1258836000.0,874416300.0,1297828100.0,848296260.0,44592650.0,191816210.0,722563600.0
2094.0,445843970.0,262101950.0,1258564000.0,867124800.0,1265414900.0,824152700.0,39310556.0,187698050.0,780490750.0
2095.0,431514200.0,249513140.0,1234607900.0,834157400.0,1233978900.0,800808960.0,37417004.0,193118960.0,740785340.0
2096.0,412615140.0,237023360.0,1216752600.0,813864200.0,1261527700.0,794117570.0,34612576.0,179053520.0,678593340.0
2097.0,392195170.0,225869380.0,1191811600.0,791950800.0,1263077800.0,770523140.0,30596680.0,178564000.0,661592640.0
2098.0,375130600.0,215003550.0,1173452300.0,1540136100.0,1187610000.0,830757440.0,25700738.0,183954860.0,676008000.0
2099.0,356931360.0,200071600.0,1159085400.0,769744200.0,1154915700.0,1116271400.0,24706778.0,164082830.0,642544700.0
2100.0,343958240.0,190432800.0,1147145900.0,746868600.0,1123822800.0,798233800.0,19968428.0,156648060.0,635476600.0
