time,CESM2-WACCM,IPSL-CM6A-LR,ACCESS-ESM1-5,MRI-ESM2-0,CANESM5,ACCESS-CM2
2141.0,48339132000.0,50701810000.0,60501480000.0,67852472000.0,47788200000.0,47705293000.0
2142.0,48140630000.0,50503315000.0,59911254000.0,67484365000.0,47404364000.0,47477998000.0
2143.0,47605744000.0,50980954000.0,60505137000.0,70300220000.0,47521386000.0,49700495000.0
2144.0,47320560000.0,50277683000.0,60427980000.0,68817770000.0,46279320000.0,47682750000.0
2145.0,47095390000.0,49983115000.0,60974486000.0,68879570000.0,45911847000.0,47083315000.0
2146.0,46953546000.0,49690776000.0,60051943000.0,68492840000.0,45731238000.0,46493807000.0
2147.0,48213758000.0,49705180000.0,60488080000.0,75910330000.0,46070200000.0,46515800000.0
2148.0,46972300000.0,51232694000.0,61091656000.0,69454350000.0,47389700000.0,45996065000.0
2149.0,46937203000.0,51658800000.0,60454896000.0,68631460000.0,45900140000.0,47668875000.0
2150.0,46019540000.0,51232432000.0,59410340000.0,68856240000.0,49901535000.0,45720670000.0
2151.0,45651395000.0,50244706000.0,60713930000.0,67716310000.0,47265243000.0,48728244000.0
2152.0,45980860000.0,49433276000.0,59436340000.0,67960738000.0,49021903000.0,46101086000.0
2153.0,46598783000.0,50965205000.0,61018653000.0,67430680000.0,46201016000.0,45332156000.0
2154.0,45526127000.0,50768523000.0,59533330000.0,67164213000.0,46781456000.0,45316330000.0
2155.0,44978835000.0,49479393000.0,58398880000.0,69611740000.0,47377895000.0,45106380000.0
2156.0,45046948000.0,49635533000.0,59402120000.0,69218394000.0,45599953000.0,44786995000.0
2157.0,44473663000.0,49311420000.0,59143205000.0,70335830000.0,44926628000.0,45477770000.0
2158.0,44181780000.0,50247844000.0,58526150000.0,68472644000.0,44851077000.0,48189796000.0
2159.0,45152276000.0,49053577000.0,58499228000.0,71524246000.0,47866490000.0,45780394000.0
2160.0,43691290000.0,48540350000.0,58915080000.0,71176810000.0,45832380000.0,44643873000.0
2161.0,43563106000.0,47558767000.0,58494255000.0,71996510000.0,45180880000.0,45093814000.0
2162.0,45078204000.0,47878720000.0,58352607000.0,68857620000.0,45353930000.0,43880727000.0
2163.0,43700277000.0,48727780000.0,62679960000.0,69634966000.0,45760532000.0,43834175000.0
2164.0,42969522000.0,50212630000.0,58172890000.0,69845740000.0,48024314000.0,43603902000.0
2165.0,43644600000.0,49195237000.0,61906360000.0,68754550000.0,45550555000.0,44288190000.0
2166.0,42901440000.0,47695127000.0,59825893000.0,71116220000.0,44798624000.0,43404950000.0
2167.0,42435707000.0,47135340000.0,57887340000.0,68700004000.0,44625367000.0,43731845000.0
2168.0,42307195000.0,46595420000.0,57374750000.0,69124180000.0,45351907000.0,42865410000.0
2169.0,42050367000.0,47910720000.0,57648520000.0,69084365000.0,44841284000.0,43064690000.0
2170.0,42391933000.0,47490460000.0,57910317000.0,71298340000.0,46263030000.0,42296160000.0
2171.0,41980620000.0,46323230000.0,57421357000.0,70852290000.0,45217354000.0,42529776000.0
2172.0,41762760000.0,46390270000.0,57593946000.0,69483225000.0,46597160000.0,42738344000.0
2173.0,41202962000.0,46195405000.0,57169703000.0,69196090000.0,46891300000.0,41979030000.0
2174.0,42261100000.0,47259128000.0,56863000000.0,70223750000.0,45775790000.0,41883128000.0
2175.0,46746240000.0,47006536000.0,56595255000.0,70482256000.0,46302910000.0,41516870000.0
2176.0,41243345000.0,45577470000.0,56134107000.0,72397330000.0,48178938000.0,41657102000.0
2177.0,41008845000.0,45582983000.0,57177686000.0,71179380000.0,45892006000.0,41373200000.0
2178.0,41361460000.0,45280895000.0,56200753000.0,70918510000.0,45592478000.0,43553160000.0
2179.0,40490185000.0,46415413000.0,56499890000.0,71066165000.0,45131997000.0,41565460000.0
2180.0,49233200000.0,47117790000.0,57387487000.0,70390900000.0,46143017000.0,41247814000.0
2181.0,41922570000.0,45613920000.0,56944250000.0,72741260000.0,44280775000.0,40787046000.0
2182.0,40594530000.0,45644030000.0,55665025000.0,70113570000.0,44495856000.0,41246544000.0
2183.0,41704264000.0,45531853000.0,55636840000.0,73666370000.0,44822372000.0,40741024000.0
2184.0,40676143000.0,45140337000.0,55527383000.0,71786240000.0,43926520000.0,40339886000.0
2185.0,40789553000.0,44494213000.0,55098184000.0,70688830000.0,43738518000.0,40067480000.0
2186.0,39728435000.0,46995550000.0,55106010000.0,71652460000.0,44211708000.0,40344310000.0
2187.0,39591920000.0,45180510000.0,55923480000.0,71438440000.0,43714494000.0,39775460000.0
2188.0,43018250000.0,44828890000.0,55009300000.0,69763630000.0,44421665000.0,39617320000.0
2189.0,39282524000.0,44512317000.0,55023776000.0,69176254000.0,43538320000.0,40162742000.0
2190.0,42155463000.0,44204122000.0,55386460000.0,71055140000.0,43146510000.0,39846280000.0
2191.0,39718146000.0,44603716000.0,54981554000.0,69323070000.0,43786998000.0,39015285000.0
2192.0,40235870000.0,45468447000.0,54539920000.0,69693240000.0,45436596000.0,39269370000.0
2193.0,44756650000.0,44146143000.0,54551855000.0,68859840000.0,46600233000.0,39978815000.0
2194.0,41706377000.0,43486130000.0,55236440000.0,69376860000.0,44180060000.0,39767200000.0
2195.0,39827833000.0,43950973000.0,54479720000.0,70392380000.0,43741442000.0,39803940000.0
2196.0,39739590000.0,43637330000.0,55146844000.0,70347180000.0,43377100000.0,38329086000.0
2197.0,50312258000.0,43445230000.0,55267217000.0,70206080000.0,44236300000.0,38060454000.0
2198.0,40332448000.0,43887014000.0,54351110000.0,69938650000.0,43259100000.0,37927090000.0
2199.0,39040090000.0,44005210000.0,55525510000.0,72305030000.0,44037370000.0,38568587000.0
2200.0,39134278000.0,44774715000.0,54111130000.0,74416650000.0,44577403000.0,37724590000.0
2201.0,39160533000.0,44029060000.0,55291142000.0,72409420000.0,43139617000.0,37561995000.0
2202.0,38425575000.0,43733627000.0,54200283000.0,70103180000.0,44656615000.0,37335736000.0
2203.0,39822225000.0,43832746000.0,53934735000.0,72321800000.0,43846560000.0,38045823000.0
2204.0,38516020000.0,44154954000.0,53535700000.0,70446500000.0,43143586000.0,38203560000.0
2205.0,40363516000.0,43354472000.0,53402950000.0,71542470000.0,42585133000.0,37129820000.0
2206.0,38794666000.0,43145527000.0,53095424000.0,69802720000.0,42985130000.0,37176545000.0
2207.0,38997960000.0,42432670000.0,56319950000.0,71639480000.0,43070923000.0,39844164000.0
2208.0,38806987000.0,42206425000.0,53053874000.0,70260460000.0,44263440000.0,37095535000.0
2209.0,41479910000.0,43936784000.0,53338485000.0,73606490000.0,42533503000.0,36611020000.0
2210.0,38788465000.0,43801526000.0,53591390000.0,71965270000.0,42850927000.0,38991413000.0
2211.0,38813670000.0,45084897000.0,52854800000.0,73094650000.0,42922123000.0,36852773000.0
2212.0,38193074000.0,44290728000.0,53044298000.0,71120355000.0,45735522000.0,37081660000.0
2213.0,39909570000.0,42491556000.0,52928426000.0,74714415000.0,44264206000.0,36649730000.0
2214.0,40412030000.0,43330660000.0,52450260000.0,71192000000.0,43257780000.0,36429664000.0
2215.0,39289065000.0,42915103000.0,52515086000.0,73329810000.0,44407157000.0,37105193000.0
2216.0,40887930000.0,41854984000.0,52337594000.0,71672504000.0,42556560000.0,36335993000.0
2217.0,44220436000.0,42665206000.0,52041593000.0,70633054000.0,42340626000.0,37405508000.0
2218.0,41980160000.0,41967935000.0,51822457000.0,70273860000.0,44090212000.0,35979300000.0
2219.0,38670918000.0,42268135000.0,52902564000.0,74053394000.0,42475467000.0,35751096000.0
2220.0,38335005000.0,42624627000.0,51795603000.0,74543600000.0,42309300000.0,40823980000.0
2221.0,39303980000.0,43663520000.0,51486163000.0,71413270000.0,42764990000.0,42750636000.0
2222.0,39724660000.0,46253880000.0,51327540000.0,71794770000.0,41805180000.0,37842182000.0
2223.0,44284744000.0,44097080000.0,52127707000.0,71017020000.0,41611465000.0,35622410000.0
2224.0,38028330000.0,43665650000.0,51206644000.0,70502875000.0,42132783000.0,35540830000.0
2225.0,38279012000.0,41631756000.0,52034363000.0,72345485000.0,43209500000.0,36775590000.0
2226.0,37902737000.0,47484355000.0,51202814000.0,70572016000.0,41751710000.0,35494367000.0
2227.0,39429760000.0,42762730000.0,50885660000.0,70810340000.0,45646406000.0,34906650000.0
2228.0,38496465000.0,42755736000.0,51185123000.0,72162450000.0,43567297000.0,34718806000.0
2229.0,37586630000.0,41281536000.0,51447402000.0,72540930000.0,42065957000.0,34680422000.0
2230.0,37474350000.0,42530533000.0,51947196000.0,71062760000.0,43738450000.0,35555880000.0
2231.0,37613117000.0,43576010000.0,51258913000.0,70739140000.0,48640020000.0,34646606000.0
2232.0,38359544000.0,41291800000.0,51879756000.0,70820580000.0,43718975000.0,36159738000.0
2233.0,37541003000.0,43560390000.0,51481650000.0,70470640000.0,41894680000.0,34280581000.0
2234.0,37823260000.0,41102885000.0,51182625000.0,70153920000.0,41618010000.0,34215199000.0
2235.0,37042307000.0,42180880000.0,51646710000.0,73379240000.0,41610772000.0,36078620000.0
2236.0,38612850000.0,40663036000.0,51174500000.0,72876310000.0,44516590000.0,34913575000.0
2237.0,36560460000.0,40387318000.0,51570370000.0,73733865000.0,44270567000.0,34528817000.0
2238.0,37473500000.0,41052398000.0,51471960000.0,74513530000.0,43970050000.0,33938969000.0
2239.0,39970150000.0,41384330000.0,50741030000.0,72277900000.0,45670027000.0,35820438000.0
2240.0,39384363000.0,40610742000.0,50368300000.0,75053590000.0,42147627000.0,34273317000.0
2241.0,36930834000.0,40827453000.0,50855125000.0,75214040000.0,42051777000.0,34296030000.0
2242.0,37019230000.0,40963240000.0,50042786000.0,74041190000.0,41097044000.0,34179455000.0
2243.0,42407387000.0,40105090000.0,49959203000.0,73044240000.0,41715520000.0,33574457000.0
2244.0,37405962000.0,41402864000.0,50693680000.0,72102750000.0,41934074000.0,33266893000.0
2245.0,38916837000.0,41578144000.0,50035860000.0,72312040000.0,42900290000.0,33219734000.0
2246.0,37034512000.0,40895332000.0,50382115000.0,72226450000.0,41990967000.0,33282330000.0
2247.0,36434584000.0,43047477000.0,51774108000.0,71612520000.0,41079927000.0,32874080000.0
2248.0,36472807000.0,42267566000.0,50178666000.0,71552500000.0,42646740000.0,33182816000.0
2249.0,36214920000.0,42688102000.0,53009957000.0,72419000000.0,43522650000.0,33099856000.0
2250.0,49401910000.0,46305624000.0,50451790000.0,75563110000.0,44745820000.0,36279775000.0
2251.0,42827550000.0,43155902000.0,50362620000.0,73127600000.0,42785730000.0,33393248000.0
2252.0,40200570000.0,42186396000.0,50324520000.0,79452900000.0,42028827000.0,34678243000.0
2253.0,43213976000.0,40632500000.0,50175103000.0,74676590000.0,41196265000.0,34595467000.0
2254.0,39128715000.0,43427540000.0,49391415000.0,73303360000.0,41883310000.0,33156630000.0
2255.0,41856238000.0,44232580000.0,49900420000.0,73077370000.0,42841498000.0,32739520000.0
2256.0,41059120000.0,40593860000.0,50409406000.0,73550970000.0,42090447000.0,32518552000.0
2257.0,40413730000.0,39935600000.0,49920745000.0,77668300000.0,44777964000.0,33217390000.0
2258.0,41730335000.0,41293810000.0,50451046000.0,78000260000.0,44823814000.0,32369110000.0
2259.0,38113310000.0,39461855000.0,50232586000.0,73743925000.0,42738037000.0,36382323000.0
2260.0,38659244000.0,39942423000.0,49820295000.0,73498714000.0,42041115000.0,36552980000.0
2261.0,40311850000.0,40340443000.0,49400705000.0,74705590000.0,43288388000.0,48227836000.0
2262.0,38399394000.0,39503643000.0,49169637000.0,72780595000.0,42179060000.0,39684130000.0
2263.0,39258964000.0,40764120000.0,49027478000.0,72547280000.0,41968247000.0,36406570000.0
2264.0,38794190000.0,39622787000.0,49101560000.0,73771524000.0,41344250000.0,34100260000.0
2265.0,39597840000.0,39148360000.0,49088440000.0,73529090000.0,44943070000.0,32961098000.0
2266.0,37754800000.0,39227750000.0,48591310000.0,74584230000.0,43084476000.0,33601454000.0
2267.0,37358180000.0,39071880000.0,48477704000.0,75631990000.0,43872903000.0,32466140000.0
2268.0,37814960000.0,41614830000.0,49552232000.0,75030350000.0,43217630000.0,32943526000.0
2269.0,38591210000.0,40234193000.0,50009290000.0,76735350000.0,44535330000.0,32748091000.0
2270.0,39065436000.0,40239260000.0,50633007000.0,73689070000.0,42715017000.0,32031652000.0
2271.0,36907520000.0,39296780000.0,48455510000.0,73476220000.0,41591853000.0,34166407000.0
2272.0,38178640000.0,39183147000.0,48639920000.0,74020856000.0,42178458000.0,33043331000.0
2273.0,40243660000.0,40812147000.0,49596064000.0,78918664000.0,43001864000.0,32666733000.0
2274.0,37464550000.0,40010584000.0,48303755000.0,73623585000.0,42624442000.0,38779240000.0
2275.0,37870113000.0,38703837000.0,48290374000.0,74000110000.0,44128666000.0,32395645000.0
2276.0,36582790000.0,38924325000.0,49079136000.0,74370390000.0,45583913000.0,38068072000.0
2277.0,36548485000.0,41740104000.0,48071643000.0,73886245000.0,42901983000.0,32312926000.0
2278.0,36370883000.0,39902654000.0,48721660000.0,73231696000.0,42285570000.0,32138099000.0
2279.0,38029980000.0,38959137000.0,52416487000.0,74683015000.0,41856455000.0,32365450000.0
2280.0,37777457000.0,38173417000.0,49156750000.0,75169340000.0,41503425000.0,31431358000.0
2281.0,36708815000.0,38285754000.0,48109195000.0,74550010000.0,41391290000.0,31428616000.0
2282.0,36452532000.0,41452618000.0,50532155000.0,75629250000.0,41929170000.0,31754226000.0
2283.0,36313285000.0,41071256000.0,48384664000.0,75363300000.0,41736917000.0,31456528000.0
2284.0,36613330000.0,41249202000.0,47653347000.0,74684465000.0,40889344000.0,31696867000.0
2285.0,36908175000.0,39190550000.0,47666970000.0,75156900000.0,40849230000.0,31787889000.0
2286.0,36203446000.0,40863924000.0,47425995000.0,75096965000.0,43114852000.0,31553784000.0
2287.0,36618924000.0,39201450000.0,47554690000.0,74669320000.0,41527750000.0,31006670000.0
2288.0,36031594000.0,38101856000.0,48292890000.0,76517230000.0,41445958000.0,31522933000.0
2289.0,36985310000.0,38522806000.0,47775220000.0,77843290000.0,40877040000.0,31001455000.0
2290.0,37127102000.0,38182000000.0,47970746000.0,74223985000.0,42533806000.0,31016580000.0
2291.0,37051707000.0,38660456000.0,47481730000.0,78324425000.0,42165187000.0,30730367000.0
2292.0,37264130000.0,38728745000.0,47604347000.0,75309930000.0,41770983000.0,31011125000.0
2293.0,36957786000.0,38924990000.0,48016640000.0,77828370000.0,40870765000.0,30705699000.0
2294.0,36260688000.0,40262620000.0,47240106000.0,76079500000.0,41514380000.0,31519455000.0
