time,CANESM5,MRI-ESM2-0,MPI-ESM1-2-HR,CMCC-CM2-SR5,CAMS-CSM1-0,CESM2-WACCM,GFDL-ESM4,TAIESM1,EC-EARTH3,ACCESS-CM2,IPSL-CM6A-LR,INM-CM5-0,INM-CM4-8,BCC-CSM2-MR,FGOALS-F3-L,NORESM2-MM,ACCESS-ESM1-5,EC-EARTH3-VEG,CESM2
2010.0,1182619800.0,1182619800.0,1182619800.0,1182619800.0,1182619800.0,1182619800.0,1182619800.0,1182619800.0,1182619800.0,1182619800.0,1182619800.0,1182619800.0,1182619800.0,1182619800.0,1182619800.0,1182619800.0,1182619800.0,1182619800.0,1182619800.0
2011.0,1171282800.0,1171282800.0,1171282800.0,1171282800.0,1171282800.0,1171282800.0,1171282800.0,1171282800.0,1171282800.0,1171282800.0,1171282800.0,1171282800.0,1171282800.0,1171282800.0,1171282800.0,1171282800.0,1171282800.0,1171282800.0,1171282800.0
2012.0,1163902000.0,1163902000.0,1163902000.0,1163902000.0,1163902000.0,1163902000.0,1163902000.0,1163902000.0,1163902000.0,1163902000.0,1163902000.0,1163902000.0,1163902000.0,1163902000.0,1163902000.0,1163902000.0,1163902000.0,1163902000.0,1163902000.0
2013.0,1160793500.0,1160793500.0,1160793500.0,1160793500.0,1160793500.0,1160793500.0,1160793500.0,1160793500.0,1160793500.0,1160793500.0,1160793500.0,1160793500.0,1160793500.0,1160793500.0,1160793500.0,1160793500.0,1160793500.0,1160793500.0,1160793500.0
2014.0,1150429000.0,1150429000.0,1150429000.0,1150429000.0,1150429000.0,1150429000.0,1150429000.0,1150429000.0,1150429000.0,1150429000.0,1150429000.0,1150429000.0,1150429000.0,1150429000.0,1150429000.0,1150429000.0,1150429000.0,1150429000.0,1150429000.0
2015.0,1146393700.0,1146393700.0,1146393700.0,1146393700.0,1146393700.0,1146393700.0,1146393700.0,1146393700.0,1146393700.0,1146393700.0,1146393700.0,1146393700.0,1146393700.0,1146393700.0,1146393700.0,1146393700.0,1146393700.0,1146393700.0,1146393700.0
2016.0,1142571400.0,1142571400.0,1142571400.0,1142571400.0,1142571400.0,1142571400.0,1142571400.0,1142571400.0,1142571400.0,1142571400.0,1142571400.0,1142571400.0,1142571400.0,1142571400.0,1142571400.0,1142571400.0,1142571400.0,1142571400.0,1142571400.0
2017.0,1132948900.0,1132948900.0,1132948900.0,1132948900.0,1132948900.0,1132948900.0,1132948900.0,1132948900.0,1132948900.0,1132948900.0,1132948900.0,1132948900.0,1132948900.0,1132948900.0,1132948900.0,1132948900.0,1132948900.0,1132948900.0,1132948900.0
2018.0,1124039700.0,1124039700.0,1124039700.0,1124039700.0,1124039700.0,1124039700.0,1124039700.0,1124039700.0,1124039700.0,1124039700.0,1124039700.0,1124039700.0,1124039700.0,1124039700.0,1124039700.0,1124039700.0,1124039700.0,1124039700.0,1124039700.0
2019.0,1111335000.0,1111335000.0,1111335000.0,1111335000.0,1111335000.0,1111335000.0,1111335000.0,1111335000.0,1111335000.0,1111335000.0,1111335000.0,1111335000.0,1111335000.0,1111335000.0,1111335000.0,1111335000.0,1111335000.0,1111335000.0,1111335000.0
2020.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0,1101499800.0
2021.0,1093170300.0,1081305500.0,1094008300.0,1093429000.0,1093087400.0,1095174400.0,1087610200.0,1085369300.0,1094183600.0,1096007200.0,1096228600.0,1092171900.0,1109554800.0,1090147700.0,1085231200.0,1083898500.0,1083037000.0,1093742700.0,1089416100.0
2022.0,1081190300.0,1095269000.0,1127582300.0,1084243700.0,1081970400.0,1097448400.0,1072077100.0,1071589000.0,1083825200.0,1081119600.0,1107747800.0,1084704300.0,1086439700.0,1085912200.0,1070891260.0,1082998000.0,1074217000.0,1077768800.0,1079762600.0
2023.0,1067726700.0,1068338750.0,1117406500.0,1075340200.0,1064189060.0,1081234600.0,1060432640.0,1047198140.0,1076163100.0,1068370500.0,1084501100.0,1067353300.0,1076506600.0,1076421500.0,1057532100.0,1088496500.0,1061727360.0,1068433000.0,1071481700.0
2024.0,1049527300.0,1058338200.0,1082237300.0,1062191600.0,1046605400.0,1072917800.0,1075173400.0,1021656060.0,1082587100.0,1060354000.0,1067547600.0,1049198000.0,1066060860.0,1062386300.0,1043680000.0,1089377700.0,1042762800.0,1067189400.0,1057675500.0
2025.0,1030145540.0,1084764000.0,1071909500.0,1046535940.0,1051396400.0,1063283140.0,1070757400.0,1004019840.0,1061655040.0,1041748300.0,1051229000.0,1039843460.0,1097765600.0,1044907460.0,1037339840.0,1188271900.0,1027835100.0,1049309800.0,1049900350.0
2026.0,1005057150.0,1049098900.0,1068299400.0,1029471550.0,1023100900.0,1082305700.0,1056436900.0,985681500.0,1062310900.0,1034503740.0,1035684300.0,1029983040.0,1060624200.0,1038329540.0,1029929700.0,1077018000.0,1007527100.0,1032504260.0,1047920060.0
2027.0,984891900.0,1030791040.0,1083715300.0,1015739100.0,1006411300.0,1056180740.0,1034218240.0,954020600.0,1050840700.0,1017347500.0,1032363600.0,1018958660.0,1047697540.0,1034421760.0,1010355800.0,1074047600.0,993905400.0,1017995400.0,1034456600.0
2028.0,960528830.0,1081041300.0,1075107500.0,1000382660.0,997645300.0,1040083140.0,1030452000.0,937320700.0,1044747000.0,1010490560.0,1020524600.0,1008366000.0,1035504900.0,1052182600.0,993497000.0,1052079740.0,981752960.0,1019038460.0,1026762750.0
2029.0,933801340.0,1036437200.0,1050434240.0,985039100.0,981521900.0,1031422200.0,1021140600.0,919253400.0,1032359940.0,995499460.0,1005207040.0,996471300.0,1026842500.0,1015327360.0,983491800.0,1055434300.0,970722100.0,1115862300.0,1017950900.0
2030.0,909561540.0,1015316800.0,1073056400.0,969779000.0,959814700.0,1020752300.0,1010605200.0,893913600.0,1020297700.0,983285950.0,999011200.0,1012930370.0,1015269000.0,1011224960.0,965524800.0,1047005000.0,969403900.0,1028302100.0,1009217660.0
2031.0,903107500.0,1006727040.0,1055155500.0,965395260.0,941625340.0,1016655200.0,1017165000.0,869068600.0,1004729800.0,1007409200.0,983640000.0,977705000.0,1008499400.0,1000104500.0,938123600.0,1028905000.0,994429630.0,994403260.0,988252400.0
2032.0,878990700.0,1001031400.0,1046660160.0,968169300.0,919051500.0,1004267300.0,996281660.0,835358400.0,1113506000.0,975718140.0,973522560.0,964030500.0,987694460.0,1014249600.0,912162800.0,1026766460.0,949622660.0,983044030.0,973625860.0
2033.0,858528200.0,1022557900.0,1047213400.0,947653060.0,928802940.0,992863800.0,1001176640.0,810612860.0,1035904830.0,953868900.0,962181200.0,956004400.0,981475800.0,1015873150.0,894558100.0,1021873100.0,938563900.0,971700800.0,967027840.0
2034.0,833795900.0,989486460.0,1039041600.0,927934700.0,915788200.0,976378750.0,996280200.0,780157630.0,1001465540.0,947734600.0,950950200.0,951568300.0,1021088500.0,1011647740.0,877578100.0,1003899700.0,926958000.0,957682300.0,951342660.0
2035.0,813294850.0,978339600.0,1027771700.0,908448600.0,888470400.0,972744000.0,1007531460.0,764020700.0,984912500.0,923532400.0,948963900.0,930993100.0,1024514050.0,980029250.0,860609660.0,1006338400.0,914798900.0,943776600.0,929753340.0
2036.0,798685250.0,983744100.0,1022662850.0,891617540.0,881050240.0,955205300.0,990052900.0,736284200.0,969901500.0,904108000.0,928357100.0,928194000.0,978463550.0,970740200.0,841650700.0,1050888600.0,903650500.0,940507200.0,911884540.0
2037.0,785734100.0,995320770.0,1018701250.0,863876500.0,858329300.0,939938200.0,989615000.0,699748900.0,1025582300.0,893323500.0,906480500.0,909231100.0,966960450.0,957581200.0,818421760.0,1022979460.0,892850300.0,928484800.0,891913900.0
2038.0,761871700.0,980816600.0,1009827500.0,833351230.0,954864960.0,931198400.0,987373300.0,686366900.0,965512450.0,875566500.0,885126200.0,901366000.0,956009300.0,941932200.0,796546600.0,1015611300.0,882541000.0,919603800.0,872084350.0
2039.0,737123650.0,967030460.0,1023640400.0,810713600.0,869054850.0,917447550.0,981504060.0,664351000.0,959007100.0,865624960.0,864508400.0,895812000.0,936689700.0,928271600.0,776124400.0,1005737000.0,914587700.0,922450940.0,847572000.0
2040.0,716318660.0,957513000.0,1005006200.0,796951700.0,832792960.0,890135300.0,986750300.0,641709500.0,989926500.0,842876700.0,844737200.0,881939700.0,927283200.0,917929400.0,742475900.0,1003429000.0,889028400.0,897396000.0,835276740.0
2041.0,705784400.0,977021440.0,990176500.0,775249700.0,846065100.0,868464100.0,988777540.0,617967900.0,957584200.0,823420900.0,832666430.0,874600100.0,924086300.0,905787260.0,713918500.0,997731600.0,869893760.0,886305660.0,814834800.0
2042.0,688398100.0,952268540.0,981677760.0,753201150.0,813514400.0,853007550.0,976987700.0,604420800.0,1022974660.0,800726700.0,812440700.0,862344300.0,911870000.0,898149570.0,694708200.0,995023360.0,846263300.0,872306050.0,795089860.0
2043.0,673683700.0,952574140.0,969869630.0,731716540.0,799228740.0,834094340.0,971424300.0,577327360.0,945234700.0,781092600.0,795494850.0,846361340.0,899440300.0,890453700.0,671941700.0,980829900.0,833043650.0,860714430.0,784263200.0
2044.0,669016700.0,942842700.0,960276800.0,722236100.0,791703800.0,811375600.0,963892350.0,555496450.0,935035900.0,764347100.0,781199170.0,836769800.0,888949800.0,879734300.0,660258100.0,973929100.0,822388540.0,858763140.0,762952260.0
2045.0,655145340.0,924686200.0,973493200.0,698553660.0,787615100.0,780756540.0,959546200.0,536784860.0,931380700.0,742131600.0,764085800.0,817369500.0,883731140.0,863615170.0,643770000.0,961281150.0,812439940.0,857948200.0,747352600.0
2046.0,640944450.0,903601500.0,959627100.0,684451140.0,773370600.0,769207300.0,955006500.0,514680480.0,919966660.0,728458750.0,746859300.0,804431200.0,867473900.0,853617600.0,633808060.0,968980600.0,803637400.0,832951500.0,737460700.0
2047.0,618162400.0,894100540.0,934528060.0,656526800.0,765084350.0,743272960.0,944277400.0,498656740.0,914702300.0,706305660.0,721680900.0,782575000.0,856670500.0,831898900.0,616644600.0,1014949950.0,794332860.0,811757440.0,722732500.0
2048.0,608538100.0,880060350.0,907573760.0,638198340.0,754625400.0,724271000.0,933862000.0,478402700.0,919495500.0,690297540.0,698214100.0,776949760.0,839185660.0,818842050.0,598441660.0,956250940.0,775727600.0,796309440.0,707791900.0
2049.0,588146240.0,854946750.0,892876000.0,623447100.0,743903300.0,699916400.0,941573250.0,461569150.0,911709200.0,672370500.0,675532900.0,756654400.0,823300900.0,806242400.0,586646100.0,1062783300.0,760127000.0,777075100.0,688446500.0
2050.0,566726800.0,831615800.0,880315000.0,622189300.0,759495500.0,687708350.0,921445400.0,452430980.0,897258700.0,655679940.0,654035500.0,741799550.0,810144300.0,794799300.0,573383400.0,967469500.0,747250750.0,766162700.0,671769700.0
2051.0,550762300.0,818181000.0,857015900.0,599717060.0,728649600.0,665807700.0,912057800.0,439159400.0,883385300.0,637699000.0,644234600.0,726280200.0,796763460.0,773298940.0,556917100.0,943787400.0,730258240.0,767613250.0,658872600.0
2052.0,533459500.0,779513000.0,840445300.0,579159200.0,722023230.0,643932860.0,906144260.0,429165820.0,941564160.0,621014600.0,628756500.0,709935100.0,781585900.0,757955500.0,546480060.0,930601500.0,702370750.0,744576060.0,639826940.0
2053.0,513774800.0,745802200.0,814303900.0,560582600.0,708127100.0,628533300.0,899934500.0,412248800.0,885418500.0,607366400.0,606923650.0,690269800.0,766432450.0,737461600.0,551195140.0,925537540.0,690898800.0,732425000.0,628480830.0
2054.0,499724740.0,732624000.0,789762900.0,537089340.0,707381900.0,610265150.0,895209540.0,403065700.0,870841100.0,595578100.0,587249860.0,677258200.0,739965250.0,724090940.0,531560830.0,916549060.0,666410700.0,726910850.0,610793000.0
2055.0,487705700.0,704821760.0,763181500.0,512744160.0,687723840.0,585191400.0,881176500.0,390787330.0,858878300.0,574624260.0,572612900.0,659519040.0,715957570.0,707616200.0,522475520.0,902067000.0,649064450.0,717007900.0,595248500.0
2056.0,476865470.0,684260300.0,732935360.0,502084220.0,673350300.0,569514600.0,879198850.0,374731870.0,851464100.0,553147100.0,551859200.0,640517200.0,696844400.0,686945540.0,512616320.0,897226050.0,631899260.0,706705800.0,585242050.0
2057.0,467008900.0,666236800.0,696111700.0,494003740.0,660050900.0,559671500.0,863667260.0,361884500.0,852657500.0,529196900.0,534899330.0,633454140.0,685277800.0,672778300.0,506963200.0,884818100.0,602482100.0,692197100.0,576269600.0
2058.0,451653730.0,650959500.0,670528640.0,481828260.0,641782460.0,541990900.0,846282050.0,347194140.0,844983940.0,515834370.0,519013150.0,619588160.0,675407360.0,661043300.0,494315140.0,872840770.0,584566400.0,681674500.0,563701300.0
2059.0,440460700.0,630820600.0,648002600.0,468966200.0,622775230.0,520010900.0,835103900.0,340610940.0,827412000.0,504436380.0,507242270.0,609340100.0,654017540.0,647375900.0,487628130.0,861210100.0,574306500.0,668628600.0,549557570.0
2060.0,428065180.0,619078850.0,626780900.0,449324450.0,613291800.0,502010880.0,829742100.0,330786900.0,810583550.0,492971100.0,489006050.0,601667460.0,642831000.0,630967000.0,477446240.0,843654500.0,555950300.0,700751600.0,531050240.0
2061.0,409343600.0,605597500.0,620477950.0,435776580.0,600908800.0,483824900.0,808501440.0,316437300.0,833509400.0,478694000.0,469181630.0,609822300.0,625136000.0,609788350.0,470041860.0,820023200.0,552960450.0,656339400.0,513683230.0
2062.0,390415940.0,584858700.0,604807300.0,425822400.0,587148600.0,465671550.0,807142800.0,301538430.0,794929540.0,465375000.0,455309200.0,581938940.0,606622850.0,592843800.0,462205250.0,801523800.0,519583700.0,638140400.0,500231140.0
2063.0,373229200.0,570654340.0,597675260.0,412427200.0,578990660.0,449775550.0,788155100.0,291960670.0,778056640.0,447629730.0,441410370.0,571087800.0,591011460.0,580416800.0,461387420.0,786804100.0,506071460.0,624940860.0,487451000.0
2064.0,355839000.0,561833600.0,576630200.0,397724060.0,641462300.0,435169250.0,768640830.0,281922800.0,756900500.0,437841150.0,429516400.0,558613800.0,580574700.0,569733000.0,451618940.0,771801800.0,493735780.0,619193660.0,470621980.0
2065.0,337322750.0,542501440.0,561782400.0,380924220.0,566057200.0,423911170.0,767625400.0,270915940.0,739749200.0,421159420.0,419622000.0,547255900.0,565045100.0,551485900.0,442362940.0,749752260.0,480028800.0,602860300.0,455251400.0
2066.0,329695600.0,532442900.0,554302140.0,368376830.0,556583900.0,436667300.0,745809600.0,260790850.0,725192600.0,406224540.0,407736960.0,536674750.0,550815100.0,529952770.0,429562900.0,722721340.0,475120420.0,591475500.0,439833700.0
2067.0,311502850.0,521835170.0,537871600.0,353331300.0,542427100.0,408249100.0,731734300.0,250743800.0,710492540.0,390399140.0,394848860.0,528211100.0,539834050.0,515519870.0,419364260.0,708947200.0,463830460.0,574564350.0,427660770.0
2068.0,296619140.0,511921300.0,523847970.0,341955170.0,530088400.0,392430900.0,714644200.0,239523630.0,704799040.0,379247870.0,383001730.0,520569570.0,529716200.0,500600220.0,405591200.0,708273100.0,448856500.0,556462850.0,408194700.0
2069.0,280203260.0,505496400.0,513489000.0,329522880.0,518805200.0,383288060.0,697926300.0,234410690.0,676817400.0,363675500.0,372771900.0,510288740.0,520811140.0,486220930.0,395414530.0,691167550.0,436553200.0,554127900.0,392355460.0
2070.0,267302420.0,492129380.0,502712000.0,323782370.0,510360260.0,366503330.0,686007550.0,220513330.0,649864060.0,349422980.0,359575360.0,500175800.0,508797980.0,470468540.0,385133280.0,667019600.0,427581980.0,532229570.0,380607900.0
2071.0,256551630.0,483812350.0,496416030.0,316046400.0,502157340.0,355967000.0,666867600.0,213844140.0,645495940.0,336352260.0,344505250.0,491177900.0,498111230.0,466240350.0,372248800.0,652919940.0,421032580.0,520835360.0,369571260.0
2072.0,247645730.0,476193020.0,483685900.0,301233250.0,490010980.0,347975500.0,645160960.0,210464780.0,620395100.0,321476830.0,334642020.0,489285980.0,493111650.0,454430270.0,362490370.0,633138000.0,413933900.0,503981120.0,353410300.0
2073.0,240118740.0,466383000.0,473983260.0,293642800.0,483191550.0,338291300.0,630722700.0,195257440.0,598543100.0,309886660.0,327864900.0,492073060.0,485634600.0,438668830.0,350643100.0,623845600.0,404927040.0,493490370.0,341355970.0
2074.0,229009440.0,460737600.0,465042940.0,284903800.0,478093200.0,330099550.0,604777860.0,189157540.0,569173500.0,300044400.0,317101630.0,483135780.0,479468580.0,424200350.0,340324480.0,610936900.0,398751070.0,479041200.0,330676640.0
2075.0,214736750.0,449690000.0,454434000.0,277513700.0,472021100.0,320224160.0,595492400.0,179685920.0,551720640.0,286810020.0,305605000.0,476534460.0,471580350.0,412742200.0,323817470.0,599987600.0,391463550.0,461372220.0,322414500.0
2076.0,203120860.0,438431360.0,446586500.0,269097180.0,466292600.0,310925300.0,577650800.0,171110000.0,565155500.0,283983070.0,297311650.0,474488500.0,466690880.0,399272320.0,310911420.0,582541950.0,382553950.0,451772380.0,310769800.0
2077.0,194319460.0,435138340.0,438658240.0,264731940.0,461750300.0,304796400.0,558340100.0,163923570.0,522221470.0,270594180.0,291884600.0,470432640.0,459164860.0,395662600.0,295053100.0,577039550.0,379189120.0,448200160.0,296998660.0
2078.0,187366700.0,423743500.0,428870370.0,257086860.0,456264770.0,297405700.0,544765760.0,156130770.0,499884930.0,260777900.0,283626080.0,464409860.0,454738200.0,385239600.0,282162620.0,563155000.0,375885440.0,432979940.0,285478000.0
2079.0,173506050.0,419093630.0,420502050.0,249947900.0,450577700.0,287139140.0,532129600.0,147443840.0,490309300.0,248797100.0,276159870.0,457989730.0,447090980.0,374880220.0,272096160.0,547242560.0,368247900.0,424007780.0,275797340.0
2080.0,164653040.0,412658620.0,412243870.0,250025090.0,445210020.0,276969100.0,508697500.0,140525810.0,472074400.0,239068180.0,263638140.0,454955800.0,438583900.0,360019700.0,260028690.0,528172320.0,361041950.0,413457380.0,267242610.0
2081.0,152783800.0,403715650.0,405254000.0,244845710.0,438324800.0,272082080.0,491085020.0,132789510.0,452691070.0,226746770.0,256825440.0,483635650.0,428790880.0,353346300.0,248920300.0,517812580.0,353772130.0,399159260.0,254807650.0
2082.0,149051710.0,396772260.0,399007400.0,235763150.0,431190530.0,268338860.0,476191330.0,129427050.0,437357250.0,220129940.0,265394180.0,451974100.0,423327650.0,344279800.0,233792300.0,507244480.0,350752220.0,386858270.0,243687330.0
2083.0,142771000.0,388746300.0,392050400.0,224153100.0,422024130.0,255802430.0,465807780.0,121581240.0,422565300.0,210403630.0,245018060.0,446523360.0,418975300.0,330632060.0,230089540.0,492610020.0,342490430.0,377365440.0,232470770.0
2084.0,139320180.0,380870240.0,384503520.0,221174830.0,418760740.0,248574190.0,452733660.0,113392330.0,403702600.0,203696460.0,232059970.0,439554000.0,414186400.0,318305920.0,221402940.0,480553470.0,335203800.0,365780100.0,223877760.0
2085.0,134978560.0,372137860.0,372076670.0,226769570.0,411330300.0,239715440.0,434716320.0,102908680.0,388124000.0,196266350.0,226460800.0,435824900.0,412028800.0,307506430.0,209701260.0,473451740.0,330487100.0,359267700.0,212625180.0
2086.0,130757110.0,366507330.0,362748740.0,214843630.0,420678750.0,231615020.0,426229400.0,98519000.0,377729250.0,191611760.0,216242110.0,433276800.0,407693100.0,299955520.0,198375760.0,460569200.0,323631100.0,352578370.0,198509090.0
2087.0,128772536.0,359667700.0,349471420.0,209208180.0,403170080.0,220326690.0,414156200.0,94632740.0,367010000.0,182623300.0,206303890.0,429421920.0,400733400.0,286019070.0,191585580.0,451441660.0,318565760.0,341342140.0,191499460.0
2088.0,127147570.0,353262980.0,336835650.0,201973090.0,394782940.0,214217040.0,401374600.0,93033016.0,353741200.0,173239140.0,201743730.0,423105470.0,393533120.0,281021820.0,184149660.0,443589400.0,314510750.0,329671900.0,183255630.0
2089.0,120507600.0,347440160.0,327159460.0,197622450.0,389568320.0,208333400.0,385545180.0,89829480.0,340967330.0,168072210.0,193372340.0,420264960.0,388548400.0,274598980.0,174136820.0,435217440.0,302602900.0,322596670.0,177168340.0
2090.0,110661740.0,339201540.0,316074300.0,193718820.0,392898500.0,199512540.0,375237900.0,86985490.0,326115600.0,161492940.0,183785570.0,416292030.0,381275200.0,268783680.0,168442930.0,422126600.0,298351330.0,313431800.0,166507940.0
2091.0,106845960.0,331000100.0,305832420.0,188745120.0,382633760.0,193380700.0,362729730.0,84226110.0,317119970.0,157225550.0,179331490.0,413372580.0,373434180.0,259090480.0,155350610.0,436233600.0,294770370.0,304963970.0,155431680.0
2092.0,104927660.0,326570720.0,297556200.0,184555790.0,377636600.0,184824720.0,352912130.0,82600110.0,317030620.0,150833220.0,172796420.0,408182620.0,367993250.0,251968540.0,151968460.0,409076900.0,282437630.0,303086600.0,148601920.0
2093.0,103888504.0,327579800.0,285021380.0,178648020.0,373737200.0,178515440.0,345206560.0,79786984.0,298438850.0,144169340.0,167939440.0,404314080.0,364495520.0,241326130.0,147220510.0,395905250.0,272074200.0,290833150.0,142262940.0
2094.0,101806504.0,320779200.0,276207870.0,176146530.0,370098340.0,170137980.0,339049440.0,76956110.0,284833860.0,137313650.0,162614720.0,402425500.0,356099600.0,235876370.0,144211870.0,385160770.0,261130530.0,277668060.0,132905390.0
2095.0,97906056.0,310010430.0,266836620.0,171692020.0,374227230.0,159384720.0,327135550.0,70727064.0,275361100.0,133771640.0,159009920.0,398029250.0,349285630.0,229716430.0,138244590.0,370462370.0,250819800.0,272624830.0,125397304.0
2096.0,95378400.0,302213570.0,261484240.0,167000080.0,362967840.0,152923740.0,317621400.0,68646290.0,261060030.0,129471370.0,148340750.0,394764320.0,341951680.0,225621000.0,135990060.0,359371300.0,245779890.0,257870180.0,122816856.0
2097.0,93270250.0,295349220.0,248234050.0,164624980.0,354652670.0,148196340.0,310480160.0,66884524.0,247536590.0,127783010.0,145048400.0,387887500.0,332850620.0,212678720.0,133734530.0,356206430.0,237391520.0,249557340.0,112625280.0
2098.0,91484410.0,288471970.0,242496270.0,161026240.0,346671780.0,141895250.0,303424480.0,65571130.0,242310530.0,124333830.0,141371920.0,378375650.0,323073470.0,206274640.0,129979580.0,343435500.0,230477920.0,241534460.0,106227870.0
2099.0,89891970.0,280266000.0,235892200.0,152320380.0,341609400.0,136464130.0,298354200.0,58911504.0,234082990.0,118838940.0,138787790.0,371662620.0,311396300.0,202204430.0,127474440.0,333887650.0,223914640.0,230989280.0,103984904.0
2100.0,86982824.0,270285380.0,229380660.0,148523170.0,334545540.0,126199840.0,291891550.0,57144892.0,229373340.0,115063670.0,137693200.0,363101400.0,302506980.0,198078260.0,123117270.0,324373020.0,214141870.0,228527360.0,101884410.0
