time,BCC-CSM2-MR,FGOALS-F3-L,CESM2,GFDL-ESM4,NORESM2-MM,EC-EARTH3-VEG,EC-EARTH3,INM-CM5-0,INM-CM4-8,CAMS-CSM1-0,CESM2-WACCM,MRI-ESM2-0,CMCC-CM2-SR5,MPI-ESM1-2-HR
2054.0,12913291000000.0,12929344000000.0,12687780000000.0,12823559000000.0,13216747000000.0,11845511000000.0,12054906000000.0,13033597000000.0,13025923000000.0,13173463000000.0,13006397000000.0,11869007000000.0,12691402000000.0,12940142000000.0
2055.0,12897628000000.0,12867660000000.0,12648537000000.0,12784248000000.0,13212413000000.0,11727111000000.0,11945713000000.0,13009614000000.0,12982287000000.0,13154497000000.0,12997000000000.0,11744610000000.0,12598636000000.0,12915440000000.0
2056.0,12864824000000.0,12801643000000.0,12597250000000.0,12760619000000.0,13200671000000.0,11585838000000.0,11818426000000.0,12983199000000.0,12931593000000.0,13136225000000.0,12963038000000.0,11644969000000.0,12523341000000.0,12888042000000.0
2057.0,12823963000000.0,12772761000000.0,12547376000000.0,12718505000000.0,13164597000000.0,11478600000000.0,11701998000000.0,12969267000000.0,12879339000000.0,13111273000000.0,12929103000000.0,11544110000000.0,12439456000000.0,12846145000000.0
2058.0,12787858000000.0,12749377000000.0,12517997000000.0,12675449000000.0,13171188000000.0,11398446000000.0,11579260000000.0,12962407000000.0,12836919000000.0,13087972000000.0,12916018000000.0,11432936000000.0,12341793000000.0,12815140000000.0
2059.0,12731058000000.0,12724821000000.0,12465658000000.0,12643550000000.0,13138207000000.0,11250450000000.0,11478315000000.0,12929894000000.0,12812940000000.0,13070405000000.0,12896345000000.0,11332381000000.0,12268405000000.0,12775093000000.0
2060.0,12702992000000.0,12705953000000.0,12427139000000.0,12616400000000.0,13094060000000.0,11136605000000.0,11360995000000.0,12915094000000.0,12756777000000.0,13066376000000.0,12879269000000.0,11254192000000.0,12163628000000.0,12737118000000.0
2061.0,12648171000000.0,12682030000000.0,12352391000000.0,12579604000000.0,13066761000000.0,11071786000000.0,11257509000000.0,12876058000000.0,12717653000000.0,13048046000000.0,12865498000000.0,11131155000000.0,12085497000000.0,12717587000000.0
2062.0,12604435000000.0,12652040000000.0,12293540000000.0,12541301000000.0,13013646000000.0,10987443000000.0,11140840000000.0,12829834000000.0,12676576000000.0,13032226000000.0,12822691000000.0,11040028000000.0,11997237000000.0,12700423000000.0
2063.0,12557315000000.0,12615373000000.0,12264866000000.0,12520647000000.0,12995297000000.0,10879011000000.0,11056720000000.0,12788494000000.0,12587183000000.0,13033025000000.0,12773909000000.0,10945891000000.0,11893425000000.0,12680068000000.0
2064.0,12537585000000.0,12562479000000.0,12194377000000.0,12494810000000.0,12975117000000.0,10760803000000.0,10912940000000.0,12734121000000.0,12513153000000.0,12989383000000.0,12730620000000.0,10800223000000.0,11775335000000.0,12648913000000.0
2065.0,12480970000000.0,12519021000000.0,12064189000000.0,12449853000000.0,12952806000000.0,10621418000000.0,10779783000000.0,12686935000000.0,12474057000000.0,12961824000000.0,12723276000000.0,10718970000000.0,11680992000000.0,12626912000000.0
2066.0,12442505000000.0,12471553000000.0,12011026000000.0,12440736000000.0,12936141000000.0,10499208000000.0,10638187000000.0,12653527000000.0,12429641000000.0,12946545000000.0,12692890000000.0,10658907000000.0,11559809000000.0,12606918000000.0
2067.0,12378985000000.0,12412942000000.0,11952107000000.0,12435154000000.0,12917056000000.0,10375302000000.0,10520911000000.0,12607070000000.0,12391305000000.0,12908994000000.0,12662918000000.0,10570890000000.0,11422842000000.0,12557063000000.0
2068.0,12326022000000.0,12327533000000.0,11922623000000.0,12391629000000.0,12869341000000.0,10249319000000.0,10424701000000.0,12558557000000.0,12371710000000.0,12890038000000.0,12618483000000.0,10477890000000.0,11311746000000.0,12516762000000.0
2069.0,12280388000000.0,12260300000000.0,11874542000000.0,12351175000000.0,12849852000000.0,10110198000000.0,10302227000000.0,12528501000000.0,12349757000000.0,12874130000000.0,12582840000000.0,10398798000000.0,11179582000000.0,12478887000000.0
2070.0,12260117000000.0,12188759000000.0,11815693000000.0,12316479000000.0,12827395000000.0,9983442000000.0,10201267000000.0,12474326000000.0,12331971000000.0,12838964000000.0,12537775000000.0,10294975000000.0,11085215000000.0,12429948000000.0
2071.0,12209713000000.0,12138167000000.0,11795946000000.0,12277991000000.0,12794492000000.0,9861594000000.0,10109528000000.0,12420556000000.0,12281324000000.0,12814552000000.0,12517972000000.0,10183341000000.0,11017816000000.0,12372863000000.0
2072.0,12120284000000.0,12127411000000.0,11739379000000.0,12250499000000.0,12727070000000.0,9740848000000.0,9982679000000.0,12344159000000.0,12241929000000.0,12784750000000.0,12511145000000.0,10097238000000.0,10861907000000.0,12334140000000.0
2073.0,12079476000000.0,12102657000000.0,11685190000000.0,12212436000000.0,12681977000000.0,9613766000000.0,9879044000000.0,12315060000000.0,12194702000000.0,12756213000000.0,12483558000000.0,10009086000000.0,10742512000000.0,12279740000000.0
2074.0,12054960000000.0,12089763000000.0,11639908000000.0,12158293000000.0,12639557000000.0,9473982000000.0,9785796000000.0,12264472000000.0,12116636000000.0,12717253000000.0,12440024000000.0,9925961000000.0,10618106000000.0,12230378000000.0
2075.0,12009076000000.0,12064333000000.0,11573168000000.0,12118538000000.0,12619712000000.0,9348538000000.0,9690897000000.0,12206230000000.0,12065980000000.0,12676777000000.0,12413721000000.0,9836753000000.0,10509072000000.0,12169150000000.0
2076.0,11967123000000.0,12047595000000.0,11535284000000.0,12069681000000.0,12554525000000.0,9234033000000.0,9591123000000.0,12166576000000.0,12033857000000.0,12620402000000.0,12373977000000.0,9715592000000.0,10394319000000.0,12140762000000.0
2077.0,11912291000000.0,12044976000000.0,11463972000000.0,12016803000000.0,12527246000000.0,9128018000000.0,9483279000000.0,12133793000000.0,11984895000000.0,12576785000000.0,12316229000000.0,9609278000000.0,10256056000000.0,12116256000000.0
2078.0,11876154000000.0,12000306000000.0,11408365000000.0,11941447000000.0,12481217000000.0,9010105000000.0,9366560000000.0,12093546000000.0,11915767000000.0,12564376000000.0,12264909000000.0,9508613000000.0,10120708000000.0,12089107000000.0
2079.0,11821159000000.0,11966396000000.0,11346067000000.0,11902571000000.0,12437658000000.0,8889440000000.0,9260798000000.0,12037338000000.0,11876791000000.0,12553101000000.0,12240539000000.0,9405826000000.0,9997980000000.0,12057601000000.0
2080.0,11803761000000.0,11947507000000.0,11289690000000.0,11861529000000.0,12407317000000.0,8768817500000.0,9159053000000.0,11983383000000.0,11808896000000.0,12503187000000.0,12200290000000.0,9322108000000.0,9867751000000.0,11993233000000.0
2081.0,11791615000000.0,11902729000000.0,11224117000000.0,11797854000000.0,12393657000000.0,8621396000000.0,9058876000000.0,11913178000000.0,11765528000000.0,12478591000000.0,12146514000000.0,9253138000000.0,9767768000000.0,11951871000000.0
2082.0,11757491000000.0,11866609000000.0,11156652000000.0,11742486000000.0,12351128000000.0,8474100500000.0,8943368000000.0,11863358000000.0,11745834000000.0,12443245000000.0,12082169000000.0,9194006000000.0,9620897000000.0,11924568000000.0
2083.0,11739580000000.0,11842168000000.0,11126651000000.0,11678468000000.0,12274036000000.0,8338831000000.0,8834185000000.0,11819497000000.0,11683439000000.0,12437680000000.0,12006907000000.0,9114864000000.0,9476060000000.0,11899158000000.0
2084.0,11719327000000.0,11817289000000.0,11062448000000.0,11621080000000.0,12204611000000.0,8196596000000.0,8735560300000.0,11783716000000.0,11635854000000.0,12415437000000.0,11954854000000.0,9013090000000.0,9293901000000.0,11862595000000.0
2085.0,11669762000000.0,11813171000000.0,11038897000000.0,11558096000000.0,12162917000000.0,8049734500000.0,8604781400000.0,11750366000000.0,11618280000000.0,12384806000000.0,11877304000000.0,8910819000000.0,9142498000000.0,11847625000000.0
2086.0,11643724000000.0,11798409000000.0,11017652000000.0,11503789000000.0,12110902000000.0,7892703000000.0,8506739000000.0,11699811000000.0,11570234000000.0,12346713000000.0,11808302000000.0,8821858000000.0,8992201000000.0,11807936000000.0
2087.0,11614066000000.0,11771044000000.0,10947445000000.0,11441238000000.0,12068831000000.0,7749473000000.0,8398519000000.0,11640675000000.0,11532308000000.0,12310638000000.0,11762226000000.0,8741286000000.0,8867179000000.0,11768250000000.0
2088.0,11588359000000.0,11742258000000.0,10880457000000.0,11398502000000.0,12039843000000.0,7626058400000.0,8279948300000.0,11575527000000.0,11481980000000.0,12301629000000.0,11715780000000.0,8657000500000.0,8732184000000.0,11720324000000.0
2089.0,11516746000000.0,11687828000000.0,10808690000000.0,11344153000000.0,12023664000000.0,7481158300000.0,8129896000000.0,11526259000000.0,11424607000000.0,12269110000000.0,11656786000000.0,8566406600000.0,8578957600000.0,11680367000000.0
2090.0,11479621000000.0,11612171000000.0,10754967000000.0,11297530000000.0,11979509000000.0,7352019000000.0,8008154000000.0,11486579000000.0,11369951000000.0,12233007000000.0,11607802000000.0,8488073000000.0,8434650400000.0,11611608000000.0
2091.0,11453086000000.0,11585866000000.0,10693889000000.0,11222329000000.0,11945663000000.0,7199395000000.0,7901028500000.0,11452313000000.0,11301793000000.0,12200355000000.0,11552039000000.0,8396604400000.0,8340143000000.0,11580000000000.0
2092.0,11379899000000.0,11520943000000.0,10642307000000.0,11161662000000.0,11917258000000.0,7077381000000.0,7773246000000.0,11379276000000.0,11248438000000.0,12174620000000.0,11511162000000.0,8314406000000.0,8206433600000.0,11541545000000.0
2093.0,11349105000000.0,11452559000000.0,10600405000000.0,11117138000000.0,11889171000000.0,6940978000000.0,7654783000000.0,11329423000000.0,11203111000000.0,12154027000000.0,11452960000000.0,8236486400000.0,8055712000000.0,11492126000000.0
2094.0,11301310000000.0,11385524000000.0,10551259000000.0,11062844000000.0,11853575000000.0,6821663000000.0,7535874500000.0,11271925000000.0,11168976000000.0,12153474000000.0,11399102000000.0,8151271000000.0,7898933000000.0,11453633000000.0
2095.0,11257445000000.0,11337522000000.0,10497711000000.0,11014529000000.0,11827059000000.0,6699272400000.0,7405321000000.0,11212331000000.0,11117055000000.0,12124100000000.0,11358327000000.0,8064299000000.0,7722596600000.0,11405633000000.0
2096.0,11185550000000.0,11328772000000.0,10424295000000.0,10943975000000.0,11803198000000.0,6569177000000.0,7288889300000.0,11131668000000.0,11078482000000.0,12106576000000.0,11336123000000.0,7979438400000.0,7583341500000.0,11370252000000.0
2097.0,11129372000000.0,11294664000000.0,10360513000000.0,10897014000000.0,11766608000000.0,6426588600000.0,7166428000000.0,11069932000000.0,11034554000000.0,12089864000000.0,11289600000000.0,7916720000000.0,7408827500000.0,11331249000000.0
2098.0,11077909000000.0,11284324000000.0,10315689000000.0,10870743000000.0,11735122000000.0,6285382000000.0,7045104000000.0,11000382000000.0,10991712000000.0,12067090000000.0,11230761000000.0,7853242000000.0,7254502000000.0,11296090000000.0
2099.0,11033507000000.0,11272037000000.0,10269695000000.0,10832151000000.0,11692037000000.0,6131218400000.0,6926737300000.0,10933096000000.0,10942215000000.0,12050106000000.0,11166914000000.0,7783590700000.0,7102624000000.0,11252018000000.0
2100.0,11026165000000.0,11248421000000.0,10200248000000.0,10799016000000.0,11650680000000.0,5996174400000.0,6795216000000.0,10875659000000.0,10879122000000.0,12029849000000.0,11074228000000.0,7722809000000.0,6947586000000.0,11217454000000.0
