time,EC-EARTH3-VEG,GFDL-ESM4,CAMS-CSM1-0,MRI-ESM2-0
2032.0,13124872000000.0,13441427000000.0,13578400000000.0,13330847000000.0
2033.0,13044795000000.0,13425961000000.0,13552000000000.0,13294672000000.0
2034.0,12997322000000.0,13408631000000.0,13531910000000.0,13220073000000.0
2035.0,12929188000000.0,13387737000000.0,13520278000000.0,13183543000000.0
2036.0,12902749000000.0,13373453000000.0,13500092000000.0,13125825000000.0
2037.0,12845006000000.0,13340079000000.0,13491156000000.0,13068410000000.0
2038.0,12805201000000.0,13298914000000.0,13475648000000.0,12988514000000.0
2039.0,12748839000000.0,13268725000000.0,13458174000000.0,12945942000000.0
2040.0,12697310000000.0,13252601000000.0,13449624000000.0,12885146000000.0
2041.0,12629797000000.0,13213991000000.0,13451893000000.0,12830520000000.0
2042.0,12602425000000.0,13180398000000.0,13445680000000.0,12777385000000.0
2043.0,12578755000000.0,13150999000000.0,13431425000000.0,12727787000000.0
2044.0,12528117000000.0,13123886000000.0,13410881000000.0,12683936000000.0
2045.0,12509136000000.0,13077124000000.0,13398078000000.0,12654101000000.0
2046.0,12454637000000.0,13047856000000.0,13366766000000.0,12603082000000.0
2047.0,12405353000000.0,13020623000000.0,13352835000000.0,12547675000000.0
2048.0,12352479000000.0,12983228000000.0,13319076000000.0,12474850000000.0
2049.0,12327392000000.0,12962560000000.0,13318065000000.0,12437137000000.0
2050.0,12226422000000.0,12934420000000.0,13300804000000.0,12366075000000.0
2051.0,12148905000000.0,12910900000000.0,13288784000000.0,12306757000000.0
2052.0,12063429000000.0,12875375000000.0,13267049000000.0,12254861000000.0
2053.0,12018080000000.0,12868979000000.0,13245022000000.0,12202249000000.0
2054.0,11913673000000.0,12856589000000.0,13224204000000.0,12165596000000.0
2055.0,11748609000000.0,12841703000000.0,13215328000000.0,12136165000000.0
2056.0,11645787000000.0,12817039000000.0,13211853000000.0,12046376000000.0
2057.0,11509731000000.0,12800212000000.0,13195358000000.0,11973842000000.0
2058.0,11426065000000.0,12779695000000.0,13166504000000.0,11918410000000.0
2059.0,11324725000000.0,12776130000000.0,13148559000000.0,11850320000000.0
2060.0,11263745000000.0,12749890000000.0,13129244000000.0,11768049000000.0
2061.0,11184661000000.0,12729531000000.0,13110907000000.0,11671293000000.0
2062.0,11084842000000.0,12729902000000.0,13104536000000.0,11580386000000.0
2063.0,10979900000000.0,12724130000000.0,13107259000000.0,11489846000000.0
2064.0,10886187000000.0,12698298000000.0,13079555000000.0,11405796000000.0
2065.0,10812732000000.0,12671694000000.0,13050833000000.0,11330082000000.0
2066.0,10732624000000.0,12654493000000.0,13024893000000.0,11232122000000.0
2067.0,10672031000000.0,12636440000000.0,13006728000000.0,11159413000000.0
2068.0,10574185000000.0,12622427000000.0,12994641000000.0,11055214000000.0
2069.0,10502143000000.0,12584902000000.0,12960036000000.0,10995737000000.0
2070.0,10442609000000.0,12566054000000.0,12945740000000.0,10906960000000.0
2071.0,10364889000000.0,12532017000000.0,12928797000000.0,10835923000000.0
2072.0,10316929000000.0,12504374000000.0,12896617000000.0,10784066000000.0
2073.0,10255846000000.0,12471117000000.0,12892522000000.0,10713391000000.0
2074.0,10221994000000.0,12452972000000.0,12874550000000.0,10658328000000.0
2075.0,10153987000000.0,12416282000000.0,12853536000000.0,10603667000000.0
2076.0,10088004000000.0,12392341000000.0,12839340000000.0,10529801000000.0
2077.0,10051390000000.0,12368773000000.0,12833725000000.0,10472310000000.0
2078.0,10003782000000.0,12333931000000.0,12815183000000.0,10381547000000.0
2079.0,9962404000000.0,12322608000000.0,12795752000000.0,10324370000000.0
2080.0,9902529000000.0,12302071000000.0,12782085000000.0,10263522000000.0
2081.0,9868976000000.0,12267917000000.0,12767402000000.0,10227048000000.0
2082.0,9796129000000.0,12249194000000.0,12740552000000.0,10186565000000.0
2083.0,9717435000000.0,12222964000000.0,12724827000000.0,10116049000000.0
2084.0,9635240000000.0,12203722000000.0,12712741000000.0,10088401000000.0
2085.0,9575976000000.0,12192650000000.0,12688778000000.0,10056958000000.0
2086.0,9494057000000.0,12173910000000.0,12685022000000.0,10009907000000.0
2087.0,9415795000000.0,12157006000000.0,12656663000000.0,9980509000000.0
2088.0,9336901000000.0,12147325000000.0,12632866000000.0,9956109000000.0
2089.0,9258333000000.0,12137304000000.0,12611975000000.0,9927065000000.0
2090.0,9178923000000.0,12116624000000.0,12612165000000.0,9890416000000.0
2091.0,9073759000000.0,12095188000000.0,12592040000000.0,9861535000000.0
2092.0,8991340000000.0,12084028000000.0,12590076000000.0,9828504000000.0
2093.0,8918240000000.0,12064157000000.0,12558088000000.0,9777371000000.0
2094.0,8833814000000.0,12042491000000.0,12547697000000.0,9760380000000.0
2095.0,8723187000000.0,12041652000000.0,12526501000000.0,9710099000000.0
2096.0,8641051000000.0,12027970000000.0,12518875000000.0,9682708000000.0
2097.0,8572219400000.0,12023306000000.0,12491229000000.0,9644219000000.0
2098.0,8478850500000.0,12020659000000.0,12477274000000.0,9596035000000.0
2099.0,8393410500000.0,12004100000000.0,12459432000000.0,9549310000000.0
2100.0,8321279000000.0,11994245000000.0,12455684000000.0,9516027000000.0
