time,ACCESS-ESM1-5,CANESM5,ACCESS-CM2,IPSL-CM6A-LR,CESM2-WACCM,MRI-ESM2-0
2273.0,874933700000.0,1100836200000.0,691832950000.0,1046501260000.0,1658126000000.0,2784585600000.0
2274.0,874533900000.0,1102912000000.0,690729800000.0,1045213800000.0,1643738300000.0,2794569600000.0
2275.0,876494650000.0,1113390200000.0,692598200000.0,1046310700000.0,1640998500000.0,2801459500000.0
2276.0,880781950000.0,1116817600000.0,693054340000.0,1047251100000.0,1641907100000.0,2810147000000.0
2277.0,877264300000.0,1109959600000.0,692075600000.0,1048764400000.0,1638029600000.0,2823043400000.0
2278.0,883212700000.0,1114292400000.0,696408400000.0,1049304400000.0,1631314100000.0,2842700800000.0
2279.0,887239400000.0,1109625400000.0,694573470000.0,1048202050000.0,1633039200000.0,2844062000000.0
2280.0,889953200000.0,1114599200000.0,696236440000.0,1052112900000.0,1635602300000.0,2858921800000.0
2281.0,888919000000.0,1115362700000.0,697657460000.0,1050857500000.0,1653142000000.0,2872845000000.0
2282.0,891629500000.0,1117672400000.0,699929200000.0,1053907100000.0,1653742100000.0,2891539300000.0
2283.0,893575230000.0,1116159700000.0,704198900000.0,1054178540000.0,1657093200000.0,2904701000000.0
2284.0,893881700000.0,1113451800000.0,708960260000.0,1058590160000.0,1665482400000.0,2912661000000.0
2285.0,892892000000.0,1110470800000.0,700328400000.0,1061745600000.0,1677093500000.0,2924565500000.0
2286.0,899142200000.0,1115776400000.0,699850900000.0,1062227500000.0,1667288400000.0,2925900300000.0
2287.0,901649860000.0,1109574800000.0,699272300000.0,1062681400000.0,1672737300000.0,2935491000000.0
2288.0,901469960000.0,1112954100000.0,702171800000.0,1063225070000.0,1667790300000.0,2944323800000.0
2289.0,901751000000.0,1119835500000.0,699656100000.0,1062523400000.0,1666153700000.0,2951495000000.0
2290.0,902600600000.0,1122750200000.0,702307960000.0,1067586550000.0,1683176700000.0,2949015400000.0
2291.0,903359230000.0,1121846200000.0,700941300000.0,1066712700000.0,1670557600000.0,2951788400000.0
2292.0,902342840000.0,1118066200000.0,700179940000.0,1067177600000.0,1673288500000.0,2952435900000.0
2293.0,906981540000.0,1122114200000.0,697942200000.0,1066864350000.0,1682209000000.0,2949593000000.0
2294.0,915276560000.0,1122835000000.0,694680750000.0,1069185240000.0,1686988000000.0,2965186000000.0
2295.0,920673100000.0,1116896500000.0,694506000000.0,1072666300000.0,1675134000000.0,2986506000000.0
2296.0,920499500000.0,1122321600000.0,695658200000.0,1074967500000.0,1660371700000.0,3004850500000.0
2297.0,917291600000.0,1124322000000.0,693472200000.0,1075241940000.0,1665576300000.0,3005621200000.0
2298.0,916489240000.0,1123949000000.0,695248550000.0,1079167900000.0,1676664400000.0,3017963500000.0
2299.0,918891660000.0,1115665000000.0,695314700000.0,1077226640000.0,1679413300000.0,3034474000000.0
2300.0,926440360000.0,1121381800000.0,692283600000.0,1071350000000.0,1665434900000.0,3043903100000.0
