time,IPSL-CM6A-LR,MRI-ESM2-0,CESM2-WACCM,CANESM5,ACCESS-ESM1-5,ACCESS-CM2
2178.0,1107146400.0,18628470000.0,17769644000.0,17161072000.0,8646753000.0,2411424800.0
2179.0,1040005900.0,18526750000.0,17831094000.0,16998166000.0,8254590000.0,2325100800.0
2180.0,1036853000.0,18145022000.0,17453234000.0,16750474000.0,8092286000.0,2302162700.0
2181.0,985201500.0,17893050000.0,16986149000.0,16739121000.0,8062328000.0,2231511000.0
2182.0,931321700.0,17644472000.0,16457101000.0,16885449000.0,7967383600.0,2171426300.0
2183.0,899181300.0,17581730000.0,16262542000.0,16750121000.0,7685935000.0,2135412900.0
2184.0,867411200.0,17311191000.0,16165351000.0,16099327000.0,7389232600.0,2067494100.0
2185.0,847837300.0,17296169000.0,16403539000.0,15655073000.0,7186352000.0,2007134600.0
2186.0,830583360.0,17416059000.0,16111402000.0,15615298000.0,7058645000.0,1955316200.0
2187.0,824271100.0,17093118000.0,16193852000.0,15379615000.0,6931948000.0,1885929500.0
2188.0,814509060.0,16964950000.0,15954462000.0,15059433000.0,6799267000.0,1827056300.0
2189.0,787349570.0,17219822000.0,15894819000.0,14611626000.0,6743861000.0,1821648400.0
2190.0,785527000.0,16810096000.0,15606850000.0,14562408000.0,6657481000.0,1763202400.0
2191.0,759072000.0,17007108000.0,15298945000.0,14290534000.0,6560677000.0,1699310100.0
2192.0,756551200.0,16712732000.0,15009057000.0,14199300000.0,6553156000.0,1643133000.0
2193.0,746922000.0,16367227000.0,15023780000.0,14078098000.0,6516368000.0,1576172700.0
2194.0,707862300.0,16170747000.0,14567644000.0,14519384000.0,6469019600.0,1503651200.0
2195.0,675775300.0,16031276000.0,14404016000.0,14537547000.0,6407525400.0,1447316100.0
2196.0,650207900.0,15798196000.0,14094796000.0,14113522000.0,6419264000.0,1422151400.0
2197.0,634302200.0,15562351000.0,13347673000.0,13889842000.0,6320396300.0,1402494100.0
2198.0,618836000.0,15824232000.0,12586209000.0,14419575000.0,6197502500.0,1358603500.0
2199.0,591513150.0,15739484000.0,12439851000.0,14185818000.0,6194163700.0,1349530200.0
2200.0,560069060.0,15793281000.0,12253628000.0,13884576000.0,6067662300.0,1314405800.0
2201.0,540280400.0,15578893000.0,11757229000.0,13936512000.0,5881434600.0,1302517500.0
2202.0,523839600.0,15459799000.0,11509248000.0,14076539000.0,5682009600.0,1277956200.0
2203.0,536247550.0,15213785000.0,11421178000.0,13865397000.0,5496103400.0,1258940800.0
2204.0,511960930.0,15245103000.0,11025036000.0,13776300000.0,5338124000.0,1244617100.0
2205.0,490572450.0,15194669000.0,10623954000.0,14047087000.0,5183415000.0,1258867700.0
2206.0,479909400.0,15008957000.0,10926302000.0,14016297000.0,5158109000.0,1224554500.0
2207.0,478858400.0,14564036000.0,10517550000.0,14233786000.0,4984886300.0,1215027200.0
2208.0,472480300.0,14964104000.0,10206411000.0,13842726000.0,4931695000.0,1199507100.0
2209.0,487052670.0,14433423000.0,10082876000.0,13718171000.0,4712589000.0,1182820500.0
2210.0,465989440.0,14408095000.0,9873489000.0,13506694000.0,4583864300.0,1171397500.0
2211.0,458487970.0,14589800000.0,9629104000.0,13353507000.0,4606938000.0,1145428100.0
2212.0,436526400.0,14020601000.0,9454166000.0,13051052000.0,4528417300.0,1138314200.0
2213.0,422628350.0,13949586000.0,9162007000.0,13062574000.0,4511087600.0,1105786100.0
2214.0,425308670.0,13735066000.0,8658407000.0,13332368000.0,4523370000.0,1068942140.0
2215.0,412612500.0,13774143000.0,8435046400.0,13399876000.0,4540733400.0,1025752640.0
2216.0,414110660.0,13304965000.0,8276136400.0,13620377000.0,4535108600.0,998356300.0
2217.0,401528400.0,13104493000.0,8120867000.0,13710452000.0,4448752000.0,973288640.0
2218.0,377498880.0,13258355000.0,7944866300.0,13590460000.0,4425271300.0,960881900.0
2219.0,371110300.0,12862846000.0,8041189400.0,13439076000.0,4405439500.0,939570560.0
2220.0,357788400.0,12628956000.0,8061516000.0,13303193000.0,4380978000.0,906223900.0
2221.0,346483620.0,12637168000.0,7908466000.0,13301620000.0,4339579000.0,895428500.0
2222.0,327071400.0,12236086000.0,7856211500.0,13416854000.0,4259824600.0,864479700.0
2223.0,317742300.0,12286964000.0,7760888300.0,13691013000.0,4236059100.0,850633500.0
2224.0,306630880.0,12266391000.0,7722478000.0,13357136000.0,4190488800.0,837741800.0
2225.0,301184400.0,12481480000.0,7793412600.0,13402412000.0,4184016000.0,832314940.0
2226.0,292858270.0,12361008000.0,7709278700.0,13393127000.0,4160475100.0,825506940.0
2227.0,291706530.0,12319294000.0,7706503700.0,13291097000.0,4146141200.0,803650800.0
2228.0,281154200.0,12037030000.0,7696236000.0,13109279000.0,4199126500.0,789065800.0
2229.0,280784740.0,11751883000.0,7705510400.0,13267465000.0,4185358300.0,781531100.0
2230.0,281133300.0,11557680000.0,7563359000.0,13375180000.0,4137885200.0,773183360.0
2231.0,278501020.0,11165180000.0,7190219000.0,13484762000.0,4023540200.0,775571840.0
2232.0,277445860.0,11320289000.0,7215433700.0,13651417000.0,3943615200.0,767802200.0
2233.0,269879550.0,11130570000.0,7037773000.0,13548403000.0,3889442300.0,762220700.0
2234.0,265079410.0,10808468000.0,6792788500.0,13914742000.0,3809403100.0,756183230.0
2235.0,262270610.0,10999021000.0,6797601000.0,13866181000.0,3782675500.0,748512830.0
2236.0,258570600.0,10932393000.0,6653779000.0,13527834000.0,3714684700.0,749556400.0
2237.0,258513550.0,11117939000.0,6779957000.0,13489499000.0,3684255500.0,736418750.0
2238.0,256651870.0,11086950000.0,6734368000.0,13369455000.0,3636589300.0,732571260.0
2239.0,252247140.0,11104438000.0,6495101000.0,12963355000.0,3575943000.0,721070000.0
2240.0,253907230.0,11196986000.0,6365262000.0,12801067000.0,3543182800.0,710061400.0
2241.0,257347520.0,11023358000.0,6296283600.0,12832133000.0,3554099700.0,715179460.0
2242.0,255004850.0,11208049000.0,6355634700.0,12714633000.0,3523456000.0,710113900.0
2243.0,249865440.0,11108065000.0,6264927700.0,12737851000.0,3487422200.0,704277100.0
2244.0,247308270.0,10889182000.0,6369608700.0,12790129000.0,3434098400.0,688500860.0
2245.0,242174850.0,10746124000.0,6355274000.0,12832754000.0,3393305000.0,687265000.0
2246.0,240444600.0,10876392000.0,6388816400.0,13079951000.0,3342975000.0,686778900.0
2247.0,233373400.0,10820608000.0,6339636000.0,13323168000.0,3272737500.0,676896640.0
2248.0,227566380.0,10751260000.0,6334221000.0,12766071000.0,3242966300.0,669979650.0
2249.0,220832210.0,10547817000.0,6265000400.0,13042674000.0,3201425400.0,674875970.0
2250.0,213631280.0,10544375000.0,6251124000.0,13270536000.0,3182707200.0,673844740.0
2251.0,213822190.0,10470729000.0,6252957000.0,13181393000.0,3142685000.0,666664800.0
2252.0,211923870.0,10620310000.0,6168792600.0,13301868000.0,3064838000.0,650769860.0
2253.0,214280620.0,10639518000.0,6065030700.0,13116420000.0,3039547100.0,646600960.0
2254.0,211111070.0,10806426000.0,6061467000.0,13225691000.0,3036598300.0,660066200.0
2255.0,204374940.0,10637111000.0,5990752000.0,12950362000.0,3009012700.0,664556800.0
2256.0,202547230.0,10601015000.0,6153980400.0,12862208000.0,3011725300.0,674384000.0
2257.0,200815800.0,10659792000.0,6048872000.0,12791814000.0,2989466000.0,666560800.0
2258.0,194544740.0,10286890000.0,6034630700.0,12615386000.0,2916762600.0,652033150.0
2259.0,202718990.0,10376936000.0,6031156000.0,12607427000.0,2893312000.0,638634300.0
2260.0,195014990.0,10235158000.0,6054274000.0,12437516000.0,2911690000.0,638616300.0
2261.0,189637440.0,10071078000.0,5946791000.0,12117311000.0,2937888300.0,635625340.0
2262.0,189814880.0,9970520000.0,5948718600.0,11908610000.0,2973181200.0,636835840.0
2263.0,183905040.0,9972846000.0,5895731000.0,11733936000.0,3016566800.0,643723300.0
2264.0,181559400.0,10149587000.0,5916024300.0,11813861000.0,3008345900.0,635452800.0
2265.0,180203410.0,10322288000.0,5975368000.0,11765334000.0,2997124400.0,628163600.0
2266.0,179110820.0,10468016000.0,5998411300.0,11604779000.0,3007313400.0,635159550.0
2267.0,175318560.0,10295460000.0,6001325000.0,11614818000.0,3063054300.0,636230850.0
2268.0,170189390.0,10173098000.0,5987789300.0,11552345000.0,3055142700.0,627886400.0
2269.0,170001700.0,10112876000.0,5849906000.0,11541620000.0,3065132500.0,620584500.0
2270.0,187219120.0,10244420000.0,5866681000.0,11699354000.0,3104858600.0,611746400.0
2271.0,168184900.0,10173718000.0,5781573600.0,11645968000.0,3070435600.0,618708740.0
2272.0,168577890.0,10248365000.0,5762148400.0,11537224000.0,3046905000.0,610866050.0
2273.0,167240220.0,10416454000.0,5773178400.0,11833273000.0,3068441900.0,596799170.0
2274.0,167025040.0,10484924000.0,5807121400.0,11962890000.0,3045841000.0,591050750.0
2275.0,182411060.0,10769575000.0,5790911500.0,12090647000.0,3049987800.0,588259100.0
2276.0,179813420.0,10617735000.0,5742726700.0,11853746000.0,3063732700.0,585309300.0
2277.0,172185800.0,10790004000.0,5679069700.0,11607362000.0,3045143800.0,586770700.0
2278.0,170949420.0,10577367000.0,5618572300.0,11657191000.0,3100404000.0,583693630.0
2279.0,168955550.0,10718237000.0,5635639300.0,11474571000.0,3053904600.0,584942100.0
2280.0,170889250.0,10623890000.0,5656121300.0,11452426000.0,3059520300.0,574809200.0
2281.0,170147920.0,10451505000.0,5598746600.0,11133875000.0,3047102000.0,578626240.0
2282.0,169765810.0,10478776000.0,5596174300.0,11678458000.0,2983680300.0,584900100.0
2283.0,167124020.0,10492178000.0,5555085000.0,11725588000.0,2988070400.0,587408830.0
2284.0,164699150.0,10369952000.0,5559727000.0,11676068000.0,3038267400.0,596053440.0
2285.0,173728660.0,10361886000.0,5584946000.0,11853192000.0,3039374800.0,595375550.0
2286.0,170601020.0,10210263000.0,5594562600.0,11923624000.0,3081040100.0,607625800.0
2287.0,168762980.0,10271133000.0,5496174000.0,11785886000.0,3074551600.0,609288600.0
2288.0,167606370.0,10469232000.0,5485797400.0,11814005000.0,3153859300.0,595108350.0
2289.0,167826780.0,10766076000.0,5485702000.0,11930218000.0,3132704300.0,598412600.0
