time,NORESM1-M,GFDL-CM3,CCSM4,IPSL-CM5A-LR,GFDL-ESM2G,GISS-E2-R,CESM1-CAM5,CSIRO-MK3-6-0
2038.0,25884539000.0,25722612000.0,25788498000.0,25709050000.0,26733566000.0,25873080000.0,26400369000.0,25981150000.0
2039.0,25662130000.0,25661067000.0,25636588000.0,25516898000.0,26676978000.0,25670324000.0,26519245000.0,25880773000.0
2040.0,25567984000.0,25356850000.0,25455786000.0,25410003000.0,26580552000.0,25486858000.0,26130436000.0,25706877000.0
2041.0,25490639000.0,25207353000.0,25257554000.0,25249090000.0,26448034000.0,25373889000.0,26022322000.0,25524610000.0
2042.0,25274989000.0,25028583000.0,25078460000.0,25111658000.0,26348853000.0,25245270000.0,25901185000.0,25390215000.0
2043.0,25299472000.0,24741822000.0,24903530000.0,24922454000.0,26233653000.0,25128307000.0,25887750000.0,25268457000.0
2044.0,25139055000.0,24562934000.0,24901670000.0,24770499000.0,26158135000.0,25008024000.0,25699031000.0,25200480000.0
2045.0,24979970000.0,24394303000.0,24646816000.0,24764203000.0,26071888000.0,24796150000.0,25581693000.0,25201918000.0
2046.0,24774484000.0,24617590000.0,24460456000.0,24502766000.0,25998498000.0,24623620000.0,25445690000.0,25145635000.0
2047.0,24708444000.0,24271323000.0,24224651000.0,24311196000.0,25790224000.0,24498530000.0,25292225000.0,24861125000.0
2048.0,24473498000.0,23978120000.0,24019755000.0,24133558000.0,25650475000.0,24411974000.0,25139196000.0,24684830000.0
2049.0,24269930000.0,23787452000.0,23776131000.0,24021172000.0,25564220000.0,24338655000.0,25013178000.0,24588175000.0
2050.0,24056957000.0,23708037000.0,23708844000.0,23917173000.0,25505081000.0,24270285000.0,24832043000.0,24397460000.0
2051.0,23884560000.0,23500075000.0,23619148000.0,23807853000.0,25535982000.0,24078811000.0,24696814000.0,24242570000.0
2052.0,23769430000.0,23361337000.0,23280500000.0,23652061000.0,25285399000.0,23926854000.0,24574069000.0,24180265000.0
2053.0,23704257000.0,23151866000.0,23109681000.0,23990516000.0,25204128000.0,23752628000.0,24557193000.0,24028385000.0
2054.0,23446145000.0,22966063000.0,22899096000.0,23412349000.0,25157913000.0,23672668000.0,24514281000.0,24070312000.0
2055.0,23309918000.0,22729456000.0,22784854000.0,23278550000.0,25490969000.0,23461796000.0,24341172000.0,23840557000.0
2056.0,23223343000.0,22645230000.0,22549656000.0,23152260000.0,25056584000.0,23289420000.0,24110440000.0,23705647000.0
2057.0,23180524000.0,22255766000.0,22387161000.0,23028280000.0,25042782000.0,23139617000.0,23969995000.0,23573152000.0
2058.0,22997023000.0,22124704000.0,22927250000.0,23685511000.0,24859273000.0,22964090000.0,23840975000.0,23448820000.0
2059.0,22829095000.0,21938878000.0,22184500000.0,22886146000.0,24894413000.0,22811316000.0,23949720000.0,23290788000.0
2060.0,22728370000.0,21743698000.0,22038227000.0,22697738000.0,24683407000.0,22666670000.0,23417496000.0,23078916000.0
2061.0,22787942000.0,21545476000.0,21854585000.0,22573085000.0,24618189000.0,22711437000.0,23261400000.0,22890138000.0
2062.0,22452818000.0,21460910000.0,21709674000.0,22408854000.0,24474032000.0,22386606000.0,23181076000.0,22745557000.0
2063.0,22300066000.0,21183975000.0,21543295000.0,22280403000.0,24364050000.0,22164302000.0,22985427000.0,22623736000.0
2064.0,22186058000.0,21122599000.0,21315326000.0,22174048000.0,24286366000.0,22082443000.0,22880274000.0,22430155000.0
2065.0,22017757000.0,20887691000.0,21192782000.0,22011128000.0,24180376000.0,21883860000.0,22688150000.0,22298364000.0
2066.0,21882167000.0,20710408000.0,21058435000.0,21920700000.0,24079240000.0,21706695000.0,22497272000.0,22109503000.0
2067.0,21806742000.0,20534063000.0,20977574000.0,21794170000.0,23986024000.0,21574048000.0,22358553000.0,21998210000.0
2068.0,21610248000.0,20367045000.0,20819036000.0,21692045000.0,23853642000.0,21455667000.0,22154637000.0,21842487000.0
2069.0,21493880000.0,20331592000.0,20732574000.0,21588445000.0,23692284000.0,21326633000.0,21989313000.0,21635117000.0
2070.0,21416835000.0,20073265000.0,20593013000.0,21429836000.0,23538063000.0,21496850000.0,21828153000.0,21422630000.0
2071.0,21289667000.0,19963306000.0,20508406000.0,21305723000.0,23466220000.0,21168974000.0,21653864000.0,21288608000.0
2072.0,21195168000.0,19869768000.0,20319224000.0,21202180000.0,23430080000.0,20981168000.0,21449124000.0,21178458000.0
2073.0,21088178000.0,19767760000.0,20236410000.0,21058480000.0,23212372000.0,20860283000.0,21196048000.0,21007993000.0
2074.0,20987015000.0,19609651000.0,20057547000.0,20906867000.0,23098984000.0,20790910000.0,20917787000.0,20816763000.0
2075.0,20776460000.0,19496425000.0,19905640000.0,20747084000.0,22960450000.0,20619690000.0,20763818000.0,20668168000.0
2076.0,20664500000.0,19561670000.0,19766500000.0,20693000000.0,22843410000.0,20467827000.0,20591825000.0,20477868000.0
2077.0,20618220000.0,19337300000.0,19653490000.0,20505276000.0,22731403000.0,20316113000.0,20445987000.0,20358162000.0
2078.0,20484946000.0,19155876000.0,19607260000.0,20401970000.0,22671421000.0,20152988000.0,20249342000.0,20192504000.0
2079.0,20420723000.0,19022076000.0,19448267000.0,20200618000.0,22620720000.0,20013468000.0,20028092000.0,20032764000.0
2080.0,20793352000.0,18900113000.0,19289200000.0,20019659000.0,22520642000.0,20008468000.0,19805135000.0,19913177000.0
2081.0,20240351000.0,18799387000.0,19136387000.0,19874548000.0,22385998000.0,19724468000.0,19567012000.0,19737880000.0
2082.0,20247126000.0,18675827000.0,19010670000.0,19749827000.0,22291186000.0,19715742000.0,19398089000.0,19928859000.0
2083.0,20031791000.0,18552093000.0,18853442000.0,19607908000.0,22122110000.0,19499438000.0,19089115000.0,19492809000.0
2084.0,19913916000.0,18404796000.0,18727166000.0,19477790000.0,21922361000.0,19385584000.0,18909057000.0,19346655000.0
2085.0,20495077000.0,18329754000.0,18591064000.0,19372073000.0,21850817000.0,19268050000.0,18735350000.0,19229153000.0
2086.0,19769805000.0,18281523000.0,18420273000.0,19354118000.0,21723496000.0,19137794000.0,18532320000.0,19084055000.0
2087.0,19627817000.0,18148682000.0,18270314000.0,19471868000.0,21605818000.0,18981181000.0,18303580000.0,18909526000.0
2088.0,19523125000.0,18062252000.0,18156638000.0,19154060000.0,21508895000.0,18811197000.0,18175439000.0,18765780000.0
2089.0,19381068000.0,17948887000.0,17963400000.0,19018398000.0,21518457000.0,18658183000.0,18016840000.0,18639063000.0
2090.0,19261741000.0,17830451000.0,17791613000.0,18921996000.0,21351418000.0,18534363000.0,17872728000.0,18533230000.0
2091.0,19136610000.0,17743501000.0,17618364000.0,18773130000.0,21228745000.0,18409908000.0,17655818000.0,18341250000.0
2092.0,18998730000.0,17635210000.0,17500262000.0,18586320000.0,21144152000.0,18253971000.0,17466216000.0,18121144000.0
2093.0,18910333000.0,17578795000.0,17399500000.0,18478381000.0,20998437000.0,18099341000.0,17304990000.0,18357277000.0
2094.0,18814945000.0,17456480000.0,17233697000.0,18494573000.0,20891660000.0,17962994000.0,17152534000.0,17894408000.0
2095.0,18722650000.0,17313126000.0,17227987000.0,18308600000.0,20793207000.0,17787250000.0,16982188000.0,17742130000.0
2096.0,19258788000.0,17259428000.0,16994941000.0,18193324000.0,20643414000.0,17670623000.0,16840148000.0,17581340000.0
2097.0,18524449000.0,17134221000.0,16840094000.0,18065345000.0,20464873000.0,17521783000.0,16696042000.0,17455470000.0
2098.0,18410030000.0,17065734000.0,16696342000.0,17959887000.0,20324150000.0,17390238000.0,16512187000.0,17257925000.0
2099.0,18449795000.0,16975493000.0,16563445000.0,17945405000.0,20267690000.0,17232402000.0,16352139000.0,17144109000.0
2100.0,18216714000.0,16909785000.0,16459868000.0,17837246000.0,20063435000.0,17129340000.0,16160431000.0,16935538000.0
