time,CANESM5,MRI-ESM2-0,CESM2-WACCM,ACCESS-CM2,ACCESS-ESM1-5,IPSL-CM6A-LR
2267.0,44843460000.0,5563703400000.0,4477892400000.0,429836200000.0,2472122800000.0,1707580300000.0
2268.0,44381716000.0,5594062000000.0,4494823000000.0,425071300000.0,2463247400000.0,1709751400000.0
2269.0,43714515000.0,5626113000000.0,4508416500000.0,421292340000.0,2466328000000.0,1710818100000.0
2270.0,43324236000.0,5651169000000.0,4532463500000.0,417735020000.0,2475027900000.0,1709992600000.0
2271.0,43291128000.0,5677925000000.0,4550933600000.0,415585670000.0,2475538500000.0,1710436300000.0
2272.0,42879336000.0,5702027000000.0,4567103000000.0,412104000000.0,2480902800000.0,1707923200000.0
2273.0,42488440000.0,5735390400000.0,4590078000000.0,407221800000.0,2477766700000.0,1707604300000.0
2274.0,42460690000.0,5754564000000.0,4600114000000.0,405244670000.0,2474391000000.0,1705687100000.0
2275.0,42357907000.0,5781632600000.0,4622765000000.0,402070700000.0,2474427800000.0,1704899000000.0
2276.0,41891840000.0,5812120500000.0,4635072400000.0,399783030000.0,2472971900000.0,1698915200000.0
2277.0,41383326000.0,5839188000000.0,4647430000000.0,396291280000.0,2463703200000.0,1697038000000.0
2278.0,41119200000.0,5863321400000.0,4660375000000.0,394725300000.0,2467726600000.0,1697881800000.0
2279.0,40481810000.0,5893770400000.0,4680653500000.0,392618740000.0,2477013900000.0,1697348800000.0
2280.0,40136606000.0,5926036000000.0,4691737000000.0,389483400000.0,2473664200000.0,1688015000000.0
2281.0,39784840000.0,5949168000000.0,4707647500000.0,387733550000.0,2459752000000.0,1678846000000.0
2282.0,39701610000.0,5979537000000.0,4724271000000.0,386736600000.0,2458388300000.0,1677408600000.0
2283.0,39309636000.0,6010428700000.0,4733437000000.0,386774170000.0,2446974500000.0,1680104800000.0
2284.0,38920860000.0,6036998000000.0,4738115400000.0,386331380000.0,2445540600000.0,1680360100000.0
2285.0,38509250000.0,6067368000000.0,4755313000000.0,384452600000.0,2441661400000.0,1683499800000.0
2286.0,38355070000.0,6103068000000.0,4768239500000.0,381784360000.0,2435290800000.0,1679502100000.0
2287.0,37978690000.0,6134592000000.0,4784416000000.0,377724670000.0,2438864000000.0,1673247600000.0
2288.0,37371200000.0,6164328000000.0,4794936000000.0,375273620000.0,2440633300000.0,1671849200000.0
2289.0,36967090000.0,6192172600000.0,4807426300000.0,373175300000.0,2442185700000.0,1672285000000.0
2290.0,36678103000.0,6209047400000.0,4817716000000.0,370837600000.0,2447885000000.0,1667457500000.0
2291.0,36407083000.0,6239441400000.0,4831746500000.0,369171070000.0,2449627200000.0,1665645500000.0
2292.0,36155617000.0,6269811300000.0,4845003600000.0,366596330000.0,2445461400000.0,1664579300000.0
2293.0,35701460000.0,6299649600000.0,4860469000000.0,366759900000.0,2449734400000.0,1660758100000.0
2294.0,35264336000.0,6334054000000.0,4881146400000.0,365559940000.0,2455923000000.0,1663728700000.0
2295.0,34840880000.0,6363374000000.0,4899702000000.0,363431460000.0,2443327800000.0,1657765000000.0
2296.0,33896677000.0,6388661600000.0,4917839300000.0,363130800000.0,2444578500000.0,1657089200000.0
2297.0,33421418000.0,6416565000000.0,4937301000000.0,360572100000.0,2434519800000.0,1655839500000.0
2298.0,32532646000.0,6450133000000.0,4953682000000.0,359935380000.0,2425909400000.0,1653181900000.0
2299.0,31735011000.0,6476713000000.0,4967490000000.0,359012560000.0,2417644000000.0,1647638700000.0
2300.0,31292217000.0,6514436000000.0,4984859000000.0,357315670000.0,2412931000000.0,1645645500000.0
