time,CSIRO-MK3-6-0,MPI-ESM-LR,CESM1-CAM5,NORESM1-M
2059.0,31497257000.0,36925374000.0,37256650000.0,33364312000.0
2060.0,31119733000.0,34782750000.0,36630077000.0,32860150000.0
2061.0,30850410000.0,34511510000.0,36558836000.0,32436834000.0
2062.0,29809842000.0,34225180000.0,35767337000.0,31869155000.0
2063.0,29119023000.0,34620408000.0,35206554000.0,31395607000.0
2064.0,28645014000.0,33502749000.0,34684445000.0,30853038000.0
2065.0,27979487000.0,32980441000.0,34253345000.0,30316876000.0
2066.0,27372660000.0,32395650000.0,34092020000.0,29813090000.0
2067.0,26850587000.0,31973018000.0,33719314000.0,29223911000.0
2068.0,26287565000.0,31506893000.0,33162699000.0,28877832000.0
2069.0,25974643000.0,30970840000.0,32674605000.0,28218003000.0
2070.0,25097904000.0,31153285000.0,32313920000.0,27749552000.0
2071.0,24582754000.0,31865076000.0,31766750000.0,27312351000.0
2072.0,23924597000.0,29966887000.0,31311921000.0,26917220000.0
2073.0,23575589000.0,29501833000.0,31010441000.0,26496547000.0
2074.0,22977808000.0,28981195000.0,30652244000.0,26071097000.0
2075.0,22453310000.0,28570774000.0,30252376000.0,25716388000.0
2076.0,22092550000.0,28012190000.0,29790708000.0,25261924000.0
2077.0,21562204000.0,27635345000.0,29305844000.0,24884510000.0
2078.0,21221149000.0,27560485000.0,28842666000.0,24381432000.0
2079.0,20793369000.0,27555193000.0,28862818000.0,23893193000.0
2080.0,20419630000.0,27083231000.0,28084167000.0,23583500000.0
2081.0,19981693000.0,26692442000.0,27701277000.0,23192224000.0
2082.0,19967105000.0,28393669000.0,27262060000.0,22784195000.0
2083.0,19581410000.0,26419591000.0,26892108000.0,22371572000.0
2084.0,19106927000.0,25617200000.0,26571543000.0,21961308000.0
2085.0,18802729000.0,25527058000.0,26153861000.0,21875100000.0
2086.0,18656442000.0,25117297000.0,25776970000.0,21379222000.0
2087.0,18321328000.0,25018171000.0,25406366000.0,20978424000.0
2088.0,17966973000.0,24703437000.0,24953047000.0,20652399000.0
2089.0,17873818000.0,24532300000.0,24553247000.0,20328735000.0
2090.0,17553504000.0,23957000000.0,24164186000.0,20439237000.0
2091.0,17222687000.0,23570776000.0,23873982000.0,19906126000.0
2092.0,17027522000.0,23255243000.0,23488967000.0,19584848000.0
2093.0,16851072000.0,22875490000.0,23407070000.0,19324846000.0
2094.0,16529261000.0,22710190000.0,23071302000.0,18997311000.0
2095.0,16330704000.0,22519914000.0,22676180000.0,18732450000.0
2096.0,16107036000.0,23198714000.0,22349180000.0,18457570000.0
2097.0,16001718000.0,22182347000.0,22077317000.0,18885648000.0
2098.0,15929205000.0,21871307000.0,21907616000.0,18066373000.0
2099.0,15551153000.0,21626060000.0,21572227000.0,17822204000.0
2100.0,15407039000.0,21425992000.0,21299190000.0,17603697000.0
2101.0,15148214000.0,22579075000.0,21115517000.0,17409647000.0
2102.0,14924331000.0,21551028000.0,21699195000.0,17190214000.0
2103.0,14827563000.0,21904020000.0,20739492000.0,16940425000.0
2104.0,14798543000.0,23487257000.0,20393662000.0,16749952000.0
2105.0,14525418000.0,21553031000.0,20176755000.0,16548083000.0
2106.0,14471458000.0,21944367000.0,19924208000.0,16523786000.0
2107.0,14223270000.0,21168163000.0,21237633000.0,16232634000.0
2108.0,14238527000.0,21813926000.0,20092506000.0,15986158000.0
2109.0,13981572000.0,20823986000.0,19644959000.0,16129038000.0
2110.0,13833920000.0,20413866000.0,19289680000.0,15935601000.0
2111.0,13630824000.0,19993922000.0,19075486000.0,15730920000.0
2112.0,13745395000.0,20088900000.0,18828014000.0,15548177000.0
2113.0,13915631000.0,19674597000.0,18594940000.0,15415439000.0
2114.0,13393180000.0,19491963000.0,18330319000.0,15280024000.0
2115.0,13192212000.0,20554643000.0,18484697000.0,15154451000.0
2116.0,13028132000.0,19335795000.0,18049421000.0,15223509000.0
2117.0,12915855000.0,19099777000.0,17983685000.0,14890899000.0
2118.0,12799568000.0,19487023000.0,17689640000.0,14808097000.0
2119.0,12761190000.0,19232549000.0,18778427000.0,14681344000.0
2120.0,12582774000.0,18883780000.0,17439924000.0,15250028000.0
2121.0,12453915000.0,18705916000.0,17221640000.0,14413548000.0
2122.0,12530249000.0,18663162000.0,17035516000.0,14296924000.0
2123.0,12321142000.0,18414512000.0,16880766000.0,14143398000.0
2124.0,12675064000.0,18482373000.0,16685224000.0,14179554000.0
2125.0,12082489000.0,18435797000.0,17101065000.0,14190475000.0
2126.0,11931879000.0,18046738000.0,18970847000.0,13856481000.0
2127.0,12140979000.0,18007058000.0,16828827000.0,13838775000.0
2128.0,11912229000.0,17800503000.0,16439289000.0,13585145000.0
2129.0,11719546000.0,18046249000.0,16240369000.0,13492304000.0
2130.0,11508041000.0,18095272000.0,16075096000.0,13352996000.0
2131.0,11427837000.0,17624885000.0,16028867000.0,13231557000.0
2132.0,11357917000.0,17393816000.0,16177583000.0,13220832000.0
2133.0,11323589000.0,17572166000.0,15862619000.0,13035788000.0
2134.0,11259963000.0,17369922000.0,15694172000.0,12965684000.0
2135.0,11163603000.0,20050682000.0,17513943000.0,12834506000.0
2136.0,11035400000.0,19366007000.0,15834262000.0,12795834000.0
2137.0,10963090000.0,18028128000.0,15508293000.0,12767284000.0
2138.0,10797366000.0,17246736000.0,15364326000.0,12693797000.0
2139.0,10662710000.0,17475890000.0,15278655000.0,12666174000.0
2140.0,10755148000.0,16885403000.0,15163772000.0,12546676000.0
2141.0,10585046000.0,17425711000.0,15111476000.0,12520031000.0
2142.0,10564662000.0,16594618000.0,14962910000.0,12360789000.0
2143.0,10343610000.0,16595762000.0,14864627000.0,12212984000.0
2144.0,10552700000.0,17543225000.0,14858459000.0,12138394000.0
2145.0,10176880000.0,16579155000.0,15514007000.0,12030393000.0
2146.0,10070777000.0,16438788000.0,14818399000.0,11910965000.0
2147.0,9986834000.0,16570577000.0,14620850000.0,11841335000.0
2148.0,9864092000.0,16151158000.0,14495965000.0,12018340000.0
2149.0,9926941000.0,16057922000.0,14348151000.0,11735350000.0
2150.0,9687471000.0,15938882000.0,14278038000.0,11942708000.0
2151.0,9627501000.0,15842670000.0,14433895000.0,11637782000.0
2152.0,9616493000.0,15729375000.0,14144903000.0,11771551000.0
2153.0,9446380000.0,16504690000.0,14055577000.0,11638793000.0
2154.0,10013699000.0,15695283000.0,14137528000.0,11380281000.0
2155.0,9527243000.0,15553837000.0,13871750000.0,11361565000.0
2156.0,9276921000.0,15440629000.0,13716251000.0,11214410000.0
2157.0,9133826000.0,15474780000.0,14478143000.0,11151372000.0
2158.0,9132246000.0,16992901000.0,13570033000.0,11081788000.0
2159.0,9078020000.0,15305030000.0,13446343000.0,11101122000.0
2160.0,8986218000.0,15521027000.0,13461128000.0,11084737000.0
2161.0,8828619000.0,15183429000.0,13310093000.0,11178228000.0
2162.0,8915310000.0,15258696000.0,13176165000.0,10977618000.0
2163.0,8775308000.0,14947824000.0,13140134000.0,10851723000.0
2164.0,8634208000.0,15152507000.0,12972708000.0,10665282000.0
2165.0,8575878000.0,15061858000.0,12910160000.0,10609250000.0
2166.0,8611297000.0,14806950000.0,13171163000.0,10541111000.0
2167.0,8570222600.0,14650127000.0,12837462000.0,10616726000.0
2168.0,8367133000.0,14557991000.0,12726971000.0,10387574000.0
2169.0,8270272000.0,16351886000.0,12648068000.0,10327949000.0
2170.0,8180044000.0,14807167000.0,12565297000.0,10471299000.0
2171.0,8107412500.0,14511769000.0,13334821000.0,10492559000.0
2172.0,8052458000.0,14762570000.0,12554806000.0,10385194000.0
2173.0,8039145000.0,14363130000.0,12772735000.0,10133588000.0
2174.0,8005049300.0,14198086000.0,13045067000.0,10082817000.0
2175.0,7985406000.0,14126961000.0,12353945000.0,10000987000.0
2176.0,7856079400.0,13983207000.0,12237304000.0,9973454000.0
2177.0,7839988700.0,13907132000.0,12106608000.0,9911081000.0
2178.0,7762426000.0,13826247000.0,12038232000.0,9913549000.0
2179.0,7710397000.0,13721278000.0,12005169000.0,9810747000.0
2180.0,7651596300.0,13678262000.0,11930231000.0,9913453000.0
2181.0,7555522600.0,17045929000.0,11798880000.0,9772483000.0
2182.0,7579601400.0,14637740000.0,11838263000.0,9819175000.0
2183.0,7467679000.0,13820956000.0,11947556000.0,9605665000.0
2184.0,7406511000.0,13481274000.0,11614673000.0,9616449000.0
2185.0,7360642600.0,13406664000.0,11564380000.0,9522824000.0
2186.0,7448932400.0,19797557000.0,11539823000.0,9565111000.0
2187.0,7236100000.0,13929993000.0,11458897000.0,10691149000.0
2188.0,7219836400.0,13963389000.0,11530486000.0,9762105000.0
2189.0,7171889000.0,13955762000.0,11479150000.0,9558926000.0
2190.0,7065610000.0,14387309000.0,11422182000.0,9376637000.0
2191.0,7038268000.0,13341516000.0,11308692000.0,9326120000.0
2192.0,6988412000.0,13189831000.0,11164958000.0,9608397000.0
2193.0,6959749600.0,12986330000.0,11119097000.0,9626224000.0
2194.0,6898910700.0,13080950000.0,11171810000.0,9431784000.0
2195.0,6952788000.0,13826578000.0,10955224000.0,9287966000.0
2196.0,6831446500.0,13366835000.0,10935190000.0,9214150000.0
2197.0,6819643400.0,12827463000.0,10860874000.0,10229625000.0
2198.0,6724152300.0,12835199000.0,10820359000.0,9272878000.0
2199.0,6934682600.0,12682155000.0,10812111000.0,9352940000.0
2200.0,6661997000.0,15839668000.0,10692858000.0,9503117000.0
2201.0,6662418400.0,14372269000.0,10638545000.0,9543719000.0
2202.0,6580299300.0,13248390000.0,10591327000.0,9245315000.0
2203.0,6583756300.0,13462516000.0,10506562000.0,9307306000.0
2204.0,6452087300.0,12859373000.0,10444845000.0,9237923000.0
2205.0,6416013300.0,12817843000.0,10381599000.0,9815339000.0
2206.0,6393511400.0,12597044000.0,10401072000.0,9028472000.0
2207.0,6391631000.0,12880613000.0,10533607000.0,8931684000.0
2208.0,6316526600.0,12645495000.0,10347406000.0,8933847000.0
2209.0,6271744500.0,13005928000.0,10251425000.0,8927818000.0
2210.0,6233981400.0,12506339000.0,10181016000.0,9770073000.0
2211.0,6225520600.0,12489154000.0,10131166000.0,9147564000.0
2212.0,6248605700.0,12323014000.0,10077369000.0,9035617000.0
2213.0,6240806000.0,12264451000.0,10056712000.0,9060465000.0
2214.0,6274571300.0,12190264000.0,10011120000.0,8843919000.0
2215.0,7078503000.0,12670852000.0,9964348000.0,8825544000.0
2216.0,6315029000.0,12199825000.0,9911769000.0,8886129000.0
2217.0,6122988500.0,12174352000.0,9879039000.0,8812038000.0
2218.0,6022644000.0,12349211000.0,10058341000.0,8726594000.0
2219.0,5956950500.0,12486497000.0,9796581000.0,8652746000.0
2220.0,5945663000.0,12053123000.0,9734927000.0,8749438000.0
2221.0,5912647000.0,11953503000.0,9727607000.0,9042037000.0
2222.0,6012281300.0,12358015000.0,9616799000.0,8875622000.0
2223.0,5888597500.0,11906407000.0,9578215000.0,8727751000.0
2224.0,5858742000.0,11849227000.0,9503234000.0,8594148000.0
2225.0,5850861600.0,13385677000.0,9430968000.0,8539226000.0
2226.0,5787355600.0,13016259000.0,9355652000.0,8849481000.0
2227.0,5715954700.0,12043932000.0,9419772000.0,8591007000.0
2228.0,5677956000.0,11804775000.0,9427105000.0,8962370000.0
2229.0,5612634000.0,11810313000.0,9243993000.0,8584534500.0
2230.0,5615800300.0,11650482000.0,9182525000.0,8714271000.0
2231.0,5701820000.0,11669951000.0,9117934000.0,8765863000.0
2232.0,5542477300.0,14620925000.0,10180011000.0,8598152000.0
2233.0,5609617000.0,12700643000.0,9283057000.0,8622415000.0
2234.0,5595947000.0,11647044000.0,9028012000.0,8530605600.0
2235.0,5484849700.0,11598568000.0,9038952000.0,8740768000.0
2236.0,5473160000.0,15966742000.0,9189277000.0,8990106000.0
2237.0,5426837500.0,11850207000.0,8921696000.0,8540553700.0
2238.0,5382722000.0,11680594000.0,8910168000.0,8672130000.0
2239.0,5341048300.0,12867702000.0,9036789000.0,9451518000.0
2240.0,5357296600.0,13063931000.0,8905671000.0,8749824000.0
2241.0,5313215500.0,14472566000.0,8815647000.0,8575439000.0
2242.0,5335861000.0,12091320000.0,8815612000.0,8419110400.0
2243.0,5279740400.0,11527314000.0,8761803000.0,8654574000.0
2244.0,5361241000.0,11659678000.0,8819407000.0,8802929000.0
2245.0,5242034700.0,12732995000.0,8691360000.0,9358780000.0
2246.0,5226421000.0,13005177000.0,8643519000.0,8924448000.0
2247.0,5210666000.0,11877456000.0,8813607000.0,8652572000.0
2248.0,5238174000.0,11485895000.0,8818410000.0,8620044000.0
2249.0,5191281000.0,11371814000.0,8585988600.0,8416400400.0
2250.0,5157781000.0,11290151000.0,8550454300.0,8444289000.0
2251.0,5132605000.0,12242367000.0,8508032000.0,8395746000.0
2252.0,5252046000.0,11258126000.0,8989138000.0,9118133000.0
2253.0,5201793000.0,11314133000.0,8544399400.0,8677795000.0
2254.0,5209125400.0,11134609000.0,8511307300.0,9230241000.0
2255.0,5064239000.0,12701622000.0,8434029600.0,8794847000.0
2256.0,5057356300.0,13091330000.0,8543314400.0,8503324700.0
2257.0,5006855000.0,11163132000.0,8408591000.0,8688429000.0
2258.0,5213288400.0,11054043000.0,8514077700.0,8610458000.0
2259.0,4995933700.0,11000015000.0,8456134000.0,8435797000.0
2260.0,4937187300.0,11249913000.0,8377393700.0,8454727000.0
2261.0,4915130000.0,10928966000.0,8519538700.0,8596818000.0
2262.0,5038371000.0,11091894000.0,8310293000.0,8741845000.0
2263.0,5131780600.0,11420659000.0,8262744000.0,8982942000.0
2264.0,4896952000.0,10867688000.0,8305605600.0,8496619500.0
2265.0,4840053000.0,11191994000.0,8309921300.0,8381672400.0
2266.0,4830747000.0,10882908000.0,8218128000.0,8347680000.0
2267.0,4871923700.0,12287684000.0,8201286000.0,8388179500.0
2268.0,4792306000.0,10917315000.0,8463293400.0,8356783000.0
2269.0,4792296000.0,10759206000.0,8405252000.0,8385302000.0
2270.0,4767363600.0,11009753000.0,8499288000.0,8612307000.0
2271.0,4753095000.0,11197704000.0,8240929000.0,8346425000.0
2272.0,4896981000.0,10634791000.0,8348842000.0,8289238000.0
2273.0,4825869000.0,11067606000.0,8543886000.0,8292204000.0
2274.0,4682232300.0,10588824000.0,8371150000.0,8288337400.0
2275.0,4673413600.0,13583365000.0,9267412000.0,8249850400.0
2276.0,4722172000.0,14038574000.0,8423547400.0,8265496600.0
2277.0,4604248000.0,11358296000.0,8543102000.0,8299065000.0
2278.0,4590622700.0,11560690000.0,8420333000.0,8274819000.0
2279.0,4810214000.0,10906576000.0,8401196000.0,8190956000.0
2280.0,4821037000.0,12562883000.0,8483034000.0,8158455300.0
2281.0,5074412000.0,11615233000.0,8580910600.0,8183098000.0
2282.0,4654772000.0,10667177000.0,9158504000.0,8165101600.0
2283.0,4601914400.0,11798074000.0,8472552400.0,8145390000.0
2284.0,4571493400.0,10938790000.0,8450000000.0,8471648000.0
2285.0,5970181000.0,10499593000.0,8341218300.0,8155852300.0
2286.0,4864680400.0,10459406000.0,8474140700.0,8148315000.0
2287.0,4834040300.0,11131267000.0,8334339600.0,8183924000.0
2288.0,4680366000.0,10422560000.0,8406488600.0,8248759300.0
2289.0,4623003000.0,10317152000.0,8299025400.0,8162909700.0
2290.0,4630357000.0,10314125000.0,8351267000.0,8154569000.0
2291.0,4602115000.0,10789579000.0,8366320000.0,8057576400.0
2292.0,4571427300.0,10721562000.0,8927376000.0,8276958700.0
2293.0,4541832700.0,10556323000.0,8374771000.0,8034250000.0
2294.0,5139694000.0,10522804000.0,8884201000.0,8007711000.0
2295.0,5054809600.0,11407728000.0,8413082600.0,8004403700.0
2296.0,4584710700.0,10193436000.0,8409675000.0,7988238300.0
2297.0,4588393000.0,10191499000.0,8333250600.0,8683014000.0
2298.0,4537545700.0,10149200000.0,8380688400.0,8207432000.0
2299.0,5547879000.0,11427386000.0,8385996300.0,8016157700.0
2300.0,4710585300.0,10944602000.0,8281750000.0,7926355000.0
