time,IITM-ESM,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,TAIESM1,KACE-1-0-G,CESM2-WACCM,GFDL-ESM4,UKESM1-0-LL
2055.0,78043950000.0,77707715000.0,82025914000.0,76680544000.0,68583410000.0,73898420000.0,77044090000.0,79566300000.0,66766700000.0
2056.0,77583440000.0,77303830000.0,81552250000.0,76274600000.0,67781677000.0,73326440000.0,76429980000.0,79237366000.0,65717810000.0
2057.0,76958730000.0,76731000000.0,81438070000.0,75942126000.0,66418010000.0,72604836000.0,75564180000.0,79169900000.0,65202377000.0
2058.0,76248390000.0,75936604000.0,80926630000.0,74944905000.0,65061280000.0,72355990000.0,74897380000.0,79041590000.0,63949038000.0
2059.0,75721640000.0,75798160000.0,80498630000.0,74381296000.0,64200790000.0,71705580000.0,74048410000.0,78432575000.0,62915162000.0
2060.0,75251016000.0,75119930000.0,80245740000.0,73712500000.0,62844445000.0,70946280000.0,73122200000.0,78527840000.0,61750740000.0
2061.0,74552210000.0,74363540000.0,79950650000.0,73688880000.0,61724287000.0,70121640000.0,72331256000.0,77864395000.0,60914670000.0
2062.0,73991910000.0,73732325000.0,79664050000.0,72953184000.0,60271284000.0,69481640000.0,71442730000.0,77436985000.0,60034933000.0
2063.0,73458460000.0,72881440000.0,79240090000.0,72351080000.0,58986090000.0,68767570000.0,70789530000.0,76881430000.0,59119088000.0
2064.0,72917710000.0,72931480000.0,79242270000.0,71787725000.0,57757060000.0,68097490000.0,70075195000.0,76220980000.0,58039247000.0
2065.0,72466550000.0,72006240000.0,79992000000.0,71621540000.0,56869196000.0,67250150000.0,69508160000.0,75950820000.0,57232744000.0
2066.0,71877700000.0,71497350000.0,78536450000.0,70799330000.0,55735520000.0,66796958000.0,69703760000.0,75510680000.0,56167977000.0
2067.0,71383080000.0,71226030000.0,78278830000.0,70152970000.0,54686530000.0,66014724000.0,70522650000.0,75129810000.0,55178478000.0
2068.0,71061190000.0,71336860000.0,78103590000.0,70022480000.0,53833770000.0,65501483000.0,68212040000.0,74721240000.0,54318990000.0
2069.0,70538090000.0,70110670000.0,77963480000.0,71958880000.0,52699505000.0,64935903000.0,67561530000.0,74151530000.0,53142966000.0
2070.0,70148070000.0,69265105000.0,77599875000.0,68812880000.0,51671073000.0,64489652000.0,67046780000.0,74015105000.0,51924250000.0
2071.0,69556410000.0,70306580000.0,77081530000.0,68691570000.0,50592272000.0,63702370000.0,66256966000.0,73497540000.0,51186926000.0
2072.0,69189820000.0,68651090000.0,76687230000.0,67726110000.0,49119730000.0,63132852000.0,65374597000.0,73348964000.0,49980035000.0
2073.0,68698206000.0,67723035000.0,76414886000.0,70160150000.0,47915315000.0,62278910000.0,64970770000.0,72782830000.0,49107830000.0
2074.0,68345380000.0,67239895000.0,75948400000.0,67075154000.0,46819010000.0,61487090000.0,63959323000.0,73465635000.0,48162615000.0
2075.0,67800125000.0,66514970000.0,75579160000.0,66482100000.0,45372370000.0,60856377000.0,64343704000.0,72394300000.0,47104140000.0
2076.0,67318180000.0,66244100000.0,75411235000.0,66319766000.0,44303400000.0,60168868000.0,62857564000.0,71942160000.0,46235185000.0
2077.0,66839417000.0,65886450000.0,75204140000.0,65337320000.0,43255960000.0,59606870000.0,62468272000.0,71375950000.0,45240790000.0
2078.0,66325160000.0,65461223000.0,74694530000.0,64838857000.0,41678963000.0,58799460000.0,61567787000.0,72701895000.0,44079590000.0
2079.0,65789846000.0,64103520000.0,74294670000.0,64089174000.0,40226130000.0,58088358000.0,60894142000.0,70666450000.0,43276997000.0
2080.0,65212965000.0,63413633000.0,75331780000.0,63565513000.0,39052750000.0,57395868000.0,60241056000.0,70262055000.0,43698524000.0
2081.0,64614494000.0,62854783000.0,73626820000.0,62882750000.0,37737110000.0,56651290000.0,59673740000.0,69744430000.0,41895985000.0
2082.0,64195056000.0,62222365000.0,73273160000.0,62237016000.0,36877190000.0,56052310000.0,58974190000.0,69521190000.0,40950330000.0
2083.0,63589036000.0,61463380000.0,72880734000.0,61765247000.0,35599470000.0,55522980000.0,58375553000.0,69130180000.0,39942623000.0
2084.0,63067197000.0,60990476000.0,72635350000.0,61176890000.0,34745643000.0,54949212000.0,57652617000.0,68568720000.0,39132537000.0
2085.0,62582270000.0,60084584000.0,72561525000.0,60525187000.0,33784334000.0,54168740000.0,57134120000.0,68183314000.0,38468260000.0
2086.0,62085747000.0,59402236000.0,72567420000.0,70465320000.0,32991044000.0,53434245000.0,56467450000.0,68031120000.0,37599330000.0
2087.0,61568684000.0,58937274000.0,73038610000.0,61422880000.0,32282747000.0,52767420000.0,56658620000.0,67313830000.0,36671627000.0
2088.0,61008773000.0,58075734000.0,71716520000.0,61710860000.0,31352455000.0,52503368000.0,55354966000.0,67063720000.0,35560124000.0
2089.0,60500390000.0,57492677000.0,71212660000.0,59834780000.0,30621434000.0,51875398000.0,54573440000.0,66430145000.0,34547143000.0
2090.0,59999027000.0,57732817000.0,70843080000.0,59624747000.0,29776083000.0,51160084000.0,53818233000.0,66133240000.0,33697698000.0
2091.0,59232117000.0,56884957000.0,70573970000.0,58219164000.0,28957166000.0,50581037000.0,53146157000.0,65510773000.0,33093822000.0
2092.0,58504462000.0,55809593000.0,70102050000.0,57396163000.0,28174942000.0,50412368000.0,52416790000.0,65506435000.0,32168176000.0
2093.0,57932607000.0,55015825000.0,72057980000.0,57086935000.0,27758189000.0,49734210000.0,52255710000.0,64621770000.0,31394259000.0
2094.0,57226617000.0,54463648000.0,69690974000.0,58016813000.0,26838274000.0,48936350000.0,51074957000.0,64154240000.0,30812684000.0
2095.0,56648606000.0,53762195000.0,68974750000.0,55728833000.0,26125375000.0,48481886000.0,51754533000.0,63929053000.0,30023172000.0
2096.0,56071692000.0,52911360000.0,69025620000.0,57205182000.0,25915425000.0,47793770000.0,50578395000.0,63378150000.0,29239493000.0
2097.0,55547798000.0,52139168000.0,68796465000.0,54919500000.0,25179228000.0,47124537000.0,49674580000.0,62935683000.0,28688450000.0
2098.0,54896220000.0,51877376000.0,68171452000.0,54124720000.0,24466395000.0,46560120000.0,48850838000.0,62574014000.0,28153029000.0
2099.0,54446535000.0,50985260000.0,70637404000.0,55648596000.0,23643832000.0,45976310000.0,48321855000.0,62877037000.0,27515690000.0
2100.0,53894320000.0,50467020000.0,68939784000.0,54102376000.0,23097985000.0,45752080000.0,47646482000.0,62398947000.0,27107025000.0
