time,ACCESS-CM2,ACCESS-ESM1-5,MRI-ESM2-0,CANESM5,CESM2-WACCM,IPSL-CM6A-LR
2050.0,24777798000000.0,25470645000000.0,24886060000000.0,24637275000000.0,25083729000000.0,24914772000000.0
2051.0,24678270000000.0,25444400000000.0,24692670000000.0,24524374000000.0,24896552000000.0,24815580000000.0
2052.0,24617542000000.0,25372968000000.0,24665582000000.0,24447919000000.0,24841439000000.0,24714066000000.0
2053.0,24502962000000.0,25285462000000.0,24602160000000.0,24320710000000.0,24732527000000.0,24647786000000.0
2054.0,24390500000000.0,25265567000000.0,24453931000000.0,24228011000000.0,24668317000000.0,24557398000000.0
2055.0,24333310000000.0,25172030000000.0,24313873000000.0,24114157000000.0,24520755000000.0,24482337000000.0
2056.0,24153904000000.0,25116566000000.0,24162400000000.0,24028540000000.0,24452524000000.0,24365860000000.0
2057.0,24044880000000.0,25048710000000.0,23951657000000.0,23961656000000.0,24360165000000.0,24173701000000.0
2058.0,23910249000000.0,24954611000000.0,23889020000000.0,23907386000000.0,24217410000000.0,24087408000000.0
2059.0,23778055000000.0,24907920000000.0,23811202000000.0,23808226000000.0,24005153000000.0,23958085000000.0
2060.0,23665075000000.0,24828262000000.0,23677335000000.0,23706015000000.0,23842860000000.0,23806765000000.0
2061.0,23574614000000.0,24774514000000.0,23544122000000.0,23683974000000.0,23649545000000.0,23751215000000.0
2062.0,23476641000000.0,24697488000000.0,23425773000000.0,23575891000000.0,23467076000000.0,23592050000000.0
2063.0,23347182000000.0,24598584000000.0,23415851000000.0,23372038000000.0,23265632000000.0,23486160000000.0
2064.0,23247567000000.0,24510342000000.0,23379699000000.0,23275751000000.0,23147676000000.0,23309310000000.0
2065.0,23076860000000.0,24382360000000.0,23371218000000.0,23111460000000.0,23063322000000.0,23173177000000.0
2066.0,23014054000000.0,24338477000000.0,23288762000000.0,22979545000000.0,22898650000000.0,23008958000000.0
2067.0,22926745000000.0,24236809000000.0,23227013000000.0,22863006000000.0,22738996000000.0,22822460000000.0
2068.0,22787385000000.0,24205312000000.0,23101280000000.0,22697025000000.0,22609820000000.0,22673336000000.0
2069.0,22633102000000.0,24101480000000.0,23024810000000.0,22532370000000.0,22412370000000.0,22558905000000.0
2070.0,22470170000000.0,23988152000000.0,22929348000000.0,22438908000000.0,22176088000000.0,22483558000000.0
2071.0,22403300000000.0,23896806000000.0,22753787000000.0,22343804000000.0,22114592000000.0,22256743000000.0
2072.0,22195842000000.0,23799846000000.0,22610966000000.0,22144348000000.0,21872108000000.0,22017200000000.0
2073.0,22020037000000.0,23693227000000.0,22500874000000.0,22091728000000.0,21576960000000.0,21848744000000.0
2074.0,21981355000000.0,23613038000000.0,22299372000000.0,21821754000000.0,21314056000000.0,21678543000000.0
2075.0,21844174000000.0,23476320000000.0,22256710000000.0,21675383000000.0,20979575000000.0,21479130000000.0
2076.0,21683528000000.0,23434248000000.0,22198845000000.0,21511025000000.0,20681335000000.0,21384151000000.0
2077.0,21501697000000.0,23409013000000.0,21919087000000.0,21376214000000.0,20452768000000.0,21105060000000.0
2078.0,21389399000000.0,23313494000000.0,21777493000000.0,21263616000000.0,20259466000000.0,20810088000000.0
2079.0,21215123000000.0,23271697000000.0,21638043000000.0,21070237000000.0,20042380000000.0,20658445000000.0
2080.0,21056226000000.0,23158178000000.0,21458790000000.0,20941520000000.0,19744020000000.0,20481869000000.0
2081.0,20913955000000.0,23121168000000.0,21154522000000.0,20751560000000.0,19445169000000.0,20230642000000.0
2082.0,20691825000000.0,23074253000000.0,20932280000000.0,20530487000000.0,18972223000000.0,19935873000000.0
2083.0,20490203000000.0,22923327000000.0,20860587000000.0,20358493000000.0,18626946000000.0,19708043000000.0
2084.0,20350680000000.0,22785517000000.0,20623710000000.0,20145802000000.0,18283710000000.0,19486562000000.0
2085.0,20203866000000.0,22649038000000.0,20446280000000.0,20042264000000.0,18075078000000.0,19283304000000.0
2086.0,20007038000000.0,22629476000000.0,20342140000000.0,19852887000000.0,17652464000000.0,19093241000000.0
2087.0,19800777000000.0,22578058000000.0,20251612000000.0,19637872000000.0,17462046000000.0,18819640000000.0
2088.0,19633883000000.0,22357974000000.0,20042780000000.0,19440136000000.0,17178393000000.0,18591780000000.0
2089.0,19520698000000.0,22191417000000.0,19963536000000.0,19261781000000.0,16920365000000.0,18367210000000.0
2090.0,19342087000000.0,22137329000000.0,19751097000000.0,19094976000000.0,16680070000000.0,18127576000000.0
2091.0,19146786000000.0,21961145000000.0,19518093000000.0,18907850000000.0,16427590000000.0,17850585000000.0
2092.0,18954452000000.0,21767358000000.0,19262060000000.0,18721272000000.0,16068179000000.0,17548647000000.0
2093.0,18737088000000.0,21652274000000.0,19017786000000.0,18534734000000.0,15849680000000.0,17311783000000.0
2094.0,18535894000000.0,21511450000000.0,18803707000000.0,18296445000000.0,15457353000000.0,17102292000000.0
2095.0,18283424000000.0,21381530000000.0,18677882000000.0,18093726000000.0,15074648000000.0,16857645000000.0
2096.0,18071603000000.0,21293693000000.0,18434516000000.0,17848708000000.0,14597528000000.0,16624814000000.0
2097.0,17901411000000.0,21136224000000.0,18161940000000.0,17625575000000.0,14340746000000.0,16361813000000.0
2098.0,17767320000000.0,20905147000000.0,17941809000000.0,17405422000000.0,13959177000000.0,16077496000000.0
2099.0,17534273000000.0,20693773000000.0,17750634000000.0,17141331000000.0,13567977000000.0,15829495000000.0
2100.0,17336293000000.0,20457360000000.0,17599958000000.0,16935069000000.0,13105671000000.0,15587512000000.0
2101.0,17067329000000.0,20207130000000.0,17181022000000.0,16754426000000.0,12771931000000.0,15363760000000.0
2102.0,16832414000000.0,19927782000000.0,16919325000000.0,16520467000000.0,12407667000000.0,15141267000000.0
2103.0,16528226000000.0,19669782000000.0,16702501000000.0,16327118000000.0,12117389000000.0,14936087000000.0
2104.0,16286310000000.0,19611337000000.0,16456253000000.0,16114811000000.0,11612726000000.0,14745407000000.0
2105.0,16018092000000.0,19425328000000.0,16313060000000.0,15859444000000.0,11326697000000.0,14540170000000.0
2106.0,15794790000000.0,19251690000000.0,16133690000000.0,15625427000000.0,11061782000000.0,14357911000000.0
2107.0,15524674000000.0,19139232000000.0,15888700000000.0,15378399000000.0,10683085000000.0,14140656000000.0
2108.0,15266098000000.0,19017113000000.0,15658036000000.0,15115744000000.0,10367794000000.0,13914202000000.0
2109.0,15009024000000.0,18733863000000.0,15367566000000.0,14826368000000.0,9954636000000.0,13768514000000.0
2110.0,14705393000000.0,18428677000000.0,15046465000000.0,14560153000000.0,9574828000000.0,13590275000000.0
2111.0,14466650000000.0,18150832000000.0,14715072000000.0,14321950000000.0,9133688000000.0,13363714000000.0
2112.0,14197332000000.0,17872403000000.0,14473952000000.0,14024324000000.0,8729759000000.0,13170141000000.0
2113.0,13890658000000.0,17606501000000.0,14209003000000.0,13754728000000.0,8397126600000.0,12956131000000.0
2114.0,13654807000000.0,17363465000000.0,13931040000000.0,13453787000000.0,8061853400000.0,12734210000000.0
2115.0,13415793000000.0,17123791000000.0,13662181000000.0,13209230000000.0,7682762000000.0,12556823000000.0
2116.0,13149570000000.0,16868418000000.0,13404285000000.0,12966711000000.0,7319848500000.0,12376457000000.0
2117.0,12891687000000.0,16573694000000.0,13100682000000.0,12733609000000.0,6966696000000.0,12200381000000.0
2118.0,12639178000000.0,16248919000000.0,12864631000000.0,12500643000000.0,6612722400000.0,12019223000000.0
2119.0,12364941000000.0,15948535000000.0,12618546000000.0,12234713000000.0,6248319000000.0,11826259000000.0
2120.0,12073081000000.0,15797094000000.0,12337710000000.0,11963465000000.0,5875378000000.0,11651579000000.0
2121.0,11739061000000.0,15566545000000.0,12007644000000.0,11732428000000.0,5581388000000.0,11488231000000.0
2122.0,11468368000000.0,15330893000000.0,11803988000000.0,11464218000000.0,5211762500000.0,11360881000000.0
2123.0,11223819000000.0,14947776000000.0,11471337000000.0,11195887000000.0,4944340500000.0,11198077000000.0
2124.0,10906086000000.0,14592040000000.0,11151727000000.0,11034862000000.0,4646453600000.0,11033572000000.0
2125.0,10683500000000.0,14239451000000.0,10785657000000.0,10789908000000.0,4325854700000.0,10841762000000.0
2126.0,10422238000000.0,13901927000000.0,10665333000000.0,10552803000000.0,4033358900000.0,10658617000000.0
2127.0,10154336000000.0,13506868000000.0,10359378000000.0,10294065000000.0,3749111400000.0,10505423000000.0
2128.0,9894629000000.0,13226465000000.0,10040909000000.0,10040313000000.0,3467417000000.0,10342647000000.0
2129.0,9684769000000.0,12932862000000.0,9798429000000.0,9820180000000.0,3276340500000.0,10171337000000.0
2130.0,9443849000000.0,12667252000000.0,9510714000000.0,9591128000000.0,3083336200000.0,10038398000000.0
2131.0,9222162000000.0,12378463000000.0,9178359000000.0,9368826000000.0,2937501000000.0,9887249000000.0
2132.0,8964828000000.0,11917511000000.0,8871427000000.0,9147005000000.0,2766837400000.0,9732993000000.0
2133.0,8744821000000.0,11497384000000.0,8663543600000.0,8953765000000.0,2621540700000.0,9594039000000.0
2134.0,8521219000000.0,11083983000000.0,8280060000000.0,8723852000000.0,2466662000000.0,9477641000000.0
2135.0,8298878000000.0,10697442000000.0,8021828000000.0,8491932600000.0,2285409000000.0,9358951000000.0
2136.0,8078551000000.0,10343520000000.0,7704121700000.0,8292408000000.0,2142171200000.0,9241457000000.0
2137.0,7862420000000.0,9995441000000.0,7490856000000.0,8150130400000.0,1948351000000.0,9114686000000.0
2138.0,7630000500000.0,9642795000000.0,7251293000000.0,7968134300000.0,1803194600000.0,9003017000000.0
2139.0,7403413000000.0,9273852000000.0,6982373000000.0,7778277500000.0,1615602300000.0,8889376000000.0
2140.0,7197842000000.0,8957070000000.0,6721699000000.0,7562439700000.0,1481297800000.0,8763840400000.0
2141.0,6986145500000.0,8696646000000.0,6529567000000.0,7416219000000.0,1366001200000.0,8631666000000.0
2142.0,6764753000000.0,8426733700000.0,6371183000000.0,7260352000000.0,1240655300000.0,8495911000000.0
2143.0,6580507000000.0,8152758000000.0,6171996000000.0,7095564000000.0,1141797400000.0,8391989700000.0
2144.0,6372478000000.0,7866693500000.0,5908570600000.0,6945050000000.0,1055611500000.0,8252615600000.0
2145.0,6173272000000.0,7528412000000.0,5622996700000.0,6789021600000.0,967570750000.0,8128034000000.0
2146.0,5971417000000.0,7236251000000.0,5443720600000.0,6628355600000.0,887362550000.0,7998257000000.0
2147.0,5812269400000.0,6954093000000.0,5225565000000.0,6455343000000.0,810657200000.0,7878843300000.0
2148.0,5639939600000.0,6657248000000.0,5012541000000.0,6339628000000.0,746714040000.0,7769864300000.0
2149.0,5443731000000.0,6345300000000.0,4822426700000.0,6187936000000.0,684652560000.0,7674281000000.0
2150.0,5223200300000.0,6072698000000.0,4605962000000.0,6041409000000.0,643035230000.0,7564547000000.0
2151.0,5041413000000.0,5847655000000.0,4419276500000.0,5887684000000.0,586386600000.0,7474891500000.0
2152.0,4853052000000.0,5612938000000.0,4203046000000.0,5728956000000.0,536088480000.0,7359550700000.0
2153.0,4675542000000.0,5358744500000.0,4043612600000.0,5585001000000.0,486589400000.0,7235527000000.0
2154.0,4505194000000.0,5125344000000.0,3900362700000.0,5440388000000.0,444045360000.0,7116549000000.0
2155.0,4350902500000.0,4925349700000.0,3713135000000.0,5302437500000.0,399211000000.0,7006396600000.0
2156.0,4203721800000.0,4697801000000.0,3559045200000.0,5166672600000.0,363917180000.0,6888471000000.0
2157.0,4041644200000.0,4463413000000.0,3413637300000.0,5052203000000.0,317487200000.0,6810139400000.0
2158.0,3885582000000.0,4232856700000.0,3247891000000.0,4951212000000.0,281332550000.0,6732089000000.0
2159.0,3762805800000.0,3995921500000.0,3104138300000.0,4824456000000.0,248047470000.0,6656878000000.0
2160.0,3628126200000.0,3799965000000.0,2966254500000.0,4714128700000.0,214840620000.0,6570714300000.0
2161.0,3497044500000.0,3602163000000.0,2800439300000.0,4600022000000.0,185256530000.0,6505514000000.0
2162.0,3365870200000.0,3427009800000.0,2662146500000.0,4481590000000.0,167366230000.0,6462285300000.0
2163.0,3258824800000.0,3249327600000.0,2535514400000.0,4369789200000.0,150598000000.0,6396357000000.0
2164.0,3139852800000.0,3091702200000.0,2390620600000.0,4276787000000.0,129928266000.0,6348780000000.0
2165.0,3033200600000.0,2930060600000.0,2279000200000.0,4151610700000.0,113788396000.0,6292642500000.0
2166.0,2928377000000.0,2775304000000.0,2149371700000.0,4038676000000.0,97211180000.0,6232924500000.0
2167.0,2808910000000.0,2634465000000.0,2060438100000.0,3935511500000.0,86428000000.0,6179376300000.0
2168.0,2704896200000.0,2471855000000.0,1922972900000.0,3829697600000.0,74558456000.0,6149780300000.0
2169.0,2587059300000.0,2338450300000.0,1782550500000.0,3727026600000.0,63733450000.0,6080492500000.0
2170.0,2485611000000.0,2184999100000.0,1704372100000.0,3625634000000.0,54181120000.0,6029122700000.0
2171.0,2381254800000.0,2048292000000.0,1600878800000.0,3523340000000.0,44068782000.0,5998365000000.0
2172.0,2290148200000.0,1901727700000.0,1526997600000.0,3430558000000.0,37772194000.0,5936980700000.0
2173.0,2195205100000.0,1794653200000.0,1443069300000.0,3337153700000.0,32058925000.0,5885424000000.0
2174.0,2096765100000.0,1663542400000.0,1339593300000.0,3246798100000.0,27455009000.0,5819399000000.0
2175.0,2019058600000.0,1551689400000.0,1248967400000.0,3156653000000.0,23467827000.0,5735351600000.0
2176.0,1935021400000.0,1434111300000.0,1183844300000.0,3052508300000.0,20057528000.0,5668155700000.0
2177.0,1847574800000.0,1350280500000.0,1114959000000.0,2961593300000.0,17732248000.0,5616278000000.0
2178.0,1775346000000.0,1248410500000.0,1043874050000.0,2895398600000.0,15471149000.0,5559889700000.0
2179.0,1694836300000.0,1158615700000.0,968341200000.0,2810505600000.0,13059222000.0,5510003000000.0
2180.0,1628025400000.0,1081955300000.0,930834350000.0,2732627000000.0,11312182000.0,5449735700000.0
2181.0,1557367100000.0,1025771240000.0,861519540000.0,2654460200000.0,9417594000.0,5386958500000.0
2182.0,1474337700000.0,947739300000.0,814816500000.0,2578137000000.0,7694279000.0,5326552700000.0
2183.0,1411893200000.0,873230000000.0,760086700000.0,2507527400000.0,6236413400.0,5294624000000.0
2184.0,1349572200000.0,814062900000.0,706657900000.0,2430967200000.0,5200988700.0,5224436600000.0
2185.0,1288402000000.0,741619100000.0,679066300000.0,2353050000000.0,4404490000.0,5184113000000.0
2186.0,1227067900000.0,699014450000.0,633937000000.0,2286835700000.0,3847264000.0,5168562000000.0
2187.0,1169599800000.0,645340100000.0,589286700000.0,2221597500000.0,3370688000.0,5127007600000.0
2188.0,1110667600000.0,587797000000.0,559307360000.0,2152499200000.0,2864426200.0,5071510000000.0
2189.0,1052177470000.0,536332730000.0,519838800000.0,2092021700000.0,2398242800.0,5049185000000.0
2190.0,992250100000.0,492077970000.0,487965720000.0,2024512800000.0,1965022200.0,5011421500000.0
2191.0,945900550000.0,451626500000.0,452375300000.0,1962590500000.0,1635952300.0,4944277500000.0
2192.0,906162500000.0,409851040000.0,423750200000.0,1900045500000.0,1231964900.0,4896593500000.0
2193.0,865643800000.0,381193950000.0,392590980000.0,1844318400000.0,947724400.0,4840087000000.0
2194.0,816214970000.0,351326200000.0,370619060000.0,1797454800000.0,866864060.0,4800571000000.0
2195.0,760845800000.0,328466600000.0,341348780000.0,1750783900000.0,759316860.0,4745970300000.0
2196.0,722454900000.0,305561440000.0,314921840000.0,1710784600000.0,713047600.0,4716618000000.0
2197.0,669964800000.0,276096480000.0,292347740000.0,1664234800000.0,637087500.0,4684666000000.0
2198.0,621376700000.0,255022710000.0,267222650000.0,1626383500000.0,610548500.0,4636880000000.0
2199.0,558380200000.0,234540860000.0,250424670000.0,1585977400000.0,547580740.0,4583360300000.0
2200.0,491050200000.0,215793450000.0,231204300000.0,1551826000000.0,500933800.0,4559183300000.0
2201.0,417772570000.0,198029430000.0,211492290000.0,1507687400000.0,416398980.0,4518170300000.0
2202.0,357126280000.0,177153440000.0,194617020000.0,1477372100000.0,361425200.0,4480374000000.0
2203.0,307701800000.0,156728260000.0,178223400000.0,1441762100000.0,302917120.0,4439566000000.0
2204.0,267840620000.0,135370930000.0,163215280000.0,1409890900000.0,241321760.0,4404840000000.0
2205.0,228309070000.0,120310520000.0,149009500000.0,1381557900000.0,207817650.0,4366096000000.0
2206.0,194464170000.0,105975540000.0,136171060000.0,1351343000000.0,171689300.0,4305084700000.0
2207.0,168930400000.0,92339724000.0,128123930000.0,1317885800000.0,144458800.0,4291565200000.0
2208.0,146840910000.0,82600200000.0,117716040000.0,1286498400000.0,117528050.0,4277987000000.0
2209.0,127700386000.0,71449215000.0,108738770000.0,1255514300000.0,122351890.0,4228646200000.0
2210.0,112441400000.0,63443310000.0,101483800000.0,1223696700000.0,107837480.0,4195038500000.0
2211.0,96033260000.0,56849023000.0,92998660000.0,1200150700000.0,94024020.0,4168327000000.0
2212.0,87236070000.0,49863975000.0,86782050000.0,1173203700000.0,79101090.0,4153645500000.0
2213.0,75696480000.0,43683360000.0,79863824000.0,1145229300000.0,65830720.0,4114772100000.0
2214.0,62247293000.0,37375295000.0,74843095000.0,1123586500000.0,55613224.0,4106499400000.0
2215.0,54606815000.0,31315063000.0,67960037000.0,1095652500000.0,48732110.0,4095282800000.0
2216.0,47452570000.0,26310754000.0,62616285000.0,1072363500000.0,47325820.0,4068126000000.0
2217.0,39570400000.0,21330276000.0,57275654000.0,1044994260000.0,43012516.0,4035607300000.0
2218.0,33827027000.0,17359747000.0,51516097000.0,1019061670000.0,40528028.0,4003335500000.0
2219.0,27400552000.0,15511579000.0,48012198000.0,998599400000.0,38438824.0,3954094600000.0
2220.0,21642738000.0,11136385000.0,43457417000.0,978139200000.0,37762484.0,3932046800000.0
2221.0,16992451000.0,9498209000.0,39190450000.0,960180800000.0,35939820.0,3922420800000.0
2222.0,13236050000.0,8114378000.0,34567614000.0,937904800000.0,35303624.0,3894517700000.0
2223.0,10877623000.0,6984006000.0,31136934000.0,922384860000.0,34089470.0,3854692800000.0
2224.0,8718937000.0,5812644000.0,28053023000.0,902665600000.0,32040758.0,3841259000000.0
2225.0,6695364600.0,4790002700.0,25496630000.0,889298400000.0,29191084.0,3801702000000.0
2226.0,5005427000.0,3788201000.0,22764423000.0,869913800000.0,27385668.0,3763539500000.0
2227.0,3976938800.0,3015374600.0,20485513000.0,851144540000.0,27261908.0,3733026000000.0
2228.0,3059663600.0,2409397800.0,18867642000.0,836019200000.0,27170304.0,3692345200000.0
2229.0,2228463600.0,1708500600.0,17322820000.0,819477740000.0,26280112.0,3673227300000.0
2230.0,1261307600.0,1353019500.0,15871738000.0,804886400000.0,26007408.0,3648774000000.0
2231.0,602106750.0,931174800.0,14779139000.0,788057900000.0,26190820.0,3626032700000.0
2232.0,253709090.0,781418000.0,14005764000.0,773538050000.0,26348554.0,3602316500000.0
2233.0,103236616.0,702104600.0,13339996000.0,759901260000.0,26468024.0,3560615200000.0
2234.0,79052264.0,644829200.0,12259745000.0,745906040000.0,26476416.0,3533514500000.0
2235.0,73268800.0,589822300.0,11332194000.0,735532300000.0,26417536.0,3509064600000.0
2236.0,65101050.0,522586000.0,10527222000.0,722901500000.0,26059320.0,3489946100000.0
2237.0,58948644.0,464832350.0,9416217000.0,709792700000.0,25823856.0,3477362700000.0
2238.0,53109144.0,430491460.0,8531160600.0,696704240000.0,25950800.0,3443170700000.0
2239.0,46438030.0,390974620.0,7685266400.0,681998700000.0,25898718.0,3421910000000.0
2240.0,38610070.0,340836500.0,6990231000.0,667887300000.0,25905362.0,3386272000000.0
2241.0,34469836.0,300867330.0,6582338000.0,657818260000.0,26753206.0,3374576000000.0
2242.0,31786110.0,245735220.0,6134737000.0,649259800000.0,26462238.0,3351364000000.0
2243.0,29749186.0,202506690.0,5657566000.0,635904400000.0,26197868.0,3316215200000.0
2244.0,28371824.0,171395780.0,5261464000.0,625333200000.0,26081540.0,3295450200000.0
2245.0,26544466.0,154419570.0,4760889300.0,614156100000.0,26253310.0,3275699500000.0
2246.0,25309028.0,130689260.0,4284906800.0,601131000000.0,26703512.0,3258253600000.0
2247.0,23656414.0,116264824.0,3712724700.0,593821040000.0,26842820.0,3225753200000.0
2248.0,23059116.0,102337290.0,3281944800.0,587023840000.0,26170990.0,3199428000000.0
2249.0,23349068.0,107671950.0,2831940900.0,578887400000.0,27199158.0,3170313000000.0
2250.0,23436198.0,173117660.0,2383731500.0,570129000000.0,27131376.0,3145772000000.0
2251.0,23350036.0,132806970.0,2012997500.0,561456000000.0,26660110.0,3120425000000.0
2252.0,23400068.0,100923960.0,1589100300.0,554177000000.0,27074012.0,3101969400000.0
2253.0,23411088.0,93800110.0,1175398400.0,545576900000.0,27346400.0,3071159800000.0
2254.0,23383510.0,80719480.0,905489600.0,538523630000.0,26725030.0,3045866900000.0
2255.0,23288418.0,68295570.0,616219900.0,530730450000.0,26871658.0,3005386600000.0
2256.0,22766412.0,62761252.0,398522700.0,521550330000.0,27287874.0,2990761000000.0
2257.0,22961294.0,59013520.0,264877330.0,516205000000.0,26268930.0,2976115000000.0
2258.0,22926012.0,55414760.0,212773340.0,510219450000.0,25897828.0,2964804900000.0
2259.0,23104462.0,53655484.0,211476340.0,502045870000.0,26619410.0,2941509700000.0
2260.0,23120798.0,51440670.0,210589710.0,495471800000.0,26250294.0,2915344800000.0
2261.0,22791566.0,47937550.0,211294000.0,485249840000.0,26621530.0,2904124000000.0
2262.0,22653646.0,46315350.0,210410740.0,477139370000.0,26698636.0,2883302200000.0
2263.0,22668108.0,43495704.0,214001180.0,469857100000.0,27046976.0,2872190700000.0
2264.0,22923596.0,40688012.0,207456740.0,462118420000.0,26526518.0,2848554000000.0
2265.0,23092538.0,38185636.0,205329760.0,455427420000.0,26661586.0,2831122700000.0
2266.0,23684038.0,35044540.0,204576750.0,449794180000.0,26961306.0,2808952000000.0
2267.0,23564886.0,32443904.0,205169580.0,445918670000.0,26898846.0,2782200600000.0
2268.0,23422182.0,32512420.0,212492000.0,440977230000.0,26968096.0,2759980500000.0
2269.0,23217244.0,32213798.0,206830080.0,435213170000.0,26396078.0,2746914200000.0
2270.0,23198156.0,44186410.0,204544820.0,427326140000.0,25788062.0,2727343000000.0
2271.0,23173916.0,31582702.0,204281730.0,421021100000.0,26120534.0,2708634000000.0
2272.0,23075448.0,31797256.0,204370100.0,414526100000.0,25731256.0,2683029000000.0
