time,NORESM1-M,GFDL-CM3,CCSM4,IPSL-CM5A-LR,GFDL-ESM2G,GISS-E2-R,CESM1-CAM5,CSIRO-MK3-6-0
2040.0,4114306000000.0,4162428000000.0,4120906000000.0,4134822700000.0,4318027600000.0,4168014000000.0,4218429600000.0,4184468000000.0
2041.0,4104236600000.0,4139024000000.0,4093747000000.0,4113902300000.0,4296229300000.0,4141209000000.0,4203305000000.0,4154522000000.0
2042.0,4080540800000.0,4082636700000.0,4064732800000.0,4092436000000.0,4274981000000.0,4117536200000.0,4183760000000.0,4134974000000.0
2043.0,4073342400000.0,4027861400000.0,4033837500000.0,4054920200000.0,4253261800000.0,4101516800000.0,4177909500000.0,4110163400000.0
2044.0,4060211600000.0,3992104700000.0,4020845700000.0,4028339800000.0,4233609300000.0,4084102000000.0,4150745000000.0,4088671500000.0
2045.0,4038676700000.0,3967212300000.0,4000905200000.0,4010678000000.0,4200426000000.0,4039300300000.0,4117681700000.0,4081496600000.0
2046.0,4002496000000.0,3963712400000.0,3975158700000.0,3985384400000.0,4179215800000.0,3999239500000.0,4102604200000.0,4066628300000.0
2047.0,3994340000000.0,3948348200000.0,3928137100000.0,3951773000000.0,4141071700000.0,3981948200000.0,4072882300000.0,4028990800000.0
2048.0,3959138300000.0,3915864300000.0,3883011000000.0,3921150200000.0,4103707300000.0,3968340600000.0,4044232300000.0,4012305300000.0
2049.0,3924479200000.0,3889239200000.0,3848124200000.0,3905808000000.0,4081816000000.0,3953045800000.0,4025284800000.0,3985884600000.0
2050.0,3881572800000.0,3875559400000.0,3836043300000.0,3893557500000.0,4070833000000.0,3939572400000.0,3988439000000.0,3962617000000.0
2051.0,3846787000000.0,3847718700000.0,3800639500000.0,3882241800000.0,4063554700000.0,3920205700000.0,3961567000000.0,3922743000000.0
2052.0,3832904200000.0,3828414200000.0,3761472300000.0,3859920500000.0,4050350800000.0,3894603400000.0,3941950300000.0,3909013200000.0
2053.0,3816070000000.0,3789216300000.0,3737531700000.0,3852030700000.0,4039565400000.0,3857985600000.0,3937327400000.0,3882144800000.0
2054.0,3779039300000.0,3755856600000.0,3700543000000.0,3824833500000.0,4031656500000.0,3812494100000.0,3933058000000.0,3878432800000.0
2055.0,3757474800000.0,3716815500000.0,3670606000000.0,3804678000000.0,4036315600000.0,3788964000000.0,3909760800000.0,3844970600000.0
2056.0,3745442700000.0,3642871000000.0,3638138800000.0,3787891700000.0,4017480300000.0,3755782000000.0,3867441000000.0,3818013000000.0
2057.0,3737932000000.0,3609621400000.0,3613641100000.0,3770554300000.0,4016298000000.0,3736281300000.0,3843762400000.0,3794572700000.0
2058.0,3718958300000.0,3594860000000.0,3615251800000.0,3775554400000.0,3999670000000.0,3707143200000.0,3824194400000.0,3774677500000.0
2059.0,3686611600000.0,3569404300000.0,3593927100000.0,3749054000000.0,3983060200000.0,3686541600000.0,3783836300000.0,3741450800000.0
2060.0,3670475500000.0,3539824000000.0,3577604000000.0,3714514400000.0,3972144300000.0,3669064000000.0,3712047600000.0,3688646300000.0
2061.0,3655284600000.0,3510793000000.0,3549342000000.0,3677440400000.0,3960472900000.0,3656298500000.0,3691922000000.0,3646807000000.0
2062.0,3614456200000.0,3497676800000.0,3524276800000.0,3657810300000.0,3928656200000.0,3610216200000.0,3684818700000.0,3627755500000.0
2063.0,3583788700000.0,3465570200000.0,3496632400000.0,3638469600000.0,3906989000000.0,3573823000000.0,3655307400000.0,3614475000000.0
2064.0,3564442000000.0,3448700000000.0,3461078800000.0,3620857000000.0,3887057900000.0,3563270700000.0,3637464300000.0,3581592000000.0
2065.0,3536480400000.0,3420950000000.0,3441623800000.0,3590547600000.0,3869325000000.0,3535454300000.0,3602361000000.0,3567266300000.0
2066.0,3514830400000.0,3398021200000.0,3422197000000.0,3572846600000.0,3852730000000.0,3506879000000.0,3572905300000.0,3533911400000.0
2067.0,3503360800000.0,3359499400000.0,3412633600000.0,3551169600000.0,3840540100000.0,3486601000000.0,3555801200000.0,3523669400000.0
2068.0,3470255500000.0,3343549000000.0,3387866700000.0,3538565200000.0,3815423000000.0,3461485700000.0,3520988400000.0,3507287800000.0
2069.0,3446537000000.0,3334614800000.0,3375398600000.0,3523427700000.0,3788296400000.0,3440412000000.0,3495368900000.0,3478669500000.0
2070.0,3426713600000.0,3304718900000.0,3350164100000.0,3494095400000.0,3756508300000.0,3430851000000.0,3474232400000.0,3441177000000.0
2071.0,3410487000000.0,3287874300000.0,3339348300000.0,3469061400000.0,3748579800000.0,3400757000000.0,3445758600000.0,3423994000000.0
2072.0,3397275400000.0,3271612700000.0,3307553700000.0,3447311300000.0,3744815000000.0,3375784500000.0,3408865000000.0,3407879000000.0
2073.0,3375634600000.0,3253754100000.0,3275209000000.0,3427515500000.0,3709896200000.0,3354161300000.0,3356819700000.0,3388876800000.0
2074.0,3343603500000.0,3225225300000.0,3239307600000.0,3394386800000.0,3693947700000.0,3342102400000.0,3314478500000.0,3361702000000.0
2075.0,3312011200000.0,3208048300000.0,3203886500000.0,3366690000000.0,3672807600000.0,3320259800000.0,3288572600000.0,3340144500000.0
2076.0,3291912900000.0,3198434100000.0,3178581500000.0,3358024500000.0,3650619200000.0,3297453500000.0,3267353600000.0,3306386000000.0
2077.0,3268013000000.0,3179652800000.0,3158677400000.0,3335099300000.0,3636220400000.0,3269681000000.0,3247356000000.0,3291447600000.0
2078.0,3256416200000.0,3144178200000.0,3138587700000.0,3320147300000.0,3625040200000.0,3241286300000.0,3223744400000.0,3267073700000.0
2079.0,3244986700000.0,3127004000000.0,3120303700000.0,3290197700000.0,3618258000000.0,3217141500000.0,3202187300000.0,3243498500000.0
2080.0,3244243600000.0,3104968800000.0,3091857100000.0,3256780300000.0,3606811000000.0,3195725700000.0,3165331000000.0,3222471200000.0
2081.0,3228989400000.0,3087409300000.0,3064557200000.0,3232377300000.0,3591551300000.0,3150028500000.0,3130619300000.0,3199694800000.0
2082.0,3222452600000.0,3063973000000.0,3025798000000.0,3217473000000.0,3575936000000.0,3143274600000.0,3101162700000.0,3195772000000.0
2083.0,3204716400000.0,3029592000000.0,3003620500000.0,3200474000000.0,3537734700000.0,3116826000000.0,3053601400000.0,3162647300000.0
2084.0,3184338000000.0,3002759600000.0,2981244000000.0,3181810000000.0,3509587300000.0,3095165700000.0,3034895400000.0,3129418700000.0
2085.0,3168868800000.0,2991038700000.0,2956687000000.0,3167324000000.0,3499193000000.0,3069876000000.0,3015224600000.0,3111165000000.0
2086.0,3142413000000.0,2981261500000.0,2928108000000.0,3161442700000.0,3485925000000.0,3048891700000.0,2994009500000.0,3081227700000.0
2087.0,3124110800000.0,2964944300000.0,2908731500000.0,3159651800000.0,3471096400000.0,3022051600000.0,2957938300000.0,3048847000000.0
2088.0,3096086000000.0,2953587000000.0,2884336000000.0,3148430000000.0,3459442300000.0,2982308700000.0,2939624600000.0,3023581200000.0
2089.0,3065814700000.0,2932042600000.0,2856793000000.0,3130772700000.0,3456950000000.0,2950859600000.0,2915442400000.0,3006405500000.0
2090.0,3042655900000.0,2916203600000.0,2822349000000.0,3117523700000.0,3444200000000.0,2929344000000.0,2897745800000.0,2992179200000.0
2091.0,3013269800000.0,2900693600000.0,2790091400000.0,3087889600000.0,3426225200000.0,2907968600000.0,2858435700000.0,2959451600000.0
2092.0,2987333800000.0,2875378600000.0,2769502600000.0,3048815000000.0,3411508000000.0,2874206800000.0,2830671300000.0,2917282600000.0
2093.0,2971984200000.0,2865409600000.0,2752623400000.0,3032560200000.0,3385793700000.0,2839891400000.0,2802756000000.0,2911871400000.0
2094.0,2949242700000.0,2848555800000.0,2738083900000.0,3026655000000.0,3370316000000.0,2820981400000.0,2776358000000.0,2884888700000.0
2095.0,2931517600000.0,2817886500000.0,2730683800000.0,3002683600000.0,3364067700000.0,2792191700000.0,2747638200000.0,2846877800000.0
2096.0,2932190700000.0,2807272800000.0,2704437100000.0,2979459500000.0,3341096300000.0,2777783200000.0,2732436200000.0,2819354800000.0
2097.0,2907667400000.0,2778565000000.0,2683621600000.0,2950789300000.0,3297925000000.0,2752971000000.0,2709027000000.0,2800070200000.0
2098.0,2883941300000.0,2767650300000.0,2663263800000.0,2938573400000.0,3270076800000.0,2730025000000.0,2671596800000.0,2777033200000.0
2099.0,2876465700000.0,2754926000000.0,2641106600000.0,2929164600000.0,3262369800000.0,2706689500000.0,2639561800000.0,2758467000000.0
2100.0,2857125000000.0,2744840000000.0,2614973000000.0,2920220500000.0,3225541100000.0,2695707200000.0,2597601400000.0,2718636200000.0
