time,UKESM1-0-LL,MPI-ESM1-2-HR,MRI-ESM2-0,IPSL-CM6A-LR,GFDL-ESM4
2074.0,4036314000.0,18360269000.0,11115187000.0,7225565700.0,23778413000.0
2075.0,3826865400.0,17749733000.0,10856102000.0,6986316300.0,23263117000.0
2076.0,3705254000.0,16980077000.0,10721212000.0,6697572000.0,22348292000.0
2077.0,3517900000.0,16047659000.0,10449337000.0,6451827000.0,21797913000.0
2078.0,3371310300.0,15350362000.0,10125967000.0,6236054000.0,21503440000.0
2079.0,3219059200.0,14873628000.0,9813361000.0,5949378600.0,20552397000.0
2080.0,3084223200.0,14325831000.0,9483385000.0,5678277000.0,19667446000.0
2081.0,2957281300.0,13620935000.0,9089431000.0,5427187700.0,18717467000.0
2082.0,2828108000.0,13070316000.0,8795412000.0,5257590300.0,17817890000.0
2083.0,2701183500.0,12623248000.0,8513680000.0,4968225000.0,16922813000.0
2084.0,2516282600.0,12366610000.0,8187174000.0,4728142000.0,16200909000.0
2085.0,2418238000.0,11631838000.0,7906988500.0,4528934400.0,15263348000.0
2086.0,2291341600.0,11200092000.0,7698262000.0,4294111500.0,14629825000.0
2087.0,2208527600.0,10783192000.0,7410365000.0,4099338200.0,14161552000.0
2088.0,2064258600.0,10395654000.0,7207555600.0,3868467200.0,13649957000.0
2089.0,1930473000.0,10076765000.0,7213604400.0,3682180000.0,13186249000.0
2090.0,1794704800.0,9593481000.0,7070535000.0,3429590000.0,12478558000.0
2091.0,1667004000.0,9212807000.0,6914916400.0,3261704700.0,11853634000.0
2092.0,1575712100.0,8797152000.0,6640869000.0,3110554400.0,11240721000.0
2093.0,1481845500.0,8578021000.0,6514892000.0,2964341500.0,10780286000.0
2094.0,1392041300.0,8219687000.0,6348907500.0,2835772000.0,10405977000.0
2095.0,1235951200.0,7999655000.0,6126844400.0,2710173200.0,9986015000.0
2096.0,1142735100.0,7724434400.0,5997206500.0,2609216300.0,9716875000.0
2097.0,1070365630.0,7536350000.0,5798898000.0,2440386000.0,9305537000.0
2098.0,981187200.0,7337237500.0,5592122000.0,2313104600.0,8927744000.0
2099.0,919598500.0,7194678300.0,5438504000.0,2218439400.0,8621720000.0
2100.0,848941950.0,6980793300.0,5410348000.0,2156244000.0,8241897500.0
