time,IPSL-CM6A-LR,MRI-ESM2-0,ACCESS-ESM1-5,CESM2-WACCM,ACCESS-CM2,CANESM5
2045.0,413979970000.0,362764370000.0,387841030000.0,403441650000.0,407171830000.0,405687340000.0
2046.0,400118580000.0,357477120000.0,382628130000.0,388198900000.0,394123180000.0,397034980000.0
2047.0,401330570000.0,348445570000.0,373263660000.0,371942000000.0,382366840000.0,393275830000.0
2048.0,393485980000.0,337818900000.0,363470650000.0,360017200000.0,371472330000.0,383047340000.0
2049.0,386805400000.0,332778180000.0,353845440000.0,350564970000.0,352261340000.0,384052700000.0
2050.0,381045180000.0,326768620000.0,349552840000.0,341319160000.0,337361040000.0,378420170000.0
2051.0,367398060000.0,321533400000.0,342679450000.0,334977930000.0,330264740000.0,383629430000.0
2052.0,358456700000.0,319149800000.0,331349560000.0,328205630000.0,317032170000.0,392028260000.0
2053.0,356718250000.0,312666820000.0,322862870000.0,316807770000.0,302652880000.0,404233360000.0
2054.0,352002150000.0,310327770000.0,316462470000.0,308746200000.0,292291350000.0,392433660000.0
2055.0,350512600000.0,306570660000.0,306646160000.0,301388070000.0,284044620000.0,382219300000.0
2056.0,351959300000.0,303317500000.0,304586230000.0,297139830000.0,283203300000.0,362376430000.0
2057.0,346788600000.0,301023760000.0,301562400000.0,291088830000.0,278413640000.0,357269570000.0
2058.0,344432200000.0,295304300000.0,297172170000.0,284393900000.0,271096300000.0,358125600000.0
2059.0,342205400000.0,293193700000.0,293996100000.0,278176300000.0,265094840000.0,352331830000.0
2060.0,335885470000.0,288221400000.0,290731330000.0,275507000000.0,258636280000.0,347244000000.0
2061.0,327328240000.0,285945950000.0,285640800000.0,270066900000.0,248686050000.0,363626360000.0
2062.0,326743000000.0,285758750000.0,282392500000.0,268650920000.0,240142860000.0,346571540000.0
2063.0,327215320000.0,285623680000.0,279906800000.0,265923440000.0,237301970000.0,336806400000.0
2064.0,320244580000.0,279069030000.0,274630310000.0,263215680000.0,229878810000.0,330276240000.0
2065.0,318783550000.0,276385040000.0,269830670000.0,261043680000.0,223608750000.0,315742000000.0
2066.0,314051560000.0,276652620000.0,267791750000.0,256333820000.0,218068320000.0,316730570000.0
2067.0,311446630000.0,272650140000.0,268597230000.0,254329680000.0,211129750000.0,303661680000.0
2068.0,312165470000.0,267562000000.0,265836580000.0,251725300000.0,208595450000.0,289596400000.0
2069.0,317500600000.0,268079100000.0,265409360000.0,247432940000.0,209585860000.0,275693170000.0
2070.0,321132500000.0,261360780000.0,260695050000.0,243636390000.0,207887400000.0,273272910000.0
2071.0,314809940000.0,259471020000.0,255469650000.0,238754000000.0,210293540000.0,266795730000.0
2072.0,313402200000.0,259113270000.0,251984350000.0,234159140000.0,207134950000.0,256267880000.0
2073.0,310166060000.0,252608410000.0,252154500000.0,233163920000.0,202461950000.0,257091040000.0
2074.0,309447720000.0,250162360000.0,250878740000.0,231861570000.0,200688750000.0,254054320000.0
2075.0,304654970000.0,249739100000.0,247376670000.0,229819090000.0,202608840000.0,246893600000.0
2076.0,298225200000.0,250004780000.0,242513150000.0,228319720000.0,197418000000.0,234054530000.0
2077.0,297346100000.0,247770990000.0,235673290000.0,225040600000.0,192704280000.0,234285970000.0
2078.0,296482800000.0,245707960000.0,234068620000.0,225615660000.0,193071970000.0,230172560000.0
2079.0,294863570000.0,248846270000.0,235668590000.0,228825200000.0,192709740000.0,230541050000.0
2080.0,293517330000.0,247705040000.0,230273480000.0,227357200000.0,189407230000.0,235451860000.0
2081.0,292004330000.0,245818050000.0,228690950000.0,227452240000.0,190229350000.0,227775950000.0
2082.0,285490700000.0,250117750000.0,226136210000.0,226002930000.0,187661320000.0,237941370000.0
2083.0,279454150000.0,249577930000.0,227780130000.0,223469010000.0,188577630000.0,237719500000.0
2084.0,275552470000.0,249894750000.0,223811860000.0,219169540000.0,188378640000.0,263208350000.0
2085.0,270337500000.0,250228830000.0,223196000000.0,220936240000.0,185699270000.0,268120210000.0
2086.0,269228820000.0,250275330000.0,222132880000.0,219208090000.0,184825610000.0,263282210000.0
2087.0,270275970000.0,247450290000.0,223153830000.0,216156080000.0,185816760000.0,270808660000.0
2088.0,264615760000.0,253965580000.0,219971470000.0,214551310000.0,183530750000.0,262390530000.0
2089.0,260602350000.0,255465500000.0,216184770000.0,210453400000.0,181079260000.0,265475640000.0
2090.0,258664550000.0,255533270000.0,214323480000.0,210135990000.0,183260900000.0,273632510000.0
2091.0,259616700000.0,254094950000.0,214646520000.0,206924200000.0,182749070000.0,282902700000.0
2092.0,265500360000.0,253812670000.0,213112570000.0,204321650000.0,182813620000.0,275630650000.0
2093.0,262766130000.0,253882500000.0,208396320000.0,205312400000.0,184215440000.0,276531220000.0
2094.0,261205440000.0,254293130000.0,204889640000.0,204181370000.0,186369970000.0,278090840000.0
2095.0,262680150000.0,249869660000.0,203201700000.0,208489220000.0,186400600000.0,292294620000.0
2096.0,268353210000.0,249204590000.0,204697170000.0,207436220000.0,182426960000.0,285627500000.0
2097.0,271962820000.0,252351970000.0,202388930000.0,208641570000.0,183416960000.0,286062000000.0
2098.0,271060960000.0,251105360000.0,202402070000.0,210823320000.0,194117620000.0,278764000000.0
2099.0,272199100000.0,248988630000.0,201216980000.0,206760460000.0,194895870000.0,271542850000.0
2100.0,271133820000.0,252256600000.0,201635350000.0,206021790000.0,191119360000.0,267721110000.0
2101.0,269699190000.0,250342850000.0,200998760000.0,205306630000.0,191758930000.0,258335300000.0
2102.0,269593840000.0,249480840000.0,202208700000.0,201644750000.0,190966140000.0,256334770000.0
2103.0,273718600000.0,246602510000.0,203588940000.0,202249500000.0,190274900000.0,267105300000.0
2104.0,279582470000.0,251859010000.0,204241490000.0,201566300000.0,191478220000.0,268568660000.0
2105.0,281226800000.0,253014080000.0,204118900000.0,199102990000.0,188675240000.0,282824500000.0
2106.0,281862770000.0,252305280000.0,204564800000.0,197210320000.0,185308870000.0,300311250000.0
2107.0,285865440000.0,251623080000.0,201941450000.0,194730640000.0,186960530000.0,296107300000.0
2108.0,286200040000.0,250313970000.0,201641480000.0,195034190000.0,187796240000.0,292291500000.0
2109.0,289233500000.0,248277250000.0,200434480000.0,190687230000.0,186815370000.0,300193800000.0
2110.0,294002160000.0,247539420000.0,200594470000.0,189720430000.0,186790250000.0,293932500000.0
2111.0,303458500000.0,251039960000.0,203461050000.0,187922600000.0,188225420000.0,294543720000.0
2112.0,304454500000.0,254866700000.0,202662410000.0,187069890000.0,191717720000.0,292088200000.0
2113.0,302833300000.0,257002080000.0,201068450000.0,185946240000.0,188549350000.0,301014450000.0
2114.0,299794270000.0,262443900000.0,201011840000.0,188178500000.0,187043740000.0,293489080000.0
2115.0,294763920000.0,259679760000.0,200108160000.0,185484540000.0,183478120000.0,305645420000.0
2116.0,292411380000.0,261240820000.0,197918160000.0,188061140000.0,179901100000.0,301181270000.0
2117.0,293773500000.0,261269930000.0,194364420000.0,186333600000.0,179375100000.0,307918500000.0
2118.0,293044700000.0,261398380000.0,197869260000.0,184601510000.0,176103490000.0,307058870000.0
2119.0,297189800000.0,262540590000.0,197456920000.0,185912180000.0,175330160000.0,302843070000.0
2120.0,299989960000.0,263658680000.0,202728720000.0,187200650000.0,175343860000.0,299180400000.0
2121.0,302446180000.0,265753760000.0,205672120000.0,190205260000.0,174005060000.0,290449160000.0
2122.0,302037170000.0,267589140000.0,207937140000.0,189456830000.0,173990580000.0,291322600000.0
2123.0,306338820000.0,272589110000.0,209777100000.0,189414010000.0,176811800000.0,294615780000.0
2124.0,308069530000.0,274796500000.0,211278800000.0,187559770000.0,178141720000.0,321399980000.0
2125.0,307981940000.0,276592660000.0,211479230000.0,187195490000.0,174676560000.0,339891600000.0
2126.0,306793680000.0,274000080000.0,210519930000.0,191321420000.0,173947810000.0,353543600000.0
2127.0,302167980000.0,276969030000.0,208196200000.0,193276250000.0,179515740000.0,342287100000.0
2128.0,305039570000.0,279644050000.0,208886450000.0,194491880000.0,175034000000.0,337619260000.0
2129.0,307795900000.0,281315250000.0,204611730000.0,197358680000.0,173607880000.0,333649970000.0
2130.0,311976100000.0,285740400000.0,205846820000.0,200819740000.0,172754980000.0,333981450000.0
2131.0,312414630000.0,292998480000.0,209005540000.0,197904120000.0,171343740000.0,326153670000.0
2132.0,314025380000.0,293244830000.0,208422200000.0,200409860000.0,171237970000.0,340953920000.0
2133.0,316176330000.0,294184030000.0,208430730000.0,201682420000.0,169093370000.0,352225360000.0
2134.0,316792300000.0,292201920000.0,212062570000.0,198666130000.0,168761930000.0,342923020000.0
2135.0,320086540000.0,291806900000.0,213726040000.0,199638970000.0,168843400000.0,333514870000.0
2136.0,322699760000.0,291978380000.0,215516790000.0,202620500000.0,171324280000.0,330997370000.0
2137.0,320946470000.0,293889050000.0,220052830000.0,202310100000.0,168648210000.0,329812840000.0
2138.0,320389700000.0,292467770000.0,220342290000.0,203225120000.0,165597560000.0,327238880000.0
2139.0,319238200000.0,293892720000.0,217893910000.0,203635340000.0,167020250000.0,331839140000.0
2140.0,320381500000.0,290429340000.0,218571590000.0,210077530000.0,168397420000.0,331407620000.0
2141.0,315393740000.0,291384160000.0,219160600000.0,210406640000.0,164657730000.0,322431420000.0
2142.0,313579770000.0,289789540000.0,219207940000.0,213944780000.0,162406430000.0,318774020000.0
2143.0,309652420000.0,290098680000.0,218932920000.0,213983150000.0,163293380000.0,312107270000.0
2144.0,310657550000.0,290307960000.0,218728740000.0,214946250000.0,161196870000.0,308201800000.0
2145.0,313384140000.0,290942780000.0,215890690000.0,213430160000.0,158050700000.0,300931020000.0
2146.0,313440670000.0,290599570000.0,216279730000.0,213231880000.0,157118190000.0,302062170000.0
2147.0,315503740000.0,288099900000.0,216302270000.0,215253960000.0,156552220000.0,297846670000.0
2148.0,322114650000.0,290655340000.0,215255650000.0,216447630000.0,155724350000.0,294016800000.0
2149.0,318753830000.0,293095800000.0,215346220000.0,216973160000.0,158096410000.0,296302120000.0
2150.0,317872440000.0,291743800000.0,215073650000.0,213250200000.0,159883820000.0,303613840000.0
2151.0,319310230000.0,293082530000.0,216129290000.0,214970660000.0,162901800000.0,299319720000.0
2152.0,321159070000.0,296853800000.0,218269240000.0,215236120000.0,161320010000.0,330935170000.0
2153.0,324736020000.0,299038800000.0,217793230000.0,219333740000.0,158468650000.0,337435100000.0
2154.0,329257940000.0,301292450000.0,218197490000.0,219448590000.0,153072760000.0,328079280000.0
2155.0,327742900000.0,303440630000.0,220199880000.0,219027300000.0,151257800000.0,340092320000.0
2156.0,330308400000.0,306270540000.0,221142170000.0,216059020000.0,148476250000.0,350855630000.0
2157.0,331562650000.0,306516400000.0,225258620000.0,216753800000.0,148734460000.0,348194180000.0
2158.0,331231130000.0,309998420000.0,227517500000.0,215552070000.0,149314010000.0,361258550000.0
2159.0,327380530000.0,311876980000.0,229903610000.0,216135000000.0,147308610000.0,352093080000.0
2160.0,327493600000.0,316390340000.0,230365320000.0,216381460000.0,149524460000.0,340364200000.0
2161.0,326613960000.0,313974030000.0,229498290000.0,217281090000.0,152869770000.0,331268000000.0
2162.0,326940560000.0,314299600000.0,228858510000.0,216601230000.0,152548750000.0,350318800000.0
2163.0,327217840000.0,313175670000.0,231885750000.0,221063090000.0,155763720000.0,363309330000.0
2164.0,322053600000.0,315110650000.0,229669830000.0,221385920000.0,160391320000.0,357560840000.0
2165.0,317568000000.0,310921760000.0,228206220000.0,217235160000.0,163998800000.0,348469560000.0
2166.0,316241020000.0,312888700000.0,228363060000.0,214590700000.0,166006920000.0,354464560000.0
2167.0,315398880000.0,315865170000.0,229000870000.0,215812750000.0,167786900000.0,349175500000.0
2168.0,315650100000.0,321338050000.0,230452970000.0,214372340000.0,168148090000.0,347227060000.0
2169.0,313842860000.0,322900430000.0,238697430000.0,215577640000.0,167013190000.0,343568900000.0
2170.0,319469100000.0,327299900000.0,241441620000.0,214913160000.0,170791220000.0,338321200000.0
2171.0,324204720000.0,329918580000.0,240041870000.0,214232920000.0,172508140000.0,344894730000.0
2172.0,324642370000.0,329944470000.0,241186130000.0,212904740000.0,172046810000.0,348227440000.0
2173.0,328789600000.0,331147300000.0,237983630000.0,210049530000.0,171139650000.0,344773100000.0
2174.0,329930600000.0,332815530000.0,236963730000.0,208058070000.0,170876650000.0,355654700000.0
2175.0,335173650000.0,332514430000.0,239523070000.0,209960500000.0,168421030000.0,357272030000.0
2176.0,333524040000.0,335362400000.0,236893830000.0,208701950000.0,167117400000.0,359413060000.0
2177.0,331144170000.0,341128900000.0,233411770000.0,209052430000.0,168181530000.0,359200820000.0
2178.0,334214630000.0,338992270000.0,234381840000.0,212538210000.0,169202070000.0,360558560000.0
2179.0,337829100000.0,335355020000.0,229330200000.0,212257910000.0,172768150000.0,361602970000.0
2180.0,345060900000.0,334468480000.0,228701040000.0,212861600000.0,173324010000.0,361921770000.0
2181.0,347334840000.0,335581800000.0,228502080000.0,209136250000.0,172963220000.0,356360750000.0
2182.0,340643700000.0,340175900000.0,230100000000.0,211162250000.0,173610930000.0,350948330000.0
2183.0,341431160000.0,345087150000.0,232531920000.0,211308330000.0,171173770000.0,365109670000.0
2184.0,336532930000.0,345766300000.0,231577730000.0,213012700000.0,168208800000.0,371934330000.0
2185.0,332836570000.0,352249380000.0,233359230000.0,215038330000.0,167481130000.0,379173470000.0
2186.0,329081950000.0,357223660000.0,234720560000.0,215832990000.0,175952130000.0,392828450000.0
2187.0,325576030000.0,358134580000.0,234699310000.0,216092210000.0,183752490000.0,396319060000.0
2188.0,317360400000.0,357675000000.0,235989500000.0,219996900000.0,180965100000.0,390760000000.0
2189.0,315575140000.0,360495600000.0,231980350000.0,222043460000.0,183775350000.0,398773060000.0
2190.0,318857670000.0,361023340000.0,232652980000.0,229784350000.0,186040480000.0,391542240000.0
2191.0,311259300000.0,365154960000.0,235209460000.0,229011340000.0,186227180000.0,410436500000.0
2192.0,314116730000.0,372557800000.0,234647730000.0,229805310000.0,183308080000.0,404409550000.0
2193.0,313542250000.0,366683520000.0,234919120000.0,229568820000.0,185777500000.0,396926200000.0
2194.0,311531270000.0,377949500000.0,235355620000.0,228488350000.0,184868950000.0,408340730000.0
2195.0,310187200000.0,375075000000.0,236222410000.0,231898740000.0,188173930000.0,412844400000.0
2196.0,311009840000.0,380712450000.0,233329560000.0,229213980000.0,189189540000.0,406449620000.0
2197.0,308052620000.0,383926500000.0,229826000000.0,228276980000.0,188794470000.0,393433970000.0
2198.0,317127660000.0,386395540000.0,230358650000.0,227240360000.0,187728530000.0,401457970000.0
2199.0,316979740000.0,383135780000.0,231133460000.0,226727760000.0,192419560000.0,396114130000.0
2200.0,322863820000.0,378153730000.0,229339800000.0,225647890000.0,192284700000.0,382087000000.0
2201.0,326002150000.0,380675000000.0,225227700000.0,229734780000.0,193227130000.0,376954800000.0
2202.0,324528370000.0,385452570000.0,226012790000.0,227168100000.0,190969090000.0,374875620000.0
2203.0,322310470000.0,382034580000.0,225575710000.0,225132760000.0,191678450000.0,375442400000.0
2204.0,330029860000.0,378226480000.0,231966260000.0,225813400000.0,194897280000.0,370389300000.0
2205.0,330974900000.0,382060720000.0,234904110000.0,227128310000.0,190435850000.0,368766260000.0
2206.0,335270800000.0,382239440000.0,235863560000.0,230131710000.0,189867380000.0,358332630000.0
2207.0,340624240000.0,387266800000.0,237172700000.0,231468220000.0,190663970000.0,351920600000.0
2208.0,343752180000.0,386729200000.0,236798130000.0,231878570000.0,191982140000.0,355538570000.0
2209.0,343996370000.0,386053800000.0,234936390000.0,230703550000.0,187393440000.0,364688970000.0
2210.0,345829050000.0,384941420000.0,237060730000.0,227411840000.0,188670530000.0,364716430000.0
2211.0,347108540000.0,381765300000.0,237164640000.0,226561380000.0,185064240000.0,369335340000.0
2212.0,344572920000.0,384763500000.0,238625160000.0,226318400000.0,186305170000.0,357561860000.0
2213.0,343882170000.0,388266300000.0,240694530000.0,224936280000.0,188255620000.0,370222270000.0
2214.0,344598870000.0,385342770000.0,236837550000.0,223004020000.0,186812890000.0,362627860000.0
2215.0,345387830000.0,391205400000.0,236133270000.0,224336640000.0,188482000000.0,381257740000.0
2216.0,350261280000.0,389166660000.0,240501400000.0,224585420000.0,187001500000.0,378029870000.0
2217.0,352971260000.0,394507650000.0,236997970000.0,221598860000.0,183488560000.0,371158120000.0
2218.0,347466000000.0,395889570000.0,233223670000.0,222445570000.0,180487060000.0,372192180000.0
2219.0,344356230000.0,392098580000.0,234128820000.0,224859000000.0,179261230000.0,372883850000.0
2220.0,345254230000.0,394450600000.0,234926600000.0,221862380000.0,179638440000.0,382630530000.0
2221.0,342038940000.0,389695440000.0,233939320000.0,218045810000.0,177187960000.0,385289620000.0
2222.0,336362440000.0,389761830000.0,232965620000.0,216923360000.0,175324400000.0,384685200000.0
2223.0,334013100000.0,387298820000.0,232882260000.0,214126120000.0,174333150000.0,375228470000.0
2224.0,333982830000.0,393361260000.0,236800330000.0,212120340000.0,176005970000.0,385119750000.0
2225.0,333851160000.0,395987260000.0,234631360000.0,213291880000.0,178794950000.0,394121500000.0
2226.0,330692920000.0,388985420000.0,233817390000.0,214788820000.0,178766430000.0,388255450000.0
2227.0,329262500000.0,385247800000.0,233613850000.0,214120840000.0,179551830000.0,395296470000.0
2228.0,328930800000.0,384951520000.0,234176540000.0,210920370000.0,180502770000.0,412244180000.0
2229.0,330212930000.0,380926430000.0,231540520000.0,214210400000.0,188393010000.0,518237320000.0
2230.0,328233750000.0,381348450000.0,229862920000.0,214675460000.0,185254330000.0,509334200000.0
2231.0,331349070000.0,378960900000.0,232052340000.0,219341590000.0,185830700000.0,492696900000.0
2232.0,331561040000.0,373503750000.0,231068190000.0,218443500000.0,190646300000.0,502538400000.0
2233.0,335644660000.0,372902360000.0,233341940000.0,219215360000.0,193091010000.0,493407630000.0
2234.0,339321060000.0,379413530000.0,235307780000.0,218079790000.0,193415360000.0,482989800000.0
2235.0,336864180000.0,377773400000.0,238226260000.0,213984200000.0,192281250000.0,470995140000.0
2236.0,338537000000.0,374297760000.0,243641470000.0,213072580000.0,198720060000.0,466106020000.0
2237.0,339718080000.0,374885550000.0,242497320000.0,212307570000.0,199069700000.0,462434830000.0
2238.0,336456400000.0,373539080000.0,245031530000.0,214352250000.0,200373930000.0,462599900000.0
2239.0,336748600000.0,375258320000.0,246672600000.0,216595480000.0,196809870000.0,455364670000.0
2240.0,341289530000.0,377675780000.0,249938580000.0,218875000000.0,198471600000.0,443626260000.0
2241.0,343870000000.0,380877080000.0,247440980000.0,223326730000.0,195600430000.0,443706000000.0
2242.0,345462200000.0,382062200000.0,247579430000.0,224452000000.0,199628690000.0,443709850000.0
2243.0,353633600000.0,388819700000.0,242510890000.0,225275720000.0,197165220000.0,440356270000.0
2244.0,347771800000.0,386931460000.0,245626830000.0,227447110000.0,196124340000.0,429801000000.0
2245.0,361609630000.0,386963670000.0,247041130000.0,228010560000.0,194746930000.0,426983400000.0
2246.0,362206270000.0,390257500000.0,246166520000.0,224967030000.0,194407170000.0,416369500000.0
2247.0,364622100000.0,393291200000.0,242384930000.0,225938370000.0,191026220000.0,414223040000.0
2248.0,361775600000.0,389224400000.0,241652680000.0,224262320000.0,189182560000.0,410332600000.0
2249.0,357999150000.0,385406400000.0,242755000000.0,226950460000.0,198926730000.0,409869300000.0
2250.0,363153650000.0,381703980000.0,248052200000.0,223435150000.0,194877130000.0,411379300000.0
2251.0,365367260000.0,380203040000.0,251575620000.0,223126100000.0,199951780000.0,405843080000.0
2252.0,370019760000.0,380293320000.0,254132940000.0,222659200000.0,198907850000.0,401496150000.0
2253.0,372162950000.0,376279600000.0,254573380000.0,224125490000.0,197398230000.0,401344140000.0
2254.0,374704200000.0,367525000000.0,255569080000.0,224483690000.0,196118100000.0,403990600000.0
2255.0,382501750000.0,361655470000.0,255137100000.0,224636670000.0,200217070000.0,397209240000.0
2256.0,386495770000.0,359747500000.0,253359780000.0,219851060000.0,195340710000.0,405968030000.0
2257.0,383515160000.0,360096300000.0,249627890000.0,219189740000.0,194434380000.0,408101100000.0
2258.0,385332380000.0,359381860000.0,248237100000.0,219926630000.0,189997880000.0,414104850000.0
2259.0,388592570000.0,361784150000.0,246919840000.0,225185780000.0,185538000000.0,413255960000.0
2260.0,391987130000.0,364178960000.0,247287190000.0,222546800000.0,181279950000.0,437168180000.0
2261.0,394359440000.0,360591900000.0,247259120000.0,223430840000.0,184655310000.0,433872100000.0
2262.0,391807930000.0,357173560000.0,245389720000.0,223210010000.0,182602580000.0,443993750000.0
2263.0,394347600000.0,358022940000.0,246961640000.0,222307020000.0,177811500000.0,456459580000.0
2264.0,395878400000.0,358810500000.0,248564250000.0,224398020000.0,175641760000.0,465875240000.0
2265.0,388705030000.0,357225600000.0,247789300000.0,223445800000.0,176740090000.0,461625400000.0
2266.0,384719160000.0,356755570000.0,247429040000.0,225712690000.0,177638160000.0,468336570000.0
2267.0,386113860000.0,359491000000.0,251088700000.0,224782500000.0,173662000000.0,473511130000.0
2268.0,391839300000.0,357186930000.0,249171400000.0,223562070000.0,172620560000.0,460192400000.0
2269.0,400075420000.0,357850640000.0,248031950000.0,221352440000.0,171823380000.0,456889170000.0
2270.0,403322000000.0,355696080000.0,247915300000.0,221080160000.0,172015320000.0,461994260000.0
2271.0,402585800000.0,352545640000.0,251742880000.0,218836010000.0,172700880000.0,467077070000.0
2272.0,397964870000.0,353292160000.0,254523460000.0,218528370000.0,174385410000.0,466244760000.0
2273.0,403544440000.0,352749680000.0,253271790000.0,219977100000.0,176147250000.0,473261600000.0
2274.0,401537730000.0,351183540000.0,254850170000.0,219851050000.0,176587900000.0,462034140000.0
2275.0,397838220000.0,353222600000.0,254870680000.0,219097840000.0,172700650000.0,489156840000.0
2276.0,392324300000.0,354361000000.0,257779400000.0,216429690000.0,172630840000.0,490500980000.0
2277.0,393343070000.0,355680500000.0,256200650000.0,214861270000.0,178913900000.0,477461640000.0
2278.0,396157780000.0,353634350000.0,256538620000.0,216291980000.0,176533290000.0,479324700000.0
2279.0,397507850000.0,354974500000.0,252572300000.0,214230240000.0,174081280000.0,469672430000.0
2280.0,395860930000.0,356714050000.0,252338500000.0,216816170000.0,178239230000.0,459005920000.0
2281.0,393042560000.0,357742700000.0,251995550000.0,213527760000.0,175494790000.0,451770580000.0
2282.0,389994380000.0,359401850000.0,249127680000.0,209115370000.0,173312340000.0,446512000000.0
2283.0,392829040000.0,358676630000.0,247385160000.0,208327460000.0,172533810000.0,435398000000.0
2284.0,391284130000.0,360177070000.0,247617980000.0,214735550000.0,171172220000.0,427630070000.0
2285.0,397275630000.0,360131720000.0,248340330000.0,217830440000.0,172441960000.0,422867170000.0
2286.0,395569560000.0,360077430000.0,245028950000.0,218294830000.0,176357540000.0,416119520000.0
2287.0,397348340000.0,364763480000.0,248392800000.0,215698310000.0,182112060000.0,403583370000.0
2288.0,394647100000.0,361581900000.0,252865820000.0,214821130000.0,181715390000.0,395401700000.0
2289.0,395014280000.0,362518050000.0,253555830000.0,211488920000.0,182986650000.0,411510900000.0
2290.0,397021280000.0,362347230000.0,251251490000.0,214284080000.0,181049570000.0,401535900000.0
2291.0,398139230000.0,363517640000.0,252406890000.0,216962880000.0,182974730000.0,406867500000.0
2292.0,400434100000.0,362728800000.0,252134380000.0,211745080000.0,184190340000.0,403628300000.0
2293.0,402463950000.0,362268230000.0,253480930000.0,210451940000.0,182179920000.0,425082650000.0
2294.0,414504400000.0,366099500000.0,262605130000.0,210374510000.0,184543540000.0,426565930000.0
