time,NORESM1-M,CESM1-CAM5,GFDL-ESM2G,IPSL-CM5A-LR,CCSM4,CSIRO-MK3-6-0,GFDL-CM3,GISS-E2-R
2077.0,141317500000.0,73709500000.0,112285295000.0,51030946000.0,103479270000.0,193285500000.0,56568357000.0,130028350000.0
2078.0,139907020000.0,71449500000.0,109526475000.0,48455100000.0,101915200000.0,191315330000.0,53720162000.0,128047686000.0
2079.0,136552360000.0,68892100000.0,107459830000.0,45893984000.0,98065530000.0,189359980000.0,51396550000.0,126939710000.0
2080.0,133662384000.0,66783960000.0,103782060000.0,43079193000.0,96138210000.0,187688370000.0,48721440000.0,125391520000.0
2081.0,131939656000.0,63712580000.0,101420425000.0,40407933000.0,93672100000.0,185193730000.0,46839230000.0,122878670000.0
2082.0,130229590000.0,60167586000.0,98843860000.0,38673965000.0,90446815000.0,179628650000.0,44482120000.0,119246320000.0
2083.0,128319060000.0,56534550000.0,96550080000.0,37374546000.0,86691990000.0,177642460000.0,41548620000.0,116832900000.0
2084.0,124333285000.0,54128500000.0,95540970000.0,35407450000.0,84271770000.0,174483590000.0,40158437000.0,113608130000.0
2085.0,120975210000.0,51544330000.0,93361310000.0,33905895000.0,82166720000.0,170390130000.0,37563875000.0,111733640000.0
2086.0,117701830000.0,48444908000.0,92727550000.0,32300208000.0,78657890000.0,167959300000.0,35614950000.0,109035510000.0
2087.0,117975835000.0,45970067000.0,91503670000.0,30366614000.0,75801990000.0,163373660000.0,33654309000.0,105982760000.0
2088.0,114773760000.0,43884794000.0,89210266000.0,28572008000.0,74254380000.0,158446710000.0,31929776000.0,103231775000.0
2089.0,113627580000.0,42343887000.0,87805060000.0,27130874000.0,73232360000.0,152652170000.0,29995057000.0,100422290000.0
2090.0,110179360000.0,40409120000.0,86578380000.0,25816492000.0,71607160000.0,147234140000.0,28073224000.0,98909270000.0
2091.0,108258340000.0,38615290000.0,84016580000.0,24540365000.0,69368120000.0,143353400000.0,26586919000.0,97116910000.0
2092.0,106024630000.0,36353050000.0,82711840000.0,23396260000.0,67792105000.0,139703630000.0,25581322000.0,94557130000.0
2093.0,102886260000.0,34757950000.0,80338340000.0,22147842000.0,65981833000.0,137262400000.0,23852120000.0,92899670000.0
2094.0,101431780000.0,33085284000.0,77746135000.0,20908950000.0,64612344000.0,135734940000.0,22450586000.0,90307830000.0
2095.0,98958780000.0,31049867000.0,76481480000.0,19901716000.0,62743860000.0,132053565000.0,21199321000.0,89025350000.0
2096.0,96169026000.0,29659566000.0,75521655000.0,18729392000.0,60419097000.0,128774030000.0,19799245000.0,87563220000.0
2097.0,93928590000.0,27936561000.0,72264696000.0,17758157000.0,58430570000.0,125111960000.0,18704243000.0,84972640000.0
2098.0,92412770000.0,26179280000.0,70066980000.0,16834208000.0,55988953000.0,122484425000.0,17514287000.0,84139470000.0
2099.0,89532560000.0,24766430000.0,67725545000.0,15674046000.0,54031417000.0,118510895000.0,16454113000.0,82476070000.0
2100.0,86852610000.0,23333218000.0,66114744000.0,14804878000.0,52630550000.0,116673300000.0,15729278000.0,80728850000.0
