time,CCSM4,CSIRO-MK3-6-0,MPI-ESM-LR,CNRM-CM5,CANESM2,GISS-E2-R,GFDL-CM3,CESM1-CAM5,NORESM1-M,GFDL-ESM2G,IPSL-CM5A-LR
2039.0,218029980000.0,217767100000.0,217480560000.0,215147790000.0,205781320000.0,203302730000.0,173791920000.0,193472840000.0,215258860000.0,219463730000.0,191388480000.0
2040.0,217197820000.0,214849650000.0,212736800000.0,211957840000.0,201755690000.0,198772640000.0,169317580000.0,187403470000.0,209531110000.0,214705470000.0,184968230000.0
2041.0,215739700000.0,212539020000.0,208182310000.0,208662500000.0,195026100000.0,190352060000.0,166207160000.0,184112000000.0,207503870000.0,211923530000.0,178290500000.0
2042.0,214711830000.0,208992630000.0,202839500000.0,206679130000.0,191476100000.0,185704000000.0,159482090000.0,179211470000.0,205697400000.0,209468010000.0,176260800000.0
2043.0,208506590000.0,203456250000.0,198081410000.0,203579790000.0,188570810000.0,181252360000.0,155068990000.0,173794280000.0,201532400000.0,203948520000.0,171785750000.0
2044.0,205755020000.0,198795940000.0,195779580000.0,200572220000.0,184560220000.0,177021160000.0,150061730000.0,169540010000.0,197027790000.0,198229920000.0,168664940000.0
2045.0,202640920000.0,194551940000.0,191678730000.0,199663140000.0,180864060000.0,174130540000.0,146285690000.0,164727320000.0,194990930000.0,193919010000.0,164719170000.0
2046.0,201042130000.0,191723620000.0,185839470000.0,195942500000.0,175651400000.0,170563580000.0,141243100000.0,159449350000.0,191526010000.0,189186900000.0,159722370000.0
2047.0,196235980000.0,187917070000.0,181648150000.0,188877390000.0,170826100000.0,164850470000.0,138797970000.0,156704880000.0,190847430000.0,185739120000.0,155384220000.0
2048.0,192310400000.0,187444820000.0,178076780000.0,183190680000.0,165441550000.0,161252970000.0,136856550000.0,151045770000.0,188685370000.0,180748140000.0,151556100000.0
2049.0,188542730000.0,182312370000.0,174706800000.0,178676940000.0,160167950000.0,158208590000.0,132905690000.0,147410000000.0,185468930000.0,176512500000.0,147017020000.0
2050.0,187354020000.0,180476100000.0,171058400000.0,175192930000.0,155280700000.0,153559370000.0,131546915000.0,145678090000.0,181489710000.0,173776140000.0,141319720000.0
2051.0,183487970000.0,178349650000.0,169372320000.0,173193600000.0,151553520000.0,151584310000.0,130135130000.0,138945720000.0,177816350000.0,169016620000.0,137192770000.0
2052.0,177744250000.0,175564280000.0,165539820000.0,170914350000.0,145958540000.0,148598210000.0,128195600000.0,134119520000.0,177299820000.0,165434720000.0,132987450000.0
2053.0,174689750000.0,174206650000.0,161691160000.0,168638430000.0,140087720000.0,146468520000.0,127183135000.0,127870220000.0,173944290000.0,162114260000.0,129836790000.0
2054.0,170685780000.0,173547110000.0,159703900000.0,164619100000.0,136171780000.0,144008680000.0,124430246000.0,122715420000.0,171120300000.0,155592020000.0,126679970000.0
2055.0,165054450000.0,173379720000.0,156407560000.0,160718640000.0,132715210000.0,140351320000.0,120446110000.0,116905435000.0,167779300000.0,152242450000.0,124369500000.0
2056.0,161829910000.0,173213140000.0,154270830000.0,157287830000.0,128763690000.0,138240180000.0,116306000000.0,113554120000.0,165816910000.0,150956800000.0,119596690000.0
2057.0,160736940000.0,170868600000.0,151517760000.0,152657260000.0,125449530000.0,134094770000.0,112792570000.0,109788970000.0,163675700000.0,147995840000.0,116894560000.0
2058.0,156143930000.0,168932970000.0,149869410000.0,150598040000.0,120399634000.0,131881440000.0,109045040000.0,106922020000.0,160455210000.0,145616100000.0,113016955000.0
2059.0,151731370000.0,167269250000.0,146613420000.0,146472830000.0,118134470000.0,128552730000.0,106433290000.0,103983890000.0,157344840000.0,141666760000.0,110546260000.0
2060.0,147663240000.0,163749050000.0,144455200000.0,145653320000.0,112849930000.0,126571220000.0,104680020000.0,100838375000.0,156043070000.0,139994920000.0,107197740000.0
2061.0,143108880000.0,159907180000.0,142294530000.0,141990940000.0,110745330000.0,123162790000.0,103484770000.0,97212910000.0,153840400000.0,138231560000.0,105479400000.0
2062.0,140873320000.0,159748850000.0,141472630000.0,139760370000.0,107547920000.0,119434350000.0,100596830000.0,93378770000.0,151739710000.0,136466170000.0,101740870000.0
2063.0,136948790000.0,157704800000.0,139949690000.0,137208996000.0,104602845000.0,116517675000.0,96941590000.0,90562720000.0,149790620000.0,133327150000.0,98325774000.0
2064.0,135338530000.0,155994390000.0,137930600000.0,134606030000.0,101587124000.0,114221070000.0,93547730000.0,88083460000.0,147397330000.0,130268270000.0,96142750000.0
2065.0,132579475000.0,155497090000.0,136312730000.0,133492730000.0,97880244000.0,111692235000.0,90417810000.0,86720220000.0,147053690000.0,127037370000.0,93845620000.0
2066.0,127787170000.0,154987680000.0,134759830000.0,131699800000.0,94442490000.0,109074230000.0,87688030000.0,84306010000.0,144801430000.0,124187610000.0,89727070000.0
2067.0,124619235000.0,151892690000.0,133626030000.0,130442396000.0,91987610000.0,107498500000.0,84876760000.0,82198135000.0,142301320000.0,120536790000.0,85962240000.0
2068.0,121954310000.0,149400000000.0,130400700000.0,128754320000.0,89535685000.0,104348850000.0,80805010000.0,79565840000.0,136764555000.0,117021720000.0,83189645000.0
2069.0,119100690000.0,148333630000.0,127523590000.0,126148395000.0,86831230000.0,102663540000.0,77788750000.0,78441130000.0,135954110000.0,114093730000.0,80415250000.0
2070.0,116562470000.0,147947630000.0,124015530000.0,123396050000.0,85041530000.0,100628530000.0,75346450000.0,75898946000.0,132263030000.0,113005715000.0,78045010000.0
2071.0,112469930000.0,148586920000.0,120063435000.0,121689000000.0,82974530000.0,99015070000.0,72364740000.0,73418190000.0,129090750000.0,110665030000.0,74534390000.0
2072.0,110331750000.0,147031750000.0,117490926000.0,118956600000.0,80004570000.0,96793790000.0,69758940000.0,71959830000.0,127129770000.0,108144850000.0,72388640000.0
2073.0,107481350000.0,145587080000.0,113806310000.0,114966405000.0,78513480000.0,94773560000.0,67347640000.0,70653460000.0,125427606000.0,106659270000.0,69877180000.0
2074.0,104515620000.0,145159540000.0,113628250000.0,111869110000.0,76524175000.0,92827070000.0,65285690000.0,69461900000.0,124404800000.0,104375410000.0,67760680000.0
2075.0,102613520000.0,144263680000.0,112048824000.0,108461960000.0,73547340000.0,90051600000.0,63213785000.0,66551136000.0,120302760000.0,101027135000.0,65482195000.0
2076.0,99446960000.0,142860290000.0,110630100000.0,104929460000.0,73667580000.0,88528890000.0,61351928000.0,64034840000.0,116757990000.0,98791440000.0,63769014000.0
2077.0,97794060000.0,142774620000.0,108423864000.0,103428220000.0,70329630000.0,87021730000.0,59397722000.0,62141837000.0,114129210000.0,97572225000.0,61312926000.0
2078.0,95352100000.0,143378280000.0,106069640000.0,100621650000.0,68038038000.0,84945140000.0,58061496000.0,59074710000.0,111729090000.0,95958475000.0,59594180000.0
2079.0,93928120000.0,143618200000.0,103462840000.0,96956280000.0,65377880000.0,84107850000.0,56120635000.0,57223150000.0,109370335000.0,94252245000.0,57081192000.0
2080.0,91832290000.0,143374170000.0,100979550000.0,93561670000.0,63785038000.0,82714240000.0,53514605000.0,55134210000.0,106620580000.0,93327540000.0,54879605000.0
2081.0,90172550000.0,141523370000.0,100703660000.0,91149230000.0,62488834000.0,82299860000.0,50815197000.0,52999930000.0,104839315000.0,90806220000.0,52817060000.0
2082.0,88145120000.0,142004360000.0,99307120000.0,89853000000.0,60580327000.0,79856800000.0,49145130000.0,51004645000.0,103702950000.0,88707100000.0,51633700000.0
2083.0,85911265000.0,141322160000.0,97529720000.0,88147190000.0,59537998000.0,78503600000.0,47230050000.0,48751740000.0,100815090000.0,87404270000.0,50466040000.0
2084.0,82993816000.0,140780340000.0,95593880000.0,86298690000.0,58663080000.0,76416200000.0,45400400000.0,46794600000.0,98791050000.0,84267155000.0,48258556000.0
2085.0,81509990000.0,140088840000.0,93394000000.0,86450590000.0,57080410000.0,76295330000.0,43786260000.0,45363667000.0,96800480000.0,83377420000.0,46975693000.0
2086.0,80604670000.0,139864150000.0,92399845000.0,82989330000.0,55582495000.0,74599020000.0,41869742000.0,43090715000.0,96455850000.0,81438335000.0,45574320000.0
2087.0,79165320000.0,138707040000.0,89516260000.0,82288345000.0,54044115000.0,72585410000.0,39942308000.0,40967844000.0,94759730000.0,79543930000.0,44279250000.0
2088.0,77207130000.0,138196390000.0,85836360000.0,80780880000.0,51563823000.0,71312070000.0,38259350000.0,39358312000.0,93909510000.0,78741774000.0,43022184000.0
2089.0,75039290000.0,134050000000.0,84509830000.0,79543800000.0,49569243000.0,69879595000.0,36624474000.0,38691602000.0,91392240000.0,77195444000.0,41445573000.0
2090.0,73012250000.0,133098950000.0,81615675000.0,77913150000.0,47795896000.0,67471950000.0,34787647000.0,37123387000.0,90648710000.0,74781600000.0,40328030000.0
2091.0,71278310000.0,131970430000.0,80632414000.0,75747070000.0,46305320000.0,66961613000.0,33297922000.0,35293670000.0,88092310000.0,73050890000.0,38576902000.0
2092.0,70676250000.0,129743590000.0,78865195000.0,73279340000.0,44318826000.0,65314558000.0,31668800000.0,34035659000.0,85716790000.0,71925250000.0,37024866000.0
2093.0,69244920000.0,128151420000.0,78572250000.0,71865885000.0,42833908000.0,63620870000.0,30541880000.0,32052322000.0,83607860000.0,70648600000.0,35388002000.0
2094.0,67938910000.0,127359164000.0,76924780000.0,70460630000.0,41011778000.0,62108606000.0,28775930000.0,29993230000.0,82117440000.0,69741780000.0,33494043000.0
2095.0,65782407000.0,125948560000.0,76488000000.0,69579960000.0,39377040000.0,60406276000.0,26758801000.0,29101429000.0,80980220000.0,68002020000.0,32431104000.0
2096.0,64475780000.0,123492650000.0,75611280000.0,70077374000.0,37671890000.0,58931580000.0,25331714000.0,28079036000.0,79864955000.0,66919346000.0,31380476000.0
2097.0,63349560000.0,122813510000.0,73772100000.0,68289184000.0,36870046000.0,57707913000.0,23888357000.0,26543192000.0,77321770000.0,65144090000.0,30275824000.0
2098.0,63005553000.0,120172855000.0,72855070000.0,66208424000.0,35662393000.0,55927628000.0,22810847000.0,25627437000.0,76247070000.0,64082660000.0,28352301000.0
2099.0,61330543000.0,121223950000.0,70827710000.0,64173085000.0,33655548000.0,54342062000.0,21512696000.0,24332753000.0,74324210000.0,63042826000.0,26736218000.0
2100.0,59272274000.0,120920330000.0,70034680000.0,63000117000.0,32640948000.0,52154480000.0,20613878000.0,23401173000.0,72668880000.0,61150060000.0,25180244000.0
