time,CANESM5,IPSL-CM6A-LR,CNRM-ESM2-1,MRI-ESM2-0,UKESM1-0-LL
2060.0,14411091000.0,22775579000.0,25078500000.0,21727166000.0,18209188000.0
2061.0,14088498000.0,22376670000.0,24732887000.0,21184662000.0,17826890000.0
2062.0,13786817000.0,21918620000.0,24419576000.0,21310253000.0,17381022000.0
2063.0,13455294000.0,21521347000.0,24144173000.0,21690601000.0,16992726000.0
2064.0,13308933000.0,21254190000.0,23720356000.0,21136493000.0,16489127000.0
2065.0,12915753000.0,21000722000.0,23399758000.0,20431274000.0,16060532000.0
2066.0,12920971000.0,20710756000.0,23133230000.0,20339872000.0,15541885000.0
2067.0,12483637000.0,20253747000.0,23142457000.0,20236270000.0,15169456000.0
2068.0,12115140000.0,20416637000.0,22664114000.0,19822880000.0,14836648000.0
2069.0,11730976000.0,19981324000.0,22256755000.0,19677405000.0,14519975000.0
2070.0,11429449000.0,19627438000.0,21914782000.0,19437630000.0,14124262000.0
2071.0,11477399000.0,19308990000.0,21974333000.0,19316634000.0,13672686000.0
2072.0,11424092000.0,19016692000.0,21432000000.0,19347188000.0,13339749000.0
2073.0,10979741000.0,18874650000.0,21034449000.0,18856866000.0,13784122000.0
2074.0,10802143000.0,18447454000.0,20690887000.0,18761183000.0,12937398000.0
2075.0,10601786000.0,18920098000.0,20193126000.0,18481312000.0,12440125000.0
2076.0,10514921000.0,18006420000.0,20334367000.0,18323798000.0,12179730000.0
2077.0,10382636000.0,17743917000.0,19873630000.0,18990852000.0,12445939000.0
2078.0,10857862000.0,17518019000.0,19560278000.0,18351624000.0,12191712000.0
2079.0,10220245000.0,17462075000.0,19585634000.0,18276803000.0,11731474000.0
2080.0,10061474000.0,17888457000.0,19147633000.0,17949673000.0,11423826000.0
2081.0,9893863000.0,17015657000.0,18869264000.0,17555829000.0,11189578000.0
2082.0,9735870000.0,16812609000.0,21705748000.0,17451508000.0,10957128000.0
2083.0,10011503000.0,16454241000.0,19101417000.0,17285640000.0,11411736000.0
2084.0,11693788000.0,16304848000.0,18459077000.0,17076611000.0,10624900000.0
2085.0,10693117000.0,15957928000.0,18231320000.0,17069798000.0,10371758000.0
2086.0,10138315000.0,16066805000.0,18192065000.0,17255100000.0,11899849000.0
2087.0,10061153000.0,15951074000.0,18056268000.0,16747700000.0,10319792000.0
2088.0,13446044000.0,15532588000.0,17533104000.0,20822362000.0,10028979000.0
2089.0,10582055000.0,15370242000.0,18391925000.0,18756037000.0,9886843000.0
2090.0,9551556000.0,16362376000.0,17373458000.0,17480278000.0,9759229000.0
2091.0,9223324000.0,17414924000.0,17112200000.0,17663033000.0,9802409000.0
2092.0,9094314000.0,15571913000.0,16855470000.0,17634181000.0,11248569000.0
2093.0,9031221000.0,14896307000.0,16982691000.0,16700617000.0,9717423000.0
2094.0,8723946000.0,14707910000.0,16510110000.0,16721186000.0,9384824000.0
2095.0,8589828000.0,14648606000.0,16405802000.0,17581961000.0,9170503000.0
2096.0,8708687000.0,14540750000.0,16249038000.0,18022250000.0,9213640000.0
2097.0,8547869000.0,14324943000.0,16519989000.0,16159740000.0,9187724000.0
2098.0,8459902000.0,14790280000.0,17088407000.0,16166691000.0,8813266000.0
2099.0,8652681000.0,14447043000.0,17592605000.0,16384239000.0,8691066000.0
2100.0,8514093000.0,14268093000.0,16209565000.0,17006251000.0,8535884300.0
