time,TAIESM1,UKESM1-0-LL,GFDL-ESM4,IITM-ESM,CESM2-WACCM,MRI-ESM2-0,KACE-1-0-G,MPI-ESM1-2-HR,IPSL-CM6A-LR
2090.0,16754607000.0,10685120000.0,18640912000.0,26416493000.0,19503628000.0,17326768000.0,16083701000.0,20684497000.0,14908518000.0
2091.0,16517831000.0,10495455000.0,18530500000.0,26666295000.0,19261692000.0,17027978000.0,16638666000.0,19866673000.0,14675268000.0
2092.0,16200592000.0,10294742000.0,18925115000.0,26642434000.0,18969217000.0,16731351000.0,16143611000.0,19492108000.0,14477986000.0
2093.0,15861398000.0,10437908000.0,18249691000.0,26152050000.0,19001143000.0,16499934000.0,15675469000.0,19161190000.0,14274219000.0
2094.0,15702612000.0,10080217000.0,17721022000.0,26440618000.0,18835180000.0,17872738000.0,15505115000.0,18932170000.0,14182828000.0
2095.0,15303529000.0,9874224000.0,17411891000.0,25852910000.0,18447243000.0,16296952000.0,15310729000.0,18660207000.0,13868589000.0
2096.0,14961359000.0,9663576000.0,17152140000.0,25828504000.0,18681172000.0,16004826000.0,15327252000.0,18404923000.0,13650746000.0
2097.0,14622022000.0,9810907000.0,16847660000.0,25559785000.0,18107834000.0,16836555000.0,15115312000.0,18215942000.0,13433927000.0
2098.0,14360557000.0,9345988000.0,16604586000.0,25450557000.0,17904656000.0,16030589000.0,14919254000.0,18343203000.0,13727189000.0
2099.0,14169742000.0,9166802000.0,16338090000.0,25237035000.0,17713447000.0,15799835000.0,14764285000.0,18077151000.0,13064506000.0
2100.0,13963048000.0,8962969000.0,16074286000.0,25149487000.0,17720435000.0,15611746000.0,14792609000.0,18483474000.0,12913133000.0
