time,MPI-ESM-LR,GISS-E2-R,CNRM-CM5,GFDL-CM3,CANESM2,CSIRO-MK3-6-0,CCSM4,IPSL-CM5A-LR,NORESM1-M,GFDL-ESM2G
2042.0,25762800000000.0,25582755000000.0,24947538000000.0,25113500000000.0,25178730000000.0,25805457000000.0,26016740000000.0,25775854000000.0,25347079000000.0,25455370000000.0
2043.0,25715729000000.0,25502855000000.0,24799760000000.0,25028756000000.0,25113032000000.0,25707743000000.0,25946151000000.0,25626744000000.0,25238478000000.0,25426664000000.0
2044.0,25556310000000.0,25424308000000.0,24702085000000.0,24850221000000.0,25013692000000.0,25622485000000.0,25910751000000.0,25528868000000.0,25208920000000.0,25351177000000.0
2045.0,25486105000000.0,25215178000000.0,24597263000000.0,24743848000000.0,24914862000000.0,25486000000000.0,25832978000000.0,25520117000000.0,25091970000000.0,25278754000000.0
2046.0,25419894000000.0,25082538000000.0,24510145000000.0,24583975000000.0,24728205000000.0,25447710000000.0,25855133000000.0,25514192000000.0,25042853000000.0,25174924000000.0
2047.0,25358910000000.0,24988168000000.0,24454040000000.0,24468865000000.0,24688516000000.0,25431510000000.0,25735167000000.0,25391914000000.0,24915386000000.0,25068478000000.0
2048.0,25305815000000.0,24834030000000.0,24293656000000.0,24326886000000.0,24519434000000.0,25388206000000.0,25705664000000.0,25322194000000.0,24849433000000.0,24963060000000.0
2049.0,25143550000000.0,24655247000000.0,24287725000000.0,24216701000000.0,24386313000000.0,25345065000000.0,25617112000000.0,25261863000000.0,24775429000000.0,24920948000000.0
2050.0,25026212000000.0,24590458000000.0,24115667000000.0,24048688000000.0,24315330000000.0,25286085000000.0,25571596000000.0,25158991000000.0,24706235000000.0,24849957000000.0
2051.0,24914795000000.0,24554961000000.0,23961742000000.0,23945588000000.0,24282267000000.0,25251720000000.0,25492590000000.0,25075162000000.0,24611700000000.0,24742080000000.0
2052.0,24859363000000.0,24528820000000.0,23896750000000.0,23786028000000.0,24246462000000.0,25230993000000.0,25463980000000.0,24923234000000.0,24470310000000.0,24700240000000.0
2053.0,24789410000000.0,24452065000000.0,23792718000000.0,23657649000000.0,24113910000000.0,25192145000000.0,25406162000000.0,24835434000000.0,24370477000000.0,24696871000000.0
2054.0,24670609000000.0,24433356000000.0,23686360000000.0,23553714000000.0,24034199000000.0,25131938000000.0,25331956000000.0,24715438000000.0,24272391000000.0,24646636000000.0
2055.0,24664275000000.0,24324560000000.0,23628685000000.0,23490399000000.0,23926931000000.0,25090102000000.0,25255507000000.0,24668241000000.0,24238612000000.0,24611810000000.0
2056.0,24603940000000.0,24231883000000.0,23454112000000.0,23338773000000.0,23713028000000.0,25024166000000.0,25209440000000.0,24605706000000.0,24146210000000.0,24569102000000.0
2057.0,24501960000000.0,24185905000000.0,23386150000000.0,23139956000000.0,23642490000000.0,24980669000000.0,25135298000000.0,24451593000000.0,24003861000000.0,24523848000000.0
2058.0,24411208000000.0,24137970000000.0,23189812000000.0,22959815000000.0,23543807000000.0,24890197000000.0,25015871000000.0,24300772000000.0,23911748000000.0,24448580000000.0
2059.0,24358110000000.0,24113484000000.0,23056350000000.0,22739818000000.0,23438515000000.0,24809868000000.0,24971150000000.0,24164602000000.0,23864757000000.0,24381584000000.0
2060.0,24290582000000.0,23954545000000.0,22904924000000.0,22547314000000.0,23286166000000.0,24732299000000.0,24934220000000.0,24001632000000.0,23710149000000.0,24278819000000.0
2061.0,24221332000000.0,23797495000000.0,22781784000000.0,22344198000000.0,23129804000000.0,24651936000000.0,24890512000000.0,23822187000000.0,23646950000000.0,24217079000000.0
2062.0,24072004000000.0,23721840000000.0,22533265000000.0,22239552000000.0,23020744000000.0,24535974000000.0,24878774000000.0,23764096000000.0,23553150000000.0,24177877000000.0
2063.0,23939678000000.0,23631218000000.0,22324317000000.0,22169230000000.0,22917138000000.0,24497850000000.0,24785573000000.0,23639150000000.0,23430116000000.0,24122450000000.0
2064.0,23840734000000.0,23508524000000.0,22155165000000.0,21935277000000.0,22791244000000.0,24416172000000.0,24660630000000.0,23402505000000.0,23267555000000.0,24020766000000.0
2065.0,23702622000000.0,23418607000000.0,21974657000000.0,21778424000000.0,22657542000000.0,24378329000000.0,24516103000000.0,23206738000000.0,23123894000000.0,23945841000000.0
2066.0,23574962000000.0,23223532000000.0,21819032000000.0,21611447000000.0,22518853000000.0,24381400000000.0,24395674000000.0,23099743000000.0,23058578000000.0,23885949000000.0
2067.0,23461420000000.0,23098141000000.0,21740913000000.0,21312408000000.0,22477785000000.0,24271540000000.0,24344502000000.0,23057270000000.0,22864607000000.0,23786703000000.0
2068.0,23328692000000.0,23017787000000.0,21644498000000.0,21145844000000.0,22314528000000.0,24169866000000.0,24277840000000.0,22921645000000.0,22719521000000.0,23785340000000.0
2069.0,23176682000000.0,22836083000000.0,21520382000000.0,20966050000000.0,22003898000000.0,24032672000000.0,24201660000000.0,22761244000000.0,22548790000000.0,23725859000000.0
2070.0,23113035000000.0,22737620000000.0,21360061000000.0,20763747000000.0,21906810000000.0,23887362000000.0,24102330000000.0,22682490000000.0,22403315000000.0,23708633000000.0
2071.0,23018284000000.0,22680737000000.0,21240090000000.0,20527962000000.0,21802531000000.0,23779791000000.0,24002408000000.0,22522130000000.0,22208649000000.0,23666250000000.0
2072.0,22858403000000.0,22613950000000.0,21076602000000.0,20307572000000.0,21579818000000.0,23691109000000.0,23838792000000.0,22339200000000.0,22080351000000.0,23568008000000.0
2073.0,22713236000000.0,22538132000000.0,20957173000000.0,20153020000000.0,21354140000000.0,23593713000000.0,23760103000000.0,22147620000000.0,21919714000000.0,23508856000000.0
2074.0,22616356000000.0,22463352000000.0,20828589000000.0,20017943000000.0,21146060000000.0,23462194000000.0,23661453000000.0,21990340000000.0,21732667000000.0,23457648000000.0
2075.0,22437910000000.0,22379302000000.0,20648401000000.0,19799399000000.0,20990325000000.0,23395406000000.0,23546496000000.0,21932276000000.0,21588831000000.0,23371778000000.0
2076.0,22295200000000.0,22251775000000.0,20496026000000.0,19621336000000.0,20880585000000.0,23261918000000.0,23396260000000.0,21732614000000.0,21402348000000.0,23240910000000.0
2077.0,22125516000000.0,22048900000000.0,20330054000000.0,19450846000000.0,20691282000000.0,23132363000000.0,23342837000000.0,21631833000000.0,21216226000000.0,23156058000000.0
2078.0,22020562000000.0,21883181000000.0,20162960000000.0,19242213000000.0,20519752000000.0,23085762000000.0,23261887000000.0,21409913000000.0,21109523000000.0,22995660000000.0
2079.0,21871335000000.0,21700326000000.0,19911028000000.0,19029155000000.0,20310655000000.0,22909010000000.0,23164320000000.0,21251767000000.0,20921016000000.0,22966193000000.0
2080.0,21711850000000.0,21479930000000.0,19747289000000.0,18792820000000.0,20110385000000.0,22756733000000.0,22984041000000.0,21034640000000.0,20748790000000.0,22866316000000.0
2081.0,21574927000000.0,21368588000000.0,19618780000000.0,18592544000000.0,19929160000000.0,22681408000000.0,22921102000000.0,20975846000000.0,20618544000000.0,22780072000000.0
2082.0,21447548000000.0,21176676000000.0,19443057000000.0,18368696000000.0,19698549000000.0,22572125000000.0,22839061000000.0,20908159000000.0,20436138000000.0,22667623000000.0
2083.0,21300003000000.0,21063870000000.0,19327739000000.0,18177291000000.0,19492166000000.0,22467040000000.0,22797960000000.0,20800283000000.0,20301409000000.0,22606344000000.0
2084.0,21148306000000.0,21002010000000.0,19187624000000.0,17954102000000.0,19295933000000.0,22255044000000.0,22716439000000.0,20649735000000.0,20116438000000.0,22568730000000.0
2085.0,20927159000000.0,20862877000000.0,19012388000000.0,17691337000000.0,19135235000000.0,22086446000000.0,22596520000000.0,20369503000000.0,19997932000000.0,22482042000000.0
2086.0,20801024000000.0,20787810000000.0,18784369000000.0,17537739000000.0,18895935000000.0,21957228000000.0,22506070000000.0,20150061000000.0,19837988000000.0,22430712000000.0
2087.0,20656190000000.0,20774144000000.0,18558954000000.0,17401617000000.0,18744443000000.0,21840324000000.0,22347518000000.0,20079314000000.0,19709083000000.0,22356626000000.0
2088.0,20462370000000.0,20676709000000.0,18404895000000.0,17186088000000.0,18625500000000.0,21761679000000.0,22190010000000.0,20004494000000.0,19509970000000.0,22253603000000.0
2089.0,20296970000000.0,20616883000000.0,18270294000000.0,16975339000000.0,18383250000000.0,21647243000000.0,22029273000000.0,19855971000000.0,19309294000000.0,22139418000000.0
2090.0,20139260000000.0,20429138000000.0,18084956000000.0,16726446000000.0,18215690000000.0,21457800000000.0,21840655000000.0,19703437000000.0,19141075000000.0,22049599000000.0
2091.0,20026703000000.0,20320570000000.0,17840946000000.0,16507652000000.0,17990723000000.0,21184324000000.0,21592996000000.0,19576970000000.0,18955547000000.0,21945823000000.0
2092.0,19861150000000.0,20192640000000.0,17637482000000.0,16309484000000.0,17820782000000.0,21008528000000.0,21454125000000.0,19332105000000.0,18760929000000.0,21868577000000.0
2093.0,19742398000000.0,20002804000000.0,17508836000000.0,16124238000000.0,17572689000000.0,20849801000000.0,21358230000000.0,19169020000000.0,18573257000000.0,21714161000000.0
2094.0,19607803000000.0,19766765000000.0,17281088000000.0,15860375000000.0,17361558000000.0,20635485000000.0,21213130000000.0,18881073000000.0,18398187000000.0,21610015000000.0
2095.0,19386834000000.0,19559747000000.0,17058219000000.0,15579376000000.0,17131338000000.0,20552155000000.0,21066437000000.0,18589606000000.0,18206643000000.0,21511050000000.0
2096.0,19181915000000.0,19402173000000.0,16837622000000.0,15307237000000.0,16933721000000.0,20383017000000.0,20897600000000.0,18451340000000.0,18020210000000.0,21407843000000.0
2097.0,19041886000000.0,19330626000000.0,16595296000000.0,15015945000000.0,16784561000000.0,20224410000000.0,20817046000000.0,18284502000000.0,17854986000000.0,21294928000000.0
2098.0,18907149000000.0,19175232000000.0,16537415000000.0,14762992000000.0,16569375000000.0,20093140000000.0,20685108000000.0,18036680000000.0,17625420000000.0,21182508000000.0
2099.0,18741088000000.0,19085518000000.0,16403598000000.0,14469467000000.0,16364556000000.0,20016820000000.0,20484272000000.0,17755420000000.0,17465819000000.0,21072605000000.0
2100.0,18588532000000.0,18881220000000.0,16244760000000.0,14147124000000.0,16229044000000.0,19856894000000.0,20340604000000.0,17611174000000.0,17277111000000.0,20955087000000.0
