time,CNRM-CM5,GISS-E2-R,MPI-ESM-LR,GFDL-CM3,CCSM4,NORESM1-M,IPSL-CM5A-LR,GFDL-ESM2G,CANESM2,CESM1-CAM5,CSIRO-MK3-6-0
2015.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0
2016.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0
2017.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0
2018.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0
2019.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0
2020.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0
2021.0,26661324000000.0,26745411000000.0,26705370000000.0,26627331000000.0,26742463000000.0,26662662000000.0,26709535000000.0,26709414000000.0,26715827000000.0,26647156000000.0,26737897000000.0
2022.0,26531313000000.0,26694488000000.0,26699731000000.0,26562050000000.0,26725117000000.0,26648940000000.0,26645071000000.0,26689946000000.0,26645369000000.0,26517436000000.0,26696950000000.0
2023.0,26491482000000.0,26692626000000.0,26665546000000.0,26484903000000.0,26703215000000.0,26532846000000.0,26593074000000.0,26661844000000.0,26615197000000.0,26473720000000.0,26713264000000.0
2024.0,26479980000000.0,26679762000000.0,26623712000000.0,26397293000000.0,26688933000000.0,26403010000000.0,26525340000000.0,26649297000000.0,26551733000000.0,26443438000000.0,26677567000000.0
2025.0,26475466000000.0,26572193000000.0,26619234000000.0,26347183000000.0,26628233000000.0,26319262000000.0,26470682000000.0,26588375000000.0,26470780000000.0,26340846000000.0,26594221000000.0
2026.0,26496003000000.0,26571818000000.0,26596240000000.0,26241592000000.0,26563597000000.0,26286836000000.0,26368490000000.0,26550534000000.0,26405740000000.0,26229841000000.0,26493367000000.0
2027.0,26435366000000.0,26619748000000.0,26584230000000.0,26130313000000.0,26471286000000.0,26228858000000.0,26357906000000.0,26502117000000.0,26394040000000.0,26139758000000.0,26423564000000.0
2028.0,26324821000000.0,26529099000000.0,26482592000000.0,25967498000000.0,26386037000000.0,26136740000000.0,26308487000000.0,26465624000000.0,26309880000000.0,26074927000000.0,26367120000000.0
2029.0,26258593000000.0,26423530000000.0,26407529000000.0,25875735000000.0,26354702000000.0,26044830000000.0,26148803000000.0,26458685000000.0,26232390000000.0,26034882000000.0,26350837000000.0
2030.0,26218655000000.0,26373240000000.0,26375107000000.0,25768410000000.0,26292643000000.0,25980488000000.0,26005723000000.0,26400646000000.0,26188653000000.0,25956012000000.0,26330090000000.0
2031.0,26173162000000.0,26399864000000.0,26400478000000.0,25648425000000.0,26272919000000.0,25926530000000.0,25925155000000.0,26365122000000.0,26041890000000.0,25921801000000.0,26223978000000.0
2032.0,26206840000000.0,26240667000000.0,26307450000000.0,25620082000000.0,26245518000000.0,25876180000000.0,25787403000000.0,26347603000000.0,25931985000000.0,25885692000000.0,26186562000000.0
2033.0,26214289000000.0,26215810000000.0,26185076000000.0,25524223000000.0,26193932000000.0,25874926000000.0,25736709000000.0,26350996000000.0,25855695000000.0,25723670000000.0,26151324000000.0
2034.0,26188406000000.0,26154799000000.0,26197262000000.0,25459073000000.0,26188796000000.0,25800206000000.0,25618918000000.0,26325239000000.0,25740780000000.0,25670353000000.0,26156166000000.0
2035.0,26102444000000.0,26049580000000.0,26067467000000.0,25375598000000.0,26190746000000.0,25653116000000.0,25514838000000.0,26313174000000.0,25759402000000.0,25553338000000.0,26056320000000.0
2036.0,26108267000000.0,26008940000000.0,25999247000000.0,25333718000000.0,26135732000000.0,25507486000000.0,25350352000000.0,26315808000000.0,25683818000000.0,25434385000000.0,26016894000000.0
2037.0,26045416000000.0,25977110000000.0,25993113000000.0,25235198000000.0,26055453000000.0,25455789000000.0,25223418000000.0,26307730000000.0,25690989000000.0,25388800000000.0,25998813000000.0
2038.0,26027875000000.0,25961710000000.0,25951390000000.0,25202285000000.0,26038390000000.0,25433356000000.0,25102213000000.0,26292209000000.0,25621724000000.0,25346458000000.0,25975970000000.0
2039.0,25987614000000.0,25991536000000.0,25852471000000.0,25116012000000.0,25944805000000.0,25369145000000.0,24954821000000.0,26289518000000.0,25593190000000.0,25210055000000.0,25866784000000.0
2040.0,25932738000000.0,25927304000000.0,25762464000000.0,24942549000000.0,25858800000000.0,25266865000000.0,24857847000000.0,26260313000000.0,25564680000000.0,25064674000000.0,25792580000000.0
2041.0,25849387000000.0,25918910000000.0,25722362000000.0,24857543000000.0,25785499000000.0,25178872000000.0,24787856000000.0,26219467000000.0,25588488000000.0,25013393000000.0,25772717000000.0
2042.0,25861426000000.0,25889555000000.0,25688336000000.0,24728857000000.0,25733871000000.0,25070924000000.0,24821277000000.0,26192114000000.0,25555703000000.0,24892429000000.0,25759800000000.0
2043.0,25788395000000.0,25884935000000.0,25649993000000.0,24589332000000.0,25677093000000.0,24987941000000.0,24745523000000.0,26120628000000.0,25459685000000.0,24761040000000.0,25736970000000.0
2044.0,25713980000000.0,25806296000000.0,25551731000000.0,24497370000000.0,25618356000000.0,24888245000000.0,24670101000000.0,26028160000000.0,25376010000000.0,24628513000000.0,25723190000000.0
2045.0,25611964000000.0,25739338000000.0,25397152000000.0,24323100000000.0,25525230000000.0,24771616000000.0,24549404000000.0,25973410000000.0,25302214000000.0,24530936000000.0,25713190000000.0
2046.0,25613797000000.0,25815205000000.0,25291953000000.0,24229756000000.0,25415108000000.0,24703438000000.0,24428644000000.0,25872898000000.0,25200423000000.0,24477258000000.0,25602180000000.0
2047.0,25494766000000.0,25820538000000.0,25188890000000.0,24127121000000.0,25333179000000.0,24581895000000.0,24303054000000.0,25813626000000.0,25198013000000.0,24417577000000.0,25555336000000.0
2048.0,25517105000000.0,25752660000000.0,25206860000000.0,24038051000000.0,25317979000000.0,24597678000000.0,24189807000000.0,25713030000000.0,25141445000000.0,24345152000000.0,25535880000000.0
2049.0,25490453000000.0,25682275000000.0,25160826000000.0,23958538000000.0,25264370000000.0,24541204000000.0,24107430000000.0,25694275000000.0,25140977000000.0,24201497000000.0,25488074000000.0
2050.0,25391427000000.0,25558532000000.0,25154596000000.0,23843765000000.0,25225580000000.0,24442382000000.0,24040345000000.0,25618033000000.0,25148118000000.0,24172370000000.0,25425602000000.0
2051.0,25394365000000.0,25533897000000.0,25096903000000.0,23734956000000.0,25235957000000.0,24315987000000.0,24017235000000.0,25610519000000.0,25020848000000.0,24142743000000.0,25368027000000.0
2052.0,25253720000000.0,25482290000000.0,25002502000000.0,23610572000000.0,25236160000000.0,24242276000000.0,23881144000000.0,25550112000000.0,24939659000000.0,24038057000000.0,25352223000000.0
2053.0,25070915000000.0,25426064000000.0,24956637000000.0,23481333000000.0,25185913000000.0,24254702000000.0,23747224000000.0,25572896000000.0,24854653000000.0,23929756000000.0,25305320000000.0
2054.0,25083180000000.0,25340844000000.0,24906134000000.0,23285522000000.0,25161475000000.0,24172665000000.0,23623500000000.0,25560820000000.0,24768414000000.0,23852866000000.0,25229164000000.0
2055.0,25033429000000.0,25364345000000.0,24863341000000.0,23146610000000.0,25076433000000.0,24050707000000.0,23558175000000.0,25582130000000.0,24735930000000.0,23718204000000.0,25192582000000.0
2056.0,24907291000000.0,25308690000000.0,24803398000000.0,23016365000000.0,25122002000000.0,24030634000000.0,23519562000000.0,25546633000000.0,24623268000000.0,23588604000000.0,25160363000000.0
2057.0,24761684000000.0,25264970000000.0,24779145000000.0,22881552000000.0,25133890000000.0,24043332000000.0,23467978000000.0,25523160000000.0,24498835000000.0,23459428000000.0,25091140000000.0
2058.0,24748138000000.0,25206723000000.0,24721620000000.0,22812572000000.0,25113982000000.0,23947723000000.0,23314270000000.0,25500083000000.0,24476782000000.0,23307141000000.0,25016600000000.0
2059.0,24673002000000.0,25172543000000.0,24718084000000.0,22689140000000.0,25091216000000.0,23863627000000.0,23317290000000.0,25455118000000.0,24441573000000.0,23148435000000.0,24968513000000.0
2060.0,24427901000000.0,25017667000000.0,24694940000000.0,22629077000000.0,24997836000000.0,23768955000000.0,23142265000000.0,25468814000000.0,24426477000000.0,22969154000000.0,24891936000000.0
2061.0,24363858000000.0,24979876000000.0,24561148000000.0,22507384000000.0,25010760000000.0,23618388000000.0,23066080000000.0,25444357000000.0,24369957000000.0,22802447000000.0,24918511000000.0
2062.0,24304635000000.0,25031495000000.0,24513200000000.0,22384403000000.0,24906121000000.0,23559294000000.0,23010008000000.0,25417983000000.0,24286230000000.0,22634337000000.0,24874804000000.0
2063.0,24233088000000.0,24905513000000.0,24446352000000.0,22241998000000.0,24920612000000.0,23483128000000.0,22971920000000.0,25379318000000.0,24276732000000.0,22421032000000.0,24838526000000.0
2064.0,24065692000000.0,24814427000000.0,24349843000000.0,22077059000000.0,24888075000000.0,23419823000000.0,22889349000000.0,25316910000000.0,24217813000000.0,22188803000000.0,24807326000000.0
2065.0,23928020000000.0,24772537000000.0,24328144000000.0,21953658000000.0,24916705000000.0,23317130000000.0,22824922000000.0,25282216000000.0,24188203000000.0,21969158000000.0,24729570000000.0
2066.0,23864233000000.0,24769546000000.0,24284913000000.0,21834429000000.0,24898177000000.0,23258437000000.0,22800576000000.0,25296600000000.0,24125028000000.0,21846542000000.0,24718470000000.0
2067.0,23775360000000.0,24738473000000.0,24235127000000.0,21631943000000.0,24905892000000.0,23205004000000.0,22659640000000.0,25264086000000.0,24075322000000.0,21671782000000.0,24667771000000.0
2068.0,23810305000000.0,24672775000000.0,24151727000000.0,21463118000000.0,24894352000000.0,23101555000000.0,22612816000000.0,25173334000000.0,23968258000000.0,21590197000000.0,24606247000000.0
2069.0,23725957000000.0,24627900000000.0,24119884000000.0,21325939000000.0,24792976000000.0,23102944000000.0,22534322000000.0,25155800000000.0,23935324000000.0,21437652000000.0,24563067000000.0
2070.0,23655840000000.0,24656004000000.0,24087162000000.0,21257163000000.0,24709574000000.0,23027952000000.0,22452277000000.0,25094103000000.0,23847227000000.0,21294725000000.0,24506043000000.0
2071.0,23533973000000.0,24681915000000.0,24040605000000.0,21133007000000.0,24671464000000.0,22922817000000.0,22322562000000.0,25104040000000.0,23805660000000.0,21249294000000.0,24448225000000.0
2072.0,23491360000000.0,24669558000000.0,23957426000000.0,20956653000000.0,24502862000000.0,22860295000000.0,22182562000000.0,25136005000000.0,23784308000000.0,21085452000000.0,24422235000000.0
2073.0,23383343000000.0,24627158000000.0,23888667000000.0,20861875000000.0,24472960000000.0,22766315000000.0,22040992000000.0,25114702000000.0,23759266000000.0,20952260000000.0,24388890000000.0
2074.0,23323071000000.0,24613530000000.0,23882810000000.0,20710259000000.0,24436965000000.0,22710837000000.0,21914550000000.0,25095005000000.0,23684680000000.0,20824940000000.0,24371853000000.0
2075.0,23240181000000.0,24577183000000.0,23769387000000.0,20640728000000.0,24361279000000.0,22655349000000.0,21839202000000.0,25124850000000.0,23670653000000.0,20685812000000.0,24340236000000.0
2076.0,23134512000000.0,24403014000000.0,23694231000000.0,20444497000000.0,24283303000000.0,22628226000000.0,21768264000000.0,25097832000000.0,23561771000000.0,20585933000000.0,24308825000000.0
2077.0,23046771000000.0,24353352000000.0,23668915000000.0,20373448000000.0,24272683000000.0,22546645000000.0,21727952000000.0,25098931000000.0,23520942000000.0,20460683000000.0,24279324000000.0
2078.0,23086787000000.0,24283334000000.0,23648952000000.0,20245673000000.0,24307338000000.0,22494872000000.0,21655645000000.0,25120456000000.0,23517425000000.0,20278543000000.0,24184158000000.0
2079.0,22967430000000.0,24202227000000.0,23633102000000.0,20088740000000.0,24219800000000.0,22376996000000.0,21549919000000.0,25053383000000.0,23351340000000.0,20132349000000.0,24154049000000.0
2080.0,22918455000000.0,24202931000000.0,23565326000000.0,19979538000000.0,24216494000000.0,22331070000000.0,21478685000000.0,24985255000000.0,23243767000000.0,19958776000000.0,24075007000000.0
2081.0,22810181000000.0,24125167000000.0,23489185000000.0,19884755000000.0,24151868000000.0,22170938000000.0,21365180000000.0,24933164000000.0,23118416000000.0,19821247000000.0,24036866000000.0
2082.0,22721811000000.0,24060300000000.0,23433316000000.0,19736432000000.0,24086407000000.0,22096625000000.0,21360349000000.0,24904376000000.0,23116107000000.0,19708764000000.0,23992530000000.0
2083.0,22650557000000.0,24066243000000.0,23357393000000.0,19643735000000.0,24039809000000.0,21991975000000.0,21282290000000.0,24875120000000.0,23010728000000.0,19594087000000.0,23925470000000.0
2084.0,22654610000000.0,24081074000000.0,23266358000000.0,19570843000000.0,24044650000000.0,21855874000000.0,21243179000000.0,24833274000000.0,22919021000000.0,19460853000000.0,23878418000000.0
2085.0,22557590000000.0,24043678000000.0,23258473000000.0,19450865000000.0,24048904000000.0,21812438000000.0,21140220000000.0,24800819000000.0,22849637000000.0,19399713000000.0,23878217000000.0
2086.0,22493874000000.0,24012137000000.0,23150027000000.0,19319350000000.0,24003845000000.0,21746275000000.0,21099121000000.0,24759417000000.0,22707054000000.0,19292460000000.0,23868800000000.0
2087.0,22395245000000.0,23973620000000.0,23041235000000.0,19159251000000.0,23966720000000.0,21698204000000.0,21092777000000.0,24756380000000.0,22619517000000.0,19197032000000.0,23903817000000.0
2088.0,22376430000000.0,23980977000000.0,23003500000000.0,19063498000000.0,23907280000000.0,21599722000000.0,20991139000000.0,24725523000000.0,22578068000000.0,19077985000000.0,23810883000000.0
2089.0,22298122000000.0,23903942000000.0,22978727000000.0,18986345000000.0,23839732000000.0,21481168000000.0,20980552000000.0,24715712000000.0,22528102000000.0,18952843000000.0,23719192000000.0
2090.0,22129083000000.0,23860311000000.0,22916500000000.0,18880720000000.0,23725494000000.0,21363968000000.0,20919332000000.0,24676718000000.0,22516379000000.0,18737655000000.0,23688806000000.0
2091.0,22106551000000.0,23899104000000.0,22898849000000.0,18748866000000.0,23666170000000.0,21244817000000.0,20881816000000.0,24664988000000.0,22342021000000.0,18541156000000.0,23594090000000.0
2092.0,22012458000000.0,23899750000000.0,22840275000000.0,18626944000000.0,23671108000000.0,21096397000000.0,20820204000000.0,24648385000000.0,22281953000000.0,18344166000000.0,23590246000000.0
2093.0,21929627000000.0,23869450000000.0,22852988000000.0,18520421000000.0,23698185000000.0,21008866000000.0,20752735000000.0,24611069000000.0,22188460000000.0,18130921000000.0,23562153000000.0
2094.0,21851466000000.0,23833352000000.0,22804221000000.0,18487748000000.0,23570491000000.0,20961508000000.0,20692390000000.0,24586080000000.0,22180513000000.0,17953735000000.0,23469860000000.0
2095.0,21741050000000.0,23810307000000.0,22756680000000.0,18328062000000.0,23515560000000.0,20929107000000.0,20588192000000.0,24609953000000.0,22147173000000.0,17803720000000.0,23453007000000.0
2096.0,21728244000000.0,23852367000000.0,22749890000000.0,18311499000000.0,23513266000000.0,20907295000000.0,20518686000000.0,24619149000000.0,22031857000000.0,17696702000000.0,23380230000000.0
2097.0,21647837000000.0,23792655000000.0,22709730000000.0,18195950000000.0,23485655000000.0,20846326000000.0,20436602000000.0,24620856000000.0,21974210000000.0,17553924000000.0,23375460000000.0
2098.0,21597780000000.0,23744521000000.0,22634104000000.0,18089769000000.0,23479840000000.0,20762375000000.0,20316978000000.0,24584953000000.0,21923388000000.0,17420081000000.0,23279990000000.0
2099.0,21510207000000.0,23724795000000.0,22613101000000.0,17993500000000.0,23363817000000.0,20680872000000.0,20270290000000.0,24562266000000.0,21883760000000.0,17245041000000.0,23248555000000.0
2100.0,21411056000000.0,23685681000000.0,22592461000000.0,17877344000000.0,23382242000000.0,20630278000000.0,20239685000000.0,24543263000000.0,21837442000000.0,17110668000000.0,23206840000000.0
