time,GISS-E2-R,CESM1-CAM5,NORESM1-M,CCSM4,GFDL-CM3,CSIRO-MK3-6-0,GFDL-ESM2G,IPSL-CM5A-LR
2044.0,13648934000000.0,11963212000000.0,13056671000000.0,13919581000000.0,12411158000000.0,14064680000000.0,13498135000000.0,13003962000000.0
2045.0,13622322000000.0,11895218000000.0,12994479000000.0,13838304000000.0,12330559000000.0,14038863000000.0,13406136000000.0,12913980000000.0
2046.0,13569928000000.0,11779574000000.0,12905342000000.0,13760237000000.0,12231065000000.0,14010450000000.0,13370794000000.0,12848052000000.0
2047.0,13506237000000.0,11610531000000.0,12836292000000.0,13752075000000.0,12126707000000.0,13962199000000.0,13363964000000.0,12771050000000.0
2048.0,13462979000000.0,11518649000000.0,12722415000000.0,13701906000000.0,12033862000000.0,13953685000000.0,13319920000000.0,12648962000000.0
2049.0,13379747000000.0,11414612000000.0,12646804000000.0,13604639000000.0,11903578000000.0,13931068000000.0,13291710000000.0,12569915000000.0
2050.0,13296337000000.0,11278821000000.0,12544816000000.0,13512562000000.0,11817283000000.0,13903223000000.0,13252938000000.0,12423656000000.0
2051.0,13232866000000.0,11140219000000.0,12470953000000.0,13451201000000.0,11699064000000.0,13902696000000.0,13261065000000.0,12314423000000.0
2052.0,13178690000000.0,10993612000000.0,12399593000000.0,13398763000000.0,11575346000000.0,13852563000000.0,13224112000000.0,12261174000000.0
2053.0,13186680000000.0,10831067000000.0,12299136000000.0,13322066000000.0,11429793000000.0,13832150000000.0,13154079000000.0,12214667000000.0
2054.0,13111949000000.0,10730309000000.0,12201019000000.0,13222129000000.0,11319715000000.0,13805190000000.0,13106344000000.0,12181844000000.0
2055.0,13072882000000.0,10588733000000.0,12068974000000.0,13125277000000.0,11189641000000.0,13769504000000.0,13054711000000.0,12121806000000.0
2056.0,13040866000000.0,10426222000000.0,11957690000000.0,13080785000000.0,11060382000000.0,13751050000000.0,12998532000000.0,12019725000000.0
2057.0,12963316000000.0,10251602000000.0,11825824000000.0,13002081000000.0,10932194000000.0,13708758000000.0,12954748000000.0,11916816000000.0
2058.0,12845619000000.0,10126264000000.0,11694728000000.0,12916746000000.0,10791150000000.0,13657919000000.0,12888039000000.0,11874708000000.0
2059.0,12767761000000.0,9986375000000.0,11576435000000.0,12824093000000.0,10641815000000.0,13616923000000.0,12871955000000.0,11834519000000.0
2060.0,12724777000000.0,9820605000000.0,11492083000000.0,12727261000000.0,10546392000000.0,13605848000000.0,12770862000000.0,11763936000000.0
2061.0,12698205000000.0,9704449000000.0,11354915000000.0,12648919000000.0,10465638000000.0,13531796000000.0,12744740000000.0,11691314000000.0
2062.0,12632019000000.0,9552420000000.0,11242609000000.0,12542793000000.0,10355681000000.0,13495220000000.0,12667872000000.0,11635603000000.0
2063.0,12557180000000.0,9374383000000.0,11136844000000.0,12440222000000.0,10239880000000.0,13447559000000.0,12601643000000.0,11503843000000.0
2064.0,12539482000000.0,9197995000000.0,10999106000000.0,12328916000000.0,10100030000000.0,13368126000000.0,12518239000000.0,11381401000000.0
2065.0,12449497000000.0,9001383000000.0,10870334000000.0,12203020000000.0,9986006000000.0,13280353000000.0,12448929000000.0,11337551000000.0
2066.0,12436456000000.0,8772130000000.0,10759340000000.0,12120537000000.0,9881575000000.0,13254975000000.0,12373874000000.0,11279816000000.0
2067.0,12403845000000.0,8596076600000.0,10641453000000.0,12037438000000.0,9775225000000.0,13215582000000.0,12333690000000.0,11203274000000.0
2068.0,12345230000000.0,8447039000000.0,10551074000000.0,11955390000000.0,9652566000000.0,13186146000000.0,12248009000000.0,11093627000000.0
2069.0,12299990000000.0,8275181400000.0,10457349000000.0,11872056000000.0,9558957000000.0,13158601000000.0,12148843000000.0,11023330000000.0
2070.0,12222205000000.0,8103676300000.0,10378033000000.0,11833078000000.0,9449727000000.0,13123267000000.0,12099900000000.0,10945783000000.0
2071.0,12153684000000.0,7981644000000.0,10224767000000.0,11722955000000.0,9357061000000.0,13083745000000.0,12041984000000.0,10891243000000.0
2072.0,12119452000000.0,7837797000000.0,10104648000000.0,11661703000000.0,9254218000000.0,13045272000000.0,11985249000000.0,10819437000000.0
2073.0,12061573000000.0,7723216300000.0,10039426000000.0,11575887000000.0,9140029000000.0,13044360000000.0,11935240000000.0,10742139000000.0
2074.0,12017024000000.0,7576264600000.0,9949727000000.0,11525128000000.0,9002411000000.0,13030399000000.0,11896904000000.0,10675271000000.0
2075.0,11943481000000.0,7419283400000.0,9823720000000.0,11461418000000.0,8886830000000.0,12966670000000.0,11874728000000.0,10582184000000.0
2076.0,11910263000000.0,7272854000000.0,9675784000000.0,11347916000000.0,8750194000000.0,12913073000000.0,11764630000000.0,10486115000000.0
2077.0,11846650000000.0,7115865300000.0,9539176000000.0,11248364000000.0,8625921000000.0,12855448000000.0,11666653000000.0,10433249000000.0
2078.0,11803314000000.0,6997863000000.0,9397501000000.0,11137639000000.0,8493687400000.0,12755213000000.0,11585587000000.0,10406924000000.0
2079.0,11725755000000.0,6864470000000.0,9306908000000.0,11050306000000.0,8368493000000.0,12660192000000.0,11486233000000.0,10331544000000.0
2080.0,11693615000000.0,6724465000000.0,9212368000000.0,10986489000000.0,8219899500000.0,12616817000000.0,11461086000000.0,10219043000000.0
2081.0,11644455000000.0,6596004000000.0,9091423000000.0,10939789000000.0,8088770000000.0,12561279000000.0,11415438000000.0,10154605000000.0
2082.0,11550025000000.0,6481669000000.0,8999475000000.0,10817191000000.0,7946758000000.0,12505734000000.0,11343808000000.0,10042832000000.0
2083.0,11488538000000.0,6313939000000.0,8872285000000.0,10724644000000.0,7812235000000.0,12417520000000.0,11337865000000.0,9939094000000.0
2084.0,11409191000000.0,6160120000000.0,8708443000000.0,10621858000000.0,7696064000000.0,12374192000000.0,11259825000000.0,9855916000000.0
2085.0,11357029000000.0,6015425700000.0,8592286000000.0,10500505000000.0,7536387300000.0,12295848000000.0,11187106000000.0,9814732000000.0
2086.0,11305141000000.0,5889845000000.0,8456857700000.0,10429257000000.0,7393451000000.0,12280437000000.0,11186468000000.0,9720443000000.0
2087.0,11291161000000.0,5731441000000.0,8350249000000.0,10328934000000.0,7245039000000.0,12247552000000.0,11128866000000.0,9595545000000.0
2088.0,11254787000000.0,5588236000000.0,8285869600000.0,10249128000000.0,7122728000000.0,12169776000000.0,11037163000000.0,9528088000000.0
2089.0,11248611000000.0,5458770000000.0,8211528000000.0,10179104000000.0,6997870000000.0,12091484000000.0,10988585000000.0,9439192000000.0
2090.0,11193079000000.0,5357557000000.0,8095906400000.0,10112104000000.0,6875169000000.0,12000335000000.0,10967915000000.0,9384659000000.0
2091.0,11171686000000.0,5227084000000.0,7988950600000.0,10012364000000.0,6741664000000.0,11911385000000.0,10884952000000.0,9308836000000.0
2092.0,11101737000000.0,5086652000000.0,7884770000000.0,9923068000000.0,6639906000000.0,11839320000000.0,10815188000000.0,9224147000000.0
2093.0,11061401000000.0,4955962000000.0,7779225000000.0,9847942000000.0,6522583000000.0,11736056000000.0,10731000000000.0,9193128000000.0
2094.0,10996001000000.0,4856835700000.0,7682473000000.0,9729551000000.0,6406156000000.0,11627870000000.0,10667491000000.0,9084136000000.0
2095.0,10914854000000.0,4740171700000.0,7611791400000.0,9639584000000.0,6336536400000.0,11577756000000.0,10629062000000.0,8996254000000.0
2096.0,10846076000000.0,4657170600000.0,7508261300000.0,9547361000000.0,6246649000000.0,11534989000000.0,10572528000000.0,8912852000000.0
2097.0,10791628000000.0,4540787000000.0,7407421000000.0,9466051000000.0,6131475300000.0,11480372000000.0,10503235000000.0,8865420000000.0
2098.0,10734233000000.0,4418667000000.0,7316807600000.0,9403050000000.0,6026191400000.0,11326856000000.0,10439458000000.0,8822274000000.0
2099.0,10659057000000.0,4308748500000.0,7239500300000.0,9333925000000.0,5935965000000.0,11302774000000.0,10357879000000.0,8764639000000.0
2100.0,10610519000000.0,4181121600000.0,7143225300000.0,9273186000000.0,5837905000000.0,11269554000000.0,10314818000000.0,8689636000000.0
