time,MRI-ESM2-0,GFDL-ESM4,UKESM1-0-LL,IPSL-CM6A-LR
2029.0,7004686400000.0,7029913600000.0,6355558600000.0,6962419300000.0
2030.0,6941425000000.0,7018241300000.0,6182362000000.0,6919447000000.0
2031.0,6889607300000.0,6981842600000.0,6065646000000.0,6863028500000.0
2032.0,6844866000000.0,6966838600000.0,5960196000000.0,6809282700000.0
2033.0,6820232000000.0,6947891000000.0,5863233000000.0,6768057000000.0
2034.0,6761124000000.0,6929741500000.0,5726996000000.0,6706841000000.0
2035.0,6741943000000.0,6919266000000.0,5594042300000.0,6658803000000.0
2036.0,6679458000000.0,6904985700000.0,5497108300000.0,6618244000000.0
2037.0,6662025000000.0,6869281700000.0,5347057000000.0,6577148000000.0
2038.0,6642750500000.0,6844039300000.0,5152231700000.0,6518345300000.0
2039.0,6580269000000.0,6812100000000.0,4964765000000.0,6443140400000.0
2040.0,6536437000000.0,6769448000000.0,4763790000000.0,6427512000000.0
2041.0,6503823000000.0,6740138500000.0,4561867600000.0,6381760000000.0
2042.0,6475318000000.0,6714635600000.0,4427278000000.0,6357931000000.0
2043.0,6406953500000.0,6700509700000.0,4288998300000.0,6340940400000.0
2044.0,6350768000000.0,6664701000000.0,4151894300000.0,6266325000000.0
2045.0,6294958000000.0,6623111000000.0,4005582000000.0,6203435000000.0
2046.0,6282943700000.0,6589543000000.0,3908701000000.0,6138092300000.0
2047.0,6250858000000.0,6580478000000.0,3780172000000.0,6070562500000.0
2048.0,6154619500000.0,6558246000000.0,3658343300000.0,6016618000000.0
2049.0,6124516000000.0,6548282700000.0,3531108300000.0,5958696700000.0
2050.0,6056846000000.0,6511936000000.0,3411316600000.0,5867985000000.0
2051.0,6013744000000.0,6505478000000.0,3268015300000.0,5848383000000.0
2052.0,5982276600000.0,6445999300000.0,3194260800000.0,5792207000000.0
2053.0,5951700000000.0,6419804000000.0,3086887200000.0,5750254000000.0
2054.0,5898001400000.0,6377500600000.0,2942045800000.0,5712510500000.0
2055.0,5849504000000.0,6364927600000.0,2824715000000.0,5640702000000.0
2056.0,5787606300000.0,6338011000000.0,2717545100000.0,5605852000000.0
2057.0,5755975500000.0,6336440000000.0,2600905200000.0,5595995300000.0
2058.0,5681519300000.0,6324206000000.0,2462799600000.0,5524941700000.0
2059.0,5630882500000.0,6292106600000.0,2367942800000.0,5506728500000.0
2060.0,5558126000000.0,6295378000000.0,2254550900000.0,5480624700000.0
2061.0,5474917000000.0,6285305000000.0,2117246400000.0,5458201000000.0
2062.0,5381613400000.0,6277701000000.0,1984593400000.0,5448328000000.0
2063.0,5317824300000.0,6255699600000.0,1850176000000.0,5451413500000.0
2064.0,5221896000000.0,6246550700000.0,1717096000000.0,5417736300000.0
2065.0,5149022500000.0,6228906000000.0,1598876700000.0,5345175400000.0
2066.0,5050744000000.0,6208335000000.0,1532990300000.0,5302216300000.0
2067.0,5036419600000.0,6201751000000.0,1439900000000.0,5234673300000.0
2068.0,4954167000000.0,6195110000000.0,1372573400000.0,5190935000000.0
2069.0,4904013000000.0,6142879000000.0,1312149100000.0,5168184000000.0
2070.0,4824732000000.0,6137354600000.0,1254866000000.0,5152114000000.0
2071.0,4759182000000.0,6108939300000.0,1200561200000.0,5121828700000.0
2072.0,4706213000000.0,6079230000000.0,1136493900000.0,5059738300000.0
2073.0,4642862000000.0,6059036000000.0,1087956840000.0,5031396400000.0
2074.0,4589377000000.0,6038619700000.0,1048542450000.0,4989536700000.0
2075.0,4520514400000.0,6015547000000.0,998416450000.0,4942313000000.0
2076.0,4445342500000.0,6009639000000.0,946699040000.0,4869584300000.0
2077.0,4386699600000.0,5988567500000.0,888698700000.0,4809253000000.0
2078.0,4308195600000.0,5967820000000.0,846879300000.0,4759194400000.0
2079.0,4208699600000.0,5975080000000.0,800340700000.0,4730935000000.0
2080.0,4150679300000.0,5951477000000.0,739375100000.0,4690530000000.0
2081.0,4116537100000.0,5934684000000.0,687326560000.0,4660563300000.0
2082.0,4079800800000.0,5899840700000.0,644643600000.0,4597710000000.0
2083.0,4030342600000.0,5885239000000.0,611648400000.0,4553458000000.0
2084.0,4005765800000.0,5864148000000.0,569351600000.0,4539498400000.0
2085.0,4004538700000.0,5858246000000.0,534710160000.0,4509168000000.0
2086.0,3951312200000.0,5842998400000.0,496741100000.0,4482825000000.0
2087.0,3931704700000.0,5828848400000.0,465239540000.0,4423055600000.0
2088.0,3905587500000.0,5833362500000.0,430644330000.0,4426449000000.0
2089.0,3897137800000.0,5795347400000.0,395998100000.0,4396955700000.0
2090.0,3864115800000.0,5792926000000.0,363312780000.0,4362817000000.0
2091.0,3850367000000.0,5771389000000.0,334491200000.0,4325897100000.0
2092.0,3841027200000.0,5748620000000.0,312966450000.0,4292526700000.0
2093.0,3818441700000.0,5740419400000.0,286335600000.0,4262710500000.0
2094.0,3797973700000.0,5730927600000.0,266236230000.0,4251290200000.0
2095.0,3745498800000.0,5715688700000.0,244854690000.0,4224609000000.0
2096.0,3725302000000.0,5697809000000.0,224892850000.0,4185743200000.0
2097.0,3690424400000.0,5684085700000.0,206613800000.0,4178712700000.0
2098.0,3637821000000.0,5678797700000.0,186888810000.0,4161029300000.0
2099.0,3605462500000.0,5652806000000.0,167389480000.0,4107015800000.0
2100.0,3555857500000.0,5628647000000.0,148750170000.0,4064587300000.0
