time,CCSM4,NORESM1-M,GFDL-CM3,IPSL-CM5A-LR,MPI-ESM-LR,GFDL-ESM2G,CANESM2,GISS-E2-R,CNRM-CM5,CSIRO-MK3-6-0
2071.0,8600401000.0,7956762600.0,3433014300.0,7979287600.0,8283752400.0,9749875000.0,7182269400.0,8723554000.0,6878096400.0,7848628700.0
2072.0,8681078000.0,8052629000.0,3381926000.0,7857476000.0,8340230700.0,9439322000.0,7063845400.0,8840874000.0,6906705000.0,7789757400.0
2073.0,8645411000.0,8481869300.0,3426321400.0,7784669000.0,8197207000.0,9388962000.0,6984539000.0,8672467000.0,6843392000.0,7718428700.0
2074.0,8411377000.0,8197866000.0,3345961700.0,7679594000.0,8486460000.0,9288086000.0,6912892400.0,8545190400.0,6711832000.0,7717352400.0
2075.0,8506167000.0,7950782000.0,3274971400.0,8052429300.0,8235495400.0,9925135000.0,7112736300.0,8502682600.0,7015230500.0,7596226600.0
2076.0,8630570000.0,7891490300.0,3216060000.0,7674168000.0,8394605600.0,9678339000.0,6826490400.0,8490035000.0,6688632000.0,7545580000.0
2077.0,8770977000.0,7839418000.0,3179195000.0,7548162600.0,8224968700.0,9358756000.0,6863828500.0,8391467500.0,6729206000.0,7482296000.0
2078.0,8431196700.0,7799254500.0,3245069600.0,7411651600.0,8357623000.0,9287515000.0,6912707600.0,8339688400.0,6592931300.0,7429965300.0
2079.0,8434838000.0,8008356000.0,3281965800.0,7360206300.0,8306794000.0,9766952000.0,6738118000.0,8482936300.0,6572339700.0,7588171000.0
2080.0,8351502000.0,7759974400.0,3151476200.0,7301641000.0,8080770600.0,9315032000.0,6693575000.0,8285362000.0,6471226000.0,7472530000.0
2081.0,8304864000.0,7730114600.0,3117854500.0,7264564000.0,8407124000.0,9273042000.0,6795265000.0,8469778000.0,6423012400.0,7550307000.0
2082.0,8294881000.0,7707213300.0,3076074500.0,7889743000.0,8353933000.0,9751538000.0,6790698000.0,9401198000.0,6462305300.0,7472828400.0
2083.0,8773869000.0,7660742000.0,3049802800.0,7239093000.0,8249030700.0,9510546000.0,6671723500.0,8835354000.0,6357928000.0,7300338000.0
2084.0,8577726000.0,7634546000.0,3033526300.0,7942321700.0,8047109000.0,9397156000.0,6988410000.0,8434599000.0,6317630500.0,7220416000.0
2085.0,8421352000.0,7606197000.0,3058728700.0,7610460000.0,8102495000.0,9340203000.0,7630755300.0,8498295000.0,6264722000.0,7363139600.0
2086.0,8330272000.0,7551020000.0,3021242600.0,7494338600.0,8647395000.0,9302102000.0,7239053300.0,8364801500.0,6291909000.0,7302520000.0
2087.0,8435441700.0,7477964000.0,3081079000.0,7403392000.0,8104322600.0,9181351000.0,6950885000.0,8309811700.0,6470513000.0,7128323600.0
2088.0,8299727400.0,7462449700.0,2987104300.0,7232844300.0,8748392000.0,9217232000.0,7458633000.0,8775446000.0,6190459000.0,7215768000.0
2089.0,8444280300.0,7504776000.0,3153497900.0,7118824400.0,8547646000.0,9422975000.0,7277881000.0,9135223000.0,6301369300.0,7625555500.0
2090.0,8361641000.0,7489372700.0,2985015300.0,7145536500.0,8071773700.0,9455451000.0,6970316000.0,8443439000.0,6170543600.0,7096317400.0
2091.0,8526181400.0,7622316000.0,3041196300.0,6979457000.0,8240018000.0,9385989000.0,7268471300.0,8441169000.0,6163371000.0,7120889300.0
2092.0,8320363500.0,7396001300.0,2968189200.0,6959808500.0,8029078500.0,9327788000.0,7778298400.0,8935640000.0,6091038700.0,6972047000.0
2093.0,8264720000.0,7380596000.0,2944732200.0,7054174700.0,8389812000.0,9370844000.0,7690548000.0,8546529000.0,6034036700.0,7649092000.0
2094.0,8271812600.0,7384386000.0,2947934200.0,7166861000.0,8144610000.0,9239580000.0,7250825700.0,8967425000.0,6048011300.0,7015666000.0
2095.0,8282804000.0,7349272000.0,2932064500.0,7015864000.0,8410739700.0,9142646000.0,7382104600.0,8999034000.0,6175805000.0,6851864000.0
2096.0,8196300300.0,7463490600.0,2918274600.0,7161203000.0,8232569000.0,9725446000.0,7186531000.0,9390538000.0,6020189000.0,6792728000.0
2097.0,8200904000.0,7321412000.0,2922077200.0,6946412500.0,8086337500.0,9207486000.0,7136638500.0,9395848000.0,6039229400.0,6931976000.0
2098.0,8759774000.0,7374501400.0,2899001300.0,6987615700.0,8087713000.0,9150195000.0,7107346000.0,8922509000.0,5944397300.0,6728215000.0
2099.0,8301325000.0,7305532000.0,2890336800.0,6917967000.0,8094491600.0,9331734000.0,7023688700.0,9019719000.0,5936009700.0,6658422000.0
2100.0,8260028000.0,7325333000.0,2884870100.0,6927881000.0,8051035000.0,9159304000.0,6995808000.0,9031377000.0,5924927500.0,6593851400.0
