time,EC-EARTH3,IPSL-CM6A-LR,CNRM-CM6-1,CESM2-WACCM,GFDL-ESM4,CNRM-ESM2-1,UKESM1-0-LL,CANESM5,MIROC6,KACE-1-0-G,MRI-ESM2-0,TAIESM1,MPI-ESM1-2-HR
2030.0,1817699600.0,2005571000.0,2229828000.0,2078406100.0,2065475000.0,2125770200.0,1869247700.0,1921198800.0,2059981200.0,1705150100.0,1968986900.0,1945206700.0,2033621200.0
2031.0,1756037900.0,1953670800.0,2081057800.0,2041084200.0,2028754000.0,2068806100.0,1813681400.0,1831334100.0,2022990500.0,1638324200.0,1954707100.0,1882185500.0,1989031600.0
2032.0,1738946600.0,1915599700.0,2068019000.0,1956419800.0,1991385900.0,1966976100.0,1751902300.0,1781260800.0,2025961700.0,1578297100.0,1921765100.0,1839610600.0,1961985400.0
2033.0,1658927600.0,1886547700.0,2134037900.0,1902991200.0,2000416000.0,1953098500.0,1674615600.0,1708500400.0,1936093800.0,1507823100.0,1940144400.0,1822945000.0,1910012700.0
2034.0,1547276700.0,1819352400.0,1996108200.0,1923183900.0,2052937500.0,2043483500.0,1615666000.0,1650938100.0,1870914800.0,1431030800.0,1912576900.0,1753290000.0,1953414100.0
2035.0,1465183100.0,1775616300.0,1981703700.0,1877371800.0,2041210200.0,1929559600.0,1550461000.0,1598847400.0,1845539500.0,1366938000.0,1821554800.0,1689974400.0,1903155300.0
2036.0,1380819700.0,1756075300.0,1942363300.0,1811153200.0,1914495600.0,1908751100.0,1452251100.0,1537203500.0,1851616900.0,1269524900.0,1738822300.0,1665587700.0,1873915300.0
2037.0,1295867000.0,1715996300.0,1892334600.0,1732059100.0,2033411800.0,1823978900.0,1350301400.0,1477937800.0,1732763300.0,1193734000.0,1681246700.0,1564149000.0,1772772100.0
2038.0,1227344400.0,1695041000.0,1888277100.0,1734622700.0,1901203300.0,1784120200.0,1249990800.0,1423071900.0,1722034300.0,1121736000.0,1678603500.0,1478782100.0,1778262000.0
2039.0,1174730500.0,1635991900.0,2169005800.0,1642674200.0,1837513100.0,1769039700.0,1191227400.0,1404003100.0,1683584100.0,1058625600.0,1565453200.0,1448865700.0,1719468000.0
2040.0,1127065700.0,1564417000.0,1864270000.0,1593380600.0,1887802500.0,1695037600.0,1107554400.0,1314574700.0,1617705900.0,994239900.0,1518568400.0,1357835500.0,1729035400.0
2041.0,1065309600.0,1484252800.0,1828581800.0,1522069000.0,1786209300.0,1802431100.0,1110890900.0,1250854800.0,1553789200.0,948098240.0,1450178300.0,1318152300.0,1619948000.0
2042.0,1007707460.0,1421880300.0,1796423000.0,1487660500.0,1792668400.0,1694103700.0,969008200.0,1190397700.0,1529710600.0,879647000.0,1394135000.0,1242741800.0,1603123000.0
2043.0,945860160.0,1412910700.0,1781332500.0,1444879400.0,1770717200.0,1660024800.0,929130560.0,1115572000.0,1472948100.0,827216700.0,1350174300.0,1182263700.0,1524494100.0
2044.0,914320260.0,1332550400.0,1853358800.0,1379979300.0,1705938800.0,1628964000.0,822070100.0,1049341600.0,1424968100.0,768883500.0,1293779100.0,1106968000.0,1500669400.0
2045.0,939654100.0,1268548600.0,1728948500.0,1415297900.0,1752696400.0,1534911700.0,813731260.0,970992830.0,1456930600.0,719588030.0,1242299300.0,1049763400.0,1456369300.0
2046.0,809896960.0,1208533500.0,1626083500.0,1299787800.0,1659741600.0,1592316300.0,724364900.0,934248450.0,1367509000.0,659956900.0,1206410100.0,996373000.0,1467241500.0
2047.0,777934100.0,1156497800.0,1579534300.0,1254625900.0,1602543000.0,1542213200.0,655964900.0,864546000.0,1326001000.0,626455000.0,1157378000.0,958311000.0,1354501900.0
2048.0,738012740.0,1084785900.0,1579741800.0,1247529900.0,1589012900.0,1674139800.0,603349100.0,818239200.0,1293244200.0,599358900.0,1125969700.0,931437000.0,1336172300.0
2049.0,667414400.0,1069077060.0,1520191400.0,1300449400.0,1528470700.0,1470515600.0,624207300.0,760944200.0,1234921000.0,540420300.0,1068349250.0,863594100.0,1327666200.0
2050.0,647558400.0,997372740.0,1457018000.0,1131675800.0,1475406800.0,1500064900.0,518855260.0,710388500.0,1195461600.0,499631400.0,1046080830.0,798487230.0,1287689200.0
2051.0,627018600.0,939803970.0,1443106600.0,1075737300.0,1543995500.0,1352297100.0,475380930.0,658139260.0,1136124200.0,466122020.0,995170600.0,766813400.0,1206876900.0
2052.0,576004350.0,908495940.0,1446028000.0,1070037000.0,1450692400.0,1367599400.0,433454700.0,610145200.0,1099512700.0,431398720.0,929165950.0,700255940.0,1157465000.0
2053.0,528703870.0,835212500.0,1440337500.0,977777100.0,1470407800.0,1384861800.0,405378370.0,577935800.0,1062725400.0,400306560.0,901488100.0,664597300.0,1119212800.0
2054.0,512095520.0,776159170.0,1335359200.0,925600450.0,1432558300.0,1305903700.0,380610460.0,533684400.0,1037651900.0,375626530.0,855683000.0,634752900.0,1064423700.0
2055.0,473031500.0,729124500.0,1275544000.0,875653200.0,1386425200.0,1256654800.0,338075100.0,509015900.0,997666000.0,357021100.0,843436600.0,602091900.0,1041640200.0
2056.0,438922080.0,688804100.0,1239422600.0,834958340.0,1357102500.0,1194911500.0,309736670.0,480827550.0,945965250.0,338145470.0,842295230.0,561014460.0,980706800.0
2057.0,417282300.0,661098050.0,1225711600.0,792647800.0,1281760600.0,1200690400.0,290932220.0,458929380.0,929334100.0,324153730.0,774218430.0,521819070.0,940392100.0
2058.0,394491140.0,632007400.0,1239274900.0,750786560.0,1273869200.0,1155247100.0,273843650.0,433802530.0,880530100.0,300997120.0,724322940.0,497867420.0,915425300.0
2059.0,380334850.0,602561540.0,1141368800.0,733742340.0,1261708900.0,1108429700.0,250202030.0,416344600.0,857225660.0,276478180.0,691128100.0,477247230.0,871096960.0
2060.0,349859100.0,556388100.0,1074951600.0,696165950.0,1192594200.0,1063414140.0,228982560.0,393305630.0,834843100.0,261239980.0,674187500.0,460125760.0,822855200.0
2061.0,332347700.0,528388380.0,1177983500.0,660471700.0,1161625900.0,1141465200.0,219283360.0,371682140.0,785504200.0,238152660.0,639331300.0,427649100.0,784683840.0
2062.0,313401500.0,502432450.0,1059476400.0,624371000.0,1133436000.0,1042824300.0,211484110.0,349774720.0,786307460.0,230921570.0,684422660.0,411269220.0,748802750.0
2063.0,290007200.0,473272160.0,1009347260.0,595564200.0,1114832800.0,1017392800.0,201008530.0,326487000.0,758360060.0,216792430.0,598101200.0,386734940.0,717256700.0
2064.0,268868770.0,443348260.0,965610560.0,560894900.0,1168661500.0,964235460.0,188199710.0,288942430.0,712887940.0,207649840.0,574285000.0,377859170.0,684311360.0
2065.0,249898800.0,410430430.0,976618700.0,532054240.0,1118390700.0,930706940.0,175238130.0,266039040.0,690007200.0,198864620.0,548933700.0,369250750.0,646126660.0
2066.0,234670060.0,396650020.0,930013700.0,514394080.0,1050452160.0,914537540.0,166351000.0,249156640.0,663148900.0,186439310.0,538762600.0,326126430.0,623060700.0
2067.0,226579470.0,358697570.0,890793860.0,512514500.0,1007722700.0,894210100.0,158099860.0,235608820.0,652932860.0,178238020.0,511548260.0,295051100.0,647581950.0
2068.0,207454060.0,338729100.0,861483500.0,475780030.0,1012937000.0,872677200.0,149988240.0,220924670.0,657164200.0,169323250.0,490456320.0,272227200.0,597329660.0
2069.0,195376430.0,324539260.0,823627500.0,450854050.0,956027000.0,866383600.0,144002020.0,210701310.0,595112100.0,161390880.0,468878270.0,258281570.0,557252860.0
2070.0,183430540.0,307878720.0,809676800.0,430536830.0,917861200.0,820302000.0,137982100.0,201882720.0,572740300.0,153750050.0,453315170.0,238349620.0,532502180.0
2071.0,176310370.0,305143330.0,764447550.0,401804580.0,886061800.0,797932000.0,132054890.0,190989180.0,551606100.0,146856430.0,444797860.0,224021150.0,515297020.0
2072.0,166984590.0,268131040.0,729139650.0,369628220.0,862232450.0,757629250.0,125483020.0,181326670.0,581578900.0,142630990.0,426320060.0,212880880.0,507556350.0
2073.0,161800660.0,249351440.0,716557000.0,350209250.0,880641400.0,738534400.0,120640790.0,174054910.0,524858880.0,139158200.0,398137060.0,203644860.0,487007230.0
2074.0,153148160.0,239834060.0,676339000.0,330964960.0,833297700.0,709438660.0,115558830.0,166734260.0,500593300.0,135256160.0,384267230.0,196010930.0,459022940.0
2075.0,146290860.0,226685600.0,655793150.0,344985000.0,813665300.0,692564100.0,112359140.0,161002500.0,485157000.0,132161160.0,383898340.0,185528300.0,432212450.0
2076.0,137087890.0,212828370.0,634894340.0,296275780.0,789556540.0,658214700.0,106732504.0,159847000.0,488296450.0,129178930.0,418917500.0,175329950.0,436004380.0
2077.0,138484590.0,201845920.0,606445060.0,291464400.0,790210000.0,633588160.0,102260360.0,150491230.0,449137250.0,127019990.0,356065540.0,168405440.0,393539840.0
2078.0,127172330.0,195544620.0,563352260.0,265613740.0,764565900.0,603504640.0,99712080.0,143006580.0,426372130.0,123125270.0,339182940.0,160658930.0,372166800.0
2079.0,122083710.0,186293600.0,538281340.0,256806180.0,730036740.0,591471000.0,95558616.0,138181470.0,419026200.0,120953900.0,336558180.0,153992140.0,358360600.0
2080.0,118170290.0,177970300.0,504308380.0,243227470.0,699341630.0,567571140.0,91127170.0,131450744.0,391714900.0,118774410.0,308889470.0,146795870.0,394586700.0
2081.0,114212536.0,170119780.0,476273250.0,237853840.0,713365760.0,538161100.0,89470040.0,126915070.0,374384320.0,123435816.0,298607230.0,141276130.0,343714200.0
2082.0,110430536.0,164863060.0,500755700.0,219362480.0,654074050.0,514693920.0,86647090.0,122546800.0,355757500.0,126584904.0,286321020.0,136461570.0,325508400.0
2083.0,105753464.0,157057780.0,444495840.0,205524910.0,635137540.0,494889630.0,85042850.0,118639240.0,336339100.0,114451720.0,274077470.0,133279470.0,303525100.0
2084.0,101304584.0,150720660.0,412751580.0,196367280.0,622383740.0,457379700.0,84033096.0,115146100.0,322223170.0,111330860.0,316224220.0,133962650.0,367495260.0
2085.0,100411090.0,148558770.0,392625060.0,190631520.0,595955600.0,427568640.0,82157030.0,112135840.0,315845980.0,136122270.0,274534940.0,125073976.0,309137570.0
2086.0,96078030.0,145667650.0,373518880.0,182814460.0,576078700.0,403704600.0,78564300.0,109407290.0,300947040.0,112378870.0,261852530.0,123277256.0,269816600.0
2087.0,93324870.0,138214350.0,354462400.0,176076930.0,553753540.0,390467550.0,75794380.0,107159976.0,293783550.0,106458040.0,241528800.0,118391300.0,265253470.0
2088.0,90451040.0,131769670.0,330750850.0,171275870.0,543276300.0,371700960.0,74072330.0,104064990.0,284703360.0,104229100.0,229902060.0,114130856.0,252733010.0
2089.0,87058540.0,128148120.0,322183800.0,163454370.0,519781220.0,359780740.0,69408424.0,101439030.0,289780480.0,102223300.0,226224160.0,111836760.0,243883230.0
2090.0,85123780.0,124833260.0,298905180.0,161416980.0,514311600.0,341228030.0,67892856.0,99049240.0,263613140.0,100867500.0,217396660.0,107697210.0,238727150.0
2091.0,81575370.0,120658264.0,276447940.0,158343550.0,488821340.0,326270270.0,65254320.0,97325416.0,250285300.0,97938880.0,211325120.0,105367020.0,228095340.0
2092.0,78972456.0,116454150.0,252814830.0,156095470.0,470573220.0,335107360.0,62522136.0,93307040.0,250976960.0,96317416.0,200168860.0,104536440.0,215915000.0
2093.0,75352790.0,113260130.0,270309220.0,146932380.0,449341000.0,291098880.0,59442110.0,90894590.0,234956770.0,96223496.0,197312480.0,101661544.0,209726460.0
2094.0,74277570.0,109923500.0,230482080.0,149770700.0,431081380.0,274070980.0,57606240.0,88290110.0,229205220.0,94363304.0,193962800.0,100632300.0,201546220.0
2095.0,72237590.0,106692400.0,217420750.0,141537260.0,417255550.0,259799570.0,54922788.0,85597690.0,245203470.0,93897920.0,187155730.0,97801010.0,215018910.0
2096.0,69934590.0,103011656.0,204868130.0,135941730.0,403703680.0,250540720.0,52346372.0,83737576.0,214191100.0,91998090.0,181301980.0,95898104.0,196164980.0
2097.0,66452960.0,99118040.0,197258990.0,133653020.0,385561020.0,237697630.0,49769830.0,82142530.0,205182750.0,95372140.0,176612290.0,95697320.0,185521310.0
2098.0,62873004.0,97367170.0,185282560.0,129415976.0,371717630.0,233599700.0,49206040.0,79706200.0,203069090.0,89543290.0,173906460.0,93517304.0,181394180.0
2099.0,61529300.0,94591040.0,178066620.0,125406060.0,365280500.0,216821870.0,47756496.0,76419016.0,201931740.0,87466780.0,173552140.0,91248780.0,200618770.0
2100.0,60390220.0,91568310.0,168200220.0,122407550.0,360555700.0,214085010.0,46897516.0,73389790.0,196474460.0,85265640.0,170429140.0,89313840.0,173798700.0
