time,CANESM5,MRI-ESM2-0,CNRM-ESM2-1,UKESM1-0-LL,IPSL-CM6A-LR
2069.0,217230140.0,380283000.0,586050240.0,127596400.0,320208300.0
2070.0,207200600.0,349177340.0,704987140.0,121126456.0,301515230.0
2071.0,207743460.0,335207650.0,595991740.0,126422504.0,288409020.0
2072.0,230695420.0,331196350.0,548214600.0,113009840.0,292223940.0
2073.0,192855260.0,309499140.0,600129300.0,109728150.0,253128420.0
2074.0,192806780.0,334919870.0,531177280.0,107952500.0,244570530.0
2075.0,183733620.0,310048100.0,507052260.0,105639640.0,239303020.0
2076.0,178176900.0,288745820.0,535960320.0,102025816.0,255371710.0
2077.0,175223710.0,382974270.0,507848740.0,101377304.0,224276460.0
2078.0,172863540.0,452680320.0,460325440.0,98431270.0,218787200.0
2079.0,167437500.0,317940930.0,441379940.0,95616280.0,208842160.0
2080.0,165990400.0,294016480.0,441710820.0,92774590.0,206448940.0
2081.0,170818430.0,283331940.0,425371260.0,91725580.0,197261440.0
2082.0,162887800.0,355363800.0,436058900.0,90645000.0,206259330.0
2083.0,161761700.0,277675300.0,394820400.0,88078264.0,196279220.0
2084.0,164375200.0,369565300.0,382986720.0,90051480.0,203969040.0
2085.0,157652240.0,284953150.0,396487170.0,87477930.0,195071550.0
2086.0,163610860.0,349416400.0,380786340.0,86158700.0,193780320.0
2087.0,156664670.0,301640960.0,348026900.0,83708260.0,212456180.0
2088.0,156311780.0,323805820.0,358925150.0,81533790.0,191944220.0
2089.0,156806300.0,323980580.0,337385400.0,80440470.0,182172580.0
2090.0,174489570.0,292662140.0,397859070.0,79697360.0,178415820.0
2091.0,152448800.0,325716900.0,431989470.0,84797016.0,176748430.0
2092.0,152142960.0,397331840.0,338632540.0,80162430.0,174783000.0
2093.0,172575070.0,318992400.0,389005340.0,78086264.0,184788600.0
2094.0,184632020.0,315493300.0,364919970.0,80394820.0,199335220.0
2095.0,181035920.0,387492860.0,331260260.0,76895384.0,182360060.0
2096.0,162587580.0,484985860.0,321702000.0,74869704.0,261601120.0
2097.0,191629300.0,518310500.0,437353760.0,75066750.0,185186780.0
2098.0,173511020.0,421269540.0,360196540.0,80702530.0,191471550.0
2099.0,162870050.0,362641400.0,318692380.0,90172344.0,192848030.0
2100.0,156984830.0,377584670.0,305539600.0,80983464.0,261914800.0
