time,NORESM1-M,CSIRO-MK3-6-0,CANESM2,GFDL-CM3,CNRM-CM5,MPI-ESM-LR,IPSL-CM5A-LR,GFDL-ESM2G,CCSM4,GISS-E2-R
2040.0,565563360000.0,632944850000.0,560258740000.0,468950840000.0,556845960000.0,643284600000.0,495477620000.0,535199020000.0,418793100000.0,672425840000.0
2041.0,550477760000.0,607945360000.0,546664020000.0,456955560000.0,545926550000.0,627019150000.0,474623900000.0,518786580000.0,402900550000.0,649769800000.0
2042.0,530349650000.0,580942600000.0,525874820000.0,434356220000.0,534562340000.0,610457700000.0,463657300000.0,508328500000.0,389842860000.0,624251200000.0
2043.0,516230450000.0,564598150000.0,507183140000.0,421843960000.0,528547940000.0,591671070000.0,441191860000.0,498477170000.0,375673450000.0,605982300000.0
2044.0,497966800000.0,547956520000.0,491489070000.0,402986040000.0,524664200000.0,570422900000.0,422494340000.0,482394870000.0,357870100000.0,596726000000.0
2045.0,470747770000.0,532068240000.0,478049930000.0,385187020000.0,520357050000.0,554672500000.0,401893950000.0,469655500000.0,341461900000.0,580802700000.0
2046.0,454015250000.0,509048950000.0,466873100000.0,370598970000.0,512182750000.0,548359700000.0,376606600000.0,452781800000.0,322644840000.0,568434160000.0
2047.0,432830870000.0,481315060000.0,444185380000.0,351415040000.0,498618660000.0,526198870000.0,368094540000.0,440901760000.0,316426880000.0,556781540000.0
2048.0,417294940000.0,459426500000.0,421894750000.0,334237960000.0,484721030000.0,512416020000.0,350469420000.0,427959600000.0,304687580000.0,540829580000.0
2049.0,403275550000.0,443390130000.0,403201130000.0,316787130000.0,471090230000.0,505706100000.0,327890600000.0,414424860000.0,292931570000.0,519842140000.0
2050.0,386562460000.0,429466320000.0,385753840000.0,301339640000.0,461315700000.0,490471560000.0,311860040000.0,398345400000.0,277909730000.0,505869000000.0
2051.0,367442400000.0,418380800000.0,366392080000.0,283312980000.0,444962800000.0,483723840000.0,296750900000.0,381136140000.0,264744000000.0,490478760000.0
2052.0,353161450000.0,403943700000.0,346250500000.0,269605600000.0,434905150000.0,466089770000.0,285134300000.0,365697830000.0,254104580000.0,481881100000.0
2053.0,342229800000.0,379789500000.0,331392300000.0,254643130000.0,420109160000.0,456937050000.0,270938600000.0,353882370000.0,244368640000.0,467613800000.0
2054.0,323306060000.0,362315000000.0,310970780000.0,240302060000.0,412926570000.0,444738570000.0,256664290000.0,345434720000.0,236150720000.0,457672560000.0
2055.0,306802950000.0,346599650000.0,299421760000.0,231497660000.0,402257500000.0,431684200000.0,244179520000.0,333425540000.0,226796080000.0,446258050000.0
2056.0,295355150000.0,329500400000.0,283496900000.0,221453550000.0,391799900000.0,407436400000.0,229957960000.0,316836350000.0,215329420000.0,437260100000.0
2057.0,285853350000.0,313510360000.0,270103690000.0,206640140000.0,375320440000.0,392849520000.0,215791570000.0,304309080000.0,204585680000.0,422166040000.0
2058.0,277015900000.0,295560580000.0,257486540000.0,195458700000.0,359310950000.0,380094640000.0,204950240000.0,291602660000.0,196246950000.0,411236800000.0
2059.0,267375560000.0,287675060000.0,247592190000.0,181824630000.0,353668500000.0,370582000000.0,193629540000.0,281444940000.0,187408020000.0,399043000000.0
2060.0,257957450000.0,275514230000.0,231567820000.0,169601630000.0,342212050000.0,357139640000.0,185186010000.0,274827530000.0,174342960000.0,390005100000.0
2061.0,243608290000.0,260596150000.0,216501030000.0,161060290000.0,331200530000.0,348372570000.0,175094020000.0,266261000000.0,165226730000.0,377009800000.0
2062.0,230466030000.0,246544600000.0,202676470000.0,149798570000.0,321985840000.0,339376900000.0,163203190000.0,258668600000.0,152347430000.0,368326540000.0
2063.0,221939040000.0,233908850000.0,189095670000.0,137254710000.0,317408380000.0,329110800000.0,154349910000.0,249751300000.0,141986600000.0,361868230000.0
2064.0,213916200000.0,218663000000.0,173899600000.0,127731450000.0,304428200000.0,313877600000.0,144027620000.0,243656570000.0,133733384000.0,349897560000.0
2065.0,203733930000.0,211852500000.0,163121970000.0,119443060000.0,291876300000.0,305233430000.0,134470360000.0,236281770000.0,124142950000.0,345753350000.0
2066.0,187007600000.0,197981320000.0,153528220000.0,110234770000.0,275863100000.0,293536960000.0,126404490000.0,225673640000.0,116370640000.0,335901800000.0
2067.0,178630560000.0,183567880000.0,141360230000.0,102335480000.0,262312870000.0,277346750000.0,114694940000.0,217703090000.0,108465660000.0,328215630000.0
2068.0,166044660000.0,174169000000.0,129149800000.0,93761670000.0,243751710000.0,268615840000.0,107128670000.0,206429400000.0,101750550000.0,321955530000.0
2069.0,156564180000.0,164727010000.0,118016940000.0,85747360000.0,234822840000.0,255024090000.0,99365530000.0,198791050000.0,96000350000.0,318283150000.0
2070.0,146874290000.0,154981520000.0,110713635000.0,79936280000.0,222402330000.0,245035840000.0,91180564000.0,190176970000.0,88284640000.0,306684200000.0
2071.0,139852350000.0,141134250000.0,101974320000.0,71446620000.0,213384330000.0,231969210000.0,82834350000.0,184668320000.0,82004074000.0,295944620000.0
2072.0,129200170000.0,133099300000.0,93063760000.0,65112700000.0,208847960000.0,219854050000.0,75996430000.0,174229210000.0,77969460000.0,289574350000.0
2073.0,116990520000.0,122342015000.0,82766640000.0,59900360000.0,191756660000.0,211959920000.0,68617134000.0,167570370000.0,73886050000.0,281682770000.0
2074.0,107140150000.0,114413760000.0,77585900000.0,54870890000.0,174086700000.0,201038170000.0,61564270000.0,159066360000.0,66462196000.0,273783340000.0
2075.0,98973340000.0,107359216000.0,71476510000.0,49390154000.0,161731170000.0,191316790000.0,55290122000.0,152755420000.0,59969995000.0,263780090000.0
2076.0,88594630000.0,101210520000.0,65063027000.0,43285684000.0,151301930000.0,183870600000.0,49668310000.0,146526450000.0,55415560000.0,255003210000.0
2077.0,82082580000.0,96267280000.0,58709012000.0,38424420000.0,142898360000.0,171989900000.0,44627493000.0,140549540000.0,50217810000.0,248000890000.0
2078.0,77433890000.0,89260745000.0,51900600000.0,34503504000.0,136078540000.0,161132580000.0,40249016000.0,132655620000.0,45557293000.0,243380940000.0
2079.0,70901670000.0,84496610000.0,46361653000.0,31491305000.0,128380810000.0,157008890000.0,35222660000.0,126236540000.0,40434550000.0,236479000000.0
2080.0,65471513000.0,76725486000.0,40034337000.0,28635093000.0,118707740000.0,149155890000.0,31821562000.0,119136250000.0,36373787000.0,229684460000.0
2081.0,58458130000.0,68704772000.0,34790510000.0,24897841000.0,108922495000.0,141787550000.0,27668998000.0,111632090000.0,33246794000.0,219897580000.0
2082.0,51544887000.0,62970400000.0,31115592000.0,22604315000.0,101198940000.0,136936190000.0,24582877000.0,106857750000.0,30394894000.0,210753240000.0
2083.0,47494530000.0,57331896000.0,27105567000.0,19942154000.0,91595250000.0,130755530000.0,21667912000.0,101675450000.0,27175756000.0,201464330000.0
2084.0,42629500000.0,51628827000.0,23343948000.0,17462637000.0,85138800000.0,124337510000.0,19332000000.0,94768950000.0,24746787000.0,194591820000.0
2085.0,39059980000.0,46615245000.0,20683944000.0,15908011000.0,78422450000.0,118241410000.0,17548165000.0,91193200000.0,22058550000.0,187671860000.0
2086.0,35865900000.0,40763300000.0,18311475000.0,14375005000.0,72119980000.0,112180265000.0,15599258000.0,85974730000.0,19671660000.0,178991810000.0
2087.0,32150702000.0,36979620000.0,16038812000.0,12957807000.0,64993590000.0,104287764000.0,14434479000.0,80144400000.0,17981741000.0,173234060000.0
2088.0,28702327000.0,34524930000.0,13776554000.0,11865598000.0,59974574000.0,97163850000.0,12481086000.0,73670000000.0,15893547000.0,168769320000.0
2089.0,25433140000.0,32058681000.0,11964557000.0,10705654000.0,55887774000.0,89637490000.0,11328663000.0,69626544000.0,13949510000.0,163717790000.0
2090.0,23321618000.0,29776280000.0,9652453000.0,9257300000.0,51066430000.0,83678044000.0,10265635000.0,64615723000.0,12221442000.0,158331830000.0
2091.0,21323196000.0,27715070000.0,8157390300.0,8602109000.0,45784855000.0,77104690000.0,9263875000.0,60513935000.0,11297295000.0,152065440000.0
2092.0,19348390000.0,25556503000.0,7068223500.0,7558921700.0,40887230000.0,71224580000.0,8371771400.0,55464903000.0,10272100000.0,144242230000.0
2093.0,17715976000.0,23056873000.0,6098716000.0,6899497000.0,36190732000.0,66292253000.0,7674904600.0,52353470000.0,8958096000.0,140421960000.0
2094.0,15853958000.0,20882900000.0,5212668400.0,6284026000.0,33114500000.0,60691874000.0,7109912000.0,48623180000.0,8201103400.0,137146510000.0
2095.0,14340194000.0,19334926000.0,4520622000.0,5946358000.0,30127581000.0,58037590000.0,6463469600.0,45696975000.0,7366370300.0,132885450000.0
2096.0,13147660000.0,17665411000.0,4196090600.0,5519030000.0,27609831000.0,53835610000.0,5817463300.0,43191180000.0,6888200000.0,128126760000.0
2097.0,11690208000.0,15606007000.0,3838383400.0,5193267700.0,25672245000.0,49869310000.0,5409238500.0,39857086000.0,5999278600.0,121662415000.0
2098.0,10944616000.0,14595732000.0,3447778000.0,4836396000.0,23725804000.0,45088588000.0,5221021000.0,37626044000.0,5710596600.0,117919695000.0
2099.0,10047104000.0,13498708000.0,2995255800.0,4465351000.0,21065492000.0,41999690000.0,4726253000.0,35507708000.0,5227666000.0,113943690000.0
2100.0,9087811000.0,12141610000.0,2571462000.0,3972734200.0,19566825000.0,39217760000.0,4293865500.0,34049060000.0,4954904000.0,110036460000.0
