time,GFDL-ESM2G,IPSL-CM5A-LR,CESM1-CAM5,GISS-E2-R,CCSM4,NORESM1-M,GFDL-CM3,CSIRO-MK3-6-0
2073.0,288481350000.0,211506000000.0,142296510000.0,344458040000.0,260690000000.0,248369230000.0,128718180000.0,278269070000.0
2074.0,284831800000.0,203658670000.0,134678995000.0,337945600000.0,247209120000.0,237216170000.0,121684460000.0,269318210000.0
2075.0,274259700000.0,199811370000.0,126028235000.0,332394500000.0,236314350000.0,230674060000.0,114443750000.0,262494420000.0
2076.0,268774740000.0,193124480000.0,117399910000.0,328273330000.0,230720470000.0,216478250000.0,111657600000.0,253429810000.0
2077.0,263211340000.0,187894870000.0,109329300000.0,319405360000.0,222328700000.0,206023740000.0,104561450000.0,239152640000.0
2078.0,257686730000.0,179041810000.0,100173080000.0,312307200000.0,218123600000.0,197006080000.0,98244575000.0,228148530000.0
2079.0,251320960000.0,170662530000.0,92800960000.0,302216540000.0,211516280000.0,192495710000.0,92263180000.0,216156080000.0
2080.0,245682320000.0,163915240000.0,86182170000.0,302194330000.0,208381800000.0,185314460000.0,85261210000.0,206262290000.0
2081.0,238078820000.0,154989150000.0,78757090000.0,299616570000.0,205034950000.0,180447180000.0,81322550000.0,197492620000.0
2082.0,231171390000.0,148163990000.0,70418784000.0,295537400000.0,196605900000.0,172416270000.0,77162560000.0,192103090000.0
2083.0,225317490000.0,140417480000.0,63980600000.0,291503700000.0,190246450000.0,165280830000.0,71505035000.0,184001050000.0
2084.0,221628810000.0,137772350000.0,59867193000.0,284269150000.0,181296820000.0,159149880000.0,66350936000.0,174925370000.0
2085.0,216634340000.0,132511660000.0,55715670000.0,278354700000.0,173878660000.0,147896040000.0,61712070000.0,166658280000.0
2086.0,210648580000.0,125800400000.0,51063857000.0,273402020000.0,165553780000.0,141089670000.0,56807540000.0,157115880000.0
2087.0,201749510000.0,117640930000.0,46153806000.0,268463010000.0,156571600000.0,133991694000.0,53627736000.0,146473480000.0
2088.0,194273430000.0,109803390000.0,41508168000.0,264664940000.0,150180800000.0,126482330000.0,50132083000.0,142453720000.0
2089.0,188102500000.0,103269260000.0,38297965000.0,261728860000.0,141410930000.0,120230600000.0,46771280000.0,135553970000.0
2090.0,177555000000.0,95874180000.0,34595960000.0,258757980000.0,132572996000.0,110146050000.0,43104220000.0,129019820000.0
2091.0,174322680000.0,88730640000.0,31068217000.0,254323410000.0,127723070000.0,103523780000.0,40340156000.0,119642915000.0
2092.0,166833550000.0,81733560000.0,28393763000.0,247164650000.0,123525554000.0,96175020000.0,36645937000.0,113542580000.0
2093.0,158583260000.0,76054010000.0,25824817000.0,245398320000.0,118120235000.0,89317745000.0,33962457000.0,108512520000.0
2094.0,154949370000.0,72119165000.0,22915152000.0,240019300000.0,113799760000.0,84479205000.0,32054583000.0,99842550000.0
2095.0,146850200000.0,67462443000.0,20896416000.0,239740880000.0,108885885000.0,79356420000.0,30259173000.0,94814250000.0
2096.0,138191320000.0,63334970000.0,19453094000.0,237493930000.0,103386700000.0,75581610000.0,28217217000.0,90219120000.0
2097.0,127592554000.0,59200060000.0,17929580000.0,233235730000.0,98732966000.0,71435450000.0,26568274000.0,86097486000.0
2098.0,125067400000.0,56503026000.0,16377327000.0,231086830000.0,97394070000.0,67962454000.0,24851583000.0,79587000000.0
2099.0,121293324000.0,51749430000.0,15140146000.0,227298690000.0,94940340000.0,63825130000.0,23068609000.0,75728650000.0
2100.0,114726190000.0,49051124000.0,14271400000.0,227477270000.0,93662180000.0,58970546000.0,21768841000.0,71770600000.0
