time,CANESM2,CSIRO-MK3-6-0,GFDL-CM3,MPI-ESM-LR,CNRM-CM5,NORESM1-M,CCSM4,GISS-E2-R,CESM1-CAM5,IPSL-CM5A-LR,GFDL-ESM2G
2021.0,840023600000.0,839000000000.0,831457700000.0,830857700000.0,843218160000.0,840657100000.0,841883250000.0,839490900000.0,828751150000.0,832605500000.0,855335760000.0
2022.0,824781640000.0,821670450000.0,811598600000.0,812417940000.0,828259400000.0,830533530000.0,821859100000.0,830432740000.0,829164200000.0,827694100000.0,850185600000.0
2023.0,802270500000.0,796245160000.0,790922900000.0,805160900000.0,811512560000.0,821583600000.0,804079140000.0,828972470000.0,823351250000.0,819593940000.0,829458740000.0
2024.0,782311300000.0,774105600000.0,780635870000.0,784554100000.0,803375800000.0,810545000000.0,776916960000.0,811650840000.0,804663400000.0,801414200000.0,813663000000.0
2025.0,774702400000.0,764243700000.0,758075200000.0,784391340000.0,792721800000.0,810759750000.0,759842870000.0,806233800000.0,789558070000.0,786570150000.0,805114150000.0
2026.0,763262700000.0,761217740000.0,744165100000.0,771857650000.0,787570600000.0,794508600000.0,745933600000.0,797959700000.0,777141100000.0,780785940000.0,781664060000.0
2027.0,746064000000.0,752998300000.0,723068800000.0,748944950000.0,767989000000.0,787015600000.0,731199600000.0,795760200000.0,760288200000.0,770618500000.0,759491400000.0
2028.0,734202800000.0,744571340000.0,699534540000.0,731849100000.0,756776760000.0,772416200000.0,725658200000.0,794186550000.0,737366700000.0,753426000000.0,744842100000.0
2029.0,704677500000.0,742706450000.0,704533000000.0,718706400000.0,744260700000.0,749855600000.0,708150170000.0,794513600000.0,711481560000.0,751893600000.0,735177740000.0
2030.0,687761060000.0,739608170000.0,694281700000.0,710787330000.0,728494200000.0,734294840000.0,679727600000.0,790380150000.0,686743750000.0,745812300000.0,718493400000.0
2031.0,677517300000.0,734144100000.0,668486860000.0,704723200000.0,716795900000.0,731396830000.0,666212400000.0,781115300000.0,671907840000.0,742551700000.0,712033760000.0
2032.0,668664660000.0,713686000000.0,659174850000.0,694328900000.0,714542940000.0,712454000000.0,661934400000.0,769299200000.0,668129100000.0,728070200000.0,697904860000.0
2033.0,648142900000.0,699257060000.0,643416600000.0,685831950000.0,708693400000.0,695757400000.0,648947600000.0,767580600000.0,642200800000.0,716202900000.0,686768800000.0
2034.0,622616500000.0,673289140000.0,628882150000.0,679281100000.0,699202340000.0,682425840000.0,635374530000.0,758815700000.0,618197000000.0,701194630000.0,667145540000.0
2035.0,594792940000.0,652682100000.0,605813800000.0,666294350000.0,690128950000.0,661217400000.0,619605300000.0,761750200000.0,600140000000.0,694347560000.0,652886400000.0
2036.0,574987960000.0,637487200000.0,583883360000.0,651308040000.0,680007760000.0,653421900000.0,605274640000.0,755655100000.0,582537800000.0,688165500000.0,653312500000.0
2037.0,561036260000.0,628590840000.0,556377240000.0,633726300000.0,663202960000.0,640877300000.0,596937540000.0,748626000000.0,568233800000.0,674155660000.0,643736400000.0
2038.0,545598600000.0,607803800000.0,534798470000.0,623699200000.0,657340300000.0,644778400000.0,581603600000.0,726607660000.0,548325560000.0,672347700000.0,630270100000.0
2039.0,527718400000.0,592365940000.0,525168480000.0,601951700000.0,645819600000.0,637805600000.0,577609330000.0,711449800000.0,527185870000.0,663094600000.0,610825600000.0
2040.0,519573370000.0,577588170000.0,510935040000.0,595027500000.0,642208900000.0,622836650000.0,570835600000.0,697046800000.0,513324220000.0,651961600000.0,590282600000.0
2041.0,491185440000.0,556352400000.0,492384780000.0,584995000000.0,637221340000.0,617459740000.0,565526300000.0,692063760000.0,491258800000.0,646393950000.0,564172400000.0
2042.0,468135350000.0,539428650000.0,475092420000.0,580216500000.0,632307200000.0,602990200000.0,557942000000.0,681318100000.0,478746940000.0,635569900000.0,552207800000.0
2043.0,453223600000.0,528742800000.0,471407300000.0,571836660000.0,618927000000.0,595480900000.0,541371170000.0,676621500000.0,458292130000.0,627167460000.0,536579800000.0
2044.0,437737400000.0,517061500000.0,458334540000.0,553339000000.0,605337400000.0,584139100000.0,533848650000.0,673968800000.0,443452850000.0,622883500000.0,532353940000.0
2045.0,428789660000.0,504989970000.0,441893450000.0,538467400000.0,607307400000.0,572031960000.0,524109580000.0,670106400000.0,424457570000.0,615901100000.0,518212300000.0
2046.0,424390920000.0,499467160000.0,424891550000.0,528920180000.0,604576500000.0,563753400000.0,514888630000.0,662269800000.0,411799360000.0,616973800000.0,507815720000.0
2047.0,415346030000.0,493640120000.0,408357770000.0,511968050000.0,598496050000.0,552955150000.0,501008300000.0,656926300000.0,400638250000.0,606542500000.0,492159200000.0
2048.0,398779970000.0,492533700000.0,398933360000.0,497244600000.0,598976700000.0,542433600000.0,492511260000.0,647897700000.0,388080100000.0,591191800000.0,488811600000.0
2049.0,386116850000.0,483421060000.0,384146600000.0,490061140000.0,595868700000.0,528913860000.0,483448520000.0,637783700000.0,377332920000.0,590890700000.0,482412500000.0
2050.0,372248250000.0,468176470000.0,371559630000.0,485198040000.0,596941300000.0,527060340000.0,474355600000.0,624762900000.0,365720540000.0,586527100000.0,479889200000.0
2051.0,359430030000.0,459074400000.0,360084370000.0,474744100000.0,593749150000.0,524164600000.0,468148880000.0,610312650000.0,354408400000.0,580688400000.0,479503650000.0
2052.0,354495500000.0,447537550000.0,347683980000.0,467217740000.0,587719640000.0,518740840000.0,466357680000.0,605422600000.0,341728000000.0,574829300000.0,469204200000.0
2053.0,350295260000.0,437313960000.0,327224330000.0,461519620000.0,581944300000.0,503215500000.0,460481950000.0,599634700000.0,325578360000.0,571928500000.0,463487500000.0
2054.0,335459120000.0,433858870000.0,316294430000.0,452976800000.0,573869400000.0,493346850000.0,456153200000.0,590689800000.0,315016600000.0,563166800000.0,458146350000.0
2055.0,332392500000.0,422743200000.0,305872600000.0,448661650000.0,561460740000.0,489370600000.0,446969700000.0,584456800000.0,307424070000.0,550729000000.0,455470400000.0
2056.0,321712950000.0,403685050000.0,290108500000.0,439241970000.0,558980700000.0,487298760000.0,439188360000.0,584825800000.0,298419000000.0,543775130000.0,443196300000.0
2057.0,314092320000.0,386283400000.0,277066800000.0,432727330000.0,555563350000.0,487413320000.0,430323070000.0,581037600000.0,291121920000.0,540439900000.0,434529570000.0
2058.0,308289270000.0,375907200000.0,265429350000.0,426609800000.0,539989050000.0,474548930000.0,426157280000.0,575873350000.0,284800320000.0,536854430000.0,427179300000.0
2059.0,300923200000.0,364974870000.0,258723770000.0,427552640000.0,532197200000.0,463861550000.0,421991780000.0,567142250000.0,272279950000.0,541299470000.0,416988700000.0
2060.0,297114530000.0,361723070000.0,251451260000.0,416315900000.0,527848470000.0,458838400000.0,415445420000.0,561564400000.0,262729400000.0,535331270000.0,414000300000.0
2061.0,292005870000.0,355977000000.0,239912750000.0,411815900000.0,510493000000.0,449385730000.0,408053900000.0,559771200000.0,252632370000.0,525398500000.0,421848800000.0
2062.0,286844780000.0,349669820000.0,234387770000.0,401213030000.0,501305800000.0,439626830000.0,393913240000.0,556502800000.0,240863070000.0,522354600000.0,419269840000.0
2063.0,286136830000.0,348748740000.0,223540050000.0,389762350000.0,491853550000.0,427687350000.0,384956270000.0,551212300000.0,235727730000.0,518862470000.0,412538730000.0
2064.0,281164640000.0,342516100000.0,214919120000.0,382750600000.0,479003770000.0,417174160000.0,383112480000.0,547745370000.0,231960850000.0,511130140000.0,412974840000.0
2065.0,274768100000.0,336314630000.0,211320240000.0,376494330000.0,474264040000.0,417238100000.0,372333770000.0,547296800000.0,224841330000.0,506511130000.0,409126930000.0
2066.0,266961320000.0,330898100000.0,206526090000.0,366312330000.0,467764700000.0,406529700000.0,364243420000.0,539971550000.0,217950450000.0,499826430000.0,410181040000.0
2067.0,260020450000.0,327103770000.0,198050230000.0,363927370000.0,451762700000.0,407949180000.0,356742300000.0,533704500000.0,211742050000.0,489359930000.0,408862300000.0
2068.0,254069830000.0,323234000000.0,190362000000.0,350395560000.0,452028960000.0,394850900000.0,354469120000.0,530296830000.0,204056690000.0,483762500000.0,409240930000.0
2069.0,248121300000.0,320890400000.0,179950240000.0,347233980000.0,450183070000.0,384296780000.0,348726200000.0,531529170000.0,196208500000.0,477679650000.0,402778880000.0
2070.0,243532840000.0,314970400000.0,175366130000.0,344178330000.0,444425000000.0,370871600000.0,347639580000.0,519965150000.0,188310220000.0,465420700000.0,393981170000.0
2071.0,237672630000.0,308822100000.0,170524570000.0,341470970000.0,435309870000.0,362405230000.0,344079700000.0,510328900000.0,181969810000.0,467274200000.0,383219730000.0
2072.0,235836920000.0,309311500000.0,162335230000.0,339422800000.0,428106060000.0,355382950000.0,344514820000.0,499412630000.0,173807270000.0,463320000000.0,378218400000.0
2073.0,234718460000.0,304430700000.0,155175160000.0,331110550000.0,416527500000.0,347937180000.0,338431930000.0,505542700000.0,166878200000.0,460536770000.0,369676320000.0
2074.0,232948900000.0,296440460000.0,149946450000.0,326075900000.0,406017870000.0,337418450000.0,334712340000.0,499859880000.0,159127960000.0,456375470000.0,367715000000.0
2075.0,230200380000.0,284681300000.0,144004100000.0,324038200000.0,398714960000.0,332286530000.0,326426920000.0,496138420000.0,154323040000.0,451617950000.0,369021320000.0
2076.0,227115860000.0,276031600000.0,138794390000.0,323435920000.0,385194600000.0,324553240000.0,326552030000.0,499715000000.0,148449800000.0,448114900000.0,368412520000.0
2077.0,224750570000.0,272399730000.0,133981240000.0,318640500000.0,372233760000.0,317044230000.0,325869500000.0,506799750000.0,143362130000.0,437232300000.0,364542260000.0
2078.0,221131280000.0,265876520000.0,128472785000.0,315846850000.0,364052970000.0,310750700000.0,315184500000.0,502327440000.0,138744730000.0,428050840000.0,364765020000.0
2079.0,217907180000.0,258160590000.0,125786160000.0,316320380000.0,362119530000.0,305794450000.0,314342280000.0,495066740000.0,129979580000.0,422635700000.0,360106560000.0
2080.0,212775780000.0,253937940000.0,119346750000.0,311974950000.0,358324860000.0,301924250000.0,310622550000.0,493001930000.0,125117890000.0,420561000000.0,363292660000.0
2081.0,213113140000.0,246795120000.0,115455590000.0,305374430000.0,347113500000.0,301958400000.0,312721540000.0,493051380000.0,122540200000.0,420168500000.0,364272800000.0
2082.0,211357970000.0,241722030000.0,112829060000.0,303377350000.0,344300160000.0,296952100000.0,309528430000.0,493843500000.0,119119400000.0,419560550000.0,366991200000.0
2083.0,208761420000.0,234284350000.0,109750110000.0,302446440000.0,341795240000.0,292991830000.0,305798300000.0,497438750000.0,115430870000.0,412826570000.0,360700000000.0
2084.0,206040070000.0,229567120000.0,107174010000.0,299943000000.0,338031050000.0,291349360000.0,301406220000.0,499294400000.0,113456480000.0,403565150000.0,362478500000.0
2085.0,203017930000.0,227564600000.0,104351700000.0,296811600000.0,329867400000.0,283937140000.0,298249980000.0,492962150000.0,110970855000.0,394144580000.0,358573640000.0
2086.0,197060590000.0,223678730000.0,100782020000.0,293406540000.0,323437300000.0,278089070000.0,297206400000.0,494725400000.0,107494924000.0,387316120000.0,350770230000.0
2087.0,192311820000.0,216020630000.0,99066995000.0,289559900000.0,315323250000.0,268215270000.0,296217100000.0,492537250000.0,104655640000.0,382467150000.0,341567570000.0
2088.0,187524780000.0,205078820000.0,98299330000.0,284329200000.0,317268200000.0,266672950000.0,291798900000.0,486874900000.0,103386685000.0,383572050000.0,340966900000.0
2089.0,184062890000.0,199157840000.0,95176655000.0,279069980000.0,310014600000.0,258148750000.0,291991650000.0,482547800000.0,101975920000.0,378195200000.0,337795550000.0
2090.0,181379990000.0,200606880000.0,91992310000.0,279717300000.0,303484960000.0,255896420000.0,289038000000.0,479942930000.0,100469100000.0,378381760000.0,335855580000.0
2091.0,178643470000.0,197161800000.0,89208490000.0,281814500000.0,295656820000.0,255903700000.0,288096420000.0,481287180000.0,97772730000.0,363271130000.0,334160500000.0
2092.0,177497490000.0,194471430000.0,86962940000.0,277774470000.0,294053350000.0,250769490000.0,286721000000.0,482585700000.0,97509580000.0,360268900000.0,326305870000.0
2093.0,175681590000.0,190687330000.0,82559440000.0,274266620000.0,292029040000.0,249707860000.0,282367850000.0,478506300000.0,96974740000.0,349274800000.0,325618800000.0
2094.0,172222150000.0,186836650000.0,80516840000.0,274329750000.0,285726400000.0,245705440000.0,282576060000.0,480047730000.0,94774180000.0,347042300000.0,329318070000.0
2095.0,167651980000.0,186783760000.0,79558700000.0,272044000000.0,289732530000.0,239804810000.0,278059500000.0,481983900000.0,94308060000.0,339517300000.0,333580930000.0
2096.0,164384900000.0,184233000000.0,78240200000.0,266920230000.0,286827580000.0,234722770000.0,275544400000.0,477229680000.0,92964940000.0,334681050000.0,329371650000.0
2097.0,162275030000.0,179933610000.0,76505194000.0,264958150000.0,283580730000.0,228275010000.0,279232350000.0,470956300000.0,93584450000.0,331643550000.0,331755650000.0
2098.0,160368700000.0,177831890000.0,74661840000.0,258857550000.0,281920830000.0,224737570000.0,273670060000.0,470734080000.0,91382490000.0,325553520000.0,330849120000.0
2099.0,157791930000.0,173182140000.0,70920190000.0,258385690000.0,281624500000.0,221473280000.0,275742200000.0,468308230000.0,87781690000.0,327155740000.0,330379950000.0
2100.0,155122400000.0,170785340000.0,69022130000.0,258942530000.0,280895300000.0,216660340000.0,271974400000.0,470742730000.0,87707560000.0,320462520000.0,327769880000.0
