time,IPSL-CM6A-LR,MRI-ESM2-0,CESM2-WACCM,CANESM5
2053.0,102510940000.0,102826705000.0,102591450000.0,101803700000.0
2054.0,102355850000.0,102582890000.0,102448234000.0,101605550000.0
2055.0,102249775000.0,102753120000.0,102311035000.0,101354670000.0
2056.0,102066690000.0,102416820000.0,102169444000.0,101275630000.0
2057.0,101931940000.0,102375030000.0,102039940000.0,100971290000.0
2058.0,101755710000.0,102146280000.0,101867270000.0,100803750000.0
2059.0,101545520000.0,101901750000.0,101644740000.0,100557440000.0
2060.0,101301625000.0,101816390000.0,101516690000.0,100295200000.0
2061.0,101042364000.0,101546610000.0,101278910000.0,100058560000.0
2062.0,100963060000.0,101374935000.0,101127610000.0,99766260000.0
2063.0,100664810000.0,101235470000.0,100874215000.0,99550904000.0
2064.0,100949380000.0,101015945000.0,100549690000.0,99297120000.0
2065.0,100842500000.0,100873535000.0,100171550000.0,99128490000.0
2066.0,100345420000.0,100635290000.0,99962570000.0,98876290000.0
2067.0,100072374000.0,100695910000.0,99672244000.0,98911510000.0
2068.0,99744360000.0,100748090000.0,99212220000.0,98552040000.0
2069.0,99347820000.0,100565385000.0,98966495000.0,98179480000.0
2070.0,99020950000.0,100111710000.0,98693610000.0,98067000000.0
2071.0,98777130000.0,99928950000.0,98504730000.0,97809470000.0
2072.0,98739814000.0,99868390000.0,98235120000.0,97547820000.0
2073.0,98425545000.0,99552320000.0,97995530000.0,97218470000.0
2074.0,98123170000.0,99316744000.0,97635650000.0,97324605000.0
2075.0,98017485000.0,99144090000.0,98004530000.0,96658360000.0
2076.0,97479890000.0,99032700000.0,97024840000.0,96281490000.0
2077.0,97569660000.0,98639544000.0,97055465000.0,95941000000.0
2078.0,97195990000.0,98456380000.0,96402440000.0,95699255000.0
2079.0,97176270000.0,98270370000.0,96063545000.0,95581150000.0
2080.0,96923910000.0,97967670000.0,95790260000.0,95305290000.0
2081.0,96778200000.0,97635450000.0,95361696000.0,95033836000.0
2082.0,96541426000.0,97585370000.0,95947950000.0,94757240000.0
2083.0,96252660000.0,97146780000.0,94959650000.0,94462240000.0
2084.0,95999620000.0,96897960000.0,94581500000.0,94143990000.0
2085.0,95680590000.0,96677230000.0,94395310000.0,93867320000.0
2086.0,95387830000.0,96668200000.0,96169935000.0,93814450000.0
2087.0,95008326000.0,97423794000.0,94682850000.0,93447670000.0
2088.0,94955770000.0,97359650000.0,93668290000.0,93318720000.0
2089.0,95228355000.0,97035575000.0,93296690000.0,92833554000.0
2090.0,94299150000.0,96592120000.0,92955470000.0,92520686000.0
2091.0,94000290000.0,95959090000.0,92641000000.0,92251880000.0
2092.0,93893640000.0,95532120000.0,93068020000.0,92511550000.0
2093.0,93601866000.0,95417820000.0,92169650000.0,92084830000.0
2094.0,93251715000.0,95037830000.0,91694825000.0,91571580000.0
2095.0,93194810000.0,95184085000.0,91105360000.0,91812720000.0
2096.0,93302340000.0,94893070000.0,90676770000.0,90951240000.0
2097.0,93108494000.0,95719660000.0,90579340000.0,90693930000.0
2098.0,92361605000.0,94673230000.0,89911940000.0,90424660000.0
2099.0,92318000000.0,94387880000.0,90387550000.0,90201465000.0
2100.0,91880370000.0,94185366000.0,90846220000.0,89834136000.0
