time,MPI-ESM1-2-HR,ACCESS-CM2,CMCC-CM2-SR5,FGOALS-F3-L,BCC-CSM2-MR,NORESM2-MM,CANESM5,GFDL-ESM4,EC-EARTH3,EC-EARTH3-VEG,ACCESS-ESM1-5,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,MRI-ESM2-0,CESM2,TAIESM1,CESM2-WACCM,CAMS-CSM1-0
2019.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0,104827445000.0
2020.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0,104883890000.0
2021.0,104705320000.0,104722645000.0,105065630000.0,104695990000.0,104892290000.0,104719835000.0,104766900000.0,104733280000.0,104746530000.0,104711650000.0,104859120000.0,104730665000.0,104689520000.0,104781460000.0,105045524000.0,104806730000.0,104681470000.0,104769790000.0,104797160000.0
2022.0,104683620000.0,104653530000.0,104707070000.0,104618580000.0,104709190000.0,104702435000.0,104690336000.0,104671230000.0,104882560000.0,104628900000.0,104819120000.0,104681595000.0,104652460000.0,104648150000.0,104866180000.0,104765260000.0,104619510000.0,104727280000.0,104916890000.0
2023.0,104618700000.0,104637410000.0,104653080000.0,104645350000.0,104639880000.0,104633120000.0,104634830000.0,104634230000.0,104694600000.0,104551430000.0,104708610000.0,104643260000.0,104606290000.0,104610636000.0,104713675000.0,104752720000.0,104574410000.0,104675615000.0,104715590000.0
2024.0,104667860000.0,104586030000.0,104595700000.0,104576745000.0,104675460000.0,104706290000.0,104613750000.0,104582690000.0,104614690000.0,104467030000.0,104641370000.0,104604090000.0,104575730000.0,104612905000.0,104662960000.0,104634150000.0,104498760000.0,104676710000.0,104678375000.0
2025.0,104565590000.0,104506370000.0,104535540000.0,104528320000.0,104625005000.0,104645660000.0,104515650000.0,104549335000.0,104535830000.0,104428370000.0,104594780000.0,104551750000.0,104541600000.0,104523416000.0,105253020000.0,104603250000.0,104478550000.0,104579910000.0,104662630000.0
2026.0,104521670000.0,104604295000.0,104492970000.0,104764890000.0,104544500000.0,104578466000.0,104512790000.0,104530090000.0,104531250000.0,104383850000.0,104566850000.0,104517510000.0,104513110000.0,104480010000.0,104908880000.0,104537630000.0,104420180000.0,104543690000.0,104548540000.0
2027.0,104814944000.0,104417650000.0,104430264000.0,104511580000.0,104540670000.0,104512635000.0,104491860000.0,104504250000.0,104526210000.0,104332490000.0,104563880000.0,104454050000.0,104449590000.0,104450890000.0,104694735000.0,104502740000.0,104387570000.0,104605800000.0,104542930000.0
2028.0,104534385000.0,104425234000.0,104379875000.0,104482330000.0,104448120000.0,104473790000.0,104410200000.0,104534720000.0,104491260000.0,104348130000.0,104498000000.0,104415896000.0,104403650000.0,104413660000.0,104589300000.0,104462490000.0,104324470000.0,104923685000.0,104490100000.0
2029.0,104637100000.0,104379890000.0,104315535000.0,104434100000.0,104398990000.0,104437100000.0,104341970000.0,104450640000.0,104413570000.0,104204400000.0,104449384000.0,104374080000.0,104508980000.0,104375970000.0,104572500000.0,104419670000.0,104242660000.0,104540810000.0,104421835000.0
2030.0,104455670000.0,104360110000.0,104263850000.0,104401380000.0,104326820000.0,104381210000.0,104384070000.0,104396900000.0,104352010000.0,104115820000.0,104450640000.0,104322590000.0,104372840000.0,104481950000.0,104499210000.0,104359485000.0,104157820000.0,104522860000.0,104376320000.0
2031.0,104426996000.0,104371495000.0,104255500000.0,104364280000.0,104317880000.0,104318420000.0,104283365000.0,104318100000.0,104254360000.0,104042850000.0,104423450000.0,104315930000.0,104314350000.0,104307065000.0,104566030000.0,104314150000.0,104055580000.0,104500440000.0,104329280000.0
2032.0,104381870000.0,104287230000.0,104182560000.0,104289755000.0,104218400000.0,104253200000.0,104251570000.0,104241200000.0,104183325000.0,104008720000.0,104409825000.0,104248070000.0,104232755000.0,104225640000.0,104439840000.0,104320130000.0,103941186000.0,104452900000.0,104430990000.0
2033.0,104334490000.0,104277800000.0,104124930000.0,104225660000.0,104178180000.0,104249020000.0,104158980000.0,104192330000.0,104072870000.0,103872815000.0,104326816000.0,104180910000.0,104159930000.0,104193920000.0,104580555000.0,104207900000.0,103853260000.0,104355906000.0,104245150000.0
2034.0,104339140000.0,104164340000.0,104034860000.0,104198330000.0,104142340000.0,104212890000.0,104076480000.0,104153640000.0,103993460000.0,103791034000.0,104230380000.0,104144370000.0,104120525000.0,104148200000.0,104358990000.0,104145910000.0,103723480000.0,104300300000.0,104202070000.0
2035.0,104433074000.0,104086856000.0,103922470000.0,104188740000.0,104086710000.0,104143495000.0,104005755000.0,104101724000.0,103904350000.0,103699410000.0,104279654000.0,104195020000.0,104141120000.0,104378750000.0,104319040000.0,104113630000.0,103520380000.0,104248760000.0,104162930000.0
2036.0,104294924000.0,104033200000.0,103836840000.0,104250440000.0,104141880000.0,104101530000.0,103923835000.0,104113010000.0,103806380000.0,103599145000.0,104214544000.0,104131910000.0,104041760000.0,104123330000.0,104389026000.0,104062530000.0,103381020000.0,104240914000.0,104111520000.0
2037.0,104267480000.0,103962500000.0,103717085000.0,104089140000.0,104051000000.0,104053360000.0,103855270000.0,104242710000.0,103715580000.0,103641645000.0,104105020000.0,103996540000.0,104003240000.0,104020460000.0,104227070000.0,104040650000.0,103170930000.0,104211680000.0,104044360000.0
2038.0,104146846000.0,103926415000.0,103530815000.0,104060730000.0,103935460000.0,104164794000.0,103723390000.0,103974560000.0,103601930000.0,103395115000.0,104032520000.0,103911290000.0,103929170000.0,103986690000.0,104432220000.0,103895015000.0,102941370000.0,104106380000.0,103982146000.0
2039.0,104094880000.0,103829700000.0,103418830000.0,103951570000.0,103912680000.0,103996514000.0,103624430000.0,103959880000.0,103568120000.0,103153540000.0,103986790000.0,103848530000.0,103832130000.0,103922065000.0,104160490000.0,103831900000.0,102778320000.0,104008910000.0,104056860000.0
2040.0,104000780000.0,103718880000.0,103322380000.0,103974700000.0,103836690000.0,103932650000.0,103560760000.0,103835800000.0,103377490000.0,103047725000.0,103932750000.0,103771780000.0,103948750000.0,103951880000.0,104134140000.0,103678070000.0,102575180000.0,103938240000.0,104076360000.0
2041.0,103940620000.0,103726520000.0,103474200000.0,103902840000.0,103778525000.0,103837470000.0,103468730000.0,103753530000.0,103251580000.0,102917660000.0,103943094000.0,103704584000.0,103706650000.0,103777160000.0,104013430000.0,103665700000.0,102262420000.0,104004340000.0,103924710000.0
2042.0,103880565000.0,103619790000.0,103320000000.0,103853350000.0,103694780000.0,103784590000.0,103367140000.0,103687290000.0,103079810000.0,102762340000.0,103826964000.0,103642100000.0,103612916000.0,103734270000.0,103924090000.0,103550345000.0,101897840000.0,103780426000.0,103894155000.0
2043.0,103927640000.0,103494664000.0,103015720000.0,103769400000.0,103618800000.0,103685780000.0,103354330000.0,103642735000.0,102920960000.0,102607300000.0,104155190000.0,103548200000.0,103544200000.0,103637020000.0,103844364000.0,103433550000.0,101564610000.0,103719395000.0,103808080000.0
2044.0,103867140000.0,103356370000.0,102865215000.0,103684160000.0,103575600000.0,103618440000.0,103119220000.0,103510250000.0,102755320000.0,102413270000.0,103884186000.0,103477630000.0,103422026000.0,103557920000.0,103696410000.0,103310180000.0,101203436000.0,103541240000.0,103807410000.0
2045.0,103762960000.0,103290120000.0,102739340000.0,103656990000.0,103516940000.0,103483760000.0,103021960000.0,103420764000.0,102608930000.0,102278300000.0,103696470000.0,103350100000.0,103400820000.0,103466795000.0,103568010000.0,103139960000.0,100922140000.0,103458824000.0,103824180000.0
2046.0,103847985000.0,103161390000.0,102549864000.0,103534350000.0,103432550000.0,103379220000.0,102966630000.0,103285460000.0,102301970000.0,102069805000.0,103643750000.0,103285080000.0,103293256000.0,103337075000.0,103452795000.0,102986280000.0,100484284000.0,103321570000.0,103668834000.0
2047.0,103859170000.0,103037575000.0,102443330000.0,103451090000.0,103316830000.0,103283320000.0,102746370000.0,103171056000.0,101984035000.0,101831390000.0,103468240000.0,103193510000.0,103289950000.0,103250970000.0,103300010000.0,102800564000.0,100049060000.0,103242480000.0,103621435000.0
2048.0,103576400000.0,102870730000.0,102154480000.0,103341880000.0,103223750000.0,103138980000.0,102637910000.0,103095886000.0,101738610000.0,101598265000.0,103358530000.0,103091580000.0,103248700000.0,103207600000.0,103042880000.0,102604720000.0,99661070000.0,103769500000.0,103481220000.0
2049.0,103552010000.0,102773510000.0,102022420000.0,103273980000.0,103315595000.0,102991585000.0,102465150000.0,103000140000.0,101446370000.0,101329500000.0,103318100000.0,103014910000.0,103170760000.0,102958970000.0,103046270000.0,102526730000.0,99131515000.0,103172020000.0,103468300000.0
2050.0,104139760000.0,102614880000.0,101751910000.0,103196450000.0,103074415000.0,102980430000.0,102334380000.0,102856230000.0,101137670000.0,101138830000.0,103313160000.0,102868960000.0,103018900000.0,102813720000.0,102814330000.0,102352940000.0,98531210000.0,102902740000.0,103404260000.0
2051.0,103374860000.0,102594140000.0,101730260000.0,103027110000.0,102953160000.0,102770650000.0,102152050000.0,102893050000.0,100800995000.0,100916230000.0,103227060000.0,102766650000.0,102859810000.0,102733170000.0,102595720000.0,102000140000.0,97891460000.0,102671760000.0,103368800000.0
2052.0,103346270000.0,102365850000.0,101312676000.0,102926090000.0,102833370000.0,102748094000.0,102021550000.0,102690080000.0,100413630000.0,100667910000.0,103090360000.0,102661235000.0,102822070000.0,102602540000.0,102561950000.0,101751940000.0,97346520000.0,102595990000.0,103252180000.0
2053.0,103336575000.0,102180676000.0,101156770000.0,102827426000.0,102721160000.0,102558966000.0,101783110000.0,102574240000.0,100061960000.0,100350345000.0,102980950000.0,102564860000.0,102661420000.0,102575000000.0,102414970000.0,101455495000.0,96694430000.0,102435900000.0,103130920000.0
2054.0,103129800000.0,102025380000.0,100808370000.0,102755220000.0,102571670000.0,102378370000.0,101584390000.0,102492650000.0,99629560000.0,99941880000.0,103069440000.0,102511240000.0,102561550000.0,102345390000.0,102224630000.0,101245770000.0,95929660000.0,102307370000.0,103117340000.0
2055.0,103071080000.0,101980020000.0,100512160000.0,102644980000.0,102460326000.0,102268360000.0,101353540000.0,102292690000.0,99086670000.0,99563080000.0,102777380000.0,102353110000.0,102442520000.0,102182190000.0,102041720000.0,100930494000.0,95188690000.0,102122226000.0,102964860000.0
2056.0,102936950000.0,101597450000.0,100122480000.0,102507700000.0,102431924000.0,102178970000.0,101163300000.0,102200580000.0,98688050000.0,99155780000.0,102683880000.0,102146390000.0,102328920000.0,101993900000.0,101824490000.0,100689920000.0,94564130000.0,102163920000.0,102859060000.0
2057.0,102862370000.0,101404210000.0,99776980000.0,102469280000.0,102207350000.0,101991120000.0,101000820000.0,102022830000.0,98342140000.0,98782080000.0,102561145000.0,101999920000.0,102195900000.0,101722660000.0,101531950000.0,100380280000.0,93654024000.0,101857890000.0,102977200000.0
2058.0,102750950000.0,101196980000.0,99553770000.0,102290375000.0,102113540000.0,101872050000.0,100890540000.0,101848465000.0,97878900000.0,98312860000.0,102411010000.0,101839810000.0,102104810000.0,101645470000.0,101399270000.0,100054680000.0,93202570000.0,101606015000.0,102734270000.0
2059.0,102647095000.0,101022720000.0,99203650000.0,102137930000.0,101912080000.0,101702850000.0,100657200000.0,101712370000.0,97347895000.0,97840910000.0,102320170000.0,101625740000.0,101977740000.0,101429125000.0,101309686000.0,99741940000.0,92563100000.0,101303140000.0,102652174000.0
2060.0,102548230000.0,100741980000.0,98970470000.0,101988680000.0,101746205000.0,101650350000.0,100426400000.0,101583930000.0,96926930000.0,97366490000.0,102171530000.0,101424710000.0,101886116000.0,101226310000.0,101008670000.0,99301940000.0,91948450000.0,101029360000.0,102644960000.0
2061.0,102370060000.0,100560200000.0,99146875000.0,101880500000.0,101498950000.0,101514220000.0,100539070000.0,101471440000.0,96413480000.0,96867910000.0,102053510000.0,101273310000.0,101705710000.0,101117624000.0,100752900000.0,99639500000.0,91179910000.0,100676090000.0,102539300000.0
2062.0,102254470000.0,100312170000.0,98594865000.0,101759900000.0,101323570000.0,101424260000.0,100075815000.0,101252006000.0,95958970000.0,96489540000.0,101908770000.0,101193520000.0,101585660000.0,100821560000.0,100537070000.0,98669770000.0,90411270000.0,100327650000.0,102400840000.0
2063.0,102085620000.0,99998930000.0,98100680000.0,101890150000.0,101278700000.0,101312630000.0,99706010000.0,101090560000.0,95573490000.0,96469550000.0,101741950000.0,100970670000.0,101431680000.0,100648985000.0,100630364000.0,98205650000.0,89654845000.0,99967345000.0,102332326000.0
2064.0,101992964000.0,99756520000.0,97588250000.0,101590360000.0,101167760000.0,101116910000.0,99502940000.0,101815200000.0,94805746000.0,95872520000.0,101581340000.0,100767510000.0,101311930000.0,100299420000.0,100354190000.0,97804590000.0,88759660000.0,99721270000.0,102158740000.0
2065.0,101837775000.0,99399790000.0,97062620000.0,101446935000.0,100936580000.0,101107140000.0,99132090000.0,100800230000.0,94071130000.0,95398980000.0,101377680000.0,100546585000.0,101149780000.0,100055250000.0,100895700000.0,97351066000.0,87660265000.0,99535266000.0,102156750000.0
2066.0,101664735000.0,99539500000.0,96673880000.0,101246310000.0,100714906000.0,100811465000.0,98841700000.0,100660400000.0,93539480000.0,94822420000.0,101297005000.0,100382590000.0,100960035000.0,99759910000.0,100230595000.0,96791560000.0,86701200000.0,99105950000.0,102109360000.0
2067.0,101478160000.0,99162360000.0,96155800000.0,101068600000.0,100455550000.0,100644560000.0,98575340000.0,100482930000.0,92950430000.0,94306206000.0,101095610000.0,100218120000.0,100742080000.0,99454000000.0,99914910000.0,96264110000.0,86000370000.0,98797700000.0,101936660000.0
2068.0,101325370000.0,98751670000.0,95575430000.0,100960305000.0,100266344000.0,100418265000.0,98210350000.0,100283430000.0,92322910000.0,93699850000.0,101086810000.0,99946594000.0,100566980000.0,99146440000.0,99668130000.0,95772310000.0,85190810000.0,98504835000.0,101822460000.0
2069.0,101141820000.0,98343690000.0,94895820000.0,100761500000.0,100091440000.0,100234300000.0,97889450000.0,100039710000.0,91452000000.0,92967100000.0,100790430000.0,99786600000.0,100419230000.0,99082660000.0,99574120000.0,95032360000.0,84124115000.0,98081090000.0,101707110000.0
2070.0,101069270000.0,97968430000.0,94432130000.0,100786130000.0,99863760000.0,100094440000.0,97647760000.0,99870966000.0,90595580000.0,92561270000.0,100589740000.0,99652020000.0,100319790000.0,98853240000.0,99275820000.0,94425980000.0,83219320000.0,97553660000.0,102183090000.0
2071.0,101054150000.0,97978820000.0,94158135000.0,100471950000.0,99555930000.0,99846300000.0,97328960000.0,99625100000.0,89836690000.0,91764280000.0,100411440000.0,99399780000.0,100104544000.0,98267830000.0,98954355000.0,93803720000.0,82433650000.0,97372920000.0,101634860000.0
2072.0,100918160000.0,97334520000.0,93478230000.0,100329510000.0,99273120000.0,99651280000.0,96848830000.0,99419320000.0,89279930000.0,90973760000.0,100235470000.0,99234090000.0,99869020000.0,97755890000.0,98659380000.0,93380665000.0,81314300000.0,96793125000.0,101415430000.0
2073.0,100694780000.0,96905870000.0,92770550000.0,100084376000.0,99167050000.0,99411400000.0,97004950000.0,99254950000.0,88598315000.0,90314236000.0,99960046000.0,99013690000.0,99705954000.0,97406520000.0,98360885000.0,92510320000.0,79834710000.0,96145890000.0,101275664000.0
2074.0,100542870000.0,97452830000.0,92073400000.0,99840060000.0,98818000000.0,99197534000.0,96127890000.0,99182620000.0,87900050000.0,89579725000.0,99769975000.0,98764360000.0,99611880000.0,96978830000.0,97990430000.0,91830830000.0,78593220000.0,95594170000.0,101150100000.0
2075.0,100386770000.0,96617505000.0,91421830000.0,99723360000.0,98607055000.0,98988140000.0,95704630000.0,98906460000.0,86854120000.0,88848770000.0,99497580000.0,98452160000.0,99401650000.0,96462010000.0,98169120000.0,91030495000.0,77473866000.0,94894010000.0,101149190000.0
2076.0,100206970000.0,96036970000.0,90736640000.0,99400610000.0,98424414000.0,98769680000.0,95299400000.0,98656220000.0,85813010000.0,87966966000.0,99373130000.0,98173520000.0,99205440000.0,96318710000.0,97807655000.0,90288910000.0,76700885000.0,94243310000.0,100995490000.0
2077.0,99996570000.0,95576465000.0,90194640000.0,99147290000.0,98226960000.0,98577000000.0,94949700000.0,98486900000.0,84782010000.0,87027030000.0,99374920000.0,97901060000.0,99003420000.0,95549860000.0,97077310000.0,89553610000.0,75448070000.0,93718856000.0,100885280000.0
2078.0,99763310000.0,95326170000.0,89265350000.0,98967880000.0,97865890000.0,98339200000.0,94659970000.0,98298310000.0,83902080000.0,86018380000.0,99127520000.0,97687640000.0,98874810000.0,94786300000.0,96761430000.0,88785270000.0,74534170000.0,93125750000.0,100730080000.0
2079.0,99572880000.0,94871830000.0,88493210000.0,98757026000.0,97524070000.0,98051015000.0,94153286000.0,97937700000.0,83032110000.0,85164410000.0,99045245000.0,97381196000.0,98655126000.0,94342420000.0,96428250000.0,88003260000.0,73465300000.0,92638400000.0,100655235000.0
2080.0,99390030000.0,94429860000.0,87559480000.0,98520030000.0,97322240000.0,97785135000.0,93760510000.0,97664520000.0,81811670000.0,84250490000.0,98612540000.0,97411910000.0,98457080000.0,94009140000.0,95995940000.0,87149150000.0,72365200000.0,91713420000.0,101457610000.0
2081.0,99116430000.0,94008660000.0,86940150000.0,98204140000.0,97084070000.0,97563380000.0,93309980000.0,97351340000.0,80885694000.0,83198690000.0,98690140000.0,96925640000.0,98234900000.0,93289700000.0,95355570000.0,86230870000.0,71350610000.0,90926236000.0,100972360000.0
2082.0,98900660000.0,93452350000.0,86196806000.0,97904886000.0,96759860000.0,97275370000.0,92761645000.0,97115210000.0,79865930000.0,82118970000.0,98387150000.0,96753650000.0,98072216000.0,92372950000.0,94850310000.0,85563250000.0,70024320000.0,89715130000.0,100454870000.0
2083.0,98675670000.0,92936050000.0,85267910000.0,97623070000.0,96296540000.0,96995430000.0,92294760000.0,96913850000.0,78825370000.0,81424850000.0,97966600000.0,96355390000.0,97816700000.0,91701430000.0,94705660000.0,84629630000.0,68992960000.0,88858710000.0,100176700000.0
2084.0,98436720000.0,92661370000.0,84399970000.0,97271160000.0,96012240000.0,96762420000.0,91777690000.0,96529720000.0,77634990000.0,80196250000.0,97670830000.0,95996570000.0,97659130000.0,90924660000.0,94070290000.0,83251880000.0,67888726000.0,87881740000.0,100119750000.0
2085.0,98353680000.0,92196080000.0,83361680000.0,96926980000.0,96058170000.0,96515270000.0,91463670000.0,96148120000.0,76426680000.0,79023110000.0,97293180000.0,95720240000.0,97406650000.0,90431720000.0,93618220000.0,82002150000.0,66879460000.0,87254160000.0,100003810000.0
2086.0,98041910000.0,91597430000.0,82380276000.0,96679660000.0,95312280000.0,96196420000.0,90930470000.0,95952290000.0,74883015000.0,77644970000.0,97744980000.0,95430770000.0,97225140000.0,89850390000.0,93280870000.0,81307090000.0,65728766000.0,85510730000.0,99744770000.0
2087.0,97705100000.0,91085690000.0,81648270000.0,96325070000.0,94902460000.0,95884710000.0,90312370000.0,95514670000.0,72954640000.0,76627640000.0,97251720000.0,95256910000.0,97503930000.0,88870430000.0,92952420000.0,80196250000.0,64348467000.0,84878650000.0,99566980000.0
2088.0,97408610000.0,90519630000.0,80392710000.0,96083165000.0,94302720000.0,95652580000.0,89835240000.0,95158570000.0,71575710000.0,75171725000.0,96542550000.0,95056170000.0,96887430000.0,88105100000.0,92440560000.0,79500470000.0,63201427000.0,84100130000.0,99430280000.0
2089.0,97240990000.0,90503560000.0,79376170000.0,95796690000.0,93728874000.0,95205870000.0,89287350000.0,94905475000.0,70108960000.0,73751536000.0,96273430000.0,94797730000.0,96651290000.0,87374940000.0,92358740000.0,79211520000.0,61910204000.0,83371640000.0,99216700000.0
2090.0,96911385000.0,89519325000.0,78236410000.0,95529574000.0,92998090000.0,94920520000.0,88815910000.0,94600390000.0,68643885000.0,72540226000.0,96556680000.0,94571610000.0,96494250000.0,86513790000.0,91564080000.0,78195474000.0,60931410000.0,82660220000.0,99028420000.0
2091.0,96665430000.0,88865190000.0,77410435000.0,95122450000.0,92824000000.0,94599580000.0,88272010000.0,94359550000.0,67157050000.0,71486250000.0,95619700000.0,94247540000.0,96230610000.0,85059300000.0,91039130000.0,77332150000.0,59677196000.0,81865564000.0,99240660000.0
2092.0,96345735000.0,88222106000.0,75641800000.0,94716700000.0,92074705000.0,94282860000.0,87708940000.0,94008440000.0,65369928000.0,69104350000.0,95114330000.0,94097980000.0,95960550000.0,83853115000.0,90369320000.0,76529480000.0,58527290000.0,80825180000.0,98755840000.0
2093.0,96172515000.0,87505260000.0,74528560000.0,94454440000.0,91622375000.0,93867120000.0,87161940000.0,93587956000.0,63548506000.0,67876725000.0,94839910000.0,93811390000.0,95686790000.0,82791830000.0,89780445000.0,75503250000.0,57547810000.0,80129020000.0,98517760000.0
2094.0,96036270000.0,86945160000.0,73482805000.0,94621270000.0,91810920000.0,93478855000.0,86520320000.0,93228790000.0,61532975000.0,66338836000.0,94724720000.0,93574520000.0,95455000000.0,82052340000.0,89271394000.0,74071050000.0,56640160000.0,78891780000.0,98582330000.0
2095.0,95593595000.0,86218015000.0,72562950000.0,94082470000.0,91927570000.0,93081170000.0,85985860000.0,92955810000.0,59256320000.0,64438610000.0,94194890000.0,93241260000.0,95184760000.0,81115455000.0,88818885000.0,72762850000.0,55615533000.0,77613770000.0,98272080000.0
2096.0,95311960000.0,85506260000.0,71477760000.0,93559570000.0,91403040000.0,92694740000.0,85279980000.0,92632290000.0,56906350000.0,62665232000.0,93946544000.0,92903850000.0,94939280000.0,80236500000.0,88236474000.0,71773090000.0,54552207000.0,76104510000.0,98155610000.0
2097.0,95085830000.0,84882690000.0,70349420000.0,93138430000.0,90238580000.0,92267590000.0,84601050000.0,92264415000.0,55248470000.0,60840990000.0,93455300000.0,92495454000.0,94673620000.0,79453544000.0,87524080000.0,70565110000.0,53053936000.0,75348790000.0,98023180000.0
