time,CCSM4,IPSL-CM5A-LR,CSIRO-MK3-6-0,MPI-ESM-LR,NORESM1-M,CANESM2,CNRM-CM5,GISS-E2-R,GFDL-CM3,GFDL-ESM2G
2028.0,43265445000000.0,43975445000000.0,43262325000000.0,43891366000000.0,43681270000000.0,44069074000000.0,43878774000000.0,43892552000000.0,44538345000000.0,44161135000000.0
2029.0,43065450000000.0,43946936000000.0,43275400000000.0,43811493000000.0,43592135000000.0,44015630000000.0,43773774000000.0,43762740000000.0,44543320000000.0,44100485000000.0
2030.0,43024415000000.0,43923355000000.0,43258726000000.0,43715796000000.0,43450905000000.0,44060580000000.0,43515283000000.0,43650660000000.0,44503092000000.0,44077670000000.0
2031.0,42930136000000.0,43840820000000.0,43203390000000.0,43645290000000.0,43364607000000.0,43948590000000.0,43274260000000.0,43659194000000.0,44474663000000.0,44056814000000.0
2032.0,42795560000000.0,43808423000000.0,43095730000000.0,43580680000000.0,43289386000000.0,43798797000000.0,43083064000000.0,43559995000000.0,44348110000000.0,44037763000000.0
2033.0,42617857000000.0,43788290000000.0,43013624000000.0,43515376000000.0,43155756000000.0,43581012000000.0,42922838000000.0,43384127000000.0,44406153000000.0,44015957000000.0
2034.0,42503458000000.0,43565976000000.0,42967146000000.0,43365677000000.0,43042917000000.0,43463640000000.0,42746840000000.0,43384438000000.0,44407777000000.0,43821644000000.0
2035.0,42334730000000.0,43441470000000.0,42790310000000.0,43289596000000.0,42952760000000.0,43430040000000.0,42590500000000.0,43318835000000.0,44379415000000.0,43656875000000.0
2036.0,42159684000000.0,43338650000000.0,42648900000000.0,43222120000000.0,42833533000000.0,43405980000000.0,42475427000000.0,43239150000000.0,44222397000000.0,43582390000000.0
2037.0,42008647000000.0,43166808000000.0,42481995000000.0,43097010000000.0,42733905000000.0,43286178000000.0,42318875000000.0,43253345000000.0,44209277000000.0,43500767000000.0
2038.0,41743040000000.0,43076490000000.0,42327138000000.0,42999240000000.0,42629375000000.0,43133354000000.0,42188870000000.0,43201420000000.0,44188900000000.0,43434715000000.0
2039.0,41626924000000.0,42976100000000.0,42130540000000.0,42921430000000.0,42538065000000.0,43089160000000.0,42138893000000.0,43134580000000.0,44252193000000.0,43352116000000.0
2040.0,41482594000000.0,43020657000000.0,41884890000000.0,42908707000000.0,42408610000000.0,43047258000000.0,41949587000000.0,43042023000000.0,44167623000000.0,43264540000000.0
2041.0,41286556000000.0,43027943000000.0,41758960000000.0,42765375000000.0,42309815000000.0,42953788000000.0,41708406000000.0,42797570000000.0,44191720000000.0,43184776000000.0
2042.0,41158185000000.0,43013435000000.0,41504295000000.0,42654490000000.0,42375970000000.0,42932996000000.0,41523333000000.0,42754760000000.0,44189765000000.0,43120054000000.0
2043.0,41063490000000.0,42904853000000.0,41352826000000.0,42581050000000.0,42220002000000.0,42724787000000.0,41219650000000.0,42728767000000.0,44176528000000.0,43040520000000.0
2044.0,40890186000000.0,42685290000000.0,41156784000000.0,42387260000000.0,42145530000000.0,42621330000000.0,40908140000000.0,42605816000000.0,44185814000000.0,42941205000000.0
2045.0,40756290000000.0,42424300000000.0,40971543000000.0,42234813000000.0,42049617000000.0,42514900000000.0,40688470000000.0,42563390000000.0,44124732000000.0,42813770000000.0
2046.0,40594798000000.0,42201800000000.0,40753650000000.0,42083970000000.0,41934786000000.0,42263660000000.0,40499994000000.0,42526280000000.0,44087848000000.0,42811000000000.0
2047.0,40476260000000.0,42063496000000.0,40554948000000.0,41903156000000.0,41712928000000.0,42041426000000.0,40285170000000.0,42506956000000.0,44083276000000.0,42765970000000.0
2048.0,40353403000000.0,41975068000000.0,40307454000000.0,41776543000000.0,41563153000000.0,41884643000000.0,40038910000000.0,42458180000000.0,43997990000000.0,42645326000000.0
2049.0,40148197000000.0,41846060000000.0,40074004000000.0,41581067000000.0,41444210000000.0,41719186000000.0,39757485000000.0,42391020000000.0,43938417000000.0,42624954000000.0
2050.0,39947604000000.0,41697180000000.0,39912707000000.0,41495193000000.0,41359620000000.0,41592476000000.0,39521693000000.0,42228210000000.0,43924690000000.0,42616300000000.0
2051.0,39584314000000.0,41553550000000.0,39776580000000.0,41369160000000.0,41162440000000.0,41502360000000.0,39242350000000.0,42082836000000.0,43945360000000.0,42538400000000.0
2052.0,39384577000000.0,41436170000000.0,39543416000000.0,41245942000000.0,41071870000000.0,41341020000000.0,39046090000000.0,41976130000000.0,44054818000000.0,42460823000000.0
2053.0,39059770000000.0,41351882000000.0,39314130000000.0,41110357000000.0,40887996000000.0,41221080000000.0,38935984000000.0,41884076000000.0,44104717000000.0,42327163000000.0
2054.0,38891894000000.0,41098932000000.0,39031128000000.0,40954476000000.0,40669710000000.0,40974173000000.0,38695785000000.0,41728103000000.0,44083406000000.0,42274970000000.0
2055.0,38662213000000.0,41000650000000.0,38720196000000.0,40905692000000.0,40612057000000.0,40655615000000.0,38433704000000.0,41634582000000.0,44013445000000.0,42166470000000.0
2056.0,38413894000000.0,40759995000000.0,38384440000000.0,40928467000000.0,40488837000000.0,40442452000000.0,38024240000000.0,41527913000000.0,43996170000000.0,42097357000000.0
2057.0,38203350000000.0,40495753000000.0,38164933000000.0,40773228000000.0,40292730000000.0,40210350000000.0,37645600000000.0,41536994000000.0,43949890000000.0,42040088000000.0
2058.0,37862104000000.0,40264300000000.0,37892177000000.0,40714040000000.0,40171520000000.0,40032300000000.0,37128306000000.0,41394178000000.0,43899530000000.0,41951600000000.0
2059.0,37567936000000.0,40013014000000.0,37604640000000.0,40625316000000.0,39993297000000.0,39638924000000.0,36858017000000.0,41282714000000.0,43833388000000.0,41908483000000.0
2060.0,37352177000000.0,39740045000000.0,37375133000000.0,40531866000000.0,39914090000000.0,39420700000000.0,36480903000000.0,41173964000000.0,43878890000000.0,41902104000000.0
2061.0,37094240000000.0,39518110000000.0,37127180000000.0,40389990000000.0,39740400000000.0,39244957000000.0,36175480000000.0,41064760000000.0,43861230000000.0,41754360000000.0
2062.0,36770760000000.0,39329926000000.0,36625933000000.0,40259930000000.0,39537670000000.0,38931836000000.0,35829607000000.0,40909282000000.0,43815205000000.0,41665344000000.0
2063.0,36488660000000.0,39085842000000.0,36350610000000.0,40008800000000.0,39425550000000.0,38729025000000.0,35522513000000.0,40717650000000.0,43804810000000.0,41555012000000.0
2064.0,36164392000000.0,38897858000000.0,36004816000000.0,39837730000000.0,39207226000000.0,38484340000000.0,35074450000000.0,40556902000000.0,43634578000000.0,41460557000000.0
2065.0,35927368000000.0,38543900000000.0,35675278000000.0,39712760000000.0,38981330000000.0,38265978000000.0,34834221000000.0,40474710000000.0,43588944000000.0,41355053000000.0
2066.0,35607653000000.0,38174416000000.0,35349435000000.0,39612390000000.0,38771685000000.0,38025270000000.0,34481642000000.0,40294003000000.0,43655423000000.0,41149010000000.0
2067.0,35321200000000.0,37778994000000.0,34885356000000.0,39418816000000.0,38637850000000.0,37870086000000.0,34047982000000.0,40161124000000.0,43678580000000.0,41040260000000.0
2068.0,35034786000000.0,37547800000000.0,34477061000000.0,39239260000000.0,38495590000000.0,37553710000000.0,33606740000000.0,40051430000000.0,43481335000000.0,40950223000000.0
2069.0,34740743000000.0,37334370000000.0,34025733000000.0,38958530000000.0,38344310000000.0,37187828000000.0,33039413000000.0,39914427000000.0,43397176000000.0,40851867000000.0
2070.0,34371814000000.0,37127010000000.0,33665610000000.0,38760300000000.0,38200236000000.0,36908416000000.0,32493976000000.0,39835587000000.0,43386078000000.0,40774893000000.0
2071.0,33988459000000.0,36920164000000.0,33170836000000.0,38581550000000.0,38055970000000.0,36609894000000.0,32077716000000.0,39789380000000.0,43291080000000.0,40694337000000.0
2072.0,33573189000000.0,36631147000000.0,32873013000000.0,38365592000000.0,37900900000000.0,36346903000000.0,31661532000000.0,39668976000000.0,43153143000000.0,40617137000000.0
2073.0,33319828000000.0,36344140000000.0,32528970000000.0,38206397000000.0,37749927000000.0,36008154000000.0,31235057000000.0,39431726000000.0,43061887000000.0,40469296000000.0
2074.0,32947034000000.0,36085132000000.0,32215457000000.0,38056992000000.0,37510437000000.0,35671113000000.0,30874932000000.0,39186580000000.0,42955595000000.0,40250517000000.0
2075.0,32629650000000.0,35885210000000.0,31831819000000.0,37897084000000.0,37289426000000.0,35203817000000.0,30615024000000.0,38996143000000.0,42863040000000.0,40085900000000.0
2076.0,32153180000000.0,35628062000000.0,31398333000000.0,37741845000000.0,37037840000000.0,34904673000000.0,30293610000000.0,38880305000000.0,42687823000000.0,39882886000000.0
2077.0,31728945000000.0,35356730000000.0,30922320000000.0,37524173000000.0,36838325000000.0,34592612000000.0,29824517000000.0,38750873000000.0,42482293000000.0,39722510000000.0
2078.0,31349054000000.0,35017405000000.0,30512656000000.0,37346766000000.0,36517810000000.0,34253046000000.0,29404168000000.0,38522960000000.0,42366916000000.0,39615243000000.0
2079.0,30932638000000.0,34734875000000.0,30176558000000.0,37124875000000.0,36264010000000.0,33959742000000.0,28880086000000.0,38289510000000.0,42248025000000.0,39531626000000.0
2080.0,30346274000000.0,34440401000000.0,29670093000000.0,36845845000000.0,35975376000000.0,33621493000000.0,28411429000000.0,38095640000000.0,42155653000000.0,39239157000000.0
2081.0,29931086000000.0,34170118000000.0,29192895000000.0,36601850000000.0,35733184000000.0,33252274000000.0,27953500000000.0,37860960000000.0,42019690000000.0,39014360000000.0
2082.0,29404946000000.0,33908666000000.0,28695532000000.0,36321890000000.0,35565815000000.0,32929468000000.0,27504694000000.0,37641416000000.0,41862287000000.0,38830210000000.0
2083.0,28845732000000.0,33652522000000.0,28219147000000.0,35964220000000.0,35382494000000.0,32607100000000.0,26966580000000.0,37422850000000.0,41725003000000.0,38640710000000.0
2084.0,28144216000000.0,33251182000000.0,27755712000000.0,35686527000000.0,35087763000000.0,32158272000000.0,26410622000000.0,37213543000000.0,41548033000000.0,38419015000000.0
2085.0,27532330000000.0,32841356000000.0,27260100000000.0,35319278000000.0,34760141000000.0,31745859000000.0,25786313000000.0,37069997000000.0,41396556000000.0,38216606000000.0
2086.0,27068035000000.0,32413550000000.0,26787963000000.0,35095415000000.0,34392834000000.0,31267001000000.0,25300090000000.0,36969267000000.0,41184550000000.0,38091630000000.0
2087.0,26508398000000.0,32191984000000.0,26371468000000.0,34699288000000.0,34076409000000.0,30798753000000.0,24788685000000.0,36822814000000.0,40950920000000.0,37906412000000.0
2088.0,26060190000000.0,31901050000000.0,25731155000000.0,34378768000000.0,33747504000000.0,30325885000000.0,24294084000000.0,36618874000000.0,40745155000000.0,37719602000000.0
2089.0,25393935000000.0,31562297000000.0,25163672000000.0,33985072000000.0,33371032000000.0,29959337000000.0,23816567000000.0,36439916000000.0,40567900000000.0,37444636000000.0
2090.0,24945380000000.0,31199324000000.0,24550380000000.0,33687500000000.0,33028690000000.0,29525560000000.0,23260947000000.0,36300940000000.0,40422164000000.0,37229204000000.0
2091.0,24449628000000.0,30824780000000.0,23981619000000.0,33453098000000.0,32684470000000.0,28880535000000.0,22754393000000.0,36088505000000.0,40187275000000.0,37028998000000.0
2092.0,23953186000000.0,30407781000000.0,23318160000000.0,33166937000000.0,32393807000000.0,28456033000000.0,22296415000000.0,35895797000000.0,39982874000000.0,36899645000000.0
2093.0,23287938000000.0,30058903000000.0,22777850000000.0,32849286000000.0,32121301000000.0,27969712000000.0,21853289000000.0,35596320000000.0,39817680000000.0,36813075000000.0
2094.0,22608693000000.0,29716604000000.0,22181067000000.0,32635745000000.0,31858136000000.0,27463967000000.0,21420082000000.0,35447810000000.0,39664556000000.0,36700848000000.0
2095.0,22113904000000.0,29417135000000.0,21521790000000.0,32404964000000.0,31498174000000.0,26982551000000.0,20887772000000.0,35168652000000.0,39371445000000.0,36487253000000.0
2096.0,21603161000000.0,29010296000000.0,20805054000000.0,32088479000000.0,31159625000000.0,26563878000000.0,20189840000000.0,34952446000000.0,39110517000000.0,36228825000000.0
2097.0,21102020000000.0,28711257000000.0,20148868000000.0,31738909000000.0,30721494000000.0,26156328000000.0,19626046000000.0,34700003000000.0,38912890000000.0,35966903000000.0
2098.0,20582480000000.0,28308555000000.0,19568334000000.0,31419328000000.0,30261239000000.0,25765953000000.0,19087410000000.0,34487262000000.0,38698586000000.0,35707380000000.0
2099.0,20073887000000.0,28023477000000.0,18897516000000.0,31131963000000.0,29871380000000.0,25383548000000.0,18639793000000.0,34197465000000.0,38529673000000.0,35469580000000.0
2100.0,19553770000000.0,27750115000000.0,18308106000000.0,30841439000000.0,29528708000000.0,24875075000000.0,18184583000000.0,34066125000000.0,38162286000000.0,35255948000000.0
