time,GFDL-ESM2G,GFDL-CM3,GISS-E2-R,CESM1-CAM5,CSIRO-MK3-6-0,IPSL-CM5A-LR,CCSM4,NORESM1-M
2080.0,40918896000000.0,44075100000000.0,39673920000000.0,34010856000000.0,34280252000000.0,38290246000000.0,36152280000000.0,39110308000000.0
2081.0,40894716000000.0,44097696000000.0,39565310000000.0,33688352000000.0,33939815000000.0,38134530000000.0,36055525000000.0,39024740000000.0
2082.0,40787597000000.0,44053650000000.0,39478513000000.0,33370468000000.0,33632333000000.0,38007180000000.0,35794673000000.0,38986425000000.0
2083.0,40680600000000.0,44072534000000.0,39396057000000.0,33068940000000.0,33285174000000.0,37897084000000.0,35594143000000.0,38907593000000.0
2084.0,40627970000000.0,44025050000000.0,39367834000000.0,32650618000000.0,33049763000000.0,37770223000000.0,35325292000000.0,38694656000000.0
2085.0,40608840000000.0,44000396000000.0,39258190000000.0,32309995000000.0,32713912000000.0,37518444000000.0,35173352000000.0,38561974000000.0
2086.0,40572245000000.0,44028867000000.0,39015076000000.0,32076294000000.0,32322823000000.0,37447550000000.0,35034354000000.0,38384324000000.0
2087.0,40462580000000.0,44044840000000.0,38909526000000.0,31705189000000.0,31913690000000.0,37290270000000.0,34807032000000.0,38233304000000.0
2088.0,40382465000000.0,44059456000000.0,38789950000000.0,31263570000000.0,31517888000000.0,37130923000000.0,34455773000000.0,38117550000000.0
2089.0,40336800000000.0,43995342000000.0,38768543000000.0,30862939000000.0,31197812000000.0,37061453000000.0,34222255000000.0,37934514000000.0
2090.0,40317965000000.0,43982810000000.0,38689204000000.0,30628402000000.0,30739553000000.0,36885125000000.0,33930873000000.0,37768944000000.0
2091.0,40279768000000.0,43921910000000.0,38457267000000.0,30204823000000.0,30267553000000.0,36717835000000.0,33582920000000.0,37619750000000.0
2092.0,40203610000000.0,43751183000000.0,38445393000000.0,29876707000000.0,29930710000000.0,36534450000000.0,33221855000000.0,37360272000000.0
2093.0,40137590000000.0,43713440000000.0,38308365000000.0,29454437000000.0,29554320000000.0,36447340000000.0,32878793000000.0,37124030000000.0
2094.0,40054114000000.0,43659722000000.0,38189130000000.0,29108927000000.0,29203840000000.0,36365920000000.0,32487440000000.0,37011050000000.0
2095.0,40032706000000.0,43569167000000.0,38095274000000.0,28716892000000.0,28907206000000.0,36064836000000.0,32282973000000.0,36783924000000.0
2096.0,39989803000000.0,43505440000000.0,37953145000000.0,28396707000000.0,28609340000000.0,35955205000000.0,31991328000000.0,36616250000000.0
2097.0,39873530000000.0,43458180000000.0,37874890000000.0,27941654000000.0,28304413000000.0,35787974000000.0,31637792000000.0,36365970000000.0
2098.0,39756746000000.0,43455292000000.0,37749776000000.0,27448102000000.0,27925095000000.0,35688796000000.0,31151110000000.0,36222690000000.0
2099.0,39646533000000.0,43400594000000.0,37504367000000.0,27099629000000.0,27541883000000.0,35531325000000.0,30893159000000.0,36048780000000.0
2100.0,39529893000000.0,43349140000000.0,37428770000000.0,26579827000000.0,27200208000000.0,35428636000000.0,30644193000000.0,35889724000000.0
