time,UKESM1-0-LL,MPI-ESM1-2-HR,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0
2077.0,182531170.0,928019650.0,531864480.0,1030174700.0,489843680.0
2078.0,174559740.0,926603900.0,482115200.0,1028068100.0,460851500.0
2079.0,201595340.0,939838460.0,463180670.0,1066606850.0,480415970.0
2080.0,203474190.0,867457500.0,441609630.0,1063435650.0,440853860.0
2081.0,164031470.0,916627200.0,427166750.0,1003325400.0,424975360.0
2082.0,159252660.0,996352960.0,415289820.0,1015007740.0,470550700.0
2083.0,158107120.0,885966340.0,402037470.0,1014460600.0,519006400.0
2084.0,152995870.0,951549900.0,395415700.0,930463200.0,437081300.0
2085.0,152422670.0,830757250.0,381053900.0,893813700.0,401490800.0
2086.0,151140720.0,905212500.0,387344130.0,869688640.0,434319330.0
2087.0,150798370.0,1005960200.0,364498530.0,1037168600.0,493522000.0
2088.0,146391760.0,1037954800.0,367637660.0,960007500.0,425309250.0
2089.0,189948660.0,815676740.0,372408300.0,850453000.0,421237660.0
2090.0,141629840.0,793577540.0,341261860.0,824255800.0,449379800.0
2091.0,140283710.0,888734800.0,335449730.0,861023200.0,399948060.0
2092.0,136768580.0,824165100.0,328109660.0,874569860.0,427001500.0
2093.0,135564270.0,784525600.0,327143700.0,852374300.0,371181730.0
2094.0,140930380.0,836076300.0,321016800.0,813913700.0,498759800.0
2095.0,134708830.0,821315600.0,387961280.0,815111300.0,547568100.0
2096.0,134034664.0,766839940.0,443436060.0,781291260.0,578203800.0
2097.0,132169704.0,837684400.0,426676130.0,805876700.0,716140500.0
2098.0,143669870.0,714116030.0,364106850.0,759334000.0,686826400.0
2099.0,132246990.0,887442000.0,336479940.0,796466240.0,577693630.0
2100.0,129643820.0,766469700.0,306281380.0,762939200.0,501796860.0
