time,MPI-ESM1-2-HR,UKESM1-0-LL,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0
2078.0,356366560.0,95509160.0,188840240.0,750883140.0,323299170.0
2079.0,343396860.0,91915750.0,177604130.0,724236700.0,320018180.0
2080.0,376824700.0,87480040.0,168731630.0,685462660.0,291645500.0
2081.0,329728740.0,85453900.0,162855870.0,696834700.0,284763000.0
2082.0,310224670.0,84220500.0,156134580.0,640978240.0,274314500.0
2083.0,291124830.0,81803680.0,148685140.0,623129800.0,263075260.0
2084.0,352994530.0,78806640.0,143424460.0,608335170.0,301071230.0
2085.0,296641730.0,74618960.0,140007280.0,580450100.0,262769650.0
2086.0,258448690.0,72957576.0,136954530.0,560903940.0,248320600.0
2087.0,255451070.0,70346104.0,131182500.0,540930940.0,230009630.0
2088.0,241976260.0,67910920.0,127892250.0,530822620.0,219233870.0
2089.0,230689360.0,65743870.0,123767570.0,508373660.0,216069940.0
2090.0,227634140.0,62979292.0,120744340.0,502399200.0,205548910.0
2091.0,218746400.0,60000790.0,116445176.0,475438370.0,200309020.0
2092.0,208458930.0,56197760.0,112454270.0,455143700.0,189097920.0
2093.0,200402640.0,54933476.0,109948990.0,437032770.0,184815020.0
2094.0,192585700.0,53250828.0,106250700.0,419304800.0,181232500.0
2095.0,208637180.0,52091268.0,102877944.0,403849200.0,177977740.0
2096.0,188065550.0,49728800.0,98840440.0,389643200.0,171189140.0
2097.0,177903000.0,48562570.0,95962120.0,374722880.0,166374540.0
2098.0,172877310.0,47121264.0,93095830.0,358535200.0,163026880.0
2099.0,189936080.0,45409564.0,90172480.0,352203070.0,163143330.0
2100.0,165306050.0,45272550.0,88848296.0,344037150.0,159918130.0
