time,MPI-ESM-LR,CSIRO-MK3-6-0,CESM1-CAM5,NORESM1-M
2080.0,19263857000.0,16773063000.0,17740340000.0,20034986000.0
2081.0,19166982000.0,16619146000.0,17653256000.0,19978373000.0
2082.0,19073266000.0,16532058000.0,17486262000.0,19827530000.0
2083.0,19001647000.0,16392466000.0,17262373000.0,19703935000.0
2084.0,18829244000.0,16238791000.0,17038663000.0,19693760000.0
2085.0,18893693000.0,16119769000.0,16872847000.0,19559313000.0
2086.0,19635948000.0,16183629000.0,16742732000.0,19394170000.0
2087.0,18702890000.0,17131636000.0,16634232000.0,19342565000.0
2088.0,18568554000.0,15892094000.0,16531162000.0,19245908000.0
2089.0,18453973000.0,15767593000.0,16409785000.0,19227468000.0
2090.0,18334340000.0,15655721000.0,16349917000.0,19068640000.0
2091.0,18301190000.0,15536859000.0,16143131000.0,18966364000.0
2092.0,18402806000.0,15438954000.0,16021280000.0,18862290000.0
2093.0,18147168000.0,15325754000.0,15990180000.0,18792650000.0
2094.0,18012969000.0,15243106000.0,15802740000.0,18726560000.0
2095.0,17941527000.0,15161946000.0,15708950000.0,18595703000.0
2096.0,17839735000.0,15345561000.0,15631862000.0,19977435000.0
2097.0,18144686000.0,15017494000.0,15547021000.0,18924737000.0
2098.0,17860950000.0,14880839000.0,15404667000.0,18522718000.0
2099.0,17808726000.0,14794690000.0,15337603000.0,18305696000.0
2100.0,17646630000.0,14651411000.0,15264826000.0,18219964000.0
2101.0,17911660000.0,14939014000.0,15144897000.0,18127903000.0
2102.0,17543205000.0,14917383000.0,15044290000.0,18065787000.0
2103.0,17402053000.0,14571472000.0,14919251000.0,17973455000.0
2104.0,17389904000.0,14417594000.0,14992644000.0,17925038000.0
2105.0,17297440000.0,14328856000.0,14782304000.0,17790095000.0
2106.0,17206086000.0,14209614000.0,14701256000.0,17760778000.0
2107.0,17109724000.0,14074089000.0,14604300000.0,17661508000.0
2108.0,17180287000.0,13963257000.0,14472056000.0,17565430000.0
2109.0,16970454000.0,13871954000.0,14401783000.0,17643987000.0
2110.0,16880798000.0,13964833000.0,14275645000.0,17430047000.0
2111.0,16897848000.0,13782395000.0,14234730000.0,17359137000.0
2112.0,16817630000.0,13686527000.0,14131257000.0,17275963000.0
2113.0,16835227000.0,13637460000.0,14052820000.0,17237220000.0
2114.0,16733210000.0,13573686000.0,14116085000.0,17162414000.0
2115.0,16698110000.0,13499400000.0,13862202000.0,17359501000.0
2116.0,16646000000.0,13536244000.0,13763830000.0,17422640000.0
2117.0,16582042000.0,13460433000.0,13699332000.0,17022296000.0
2118.0,16743406000.0,13540955000.0,13744721000.0,17035324000.0
2119.0,16574077000.0,13369722000.0,13471933000.0,17224915000.0
2120.0,16507151000.0,13422489000.0,13504353000.0,16953798000.0
2121.0,16374646000.0,13315271000.0,13340279000.0,16808354000.0
2122.0,16279196000.0,13982838000.0,13239011000.0,16774277000.0
2123.0,16230522000.0,13200636000.0,13106466000.0,16746796000.0
2124.0,17815780000.0,13111000000.0,13041554000.0,16661020000.0
2125.0,16231572000.0,12998295000.0,13108463000.0,16622991000.0
2126.0,16100632000.0,12935161000.0,12895202000.0,16572936000.0
2127.0,16038145000.0,12842407000.0,12806443000.0,16520928000.0
2128.0,15975665000.0,12809940000.0,12719706000.0,16467113000.0
2129.0,15922183000.0,12751177000.0,12645024000.0,16549238000.0
2130.0,15852442000.0,12863846000.0,12528178000.0,16357314000.0
2131.0,15765924000.0,12647355000.0,12427672000.0,16322713000.0
2132.0,16000449000.0,12590846000.0,12332602000.0,16260581000.0
2133.0,15689811000.0,12531391000.0,12229730000.0,16277836000.0
2134.0,15596716000.0,12494793000.0,12324623000.0,16112511000.0
2135.0,15547135000.0,12402058000.0,12095161000.0,16150775000.0
2136.0,15945998000.0,12388483000.0,12065910000.0,16002651000.0
2137.0,15714245000.0,12287012000.0,11914093000.0,16071141000.0
2138.0,15589815000.0,12249511000.0,11888323000.0,15914056000.0
2139.0,15824482000.0,12197641000.0,11911008000.0,16083732000.0
2140.0,15461136000.0,12150018000.0,11758483000.0,15845982000.0
2141.0,15347753000.0,12030002000.0,11625788000.0,15762082000.0
2142.0,15288630000.0,11989243000.0,11568273000.0,15842868000.0
2143.0,15172617000.0,11891110000.0,11511386000.0,15898041000.0
2144.0,15077463000.0,11882024000.0,11426896000.0,16068876000.0
2145.0,15114952000.0,11776394000.0,11376879000.0,15585384000.0
2146.0,14984720000.0,11736494000.0,11534807000.0,15532854000.0
2147.0,14890313000.0,11690355000.0,11425062000.0,15512547000.0
2148.0,14890521000.0,11555979000.0,11246896000.0,15367222000.0
2149.0,14822659000.0,11495654000.0,11169366000.0,15310273000.0
2150.0,14778630000.0,11423372000.0,11131392000.0,15544011000.0
2151.0,14743046000.0,11373145000.0,11109529000.0,15236150000.0
2152.0,14685902000.0,11329158000.0,11093347000.0,15150142000.0
2153.0,14640273000.0,11301654000.0,11017577000.0,15089799000.0
2154.0,14596931000.0,11254402000.0,10929043000.0,15013622000.0
2155.0,14593898000.0,11165699000.0,10876748000.0,14956067000.0
2156.0,14532497000.0,11075088000.0,10842051000.0,14927521000.0
2157.0,14771284000.0,11017662000.0,10986283000.0,15430892000.0
2158.0,14501580000.0,11010564000.0,10774080000.0,15111063000.0
2159.0,14441328000.0,11069972000.0,10713023000.0,14877315000.0
2160.0,14354542000.0,10890256000.0,10706211000.0,14797458000.0
2161.0,14356010000.0,10845252000.0,10621611000.0,15039350000.0
2162.0,14261544000.0,10774854000.0,10598441000.0,14764756000.0
2163.0,14198922000.0,10732111000.0,10589541000.0,14872192000.0
2164.0,14203823000.0,10732193000.0,10500165000.0,14655069000.0
2165.0,14069392000.0,10673851000.0,10442651000.0,14607674000.0
2166.0,14174397000.0,10598216000.0,10408733000.0,14563527000.0
2167.0,13932379000.0,10544826000.0,10409005000.0,14535878000.0
2168.0,13880492000.0,10471696000.0,10336394000.0,14559687000.0
2169.0,13856613000.0,10439054000.0,10290992000.0,14439312000.0
2170.0,13768685000.0,10397080000.0,10390011000.0,14398666000.0
2171.0,13747680000.0,10324749000.0,10241149000.0,14345361000.0
2172.0,13639499000.0,10294009000.0,10188318000.0,14329806000.0
2173.0,13562551000.0,10237680000.0,10142318000.0,14268421000.0
2174.0,13532030000.0,10195366000.0,10102389000.0,14341065000.0
2175.0,13685159000.0,10131301000.0,10157605000.0,14196420000.0
2176.0,13525792000.0,10072070000.0,10065200000.0,14137897000.0
2177.0,13507587000.0,10014591000.0,10062969000.0,14213152000.0
2178.0,13431418000.0,9968670000.0,10017830000.0,14215478000.0
2179.0,13354374000.0,9929247000.0,10034107000.0,14008154000.0
2180.0,13361948000.0,9875997000.0,9932529000.0,14003986000.0
2181.0,13376735000.0,9812360000.0,9878784000.0,13962485000.0
2182.0,13264878000.0,9738294000.0,9817556000.0,13964718000.0
2183.0,13253771000.0,9697788000.0,9796244000.0,13955936000.0
2184.0,13372529000.0,9635385000.0,9707766000.0,14403215000.0
2185.0,13267849000.0,9587500000.0,9684811000.0,13933846000.0
2186.0,13121207000.0,9556747000.0,9637391000.0,13876940000.0
2187.0,13091247000.0,9649329000.0,9607108000.0,13895377000.0
2188.0,13070773000.0,9485672000.0,9582504000.0,13880440000.0
2189.0,13140418000.0,9418772000.0,9542347000.0,13845151000.0
2190.0,13017269000.0,9403467000.0,9474859000.0,13861080000.0
2191.0,12995678000.0,9367288000.0,9429199000.0,13853776000.0
2192.0,12931613000.0,9299727000.0,9487224000.0,13902530000.0
2193.0,13058658000.0,9237740000.0,9372891000.0,13767248000.0
2194.0,12914988000.0,9197051000.0,9322619000.0,13723903000.0
2195.0,12850518000.0,9208573000.0,9322557000.0,13697059000.0
2196.0,12770051000.0,9153992000.0,9356276000.0,13889189000.0
2197.0,12738159000.0,9115795000.0,9215307000.0,13627184000.0
2198.0,12763214000.0,9040384000.0,9195300000.0,13616205000.0
2199.0,12776465000.0,8995587000.0,9166558000.0,13792250000.0
2200.0,12809955000.0,8929860000.0,9108747000.0,13576654000.0
2201.0,13722514000.0,8891732000.0,9186887000.0,13550227000.0
2202.0,12979286000.0,8831521000.0,9029940000.0,13506664000.0
2203.0,12792556000.0,8803569000.0,8996349000.0,13523885000.0
2204.0,12623469000.0,8758511000.0,8979050000.0,13474858000.0
2205.0,12590214000.0,9386446000.0,8983729000.0,13701299000.0
2206.0,12596095000.0,8933407000.0,8920455000.0,13477719000.0
2207.0,12549516000.0,8802798000.0,8882202000.0,13500969000.0
2208.0,12537384000.0,8717602000.0,8852694000.0,13430204000.0
2209.0,12516656000.0,8670046000.0,8828030000.0,13392767000.0
2210.0,12493513000.0,8643465000.0,8791545000.0,13488492000.0
2211.0,12493800000.0,8635383000.0,8756214000.0,13542817000.0
2212.0,12451127000.0,8586323000.0,8763862000.0,13765400000.0
2213.0,13025249000.0,8556004000.0,8746975000.0,13441323000.0
2214.0,12615249000.0,8578418700.0,8701096000.0,13306224000.0
2215.0,12502684000.0,8503378000.0,8676764000.0,13327210000.0
2216.0,12588431000.0,8480315000.0,8638061000.0,13365435000.0
2217.0,12510094000.0,8467646000.0,8618996000.0,13291571000.0
2218.0,12465367000.0,8437225000.0,8640768000.0,13245467000.0
2219.0,12846230000.0,8386910700.0,8581922000.0,13208505000.0
2220.0,13239824000.0,8380305000.0,8553816600.0,13259429000.0
2221.0,12508187000.0,8363141600.0,8520367000.0,13239980000.0
2222.0,12411700000.0,8356876300.0,8477594600.0,13213309000.0
2223.0,12361782000.0,8318556700.0,8518502400.0,13227219000.0
2224.0,12330661000.0,8274807000.0,8412216300.0,13238136000.0
2225.0,12399023000.0,8254095000.0,8447642000.0,13262048000.0
2226.0,12355482000.0,8226500600.0,8380817400.0,13165451000.0
2227.0,12413307000.0,8190267000.0,8400619500.0,13117616000.0
2228.0,12271400000.0,8169902000.0,8320381400.0,13131116000.0
2229.0,12226111000.0,8136071700.0,8317448000.0,13058056000.0
2230.0,12222120000.0,8107263500.0,8278509600.0,13061702000.0
2231.0,12245486000.0,8069374500.0,8297909000.0,13004501000.0
2232.0,12240593000.0,8030114300.0,8219636700.0,13136371000.0
2233.0,12246090000.0,8063379000.0,8191339000.0,12953701000.0
2234.0,12102155000.0,7984462300.0,8201920000.0,12926258000.0
2235.0,12115546000.0,8179283000.0,8184423400.0,12992254000.0
2236.0,12166103000.0,7990146000.0,8134077400.0,12883285000.0
2237.0,12064433000.0,7990211000.0,8091611000.0,12918135000.0
2238.0,12051246000.0,7946013000.0,8086076400.0,13026623000.0
2239.0,12261205000.0,7891750000.0,8478195000.0,12853842000.0
2240.0,12092988000.0,7880334300.0,8107496400.0,12805197000.0
2241.0,12048752000.0,7851930000.0,8023682600.0,12816760000.0
2242.0,12107862000.0,7818048000.0,7989617700.0,12784293000.0
2243.0,11995359000.0,7803512000.0,8027075600.0,12830512000.0
2244.0,12112716000.0,7878001000.0,7955562000.0,12777819000.0
2245.0,12551106000.0,7814035000.0,7948748000.0,12722316000.0
2246.0,12027583000.0,7746896400.0,7890041300.0,12754663000.0
2247.0,11955198000.0,7672520700.0,7860168000.0,12676199000.0
2248.0,11910658000.0,7646191600.0,7820937700.0,12685043000.0
2249.0,12323465000.0,7657936000.0,7810052600.0,12712385000.0
2250.0,12249490000.0,7610878500.0,7863648000.0,12687872000.0
2251.0,12020592000.0,7572734500.0,7870668000.0,12619511000.0
2252.0,11870505000.0,7572872000.0,7790325000.0,12674873000.0
2253.0,11842110000.0,7546773500.0,7816199700.0,12574509000.0
2254.0,11766992000.0,7532954000.0,7729383400.0,12535274000.0
2255.0,11924292000.0,7537343500.0,7790016000.0,12512361000.0
2256.0,11758133000.0,7510280000.0,7701646000.0,12524091000.0
2257.0,11715650000.0,7758015500.0,7712989000.0,12534786000.0
2258.0,11705046000.0,7492373000.0,7675557000.0,12460557000.0
2259.0,11745729000.0,7477184500.0,7664920600.0,12398313000.0
2260.0,11643941000.0,7408740400.0,7696768000.0,12386169000.0
2261.0,11681627000.0,7399691300.0,7630169000.0,12610808000.0
2262.0,11609061000.0,7407177000.0,7693038000.0,12421305000.0
2263.0,11557455000.0,7362285000.0,7640536000.0,12552626000.0
2264.0,11589097000.0,7346224000.0,7599160300.0,12341300000.0
2265.0,11559833000.0,7324645000.0,7680818000.0,13582322000.0
2266.0,11765133000.0,7308226600.0,7604498400.0,12706167000.0
2267.0,11578333000.0,7318999000.0,7568913400.0,12307897000.0
2268.0,11463807000.0,7300919300.0,7632061400.0,12245946000.0
2269.0,11391330000.0,7336646000.0,7538490000.0,12464090000.0
2270.0,11526329000.0,7250668000.0,7500049400.0,12273006000.0
2271.0,11368230000.0,7320789500.0,7490022000.0,12335447000.0
2272.0,11337850000.0,7352820700.0,7484279300.0,12395743000.0
2273.0,11284877000.0,7286670000.0,7477058000.0,12343450000.0
2274.0,11469426000.0,7229741000.0,7611701000.0,12208024000.0
2275.0,11248557000.0,7209230000.0,7573485600.0,12667119000.0
2276.0,11216522000.0,7198750700.0,7452623000.0,12370091000.0
2277.0,11203706000.0,7223825000.0,7500759600.0,12184274000.0
2278.0,11242037000.0,7237760500.0,7413965000.0,12192565000.0
2279.0,11323397000.0,7189868000.0,7419569000.0,12120266000.0
2280.0,11191199000.0,7169786400.0,7400804000.0,12228240000.0
2281.0,11289368000.0,7126329000.0,7399348700.0,12102914000.0
2282.0,11748988000.0,7106792000.0,7364115500.0,12097769000.0
2283.0,11769005000.0,7090949000.0,7400815600.0,12051342000.0
2284.0,11274435000.0,7090542000.0,7366818300.0,12160218000.0
2285.0,11331419000.0,7094535700.0,7360231000.0,11988045000.0
2286.0,11237083000.0,7338601000.0,7419466000.0,11946104000.0
2287.0,11218374000.0,7113405400.0,7348769000.0,11932582000.0
2288.0,11247282000.0,7043632000.0,7352315000.0,11903575000.0
2289.0,11349346000.0,7044712400.0,7650275300.0,11871684000.0
2290.0,11230603000.0,7014914000.0,7378419000.0,11862321000.0
2291.0,11163290000.0,7015668700.0,7303786500.0,11867749000.0
2292.0,11334987000.0,6988302000.0,7704345600.0,11801178000.0
2293.0,11108900000.0,6972998000.0,7310102000.0,11837367000.0
2294.0,11144560000.0,6962817500.0,7266192000.0,11828734000.0
2295.0,11062664000.0,6915768300.0,7272055300.0,11997678000.0
2296.0,11132834000.0,6891864000.0,7253666000.0,11767964000.0
2297.0,11197116000.0,6878013400.0,7377366500.0,11783624000.0
2298.0,11344681000.0,6867564000.0,7272169500.0,11739024000.0
2299.0,11094295000.0,6853777000.0,7233281500.0,11717290000.0
2300.0,11265077000.0,6848102000.0,7213831700.0,11685476000.0
