time,UKESM1-0-LL,MRI-ESM2-0,IPSL-CM6A-LR,CNRM-ESM2-1,CANESM5
2063.0,1735342700000.0,2215341200000.0,2574265000000.0,3029471300000.0,1101262000000.0
2064.0,1683733700000.0,2198112300000.0,2543752800000.0,3018469400000.0,1053917700000.0
2065.0,1644145700000.0,2187118800000.0,2517771200000.0,3006758600000.0,1008490900000.0
2066.0,1600229900000.0,2173000100000.0,2502666700000.0,2997304000000.0,969048300000.0
2067.0,1554972500000.0,2159837800000.0,2484152300000.0,2978213300000.0,923711200000.0
2068.0,1510365900000.0,2144113300000.0,2464431200000.0,2971885000000.0,879035200000.0
2069.0,1471566400000.0,2146252900000.0,2438622600000.0,2954113300000.0,840397750000.0
2070.0,1418871800000.0,2141124200000.0,2412938500000.0,2936450000000.0,807409900000.0
2071.0,1383747800000.0,2134893500000.0,2384047000000.0,2920019100000.0,767326600000.0
2072.0,1347016300000.0,2119211300000.0,2355241000000.0,2896572400000.0,728846400000.0
2073.0,1317470900000.0,2109219500000.0,2328583200000.0,2870248500000.0,695552200000.0
2074.0,1286966300000.0,2095199700000.0,2305266500000.0,2861934000000.0,656273640000.0
2075.0,1254600200000.0,2083996300000.0,2277613200000.0,2837328700000.0,620799660000.0
2076.0,1227351400000.0,2074801300000.0,2260889500000.0,2815220000000.0,584477250000.0
2077.0,1185946300000.0,2058879400000.0,2241944600000.0,2797977500000.0,550318600000.0
2078.0,1150561300000.0,2058180800000.0,2216618600000.0,2782289500000.0,519018770000.0
2079.0,1116436800000.0,2051048000000.0,2197592900000.0,2759908700000.0,489801970000.0
2080.0,1085030600000.0,2041055800000.0,2183633000000.0,2732272400000.0,464198530000.0
2081.0,1051662400000.0,2030255600000.0,2167721200000.0,2710467200000.0,436225080000.0
2082.0,1020126900000.0,2026106000000.0,2144898400000.0,2699138700000.0,412631530000.0
2083.0,989338900000.0,2017223100000.0,2128799000000.0,2688885200000.0,390417580000.0
2084.0,957124800000.0,2011008600000.0,2109690900000.0,2668417300000.0,370474980000.0
2085.0,922983200000.0,2007656800000.0,2094602000000.0,2650270900000.0,350764270000.0
2086.0,894581800000.0,2008847500000.0,2088843200000.0,2643262700000.0,328131380000.0
2087.0,867586800000.0,2008808000000.0,2076712600000.0,2626596000000.0,307348440000.0
2088.0,831908900000.0,2005964400000.0,2065955400000.0,2615259200000.0,285392800000.0
2089.0,804186200000.0,2011361400000.0,2042903700000.0,2589653700000.0,263297600000.0
2090.0,769316950000.0,2006031100000.0,2028722300000.0,2570321000000.0,244111180000.0
2091.0,743613860000.0,1998999400000.0,2010163200000.0,2554836000000.0,227276010000.0
2092.0,723143600000.0,1999136100000.0,1996406500000.0,2529720800000.0,210638260000.0
2093.0,700439600000.0,1992981500000.0,1985914500000.0,2521300500000.0,196297410000.0
2094.0,675713400000.0,1997530600000.0,1967687000000.0,2499671000000.0,181009020000.0
2095.0,654540730000.0,2004607400000.0,1950033100000.0,2496175000000.0,169240530000.0
2096.0,629969450000.0,1996851600000.0,1930829900000.0,2485031800000.0,155653110000.0
2097.0,610364900000.0,1991127900000.0,1908154300000.0,2470013300000.0,143025470000.0
2098.0,590033600000.0,1989030300000.0,1902628700000.0,2455990400000.0,132449580000.0
2099.0,569567300000.0,1992146700000.0,1887628000000.0,2437674000000.0,122843360000.0
2100.0,548474260000.0,1994703800000.0,1882899600000.0,2420867000000.0,115502180000.0
