time,MPI-ESM-LR,NORESM1-M,CANESM2,CNRM-CM5,CSIRO-MK3-6-0,IPSL-CM5A-LR,GFDL-CM3,CCSM4,GISS-E2-R,GFDL-ESM2G
2012.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0,14402713000.0
2013.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0,14316458000.0
2014.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0,14286078000.0
2015.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0,14189383000.0
2016.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0,14135802000.0
2017.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0,14042730000.0
2018.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0,13954212000.0
2019.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0,13841055000.0
2020.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0,13793167000.0
2021.0,13652782000.0,13698620000.0,13613469000.0,13673989000.0,13627218000.0,13607954000.0,13654969000.0,13634315000.0,13675107000.0,13671430000.0
2022.0,13503616000.0,13541300000.0,13514756000.0,13522587000.0,13529995000.0,13471869000.0,13553140000.0,13499644000.0,13481891000.0,13527655000.0
2023.0,13341852000.0,13398819000.0,13436911000.0,13460521000.0,13386120000.0,13374840000.0,13367967000.0,13344810000.0,13342555000.0,13394680000.0
2024.0,13165103000.0,13262353000.0,13251215000.0,13338452000.0,13340226000.0,13153233000.0,13144076000.0,13177532000.0,13389424000.0,13224807000.0
2025.0,12993713000.0,13096821000.0,13063698000.0,13267663000.0,13180547000.0,13040075000.0,12960814000.0,12995055000.0,13163520000.0,13102048000.0
2026.0,12826606000.0,13048124000.0,12920801000.0,13059623000.0,13021994000.0,12893597000.0,12716638000.0,12840577000.0,13052354000.0,12940348000.0
2027.0,12678451000.0,12805172000.0,12700640000.0,12925082000.0,12911795000.0,12767729000.0,12529536000.0,12755081000.0,12937036000.0,12823837000.0
2028.0,12485542000.0,12662061000.0,12642425000.0,12809029000.0,12874840000.0,12583910000.0,12319690000.0,12558611000.0,12722249000.0,12665215000.0
2029.0,12274072000.0,12484634000.0,12426943000.0,12639939000.0,12651902000.0,12372560000.0,12051828000.0,12354998000.0,12535107000.0,12793966000.0
2030.0,12166034000.0,12295036000.0,12720815000.0,12462731000.0,12541849000.0,12182057000.0,11727982000.0,12192841000.0,12409839000.0,12477031000.0
2031.0,12238341000.0,12104304000.0,12105048000.0,12274376000.0,12542575000.0,12058619000.0,11434824000.0,11993880000.0,12542154000.0,12243742000.0
2032.0,12153948000.0,11943734000.0,11920531000.0,12058624000.0,12282793000.0,11825182000.0,11113113000.0,11754111000.0,12203776000.0,12419579000.0
2033.0,11916070000.0,11717340000.0,11713142000.0,11876141000.0,12105162000.0,11623589000.0,10719840000.0,11592735000.0,11946956000.0,12014958000.0
2034.0,11682948000.0,11532339000.0,11500525000.0,11765638000.0,11973124000.0,11411585000.0,10343254000.0,11382512000.0,11813844000.0,11867056000.0
2035.0,11539419000.0,11362830000.0,11271468000.0,11582388000.0,11775459000.0,11138640000.0,9984719000.0,11192833000.0,11575267000.0,11623123000.0
2036.0,11292349000.0,11189560000.0,11177867000.0,11433897000.0,11869507000.0,10899405000.0,9605303000.0,11018509000.0,11353916000.0,11475616000.0
2037.0,11119201000.0,11010846000.0,11203569000.0,11348327000.0,11650143000.0,10564823000.0,9309871000.0,10749546000.0,11152919000.0,11315351000.0
2038.0,10972143000.0,10813997000.0,10776385000.0,11169463000.0,11421954000.0,10315680000.0,8985099000.0,10520445000.0,10923301000.0,11171094000.0
2039.0,10776885000.0,10577978000.0,10511608000.0,10924932000.0,11183006000.0,10008534000.0,8609572000.0,10296392000.0,10702020000.0,10939267000.0
2040.0,10528513000.0,10346510000.0,10357025000.0,10651410000.0,11037814000.0,9664700000.0,8290423300.0,10103138000.0,10522258000.0,10855557000.0
2041.0,10326180000.0,10147612000.0,10177575000.0,10474931000.0,10846298000.0,9322904000.0,7927305000.0,9875782000.0,10353745000.0,10615682000.0
2042.0,10098989000.0,9871035000.0,9971344000.0,10256034000.0,10628577000.0,9034250000.0,7587553000.0,9666856000.0,10093907000.0,10437391000.0
2043.0,9899373000.0,9644039000.0,9830954000.0,10000487000.0,10389582000.0,8757870000.0,7262015000.0,9498815000.0,9818776000.0,10202971000.0
2044.0,9746237000.0,9406847000.0,9604375000.0,9739689000.0,10211934000.0,8564309500.0,6859712500.0,9234532000.0,9588335000.0,9997448000.0
2045.0,9573366000.0,9198536000.0,9372997000.0,9413861000.0,10298983000.0,8155615700.0,6494366700.0,9030021000.0,9356111000.0,9788072000.0
2046.0,9319962000.0,8966441000.0,9230329000.0,9207496000.0,9890021000.0,7861348000.0,6114923500.0,8822181000.0,9106951000.0,9659604000.0
2047.0,9089830000.0,8709920000.0,9051691000.0,8886628000.0,9693802000.0,7514323000.0,5793458000.0,8667348000.0,8867612000.0,9441358000.0
2048.0,8877523000.0,8481176600.0,8823011000.0,8616638000.0,9525657000.0,7257845000.0,5490925000.0,8461968400.0,8643614000.0,9250312000.0
2049.0,8636163000.0,8218546000.0,8564234000.0,8353232000.0,9305121000.0,6911798300.0,5158196000.0,8310724000.0,8423743500.0,9016245000.0
2050.0,8424362000.0,8047269000.0,8341462000.0,8138748000.0,9135294000.0,6607398400.0,4808761300.0,8126671000.0,8176444000.0,8770254000.0
2051.0,8185289700.0,7792926700.0,8111043600.0,7996699000.0,9086627000.0,6350375000.0,4757413400.0,7964298000.0,7989764600.0,8691581000.0
2052.0,8071753700.0,7699034000.0,7846840000.0,7749069000.0,8908333000.0,6075778600.0,4470227500.0,7874050000.0,7769725400.0,8403295000.0
2053.0,7805820000.0,7432648700.0,7553179600.0,7506398700.0,8787046000.0,5797589500.0,4135001300.0,7612068000.0,7716939000.0,8252284400.0
2054.0,7572273700.0,7227437600.0,7228495000.0,7301015000.0,8585431000.0,5604133400.0,3889400600.0,7420082700.0,7587882500.0,8067801600.0
2055.0,7367660000.0,7021873000.0,7018156500.0,7074073600.0,8449280000.0,5334168600.0,3659930000.0,7277611500.0,7340964000.0,7873372000.0
2056.0,7098003500.0,6895566000.0,6755446300.0,6857845000.0,8264572000.0,5137503000.0,3473746400.0,7089391000.0,7143508000.0,7652930600.0
2057.0,6857553000.0,6719301000.0,6539932000.0,6700427300.0,8115292000.0,4999026000.0,3262967300.0,6893552600.0,6987042000.0,7513429500.0
2058.0,6700308500.0,6552877600.0,6248912400.0,6519503400.0,7854674400.0,4746762000.0,3078037500.0,6708930600.0,6790343700.0,7279391000.0
2059.0,6415617500.0,6388722000.0,6017131500.0,6387982300.0,7682486000.0,4572717600.0,2915226000.0,6532424700.0,6621967400.0,7156225000.0
2060.0,6236311000.0,6296368000.0,5745619000.0,6324951600.0,7535697400.0,4387527000.0,2764439000.0,6335258600.0,6479317500.0,6980901000.0
2061.0,6025045500.0,6135984600.0,5428432000.0,6193074700.0,7335249400.0,4256897000.0,2624027000.0,6158417000.0,6307070500.0,6812304000.0
2062.0,5841623000.0,5961269000.0,5177584000.0,5982224000.0,7129983500.0,4071069400.0,2507953400.0,5960665600.0,6135809000.0,6594787000.0
2063.0,5658181600.0,5865929000.0,5007411000.0,5878595000.0,6885883000.0,3950329300.0,2405053000.0,5772999000.0,5952504000.0,6437028000.0
2064.0,5387687000.0,5751100000.0,4800344000.0,5904155600.0,6680282000.0,3773021400.0,2309891000.0,5560381400.0,5756201500.0,6275192000.0
2065.0,5154312700.0,5582098000.0,4587405300.0,5698274300.0,6451443700.0,3640283600.0,2197878300.0,5394495500.0,5610169000.0,6145606000.0
2066.0,5012982300.0,5481040000.0,4415877600.0,5610359000.0,6248845000.0,3491708700.0,2085423100.0,5243240000.0,5452612000.0,5938271000.0
2067.0,4817658000.0,5315990500.0,4225932800.0,5487655400.0,6104317000.0,3320805600.0,2003123300.0,5065663000.0,5293168600.0,5757038600.0
2068.0,4652584000.0,5185790000.0,4084097300.0,5400252000.0,5860223500.0,3174829800.0,1935534500.0,4907456000.0,5125551600.0,5583931400.0
2069.0,4500942300.0,5021903400.0,3919120000.0,5296007700.0,5606160000.0,3023664000.0,1865828500.0,4702462000.0,4947547600.0,5380246000.0
2070.0,4337527300.0,4872995300.0,3750653200.0,5313280500.0,5370520600.0,2888889300.0,1759807700.0,4530618000.0,4771614000.0,5213700000.0
2071.0,4152906500.0,4739982000.0,3582926000.0,5127317500.0,5266913300.0,2745044000.0,1702529300.0,4386482000.0,4663850500.0,5061207000.0
2072.0,3965650400.0,4606032400.0,3535256300.0,5006206500.0,5030400500.0,2623213600.0,1617605800.0,4238882000.0,4586663000.0,4895117000.0
2073.0,3834937300.0,4462853000.0,3425565700.0,4911449000.0,4965209000.0,2473717000.0,1554433500.0,4095432200.0,4402359000.0,4791834000.0
2074.0,3645646000.0,4329509000.0,3586064000.0,4799691300.0,4693616600.0,2384136700.0,1498061600.0,3963046000.0,4262287600.0,4644331000.0
2075.0,3504743000.0,4162186200.0,3364217900.0,4728429600.0,4508967000.0,2242798000.0,1454612600.0,3837547800.0,4144843800.0,4497225000.0
2076.0,3385221400.0,3997902000.0,3213847800.0,4577145000.0,4365298700.0,2113663700.0,1385271300.0,3713980000.0,4053318700.0,4385184300.0
2077.0,3281269500.0,3852537600.0,3123715800.0,4512462000.0,4206352600.0,2019446900.0,1328079600.0,3605748500.0,3947262000.0,4279657500.0
2078.0,3119997400.0,3693443800.0,3037739500.0,4369230300.0,4046661000.0,1955385000.0,1286721500.0,3470186500.0,3842677800.0,4135742500.0
2079.0,3021297000.0,3537078300.0,2963148000.0,4219069000.0,3922534000.0,1880496100.0,1240573000.0,3372449000.0,3759528700.0,4027906000.0
2080.0,2885583400.0,3401605600.0,2909118500.0,4108692000.0,3774180600.0,1805369300.0,1194302200.0,3294680300.0,3673743400.0,3883115800.0
2081.0,2800006000.0,3297896000.0,2824539000.0,3946289200.0,3645197600.0,1711400100.0,1151051300.0,3169546800.0,3663975000.0,3787834600.0
2082.0,2690480600.0,3176765000.0,2718439200.0,3760468200.0,3496009000.0,1647055600.0,1097529600.0,3077869300.0,3522723800.0,3837470700.0
2083.0,2584618200.0,3036782800.0,2639667200.0,3620354800.0,3376109800.0,1574878200.0,1064424450.0,2987535600.0,3457963800.0,3636568600.0
2084.0,2484174800.0,2904344000.0,2541741300.0,3471429400.0,3333233700.0,1518009200.0,1018787840.0,2910560800.0,3383486700.0,3548227800.0
2085.0,2396934100.0,2803448000.0,2453006600.0,3608102000.0,3320747500.0,1478013400.0,975634370.0,2820912600.0,3328568000.0,3450895400.0
2086.0,2303435000.0,2823808300.0,2370281000.0,3261593600.0,3100196000.0,1413065300.0,947754000.0,2718978600.0,3237209000.0,3355212000.0
2087.0,2235851800.0,2675994600.0,2276657200.0,3115725000.0,2968493300.0,1376421400.0,908889200.0,2649143300.0,3157022500.0,3288644600.0
2088.0,2126426000.0,2600853200.0,2182746400.0,3133376300.0,2863584500.0,1322659100.0,867579460.0,2591070200.0,3086689800.0,3210739000.0
2089.0,2049865600.0,2532010800.0,2092351100.0,2855324200.0,2765708300.0,1275635500.0,827406200.0,2524368100.0,3046669600.0,3156510700.0
2090.0,1958079000.0,2473856800.0,2012704300.0,2742766300.0,2674111500.0,1239245000.0,803486400.0,2435836200.0,3019704000.0,3081119000.0
2091.0,1887584600.0,2394909200.0,1926078600.0,2585474300.0,2581677800.0,1176680100.0,777308540.0,2370782700.0,2962206200.0,3003585800.0
2092.0,1816337000.0,2328236800.0,1841744300.0,2480138800.0,2487468800.0,1125704400.0,754223000.0,2312128300.0,2935531300.0,2936266800.0
2093.0,1755004900.0,2259436000.0,1782330800.0,2362671000.0,2428808400.0,1087453000.0,739185600.0,2251492000.0,2881724700.0,2866964200.0
2094.0,1682627500.0,2193844500.0,1712385500.0,2316456200.0,2350964500.0,1051223550.0,713462600.0,2216872400.0,2837973200.0,2804315600.0
2095.0,1625367600.0,2140343400.0,1658512500.0,2616629500.0,2244915200.0,999639300.0,694856600.0,2140859300.0,2794510000.0,2768467700.0
2096.0,1594344100.0,2097785100.0,1580281600.0,2570320100.0,2154336800.0,945724700.0,675588700.0,2097523000.0,2767550000.0,2719795700.0
2097.0,1559072300.0,2062448100.0,1557447400.0,2228574700.0,2077036200.0,905499460.0,655099300.0,2046542000.0,2704417000.0,2662648000.0
2098.0,1523646100.0,2020490400.0,1520457900.0,2117283600.0,2046081500.0,866684740.0,618138600.0,2001979100.0,2690631000.0,2636044300.0
2099.0,1480679600.0,1979090300.0,1493586200.0,2315315500.0,1990237000.0,840770000.0,607199600.0,1961055500.0,2615970800.0,2551506700.0
2100.0,1440871800.0,1945713300.0,1456032600.0,2029268900.0,1964380400.0,791945700.0,580159360.0,1943710600.0,2578131500.0,2492620300.0
