time,UKESM1-0-LL,MRI-ESM2-0,IPSL-CM6A-LR,MPI-ESM1-2-HR,GFDL-ESM4
2057.0,100338000000.0,103819160000.0,102671385000.0,103263120000.0,103061220000.0
2058.0,100091625000.0,102778580000.0,102662990000.0,103237616000.0,102955780000.0
2059.0,99837720000.0,102910575000.0,102402744000.0,103274380000.0,102883390000.0
2060.0,99469180000.0,102684010000.0,102243205000.0,103095530000.0,102935120000.0
2061.0,99255520000.0,102286746000.0,102054100000.0,103119176000.0,102766250000.0
2062.0,98944080000.0,102095140000.0,101890310000.0,102931220000.0,102587650000.0
2063.0,98688910000.0,101942860000.0,101875925000.0,103010110000.0,102495200000.0
2064.0,98484260000.0,102138720000.0,101734520000.0,102830720000.0,102446310000.0
2065.0,98182290000.0,101786526000.0,101534190000.0,102815500000.0,102320380000.0
2066.0,97875060000.0,101617170000.0,101419000000.0,102661560000.0,102296910000.0
2067.0,97606910000.0,101498330000.0,101290385000.0,102743540000.0,102535455000.0
2068.0,97274480000.0,101405420000.0,101136500000.0,102884700000.0,102336670000.0
2069.0,96917830000.0,101237195000.0,101010964000.0,102665040000.0,102238780000.0
2070.0,96600930000.0,101092210000.0,100966090000.0,102896370000.0,102186590000.0
2071.0,96190340000.0,100923200000.0,100799280000.0,102546910000.0,102271800000.0
2072.0,95926110000.0,100764030000.0,100573890000.0,102374770000.0,101987410000.0
2073.0,95527610000.0,100584950000.0,100512915000.0,102253660000.0,101838430000.0
2074.0,95167070000.0,100571560000.0,100401640000.0,102536550000.0,101772214000.0
2075.0,94809140000.0,100412200000.0,100213490000.0,102144980000.0,101693010000.0
2076.0,94392170000.0,101736610000.0,100413500000.0,102060564000.0,101536694000.0
2077.0,94188930000.0,100700780000.0,100217280000.0,102199394000.0,101655500000.0
2078.0,93833820000.0,100824970000.0,99908900000.0,101938940000.0,101470310000.0
2079.0,93473640000.0,100262610000.0,99801410000.0,101833080000.0,101375700000.0
2080.0,93118680000.0,100835110000.0,100031120000.0,101675610000.0,101258260000.0
2081.0,92720980000.0,100110180000.0,99523430000.0,101570896000.0,101154630000.0
2082.0,92322930000.0,99998830000.0,99630280000.0,101845810000.0,101013365000.0
2083.0,91864450000.0,100018360000.0,99216440000.0,101397080000.0,100862030000.0
2084.0,91597030000.0,99646020000.0,98974786000.0,101395930000.0,100736890000.0
2085.0,91325555000.0,99507920000.0,98817230000.0,101544780000.0,100661060000.0
2086.0,91109650000.0,99587236000.0,98594300000.0,101407646000.0,100475480000.0
2087.0,90464770000.0,99219415000.0,98436900000.0,101393160000.0,100434480000.0
2088.0,90024215000.0,99367250000.0,98270170000.0,101053930000.0,100235190000.0
2089.0,89750910000.0,99550700000.0,98151250000.0,100865940000.0,100212050000.0
2090.0,89249540000.0,99109470000.0,97866470000.0,100968180000.0,100013340000.0
2091.0,88938040000.0,99408450000.0,97560220000.0,100765800000.0,99817390000.0
2092.0,88577510000.0,98924790000.0,97517300000.0,100713470000.0,99794200000.0
2093.0,88314360000.0,98663210000.0,97305710000.0,100532410000.0,99781840000.0
2094.0,87823100000.0,98964240000.0,97698210000.0,100447600000.0,99702750000.0
2095.0,87423420000.0,99094250000.0,97124650000.0,100469860000.0,100388740000.0
2096.0,86933580000.0,99411010000.0,96806080000.0,100552070000.0,99603850000.0
2097.0,86531250000.0,98525240000.0,96647710000.0,100228960000.0,99495430000.0
2098.0,86166300000.0,98181790000.0,96389750000.0,100132910000.0,99221640000.0
2099.0,85667620000.0,98045170000.0,96555330000.0,100106640000.0,99006720000.0
2100.0,85205040000.0,98409275000.0,96947405000.0,100224510000.0,98853250000.0
