time,MPI-ESM1-2-HR,UKESM1-0-LL,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0
2084.0,4018958800.0,1573582000.0,1479458400.0,3025031200.0,2624882000.0
2085.0,3910283000.0,1500968100.0,1394193200.0,2945182000.0,2547306500.0
2086.0,3831362300.0,1436986400.0,1313232800.0,2862690800.0,2464902000.0
2087.0,3733872400.0,1366217700.0,1220396700.0,2940038100.0,2412335600.0
2088.0,3580613000.0,1320283100.0,1135641700.0,2750274800.0,2327441200.0
2089.0,3477546800.0,1215414500.0,1083448300.0,2701115000.0,2272660200.0
2090.0,3397760500.0,1159733200.0,1021291840.0,2665437200.0,2187195400.0
2091.0,3293514000.0,1087113900.0,926201800.0,2564626000.0,2128044400.0
2092.0,3195797500.0,1029301600.0,889162430.0,2499543800.0,2077517600.0
2093.0,3073799200.0,991519360.0,851199500.0,2447228700.0,1997438300.0
2094.0,3065371100.0,950373300.0,821670200.0,2384140500.0,1944535600.0
2095.0,2914501400.0,908723600.0,794876740.0,2478725600.0,1908473700.0
2096.0,2824286700.0,874364700.0,747782900.0,2287271000.0,1896693000.0
2097.0,2738876400.0,827983000.0,716412350.0,2205063000.0,1836024200.0
2098.0,2653059800.0,780229440.0,692190500.0,2131806500.0,1786144300.0
2099.0,2650468900.0,752363840.0,654594940.0,2047722800.0,1735991800.0
2100.0,2544357400.0,730488800.0,623865600.0,2002903300.0,1684212200.0
