time,GFDL-CM3,GFDL-ESM2G,MPI-ESM-LR,IPSL-CM5A-LR,NORESM1-M,CCSM4,CSIRO-MK3-6-0,GISS-E2-R,CANESM2,CNRM-CM5
2024.0,13423961000.0,13505279000.0,13448389000.0,13434098000.0,13540332000.0,13456324000.0,13613858000.0,13661047000.0,13530444000.0,13615036000.0
2025.0,13230987000.0,13376856000.0,13266132000.0,13314938000.0,13371190000.0,13270006000.0,13458061000.0,13440996000.0,13339119000.0,13542360000.0
2026.0,12984247000.0,13211103000.0,13094620000.0,13164672000.0,13310976000.0,13108865000.0,13293698000.0,13324238000.0,13188643000.0,13331414000.0
2027.0,12786286000.0,13092357000.0,12939047000.0,13033083000.0,13069421000.0,13013124000.0,13180550000.0,13203646000.0,12961060000.0,13189353000.0
2028.0,12571995000.0,12927101000.0,12741592000.0,12846638000.0,12923027000.0,12815297000.0,13136725000.0,12986399000.0,12899148000.0,13076686000.0
2029.0,12295371000.0,13044809000.0,12521335000.0,12627138000.0,12738868000.0,12604922000.0,12915297000.0,12792506000.0,12676473000.0,12902707000.0
2030.0,11954718000.0,12725122000.0,12399417000.0,12425914000.0,12546889000.0,12436006000.0,12793971000.0,12660420000.0,12954036000.0,12714982000.0
2031.0,11647271000.0,12487948000.0,12469410000.0,12295702000.0,12340575000.0,12231771000.0,12791852000.0,12781775000.0,12341779000.0,12517285000.0
2032.0,11306579000.0,12657271000.0,12382346000.0,12050065000.0,12167489000.0,11979965000.0,12527598000.0,12435507000.0,12150697000.0,12288940000.0
2033.0,10915608000.0,12249932000.0,12144753000.0,11840795000.0,11941691000.0,11804094000.0,12341526000.0,12173540000.0,11942061000.0,12099719000.0
2034.0,10520055000.0,12091299000.0,11901860000.0,11629526000.0,11748951000.0,11593490000.0,12200730000.0,12040604000.0,11719603000.0,11981327000.0
2035.0,10147010000.0,11841790000.0,11749249000.0,11342768000.0,11574640000.0,11399235000.0,12001818000.0,11791059000.0,11473273000.0,11792678000.0
2036.0,9758978000.0,11686045000.0,11496435000.0,11092099000.0,11389246000.0,11217331000.0,12090608000.0,11561540000.0,11376945000.0,11637801000.0
2037.0,9451320000.0,11519937000.0,11317751000.0,10744571000.0,11202253000.0,10934503000.0,11870645000.0,11348009000.0,11397842000.0,11547731000.0
2038.0,9133272000.0,11365767000.0,11169056000.0,10493187000.0,11004599000.0,10695431000.0,11639158000.0,11115146000.0,10956673000.0,11365564000.0
2039.0,8745925000.0,11132062000.0,10967034000.0,10179278000.0,10755029000.0,10463652000.0,11391670000.0,10882346000.0,10686040000.0,11119536000.0
2040.0,8420451300.0,11041367000.0,10709610000.0,9826970000.0,10521564000.0,10266326000.0,11236954000.0,10700205000.0,10532602000.0,10841398000.0
2041.0,8053329400.0,10802335000.0,10496155000.0,9483767000.0,10310326000.0,10037089000.0,11040900000.0,10523281000.0,10350836000.0,10659147000.0
2042.0,7708038700.0,10612202000.0,10268493000.0,9177149000.0,10035331000.0,9825863000.0,10818691000.0,10263949000.0,10140891000.0,10439665000.0
2043.0,7366992000.0,10373317000.0,10075226000.0,8891904000.0,9803836000.0,9658126000.0,10576009000.0,9981126000.0,9991437000.0,10181845000.0
2044.0,6948965400.0,10168865000.0,9913754000.0,8682403000.0,9560601000.0,9386439000.0,10392670000.0,9755079000.0,9757360000.0,9909323000.0
2045.0,6575495700.0,9954234000.0,9728078000.0,8279254500.0,9346950000.0,9178710000.0,10475786000.0,9500793000.0,9515806000.0,9574867000.0
2046.0,6191618600.0,9810567000.0,9456322000.0,7981229000.0,9108743000.0,8954789000.0,10056775000.0,9250163000.0,9366446000.0,9368886000.0
2047.0,5859823000.0,9585584000.0,9223217000.0,7607890400.0,8835701000.0,8792211000.0,9853407000.0,8994952000.0,9182218000.0,9038327000.0
2048.0,5544905700.0,9396081000.0,9005061000.0,7333353000.0,8597266000.0,8589213000.0,9680829000.0,8766203000.0,8947520000.0,8759751000.0
2049.0,5200396300.0,9141638000.0,8745517000.0,6989305300.0,8341347000.0,8427543000.0,9450680000.0,8540517000.0,8676434000.0,8479427000.0
2050.0,4852603400.0,8885202000.0,8534626300.0,6673275400.0,8153717000.0,8237509000.0,9278398000.0,8277111300.0,8434994700.0,8265414000.0
2051.0,4801309000.0,8796223000.0,8280124400.0,6414950400.0,7874137600.0,8060939300.0,9225034000.0,8081617000.0,8192115700.0,8120103400.0
2052.0,4511487500.0,8507989000.0,8159251500.0,6146009600.0,7786300400.0,7961380400.0,9045574000.0,7852238000.0,7916241400.0,7874925000.0
2053.0,4180365600.0,8361990700.0,7886063600.0,5850692600.0,7510967000.0,7693385000.0,8918718000.0,7793023500.0,7624164000.0,7625246700.0
2054.0,3921344500.0,8160394000.0,7642808300.0,5655696400.0,7294528500.0,7501245000.0,8725482000.0,7678459400.0,7274889700.0,7405326300.0
2055.0,3679915300.0,7958196000.0,7432624000.0,5377048000.0,7086229000.0,7351602000.0,8586839600.0,7395776000.0,7057435600.0,7177956000.0
2056.0,3501603800.0,7728860000.0,7153541600.0,5174495700.0,6966908000.0,7172293000.0,8399654400.0,7204697000.0,6792331300.0,6967910400.0
2057.0,3282548700.0,7589467600.0,6902848500.0,5049814500.0,6780494300.0,6961705000.0,8251562000.0,7033280000.0,6577129000.0,6823187500.0
2058.0,3085476000.0,7352657000.0,6748255000.0,4788297000.0,6605102000.0,6768752000.0,7982066000.0,6836280000.0,6275695600.0,6634120000.0
2059.0,2925616000.0,7211845600.0,6468602000.0,4617215000.0,6440793600.0,6603964000.0,7798868000.0,6662646000.0,6041926000.0,6476282000.0
2060.0,2772628500.0,7042236400.0,6275805700.0,4446535700.0,6343660000.0,6406951000.0,7635928600.0,6534594000.0,5772705000.0,6419075600.0
2061.0,2633711600.0,6871845400.0,6055402000.0,4316411400.0,6183152000.0,6222061000.0,7428740600.0,6358881000.0,5458764000.0,6300967400.0
2062.0,2520840000.0,6657789000.0,5885073000.0,4100161500.0,6019110000.0,6009460700.0,7224418000.0,6180692500.0,5201806000.0,6089514000.0
2063.0,2407518700.0,6487033300.0,5706724000.0,3970404900.0,5901347300.0,5816832500.0,6992805000.0,6011681300.0,5031939000.0,5986422300.0
2064.0,2321596700.0,6317673500.0,5441235500.0,3801078000.0,5802484700.0,5619758600.0,6792397300.0,5805271000.0,4821048000.0,6004530700.0
2065.0,2207008000.0,6192165000.0,5211719700.0,3653501700.0,5641390000.0,5445902300.0,6551052000.0,5667029000.0,4605380600.0,5773412000.0
2066.0,2077717100.0,5979694000.0,5049603600.0,3502584000.0,5526251000.0,5297372000.0,6348451300.0,5501275000.0,4425895400.0,5693524000.0
2067.0,1991030700.0,5801891300.0,4844212000.0,3331184600.0,5369693700.0,5115471000.0,6198004700.0,5335826000.0,4238839600.0,5550756400.0
2068.0,1918832500.0,5634115000.0,4663822300.0,3182607000.0,5243187000.0,4948088300.0,5946644000.0,5162249700.0,4099363300.0,5464632300.0
2069.0,1837085700.0,5437107000.0,4519769600.0,3037449500.0,5083566000.0,4742321700.0,5701343700.0,4990198300.0,3920614000.0,5370222000.0
2070.0,1767183500.0,5265133600.0,4346159600.0,2906242300.0,4929176000.0,4551734300.0,5466708500.0,4797330400.0,3747425800.0,5395140600.0
2071.0,1689813600.0,5082491000.0,4169362700.0,2754712300.0,4790210600.0,4415427000.0,5350023000.0,4683486700.0,3588227800.0,5211920400.0
2072.0,1599860100.0,4931592000.0,3983195000.0,2613767700.0,4643736600.0,4265219300.0,5115629000.0,4606326300.0,3540759600.0,5094743000.0
2073.0,1542152100.0,4824266000.0,3843107000.0,2466374100.0,4501311000.0,4107977200.0,5064355300.0,4419355000.0,3421686500.0,4998059500.0
2074.0,1487491600.0,4672877600.0,3665732000.0,2361877800.0,4363867000.0,3971476500.0,4759971000.0,4272013300.0,3583556000.0,4874171000.0
2075.0,1430272600.0,4552258600.0,3512328400.0,2223219200.0,4189403000.0,3855513600.0,4555845600.0,4163400200.0,3362873000.0,4790900000.0
2076.0,1379269200.0,4427788000.0,3387170300.0,2109574100.0,4003217400.0,3731349800.0,4413283000.0,4073563000.0,3212616400.0,4645196000.0
2077.0,1321098600.0,4309948400.0,3276262100.0,2026584800.0,3854366700.0,3623490800.0,4262938000.0,3957146600.0,3114577700.0,4572130300.0
2078.0,1263551900.0,4135875800.0,3136160800.0,1944686700.0,3702241300.0,3493282000.0,4091313700.0,3856803000.0,3034822700.0,4436845600.0
2079.0,1220783500.0,4031941000.0,3040530200.0,1873175400.0,3536814000.0,3392792300.0,3946440400.0,3775649000.0,2956773600.0,4297722400.0
2080.0,1184215400.0,3891238000.0,2903774500.0,1799332100.0,3387316000.0,3297835000.0,3798472200.0,3688051500.0,2897580500.0,4178863400.0
2081.0,1124173800.0,3794167000.0,2804595200.0,1708504200.0,3302134500.0,3175908000.0,3668812500.0,3670189300.0,2810132700.0,3988935400.0
2082.0,1077585900.0,3848302300.0,2696838700.0,1643746300.0,3159876900.0,3079176000.0,3512899600.0,3522222300.0,2710796300.0,3819004700.0
2083.0,1040653600.0,3646268000.0,2586663400.0,1579974900.0,3036143400.0,2985371400.0,3395538400.0,3460444200.0,2629303600.0,3669941800.0
2084.0,978370560.0,3551236000.0,2469989000.0,1511818000.0,2924801000.0,2913714000.0,3362989600.0,3381513000.0,2534950100.0,3518271700.0
2085.0,946629250.0,3448494800.0,2376284200.0,1466386600.0,2826726100.0,2812412200.0,3345522000.0,3318644700.0,2447858000.0,3660807000.0
2086.0,915582850.0,3362221800.0,2293139500.0,1396488200.0,2838177500.0,2722534400.0,3120431600.0,3253032000.0,2361857500.0,3323430700.0
2087.0,882835140.0,3283579400.0,2216584400.0,1336416500.0,2682166000.0,2655288800.0,2969318700.0,3174133200.0,2262790400.0,3168969700.0
2088.0,858057600.0,3214258000.0,2116390000.0,1289798800.0,2599975700.0,2603165700.0,2862027500.0,3116433700.0,2168159000.0,3180792300.0
2089.0,832459140.0,3143325200.0,2033795000.0,1276562800.0,2536725200.0,2535339800.0,2772489500.0,3058899000.0,2051276400.0,2918034700.0
2090.0,803318000.0,3091601000.0,1934917900.0,1223406300.0,2462281200.0,2443105300.0,2683988700.0,3027489000.0,1976966500.0,2783257600.0
2091.0,776619460.0,3022692000.0,1876699000.0,1174026100.0,2395589000.0,2377371100.0,2601482000.0,2956658400.0,1881503700.0,2639223300.0
2092.0,751291700.0,2950439700.0,1783489300.0,1122322000.0,2333953300.0,2311497700.0,2479432200.0,2929516300.0,1812582400.0,2535257000.0
2093.0,726940600.0,2869995300.0,1731264900.0,1071201340.0,2272253400.0,2241545500.0,2427805200.0,2879093500.0,1756211500.0,2412045000.0
2094.0,699428740.0,2814411300.0,1667785500.0,1023797500.0,2208307500.0,2202592300.0,2355509200.0,2835718400.0,1687759400.0,2363888600.0
2095.0,678750140.0,2770624300.0,1618646800.0,982203200.0,2150114300.0,2122031000.0,2250854700.0,2794506500.0,1627644400.0,2677907500.0
2096.0,657011900.0,2703724000.0,1588575600.0,948073800.0,2103442300.0,2085053400.0,2154611500.0,2763600100.0,1566109600.0,2615322600.0
2097.0,632244300.0,2639098000.0,1539745400.0,908329200.0,2065612300.0,2031574400.0,2084634200.0,2707319000.0,1537530200.0,2285237500.0
2098.0,614366200.0,2624436000.0,1503532900.0,869323650.0,2016755300.0,1982629100.0,2043526300.0,2687986700.0,1509938000.0,2175790600.0
2099.0,600855300.0,2550684000.0,1466008800.0,827447900.0,1959354600.0,1937567400.0,1989479200.0,2622530000.0,1488282100.0,2370467600.0
2100.0,582826940.0,2490955800.0,1422704500.0,794900200.0,1922416500.0,1916375000.0,1965787000.0,2587731500.0,1445499100.0,2073005400.0
