time,ACCESS-ESM1-5,MRI-ESM2-0,CESM2-WACCM,CANESM5,ACCESS-CM2,IPSL-CM6A-LR
2098.0,8062796000000.0,11271406000000.0,6964335000000.0,9228489000000.0,8213748000000.0,9032670000000.0
2099.0,8033413000000.0,11288711000000.0,6890504000000.0,9200316000000.0,8126945000000.0,8926504000000.0
2100.0,7969161000000.0,11210070000000.0,6820697000000.0,9148583000000.0,8089003000000.0,8891024000000.0
2101.0,7905086500000.0,11202234000000.0,6736082000000.0,9094784000000.0,8042513000000.0,8804229000000.0
2102.0,7830658000000.0,11213772000000.0,6648292000000.0,8992959000000.0,7986263000000.0,8748771300000.0
2103.0,7781356700000.0,11171349000000.0,6551671000000.0,8972387000000.0,7904207000000.0,8666957000000.0
2104.0,7674109000000.0,11173442000000.0,6465002700000.0,8895402000000.0,7838417600000.0,8552094600000.0
2105.0,7592837400000.0,11177045000000.0,6396817400000.0,8841000000000.0,7768347500000.0,8498731000000.0
2106.0,7505236000000.0,11211618000000.0,6380115700000.0,8802705000000.0,7686997400000.0,8399939000000.0
2107.0,7463259000000.0,11182510000000.0,6332025000000.0,8753908300000.0,7614414500000.0,8381367000000.0
2108.0,7446376000000.0,11169588000000.0,6213833600000.0,8721704000000.0,7504883400000.0,8325763700000.0
2109.0,7369499000000.0,11168138000000.0,6178812700000.0,8672847600000.0,7445567500000.0,8235406000000.0
2110.0,7320736600000.0,11218072000000.0,6085221500000.0,8635587000000.0,7376916700000.0,8191317400000.0
2111.0,7248337700000.0,11222562000000.0,6003720000000.0,8627235600000.0,7347830000000.0,8195984600000.0
2112.0,7135723000000.0,11243090000000.0,5953566500000.0,8603167000000.0,7319475000000.0,8183167300000.0
2113.0,7035110000000.0,11237725000000.0,5899891000000.0,8573664000000.0,7253724000000.0,8192393000000.0
2114.0,7023389000000.0,11262124000000.0,5840284700000.0,8550482400000.0,7218861700000.0,8185338000000.0
2115.0,6958398000000.0,11226648000000.0,5798596400000.0,8492370400000.0,7169394600000.0,8168093500000.0
2116.0,6928965000000.0,11271821000000.0,5753457000000.0,8514992300000.0,7104853700000.0,8151763500000.0
2117.0,6886962000000.0,11304338000000.0,5719308000000.0,8492367000000.0,7033787500000.0,8103119000000.0
2118.0,6862028000000.0,11252239000000.0,5693138000000.0,8434899000000.0,6993518500000.0,8119052000000.0
2119.0,6874347300000.0,11193964000000.0,5627323000000.0,8409568000000.0,6922290300000.0,8082480000000.0
2120.0,6881029400000.0,11224570000000.0,5562143000000.0,8358848400000.0,6867087500000.0,8039696000000.0
2121.0,6800716300000.0,11287699000000.0,5492631400000.0,8313553600000.0,6805389300000.0,8018940400000.0
2122.0,6755444000000.0,11300202000000.0,5453764400000.0,8278794000000.0,6763727300000.0,7987326400000.0
2123.0,6730868000000.0,11243393000000.0,5417262400000.0,8216173000000.0,6733887400000.0,7979446000000.0
2124.0,6695707000000.0,11290768000000.0,5387188700000.0,8184197500000.0,6705237700000.0,7950970700000.0
2125.0,6683907000000.0,11255554000000.0,5378075500000.0,8149536000000.0,6679375000000.0,7892254600000.0
2126.0,6664854000000.0,11206375000000.0,5373902700000.0,8109523700000.0,6607958000000.0,7861270000000.0
2127.0,6612425000000.0,11194212000000.0,5333031300000.0,8069583500000.0,6567760500000.0,7856960600000.0
2128.0,6577069000000.0,11201050000000.0,5303361000000.0,8057030000000.0,6508217000000.0,7816655400000.0
2129.0,6502131700000.0,11226082000000.0,5300031600000.0,8042264000000.0,6444389000000.0,7812548700000.0
2130.0,6500552000000.0,11220632000000.0,5284980000000.0,8011335000000.0,6409650000000.0,7796535000000.0
2131.0,6448700000000.0,11241154000000.0,5266426000000.0,7959317000000.0,6333967400000.0,7788828300000.0
2132.0,6462830500000.0,11246673000000.0,5208561700000.0,7952692400000.0,6288339600000.0,7752805500000.0
2133.0,6479093000000.0,11183839000000.0,5165640300000.0,7958411300000.0,6236923000000.0,7714259000000.0
2134.0,6434081700000.0,11208371000000.0,5114671700000.0,7957692000000.0,6192128000000.0,7711189000000.0
2135.0,6425402000000.0,11166057000000.0,5087914600000.0,7912990700000.0,6156437000000.0,7725846600000.0
2136.0,6367530700000.0,11182945000000.0,5071561600000.0,7874317000000.0,6087006000000.0,7720117700000.0
2137.0,6356639700000.0,11182114000000.0,5071993000000.0,7840592300000.0,6032682600000.0,7750732500000.0
2138.0,6323076000000.0,11179886000000.0,5085084000000.0,7834716000000.0,6000104000000.0,7766108300000.0
2139.0,6324828000000.0,11199575000000.0,5070523000000.0,7823698000000.0,6004145700000.0,7736908600000.0
2140.0,6310593600000.0,11209167000000.0,5033502000000.0,7811411500000.0,5955526300000.0,7726962000000.0
2141.0,6282356000000.0,11255075000000.0,5049183000000.0,7802607000000.0,5936067400000.0,7718597000000.0
2142.0,6253068000000.0,11252119000000.0,5025523000000.0,7791665000000.0,5922422000000.0,7692120000000.0
2143.0,6198583000000.0,11250298000000.0,5004373000000.0,7776707300000.0,5914007400000.0,7699064400000.0
2144.0,6181652000000.0,11252505000000.0,5011614500000.0,7769713300000.0,5903073000000.0,7711573400000.0
2145.0,6154294000000.0,11229267000000.0,5039161000000.0,7763812400000.0,5886744500000.0,7662147000000.0
2146.0,6130915000000.0,11235504000000.0,5056969600000.0,7744710000000.0,5875167000000.0,7652179000000.0
2147.0,6130199700000.0,11246719000000.0,5039687000000.0,7710040000000.0,5850916700000.0,7640299600000.0
2148.0,6125528000000.0,11302806000000.0,5047182700000.0,7662592300000.0,5848727300000.0,7663975000000.0
2149.0,6104436700000.0,11317796000000.0,5009276700000.0,7657503000000.0,5828159000000.0,7694784700000.0
2150.0,6127102700000.0,11326851000000.0,4979739000000.0,7637006500000.0,5841927000000.0,7699755000000.0
2151.0,6154067000000.0,11362665000000.0,4942972000000.0,7626723000000.0,5860648000000.0,7723458500000.0
2152.0,6162284000000.0,11356871000000.0,4947907000000.0,7634428000000.0,5852682500000.0,7713352000000.0
2153.0,6121277000000.0,11284851000000.0,4949822400000.0,7611488000000.0,5824865000000.0,7719253000000.0
2154.0,6147406300000.0,11308862000000.0,4949768400000.0,7580456300000.0,5792410400000.0,7722439000000.0
2155.0,6142612700000.0,11346813000000.0,4970886700000.0,7616595000000.0,5754581400000.0,7715587000000.0
2156.0,6141487600000.0,11329943000000.0,4989655700000.0,7606856300000.0,5751475000000.0,7756455000000.0
2157.0,6104066600000.0,11318720000000.0,4994543000000.0,7578741000000.0,5738052000000.0,7758704000000.0
2158.0,6066246500000.0,11328134000000.0,5000653000000.0,7524307000000.0,5736374500000.0,7739166000000.0
2159.0,6039411400000.0,11363537000000.0,5003893000000.0,7528038500000.0,5761458500000.0,7732841000000.0
2160.0,6030201000000.0,11378745000000.0,4996523400000.0,7506590400000.0,5757980400000.0,7697207400000.0
2161.0,6053421000000.0,11402964000000.0,4958222000000.0,7485810000000.0,5739234000000.0,7692844000000.0
2162.0,6061151500000.0,11401169000000.0,4957371000000.0,7471923500000.0,5729520000000.0,7665704000000.0
2163.0,6093599700000.0,11417936000000.0,4946895300000.0,7457728000000.0,5737688000000.0,7653283000000.0
2164.0,6121813700000.0,11456704000000.0,4942552000000.0,7399178000000.0,5708985700000.0,7620245000000.0
2165.0,6138818500000.0,11465305000000.0,4936223400000.0,7395066000000.0,5709587500000.0,7611878000000.0
2166.0,6160379000000.0,11523342000000.0,4935277600000.0,7381846000000.0,5681846000000.0,7600727400000.0
2167.0,6192022000000.0,11565260000000.0,4929459000000.0,7371453600000.0,5668679000000.0,7611624000000.0
2168.0,6205943600000.0,11567782000000.0,4911552500000.0,7373856000000.0,5689097000000.0,7598914400000.0
2169.0,6163301000000.0,11551466000000.0,4917153000000.0,7359065000000.0,5671765400000.0,7561424700000.0
2170.0,6175625600000.0,11539048000000.0,4896019000000.0,7383871000000.0,5667502000000.0,7567468700000.0
2171.0,6171900000000.0,11541625000000.0,4900995000000.0,7374689500000.0,5655682400000.0,7590133600000.0
2172.0,6174195300000.0,11516219000000.0,4878652000000.0,7378882000000.0,5648947300000.0,7549572600000.0
2173.0,6198870000000.0,11520496000000.0,4871112600000.0,7386973600000.0,5625442500000.0,7536094000000.0
2174.0,6192123300000.0,11556183000000.0,4857770500000.0,7357350000000.0,5651549400000.0,7521139400000.0
2175.0,6205073000000.0,11567722000000.0,4844797000000.0,7352799000000.0,5653199300000.0,7493349000000.0
2176.0,6220851000000.0,11581692000000.0,4831140000000.0,7310969000000.0,5646558700000.0,7546656000000.0
2177.0,6275005000000.0,11545312000000.0,4835681000000.0,7287041700000.0,5615103000000.0,7552509000000.0
2178.0,6312729000000.0,11563016000000.0,4836103300000.0,7281156000000.0,5628744000000.0,7570140000000.0
2179.0,6358316000000.0,11620664000000.0,4841854000000.0,7274110600000.0,5580913000000.0,7630647500000.0
2180.0,6343619000000.0,11647278000000.0,4858370300000.0,7292237000000.0,5581867300000.0,7612350300000.0
2181.0,6383117300000.0,11655347000000.0,4870873000000.0,7290594000000.0,5587360000000.0,7586088000000.0
2182.0,6415348000000.0,11688081000000.0,4865478000000.0,7259978500000.0,5581862600000.0,7567911000000.0
2183.0,6418845400000.0,11672696000000.0,4885254000000.0,7260227000000.0,5586682000000.0,7561732000000.0
2184.0,6419687000000.0,11677757000000.0,4879835700000.0,7228614000000.0,5584238700000.0,7527462000000.0
2185.0,6412566000000.0,11762681000000.0,4839314000000.0,7218076300000.0,5571497000000.0,7491351500000.0
2186.0,6417459000000.0,11749775000000.0,4840459600000.0,7205670600000.0,5578216700000.0,7503109000000.0
2187.0,6442082000000.0,11745370000000.0,4845255000000.0,7151415000000.0,5555039500000.0,7553215000000.0
2188.0,6440367000000.0,11765380000000.0,4838547000000.0,7155900500000.0,5556578000000.0,7557092500000.0
2189.0,6447880500000.0,11758317000000.0,4846154400000.0,7173229000000.0,5538103400000.0,7538935300000.0
2190.0,6429936000000.0,11787688000000.0,4801470400000.0,7170995000000.0,5540465000000.0,7503863000000.0
2191.0,6455298600000.0,11804365000000.0,4772730500000.0,7176484000000.0,5510151500000.0,7498563000000.0
2192.0,6472234700000.0,11825117000000.0,4782537300000.0,7167125500000.0,5496853500000.0,7481567000000.0
2193.0,6482908700000.0,11855646000000.0,4764768700000.0,7188762300000.0,5480816000000.0,7522130000000.0
2194.0,6475090500000.0,11885191000000.0,4746180600000.0,7209880000000.0,5506641400000.0,7509417400000.0
2195.0,6482808500000.0,11920589000000.0,4734343000000.0,7220257000000.0,5521338000000.0,7546631000000.0
2196.0,6456985000000.0,11949006000000.0,4699385000000.0,7199505500000.0,5541589000000.0,7561336000000.0
2197.0,6461698000000.0,11929051000000.0,4707994600000.0,7203583000000.0,5546221000000.0,7555554000000.0
2198.0,6439720500000.0,11882363000000.0,4677793000000.0,7217680500000.0,5543521000000.0,7574278000000.0
2199.0,6443776000000.0,11911393000000.0,4656217500000.0,7207319000000.0,5534777000000.0,7546873000000.0
2200.0,6440828300000.0,11922303000000.0,4617779000000.0,7193435000000.0,5516895000000.0,7541004700000.0
2201.0,6463131500000.0,11957476000000.0,4593329600000.0,7177273000000.0,5576830500000.0,7529830500000.0
2202.0,6476700600000.0,11963379000000.0,4577094000000.0,7191737700000.0,5557669000000.0,7525841000000.0
2203.0,6487009000000.0,12004097000000.0,4571286500000.0,7172779000000.0,5555102400000.0,7499954000000.0
2204.0,6449419000000.0,12005108000000.0,4555600300000.0,7146534600000.0,5525544600000.0,7483389000000.0
2205.0,6452708600000.0,11983686000000.0,4551249000000.0,7193510000000.0,5524019500000.0,7510945000000.0
2206.0,6514401000000.0,12033288000000.0,4561460000000.0,7225387500000.0,5498781300000.0,7486818000000.0
2207.0,6552216000000.0,11988476000000.0,4560931000000.0,7237419000000.0,5504265000000.0,7487066500000.0
2208.0,6528858300000.0,12037012000000.0,4565309600000.0,7225869000000.0,5490503300000.0,7485139000000.0
2209.0,6509103700000.0,12050614000000.0,4550323000000.0,7216488000000.0,5473925000000.0,7433901000000.0
2210.0,6512543500000.0,12096557000000.0,4528671000000.0,7181002000000.0,5475683300000.0,7417959000000.0
2211.0,6492858000000.0,12118003000000.0,4540517000000.0,7218752000000.0,5480837500000.0,7421600700000.0
2212.0,6491574000000.0,12137288000000.0,4522924600000.0,7208391000000.0,5448084000000.0,7453620600000.0
2213.0,6409190000000.0,12213350000000.0,4488622000000.0,7192596000000.0,5428211000000.0,7428331500000.0
2214.0,6407429600000.0,12160111000000.0,4437789000000.0,7190966000000.0,5435927000000.0,7375285000000.0
2215.0,6421956000000.0,12137002000000.0,4425006400000.0,7176466700000.0,5406839000000.0,7384557000000.0
2216.0,6351112600000.0,12152887000000.0,4443155000000.0,7173258600000.0,5378371000000.0,7401059000000.0
2217.0,6311039700000.0,12157083000000.0,4446217600000.0,7169280300000.0,5373469000000.0,7375483300000.0
2218.0,6311933600000.0,12170008000000.0,4437912300000.0,7148173500000.0,5373571000000.0,7354619300000.0
2219.0,6317748000000.0,12137967000000.0,4426370000000.0,7145166000000.0,5394377000000.0,7358672500000.0
2220.0,6319355000000.0,12165743000000.0,4441576600000.0,7153444000000.0,5384606600000.0,7347345000000.0
2221.0,6343233000000.0,12263211000000.0,4422952300000.0,7192643600000.0,5394420000000.0,7379766000000.0
2222.0,6357699300000.0,12339519000000.0,4419220400000.0,7232280300000.0,5384239000000.0,7381072000000.0
2223.0,6379745600000.0,12362087000000.0,4426259000000.0,7221915700000.0,5377796600000.0,7369409000000.0
2224.0,6383296600000.0,12425477000000.0,4424819300000.0,7240842500000.0,5365572000000.0,7333632500000.0
2225.0,6375683000000.0,12451869000000.0,4434851000000.0,7248976300000.0,5348722700000.0,7284210000000.0
2226.0,6344518000000.0,12447855000000.0,4424397000000.0,7233719000000.0,5357576000000.0,7289462300000.0
2227.0,6367446300000.0,12463288000000.0,4430012400000.0,7227136000000.0,5389214000000.0,7267868000000.0
2228.0,6357535700000.0,12519597000000.0,4429238000000.0,7252140000000.0,5398194000000.0,7298168000000.0
2229.0,6335037400000.0,12572572000000.0,4409719000000.0,7255380500000.0,5397876000000.0,7297246400000.0
2230.0,6367688000000.0,12560321000000.0,4435179000000.0,7220381600000.0,5372231300000.0,7301902600000.0
2231.0,6368488600000.0,12584567000000.0,4430859000000.0,7177234300000.0,5372703700000.0,7332661000000.0
2232.0,6355463000000.0,12569687000000.0,4450383000000.0,7161908300000.0,5350084300000.0,7332776400000.0
2233.0,6329463700000.0,12609397000000.0,4450594000000.0,7141545000000.0,5343275000000.0,7382852000000.0
2234.0,6309771000000.0,12648950000000.0,4423665000000.0,7142852000000.0,5366562000000.0,7346168300000.0
2235.0,6333290000000.0,12593150000000.0,4413628000000.0,7150654500000.0,5386121000000.0,7294081300000.0
2236.0,6329292000000.0,12592850000000.0,4396179800000.0,7138791400000.0,5404952600000.0,7309079000000.0
2237.0,6327263000000.0,12610425000000.0,4406817000000.0,7121961000000.0,5368041700000.0,7307042000000.0
2238.0,6335075700000.0,12617268000000.0,4408802300000.0,7136089000000.0,5355016300000.0,7312642700000.0
2239.0,6320745000000.0,12687972000000.0,4388449700000.0,7128582000000.0,5337582000000.0,7316474700000.0
2240.0,6329672000000.0,12770785000000.0,4394662500000.0,7136519000000.0,5306319000000.0,7301216000000.0
2241.0,6322995000000.0,12767727000000.0,4408443700000.0,7146175000000.0,5290842000000.0,7278586500000.0
2242.0,6356826000000.0,12764138000000.0,4416396600000.0,7177224000000.0,5276220000000.0,7277728000000.0
2243.0,6354136700000.0,12683609000000.0,4401777300000.0,7182984700000.0,5270002500000.0,7285243400000.0
2244.0,6357627000000.0,12746548000000.0,4399808000000.0,7186292000000.0,5262276600000.0,7268498700000.0
2245.0,6392396600000.0,12755850000000.0,4410488000000.0,7184328400000.0,5250188600000.0,7238348000000.0
2246.0,6357931000000.0,12766703000000.0,4422221000000.0,7196454700000.0,5240520000000.0,7212585000000.0
2247.0,6369418700000.0,12764967000000.0,4412041300000.0,7218923600000.0,5247039000000.0,7169347000000.0
2248.0,6402974700000.0,12786670000000.0,4389374300000.0,7182458000000.0,5252516000000.0,7154950500000.0
2249.0,6420880000000.0,12717295000000.0,4391441800000.0,7140544600000.0,5203441500000.0,7183012500000.0
2250.0,6396274000000.0,12671139000000.0,4389794200000.0,7137431000000.0,5197464600000.0,7148126000000.0
2251.0,6417586000000.0,12643787000000.0,4384710700000.0,7156178000000.0,5184974500000.0,7133995700000.0
2252.0,6410319400000.0,12648574000000.0,4374318500000.0,7140513000000.0,5171624000000.0,7142179000000.0
2253.0,6423791000000.0,12666596000000.0,4377732700000.0,7164840600000.0,5162424300000.0,7138320000000.0
2254.0,6455245700000.0,12704119000000.0,4415882300000.0,7151805000000.0,5141809000000.0,7143846600000.0
2255.0,6439315000000.0,12753931000000.0,4396762500000.0,7169827000000.0,5124072700000.0,7137436000000.0
2256.0,6356674300000.0,12801143000000.0,4370228000000.0,7170342000000.0,5133738000000.0,7141938700000.0
2257.0,6331786300000.0,12845700000000.0,4374554500000.0,7144610500000.0,5147233600000.0,7182902000000.0
2258.0,6336418000000.0,12856003000000.0,4378134600000.0,7136189000000.0,5170807700000.0,7165768600000.0
2259.0,6294110500000.0,12920948000000.0,4394393000000.0,7131527000000.0,5181067000000.0,7159052500000.0
2260.0,6296302000000.0,12977777000000.0,4424029700000.0,7139175700000.0,5144806700000.0,7145222000000.0
