time,FGOALS-F3-L,BCC-CSM2-MR,MPI-ESM1-2-HR,EC-EARTH3,MRI-ESM2-0,INM-CM5-0,INM-CM4-8,CMCC-CM2-SR5,EC-EARTH3-VEG,GFDL-ESM4,CAMS-CSM1-0,CESM2-WACCM,CESM2,NORESM2-MM
2077.0,5416616400.0,5992249300.0,6463575000.0,5740971000.0,4749465600.0,7668491000.0,7726394000.0,5468634000.0,6274466300.0,6183635500.0,7097034000.0,5281135600.0,5387768000.0,5468630500.0
2078.0,5445226500.0,5891026400.0,6326446600.0,5615009000.0,4624484000.0,7833125000.0,7639528000.0,5361210000.0,6232756000.0,6056073000.0,6981624000.0,5079512600.0,5344772600.0,5451206000.0
2079.0,5309026300.0,5818730000.0,6230318000.0,5504059400.0,4550897700.0,7633675300.0,7548991500.0,5276987400.0,6070993000.0,5948194000.0,6918952400.0,5014505000.0,5202643500.0,5294274000.0
2080.0,5201859600.0,5725687000.0,6119165400.0,5404056000.0,4507887600.0,7542506000.0,7498009000.0,5149443000.0,5941685000.0,5859378000.0,6850949600.0,4908217300.0,5087462000.0,5283426300.0
2081.0,5277094400.0,5636568600.0,6016507400.0,5287169500.0,4427171000.0,7446473700.0,7408905700.0,5040103000.0,5812284000.0,5750925300.0,6730392600.0,4818807000.0,5024008000.0,5165902300.0
2082.0,5069572000.0,5662826000.0,5920959000.0,5165520400.0,4346420700.0,7437975000.0,7372540000.0,4932123600.0,5689371000.0,5636186600.0,6674806000.0,4764152000.0,4999529000.0,5137161700.0
2083.0,4995696600.0,5499916000.0,5809834500.0,5038642700.0,4277072100.0,7438257700.0,7299402000.0,4856445400.0,5558204400.0,5511493000.0,6596133000.0,4679069000.0,4893433000.0,5033884000.0
2084.0,4984944600.0,5402529300.0,5710468000.0,4942879000.0,4274115800.0,7299247600.0,7204518000.0,4744384000.0,5456803300.0,5379539000.0,6600003600.0,4619956700.0,4853492000.0,4971602400.0
2085.0,4889146400.0,5321328600.0,5610714600.0,4831292000.0,4213078000.0,7236231000.0,7146999300.0,4655460400.0,5336871400.0,5257149400.0,6477376000.0,4601723400.0,5116384000.0,4919370000.0
2086.0,4844763600.0,5239957000.0,5520862700.0,4735069700.0,4144909300.0,7167240700.0,7088511000.0,4713445000.0,5264057300.0,5162352000.0,6502435300.0,4496897500.0,4754916000.0,4844683000.0
2087.0,4922098000.0,5195990500.0,5464581600.0,4666140000.0,4069571300.0,7156368400.0,7061767000.0,4612709400.0,5150769000.0,5039822300.0,6363179000.0,4474767000.0,4705810000.0,4778626000.0
2088.0,4791391000.0,5095790000.0,5413830700.0,4544534000.0,4053711600.0,7064961000.0,7041053700.0,4470326000.0,5026147300.0,5015149600.0,6249675300.0,4420053000.0,4681247000.0,4697932300.0
2089.0,4684192300.0,5064061000.0,5312327700.0,4466374700.0,3992016100.0,7005452000.0,6964932000.0,4369806000.0,4961573000.0,4940165600.0,6771284000.0,4402968600.0,4576963000.0,4653741600.0
2090.0,4613591000.0,4982102500.0,5241856500.0,4388921000.0,3942662100.0,7035861000.0,6885867500.0,4306974700.0,4864147500.0,4874494500.0,6482318000.0,4306876400.0,4502386000.0,4618427000.0
2091.0,4555326500.0,4929569300.0,5165826600.0,4408767000.0,3888139800.0,6909252000.0,6827345400.0,4258662400.0,4757602000.0,4752945000.0,6670809000.0,4328858000.0,4461023000.0,4563960300.0
2092.0,4494707000.0,4847372300.0,5077596700.0,4256484900.0,3871162000.0,6899457500.0,6770012700.0,4166816800.0,4665954000.0,4697634300.0,6279464000.0,4199412200.0,4421366300.0,4496269300.0
2093.0,4472429000.0,4787892000.0,5037581000.0,4187536400.0,3880501800.0,6824333000.0,6747288000.0,4110168800.0,4647441000.0,4667723000.0,6403267000.0,4605180400.0,4359162400.0,4438371000.0
2094.0,4394590700.0,4730901500.0,4950073300.0,4156726000.0,3755318300.0,6778441700.0,6674894000.0,4054639400.0,4555785700.0,4593515000.0,6229137000.0,4211235300.0,4320193500.0,4392881000.0
2095.0,4355951000.0,4725179000.0,4865934300.0,4070081800.0,3714668300.0,6720027600.0,6652066300.0,3990190600.0,4473799700.0,4561916400.0,6219439000.0,4093007000.0,4364649500.0,4334049000.0
2096.0,4272279300.0,4617948000.0,4811944000.0,4027684000.0,3670880000.0,6821024300.0,6563080000.0,3933669400.0,4412040000.0,4471545300.0,6131321000.0,4202488800.0,4224246500.0,4309115400.0
2097.0,4203621400.0,4760957000.0,4753642000.0,4043809500.0,3653390000.0,6693876700.0,6513469000.0,3875340300.0,4320689700.0,4642532000.0,6099862500.0,4038199800.0,4196703000.0,4301393400.0
2098.0,4189486300.0,4592919000.0,4745803000.0,3917070000.0,3673579000.0,6644278000.0,6473817600.0,3823415300.0,4265957400.0,4467453400.0,6049712000.0,3981550800.0,4172747800.0,4277984500.0
2099.0,4395812000.0,4703838000.0,4670321000.0,3875392300.0,3631098400.0,6615331000.0,6517974000.0,3766459000.0,4212264000.0,4375565000.0,6016163300.0,3935026400.0,4105968400.0,4250349000.0
2100.0,4305890300.0,4542733300.0,4664452000.0,3857588700.0,3596836000.0,6536042500.0,6466524700.0,3702873600.0,4121200400.0,4317080000.0,6070809000.0,3894190300.0,4065656800.0,4429382000.0
