time,NORESM2-MM,ACCESS-ESM1-5,IPSL-CM6A-LR,EC-EARTH3-VEG,GFDL-ESM4,CESM2,ACCESS-CM2,CESM2-WACCM,CAMS-CSM1-0,EC-EARTH3,MRI-ESM2-0,CANESM5,INM-CM4-8,INM-CM5-0,BCC-CSM2-MR,FGOALS-F3-L,MPI-ESM1-2-HR
2024.0,13417490000.0,13481665000.0,13578530000.0,13550393000.0,13524460000.0,13517574000.0,13575454000.0,13449236000.0,13671782000.0,13534375000.0,13496206000.0,13771917000.0,13605490000.0,13571414000.0,13608680000.0,13500001000.0,13551769000.0
2025.0,13225746000.0,13318270000.0,13511487000.0,13410160000.0,13347272000.0,13374440000.0,13389676000.0,13295710000.0,13505940000.0,13439608000.0,13343426000.0,13619352000.0,13472804000.0,13445433000.0,13464138000.0,13365187000.0,13449764000.0
2026.0,13036755000.0,13161658000.0,13305045000.0,13220059000.0,13203150000.0,13235286000.0,13165197000.0,13183354000.0,13493308000.0,13304780000.0,13189055000.0,13543284000.0,13363593000.0,13305764000.0,13321863000.0,13154671000.0,13251016000.0
2027.0,12864008000.0,12942901000.0,13112459000.0,13097973000.0,13019302000.0,13083259000.0,12968797000.0,12983025000.0,13325204000.0,13145854000.0,12973335000.0,13322633000.0,13189556000.0,13143740000.0,13273730000.0,12961655000.0,13112248000.0
2028.0,12665326000.0,12784288000.0,12928680000.0,12963785000.0,12891204000.0,12909993000.0,12766155000.0,12824923000.0,13168124000.0,12998527000.0,12742785000.0,13166152000.0,13038685000.0,13080926000.0,13142432000.0,12898714000.0,12931732000.0
2029.0,12429310000.0,12670754000.0,12782178000.0,12780306000.0,12727438000.0,12780362000.0,12577122000.0,12791366000.0,13184273000.0,12836055000.0,12564152000.0,12911222000.0,12949233000.0,12866315000.0,12998840000.0,12699035000.0,12713789000.0
2030.0,12212476000.0,12453692000.0,12523191000.0,12630518000.0,12671167000.0,12621799000.0,12462230000.0,12540000000.0,13107211000.0,12636203000.0,12384275000.0,12774369000.0,12824373000.0,12697967000.0,12933412000.0,12502783000.0,12510831000.0
2031.0,12078031000.0,12251521000.0,12321945000.0,12523645000.0,12560607000.0,12420653000.0,12229622000.0,12366809000.0,12897244000.0,12459297000.0,12180131000.0,12593197000.0,12698602000.0,12607127000.0,12789529000.0,12338270000.0,12364905000.0
2032.0,11815199000.0,12011611000.0,12095155000.0,12333120000.0,12413209000.0,12253037000.0,11998393000.0,12225555000.0,12776519000.0,12270156000.0,11987463000.0,12352105000.0,12538338000.0,12419924000.0,12650334000.0,12181477000.0,12195289000.0
2033.0,11579874000.0,11837473000.0,11838657000.0,12147747000.0,12253294000.0,12094543000.0,11826657000.0,11991966000.0,12683208000.0,12114748000.0,11739331000.0,12095285000.0,12509993000.0,12292898000.0,12527126000.0,12000435000.0,12082164000.0
2034.0,11335451000.0,11624106000.0,11818313000.0,11980115000.0,12125369000.0,11973446000.0,11717287000.0,11767542000.0,13069171000.0,11951554000.0,11545695000.0,11853607000.0,12321655000.0,12202384000.0,12512407000.0,12019708000.0,11904337000.0
2035.0,11226606000.0,11439685000.0,11606501000.0,11828097000.0,11946206000.0,11759212000.0,11429802000.0,11578030000.0,12538914000.0,11753763000.0,11313624000.0,11772019000.0,12219842000.0,12061409000.0,12398276000.0,11678847000.0,11748300000.0
2036.0,11003702000.0,11266579000.0,11299892000.0,11626656000.0,11763243000.0,11512310000.0,11282271000.0,11356780000.0,12350328000.0,11546395000.0,11056495000.0,11379334000.0,12036627000.0,11867028000.0,12246016000.0,11443607000.0,11667365000.0
2037.0,10816631000.0,11050812000.0,11078991000.0,11488068000.0,11672659000.0,11322922000.0,11241716000.0,11251453000.0,12272495000.0,11382773000.0,10771658000.0,11753022000.0,11926673000.0,11750918000.0,12165630000.0,11235699000.0,11445810000.0
2038.0,10632364000.0,10845357000.0,10859557000.0,11268481000.0,11569256000.0,11108321000.0,10948109000.0,11025427000.0,12151584000.0,11185194000.0,10517694000.0,11151959000.0,11758611000.0,11814484000.0,12103898000.0,10992386000.0,11285999000.0
2039.0,10463027000.0,10686217000.0,10623537000.0,11086807000.0,11408396000.0,10919408000.0,10739524000.0,10799611000.0,11989747000.0,11034428000.0,10273731000.0,10799078000.0,11611783000.0,11563855000.0,11994408000.0,10790630000.0,11103020000.0
2040.0,10256102000.0,10482873000.0,10445594000.0,10929888000.0,11285962000.0,10718228000.0,10531406000.0,10589017000.0,11925420000.0,10853937000.0,9950075000.0,10528595000.0,11553458000.0,11447863000.0,11907086000.0,10620710000.0,10955130000.0
2041.0,10127741000.0,10217090000.0,10170123000.0,10787269000.0,11228254000.0,10498806000.0,10317690000.0,10386375000.0,11787339000.0,10669750000.0,9665677000.0,10273724000.0,11463747000.0,11337681000.0,11723785000.0,10367024000.0,10965939000.0
2042.0,9899489000.0,10048803000.0,10014538000.0,10655243000.0,11372477000.0,10308413000.0,10207763000.0,10314515000.0,11715156000.0,10528652000.0,9377186000.0,10013969000.0,11321470000.0,11213757000.0,11605451000.0,10254966000.0,10790446000.0
2043.0,9691105000.0,9785092000.0,9744498000.0,10554397000.0,11189578000.0,10039905000.0,9952541000.0,9997322000.0,11898009000.0,10331462000.0,9388549000.0,9721341000.0,11289845000.0,11105817000.0,11571330000.0,10043652000.0,10606197000.0
2044.0,9528565000.0,9591627000.0,9709280000.0,10430832000.0,10946858000.0,9829471000.0,9701859000.0,9800710000.0,11515623000.0,10139856000.0,9100328000.0,9488686000.0,11125602000.0,11034101000.0,11769674000.0,9847741000.0,10514548000.0
2045.0,9322915000.0,9356488000.0,9455411000.0,10213708000.0,10811469000.0,9618143000.0,9512215000.0,9589474000.0,11381202000.0,9976499000.0,8835843000.0,9418430000.0,11016277000.0,10947345000.0,11505009000.0,9710419000.0,10433414000.0
2046.0,9148648000.0,9188505000.0,9223149000.0,10142546000.0,10665329000.0,9481472000.0,9305363000.0,9344011000.0,11256818000.0,9799887000.0,8662577000.0,9086100000.0,10925236000.0,10828230000.0,11358218000.0,9604632000.0,10258274000.0
2047.0,8949869000.0,8997475000.0,9359740000.0,9978289000.0,10542503000.0,9397770000.0,9088633000.0,9107850000.0,11212031000.0,9616487000.0,8452567600.0,8987653000.0,10866912000.0,10686612000.0,11205974000.0,9497098000.0,10101980000.0
2048.0,8801989000.0,8805470000.0,9019088000.0,9842178000.0,10429563000.0,9122295000.0,8927417000.0,8903350000.0,11049061000.0,9411549000.0,8234120700.0,8673209000.0,10696167000.0,10567477000.0,11163160000.0,9271443000.0,9923469000.0
2049.0,8728454000.0,8604805000.0,8932327000.0,9725945000.0,10359999000.0,9016578000.0,8664037000.0,8732266000.0,10985307000.0,9223605000.0,8128777700.0,8747519000.0,10573730000.0,10450797000.0,10991064000.0,9113741000.0,9806815000.0
2050.0,8590291000.0,8455203000.0,8739582000.0,9618504000.0,10288652000.0,8810924000.0,8433509000.0,8557230000.0,11004135000.0,9039505000.0,7920714000.0,8840479000.0,10428263000.0,10324924000.0,10914982000.0,8929652000.0,9703610000.0
2051.0,8439937000.0,8288044500.0,8519871500.0,9453850000.0,10139835000.0,8670309000.0,8262159400.0,8426344000.0,10814199000.0,8881551000.0,7784062000.0,8428378000.0,10512039000.0,10219550000.0,10816125000.0,9026483000.0,9545872000.0
2052.0,8252209000.0,8080276500.0,8359473000.0,9333436000.0,10039085000.0,8490898400.0,8049560000.0,8250573300.0,10681379000.0,8725485000.0,7688179000.0,8492959000.0,10261663000.0,10104359000.0,10679688000.0,8908275000.0,9455690000.0
2053.0,8121407500.0,7908360000.0,8323690000.0,9200735000.0,10005699000.0,8284128000.0,7818317000.0,8050958000.0,10577943000.0,8549410300.0,7468521500.0,8481554000.0,10225106000.0,9982099000.0,10563080000.0,8702318000.0,9305018000.0
2054.0,8018620400.0,7760966700.0,8146446300.0,9075965000.0,10034609000.0,8362789000.0,7616903700.0,7899094500.0,10520190000.0,8377887000.0,7374953000.0,8122776000.0,10306129000.0,9872735000.0,10448029000.0,8548534000.0,9174094000.0
2055.0,7843472400.0,7589220000.0,8121649700.0,8962388000.0,9752454000.0,7993886000.0,7434859500.0,7738185700.0,10515665000.0,8256943000.0,7266868700.0,8038400000.0,10127304000.0,9768801000.0,10356163000.0,8429479400.0,9015496000.0
2056.0,7779840500.0,7507577000.0,8173329400.0,8854605000.0,9657324000.0,7851165700.0,7526852000.0,7656273000.0,10357915000.0,8104650000.0,7171083300.0,7780527600.0,10028164000.0,9693271000.0,10220620000.0,8320802000.0,8923171000.0
2057.0,7829501400.0,7380869600.0,7983718000.0,8873580000.0,9589018000.0,7685697000.0,7295521000.0,7432395000.0,10255190000.0,7959038000.0,7097380000.0,7818897000.0,10019801000.0,9601790000.0,10167753000.0,8267529700.0,8810317000.0
2058.0,7594388000.0,7252200400.0,7924027000.0,8721650000.0,9440972000.0,7563204000.0,7030202400.0,7313137700.0,10161544000.0,7885584400.0,6925887000.0,7955276300.0,9899687000.0,9569585000.0,10037767000.0,8142206000.0,8697843000.0
2059.0,7521360000.0,7153417700.0,7831362000.0,8554919000.0,9390504000.0,7431856000.0,6853254700.0,7128343600.0,10054162000.0,7759248400.0,6936995300.0,7538784000.0,9777238000.0,9462798000.0,9880241000.0,8090384400.0,8641673000.0
2060.0,7387377000.0,7052353000.0,7619874300.0,8454205400.0,9252349000.0,7341565000.0,6684828700.0,7025377000.0,10227110000.0,7660466000.0,6793090600.0,7608950000.0,9922304000.0,9412679000.0,9836025000.0,8059045400.0,8518601000.0
2061.0,7346842000.0,6939931600.0,7495025700.0,8476153300.0,9150900000.0,7237414400.0,6503036400.0,6890138000.0,9911945000.0,7605831000.0,6724798500.0,7326530600.0,9653759000.0,9327458000.0,9712472000.0,8029892600.0,8439638500.0
2062.0,7235875000.0,6868067000.0,7483620400.0,8366999000.0,9060337000.0,7365004300.0,6337513500.0,6829971000.0,9772071000.0,7447499300.0,6852206600.0,7170512400.0,9587385000.0,9233758000.0,9792680000.0,7991953400.0,8456402000.0
2063.0,7091203600.0,6786728000.0,7488344600.0,8194939000.0,8952337000.0,6987996000.0,6233768000.0,6721347000.0,9660922000.0,7333321000.0,6643323400.0,7131586000.0,9575169000.0,9164769000.0,9651662000.0,7830764000.0,8446199000.0
2064.0,6994038000.0,6677139500.0,7287962000.0,8097338000.0,8868084000.0,6907309600.0,6081727500.0,6662264000.0,9625023000.0,7242582500.0,6516029000.0,7016587000.0,9517903000.0,9249182000.0,9473256000.0,7742903000.0,8234256000.0
2065.0,7036892000.0,6579385300.0,7333200000.0,8181190700.0,8739580000.0,6790900000.0,5946745300.0,6581227500.0,9661479000.0,7496499000.0,6496964600.0,6876659000.0,9473129000.0,9272728000.0,9407654000.0,7732997600.0,8151411000.0
2066.0,6911230000.0,6537673700.0,7145107500.0,8031825000.0,8639290000.0,6737185000.0,5818977000.0,6463806500.0,9488735000.0,7109746700.0,6537431000.0,7077187600.0,9426474000.0,9045961000.0,9408867000.0,7629057500.0,8086915000.0
2067.0,6859738600.0,6478374400.0,7111894500.0,7913330000.0,8532613600.0,6585524000.0,5681247000.0,6382253600.0,9443859000.0,7070958600.0,6337144300.0,6746322000.0,9333674000.0,8996303000.0,9222220000.0,7580402700.0,8130821000.0
2068.0,6735912000.0,6378924000.0,7097390600.0,7816557600.0,8402732500.0,6547115000.0,5651153400.0,6308293600.0,9324366000.0,7049500000.0,6262567000.0,6579865000.0,9271620000.0,8951200000.0,9163645000.0,7516657700.0,7996595000.0
2069.0,6663206400.0,6328402000.0,7466408400.0,7791720000.0,8266637000.0,6440384000.0,5665042000.0,6223035000.0,9628500000.0,6914857500.0,6596213000.0,6421958000.0,9243090000.0,8892161000.0,9025046000.0,7431090700.0,8000091000.0
2070.0,6794167000.0,6245291500.0,7303751700.0,7676051000.0,8204507000.0,6429679600.0,5466178600.0,6160854500.0,9561363000.0,6827529000.0,6179706400.0,6380988400.0,9147074000.0,8855027000.0,8962457000.0,7408382000.0,7914695000.0
2071.0,6570310700.0,6168876000.0,7016275500.0,7611568000.0,8133758000.0,6311821300.0,5532269000.0,6064695000.0,9347416000.0,6992065500.0,6130543600.0,6479870500.0,9270634000.0,8883671000.0,8851109000.0,7320971300.0,7803991000.0
2072.0,6499403000.0,6106560500.0,7000392000.0,7704458000.0,7965455400.0,6302539300.0,5339588600.0,5995155500.0,9196850000.0,6727274000.0,6131874000.0,6110379000.0,9186136000.0,8996925000.0,8803813000.0,7347169000.0,7764404700.0
2073.0,6458992600.0,6061123600.0,6868854000.0,7567270000.0,8062496000.0,6196713000.0,5239228400.0,5979615000.0,9149962000.0,6680383000.0,6013925400.0,6017468400.0,9126679000.0,8852779000.0,8810192000.0,7212845600.0,7741919000.0
2074.0,6440586000.0,6002132500.0,6874627000.0,7465921000.0,7835305000.0,6108793000.0,5168037400.0,5884415000.0,9121309000.0,6627349500.0,6036485000.0,6076401700.0,9184493000.0,8765111000.0,8700102000.0,7330441000.0,7711652000.0
2075.0,6378144300.0,5930217000.0,6762397700.0,7396301300.0,7740968400.0,6078956500.0,5312637000.0,5859350500.0,9001966000.0,6593375000.0,5942431000.0,5898122000.0,9031315000.0,8737827000.0,8691782000.0,7261276700.0,7657623600.0
2076.0,6311780000.0,5864602600.0,6745158700.0,7355472400.0,7616378000.0,6039797000.0,5042930700.0,5782362600.0,9077027000.0,6545486000.0,5893798400.0,5690667000.0,8952967000.0,8949818000.0,8474900500.0,7294250500.0,7602983400.0
2077.0,6452725000.0,5781293600.0,6850540000.0,7312477000.0,7693219000.0,5948664300.0,4966444500.0,5809759700.0,9124322000.0,6483730400.0,5860179000.0,5687621000.0,8945050000.0,8705295000.0,8373779500.0,7223614000.0,7619250000.0
2078.0,6260963300.0,5725321700.0,6657170000.0,7251019300.0,7987614000.0,5944381400.0,4958255000.0,5714388000.0,8938272000.0,6443804000.0,5798492700.0,5564217000.0,9022285000.0,8940951000.0,8294513700.0,7496307700.0,7508873700.0
2079.0,6286728700.0,5749691000.0,6589155000.0,7181959700.0,7690137000.0,5870951000.0,5009274400.0,5707834400.0,8953190000.0,6405175300.0,5988321000.0,5513549300.0,9076509000.0,8654219000.0,8212506000.0,7214469000.0,7488424000.0
2080.0,6180145700.0,5623986700.0,6551198000.0,7145045500.0,7449554400.0,5786218500.0,4863784000.0,5663945000.0,9323683000.0,6445026000.0,5796534300.0,5468734000.0,8889677000.0,8618605000.0,8438374400.0,7173841000.0,7427708400.0
2081.0,6138150000.0,5585937000.0,6637080600.0,7115560400.0,7400323600.0,5733936600.0,4807202300.0,5729037300.0,8972797000.0,6360687600.0,5743699000.0,5367163000.0,8887798000.0,8600459000.0,8180812000.0,7331374600.0,7404505000.0
2082.0,6160356000.0,5531955700.0,6447937500.0,7109242400.0,7302611000.0,5848201700.0,4751778300.0,5566196700.0,8825247000.0,6294542000.0,5945376300.0,5847739400.0,8831210000.0,8548524500.0,8033587700.0,7214675000.0,7438804500.0
2083.0,6124288000.0,5511612000.0,6400229400.0,7046810600.0,7186435000.0,5705966000.0,4722425300.0,5489310000.0,8759775000.0,6278117400.0,5732134400.0,5391315000.0,8838066000.0,8523475500.0,8034658300.0,7430408000.0,7594314000.0
2084.0,6076683000.0,5448613000.0,6344244700.0,6962159600.0,7104436700.0,5623396000.0,4698734000.0,5449548300.0,8687463000.0,6353167400.0,5751070000.0,5458600000.0,8852197000.0,8531794000.0,7898179000.0,7221694000.0,7403734500.0
2085.0,6232226300.0,5411377700.0,6302008300.0,6912366000.0,7038562300.0,5851451000.0,4639204000.0,5559571500.0,8634520000.0,6347190300.0,5795432400.0,5529326600.0,8789963000.0,8792731000.0,7898735600.0,7978350000.0,7339733000.0
2086.0,6106990600.0,5370279400.0,6275734500.0,6852055600.0,7014828000.0,5693161500.0,4603608600.0,5485297000.0,8588797400.0,6230636500.0,5767428600.0,5590024700.0,8766745000.0,8498291000.0,7831170600.0,7374299600.0,7518477300.0
2087.0,6114747400.0,5354947600.0,6281369000.0,6799684600.0,6930017000.0,5621324300.0,4695468000.0,5388401700.0,8663444000.0,6210349000.0,5701300700.0,5953044000.0,8762949000.0,8513362400.0,7948061000.0,7279159000.0,7375203000.0
2088.0,6493831000.0,5295934500.0,6153255000.0,6735194600.0,6902600700.0,5554024400.0,4549233700.0,5337577500.0,8485912600.0,6196567000.0,5929774000.0,5642774500.0,8744818000.0,8443814000.0,7772068400.0,7226050000.0,7296742000.0
2089.0,6153094000.0,5243806700.0,6097853000.0,6662956500.0,6873612000.0,5533793000.0,4532258000.0,5282578000.0,8484320000.0,6473733000.0,5927828000.0,5948477000.0,8710174000.0,8415694000.0,7865343500.0,7693630000.0,7281883000.0
2090.0,6079869000.0,5225413600.0,6057846000.0,6604799000.0,6825295000.0,5653263400.0,4720858000.0,5293157400.0,8414422000.0,6351025000.0,5806385700.0,5707877000.0,8702476000.0,8373469700.0,7745708000.0,7321478700.0,7776672300.0
2091.0,6054486500.0,5177136000.0,6084713500.0,6544102400.0,6761031000.0,5684704000.0,4531535400.0,5217651000.0,8386709000.0,6269527000.0,5757546500.0,5598595600.0,8718876000.0,8416495600.0,7748619300.0,7256279000.0,7960479000.0
2092.0,6055115000.0,5138600400.0,6519470600.0,6485509000.0,6669600000.0,5536222700.0,4503923000.0,5237577700.0,8323077000.0,6310933500.0,5771827000.0,5592855000.0,8667736000.0,8425856000.0,8206506000.0,7235216000.0,7473605600.0
2093.0,6003563000.0,5087530000.0,6008962000.0,6495310000.0,6742958600.0,5458155000.0,4505177000.0,5202758000.0,8448939000.0,6266166300.0,5709463000.0,5720884700.0,8845326000.0,8352856000.0,7779100000.0,7161867000.0,7428130300.0
2094.0,5996525600.0,5046787600.0,6022051300.0,6425649700.0,6642601000.0,5457204000.0,4545000400.0,5148451000.0,8363951600.0,6215429000.0,5752958500.0,6172411400.0,8700974000.0,8438570000.0,8000384000.0,7397343000.0,7766481000.0
2095.0,6087094300.0,5013192000.0,6046742000.0,6374213000.0,6671322600.0,5661533700.0,4449273300.0,5738488300.0,8309193700.0,6196893700.0,5690824700.0,5891535400.0,8639053000.0,8341058000.0,7733047000.0,7243453000.0,7509889000.0
2096.0,6102235000.0,5039454000.0,6183546400.0,6353999400.0,7245507600.0,5531322400.0,4401900500.0,5195676700.0,8427888600.0,6714655000.0,5693671000.0,5723788300.0,8616338000.0,8296866300.0,7980144600.0,7204149000.0,7679780400.0
2097.0,5965548000.0,4961898000.0,6207477000.0,6369762300.0,6845866500.0,5386586600.0,4424740400.0,5232773000.0,8405758000.0,6375619600.0,6033147400.0,5781415000.0,8629903000.0,8473419300.0,7715408400.0,7269975000.0,7408300000.0
2098.0,6629632000.0,4930920000.0,6221050400.0,6261308000.0,6786314000.0,5383366700.0,5727535000.0,5431785000.0,8263568400.0,6226602000.0,5707061000.0,5669052000.0,8570492400.0,8394455600.0,7874482700.0,7179529000.0,7400660500.0
2099.0,6014419000.0,4895216000.0,6270750000.0,6223245300.0,6689352700.0,5474792400.0,5016316000.0,5092408300.0,8207359000.0,6201812500.0,5653165000.0,5817857000.0,8589097000.0,8336053000.0,7813124600.0,7190336000.0,7400593400.0
2100.0,6062649000.0,4877447700.0,6243867600.0,6198033400.0,6627874300.0,5340108000.0,4549948000.0,5155506700.0,8510989000.0,6243616300.0,6341396000.0,5910392000.0,8816148000.0,8427186000.0,8041238000.0,7165352000.0,7473800700.0
