time,NORESM1-M,CESM1-CAM5,GFDL-ESM2G,IPSL-CM5A-LR,CCSM4,CSIRO-MK3-6-0,GFDL-CM3,GISS-E2-R
2047.0,2581298200.0,2286641000.0,2488365000.0,1965555800.0,2464693200.0,2707132200.0,1939182100.0,2461973800.0
2048.0,2520511200.0,2254054700.0,2420760600.0,1920312300.0,2513710000.0,2805640000.0,1910242700.0,2490602000.0
2049.0,2474894800.0,2179461000.0,2401654000.0,1873968400.0,2397658600.0,2717282800.0,1853387600.0,2419904300.0
2050.0,2452098800.0,2136156700.0,2328758500.0,1793579000.0,2322872600.0,2690103800.0,1801143200.0,2371057200.0
2051.0,2443983600.0,2075653900.0,2298403300.0,1701281900.0,2293106000.0,2632690700.0,1740187500.0,2336335600.0
2052.0,2553986800.0,2035225300.0,2274458400.0,1622734500.0,2257463800.0,2722356000.0,1700393500.0,2303163400.0
2053.0,2391129000.0,1994725800.0,2234220000.0,1585053400.0,2224529000.0,2628551400.0,1649607200.0,2250757400.0
2054.0,2356163800.0,1928608000.0,2219288800.0,1519515400.0,2160178400.0,2579433200.0,1592432000.0,2275445800.0
2055.0,2321894700.0,1886571300.0,2177602300.0,1451442000.0,2232599600.0,2562929700.0,1542561000.0,2200769800.0
2056.0,2300732700.0,1831353000.0,2142484200.0,1381171100.0,2132021200.0,2538687500.0,1479137700.0,2303500300.0
2057.0,2260569300.0,1783737300.0,2111740800.0,1326223000.0,2053638700.0,2765582800.0,1421022300.0,2177097500.0
2058.0,2420855000.0,1737696000.0,2061848800.0,1271550000.0,2002631400.0,2604140000.0,1369383300.0,2116972800.0
2059.0,2252216600.0,1712987100.0,2001942800.0,1211765100.0,1955996000.0,2677354000.0,1314799500.0,2080572200.0
2060.0,2199907300.0,1654863900.0,1955580900.0,1172871200.0,1906850200.0,2564449500.0,1274707300.0,2045402500.0
2061.0,2166336000.0,1593395300.0,1920975900.0,1125490800.0,1859210600.0,2501254400.0,1225426200.0,2053884300.0
2062.0,2175295700.0,1530389200.0,1887741200.0,1073219600.0,1813712300.0,2449354200.0,1167268000.0,1979479600.0
2063.0,2105157500.0,1540662500.0,1895571500.0,1027025660.0,1808797600.0,2522002400.0,1120234900.0,2042354600.0
2064.0,2102628000.0,1465384300.0,1806978400.0,987284700.0,1748973700.0,2758721000.0,1081831200.0,1961209700.0
2065.0,2064752600.0,1386973300.0,1782182300.0,980619200.0,1710268300.0,2588980700.0,1048998140.0,1909978000.0
2066.0,2021139700.0,1335215500.0,1739018900.0,937057500.0,1672509700.0,2448967000.0,1011153540.0,1861348700.0
2067.0,1993266000.0,1295626400.0,1694530800.0,905446200.0,1625707100.0,2398517000.0,975126500.0,1851439500.0
2068.0,1994843600.0,1239162600.0,1638908700.0,859794940.0,1557581300.0,2367417600.0,945638000.0,1811690600.0
2069.0,1966029000.0,1207810400.0,1602626400.0,825445400.0,1536729600.0,2413787100.0,916684300.0,1830211100.0
2070.0,1974978000.0,1148784900.0,1583003500.0,799977500.0,1503652700.0,2322510600.0,874519200.0,1754371800.0
2071.0,1868055800.0,1115690000.0,1554976300.0,780903550.0,1468639400.0,2402823400.0,855572000.0,1732812300.0
2072.0,1849017100.0,1077384000.0,1523551400.0,752642560.0,1432426100.0,2495878400.0,824764860.0,1712731100.0
2073.0,1820101800.0,1034388350.0,1509406600.0,726414140.0,1369615900.0,2484796700.0,797101000.0,1672803200.0
2074.0,1791330200.0,993779900.0,1439173200.0,697851650.0,1333856300.0,2417780500.0,768994500.0,1665422500.0
2075.0,1744561700.0,959456640.0,1403470200.0,672895400.0,1313387000.0,2347275800.0,741753700.0,1657305000.0
2076.0,1701695100.0,924832640.0,1397262700.0,649916100.0,1271658100.0,2364440000.0,713114000.0,1587141200.0
2077.0,1666290200.0,897902660.0,1349375400.0,622573440.0,1231672700.0,2249841000.0,677032200.0,1562341100.0
2078.0,1648182800.0,870247400.0,1318407700.0,592505500.0,1210060500.0,2228360700.0,643712200.0,1528094600.0
2079.0,1607752700.0,838099100.0,1292445800.0,563069440.0,1162963500.0,2198555400.0,619429200.0,1539582500.0
2080.0,1574143200.0,812217000.0,1238260500.0,537784500.0,1134440700.0,2179540200.0,591316900.0,1513553200.0
2081.0,1551371400.0,777325500.0,1205403900.0,509491620.0,1104182800.0,2154370300.0,571315140.0,1453584000.0
2082.0,1529367900.0,736022460.0,1171790300.0,487477060.0,1068917200.0,2100485200.0,546544260.0,1410655500.0
2083.0,1504425600.0,695370940.0,1140716300.0,476155230.0,1027198140.0,2080986200.0,517399300.0,1379816600.0
2084.0,1456730000.0,665483400.0,1145074700.0,454114700.0,995058200.0,2048563300.0,500967230.0,1338187500.0
2085.0,1416193300.0,636096300.0,1101400600.0,440335600.0,968940500.0,2012307800.0,476015580.0,1313641500.0
2086.0,1378356200.0,605619000.0,1144611800.0,427199260.0,930666560.0,1998049700.0,458388300.0,1278107400.0
2087.0,1667194900.0,578340400.0,1088273000.0,407428220.0,896138600.0,1944315300.0,441705630.0,1239281300.0
2088.0,1341994500.0,554234430.0,1047919900.0,385531840.0,877732300.0,1902103800.0,424364830.0,1205907500.0
2089.0,1334874100.0,534599460.0,1031625400.0,369483740.0,892745150.0,1849886600.0,406878700.0,1169991000.0
2090.0,1285291500.0,513499520.0,1020004800.0,354712670.0,849100740.0,1797243400.0,386566660.0,1151316000.0
2091.0,1258692100.0,493022800.0,980828400.0,344932770.0,822693800.0,1759190000.0,369248220.0,1127232900.0
2092.0,1227538700.0,471186850.0,967738050.0,349709060.0,804753800.0,1719427000.0,354893700.0,1095089200.0
2093.0,1189466800.0,456851940.0,940246200.0,316791500.0,783547800.0,1690641400.0,339292540.0,1076680100.0
2094.0,1171811200.0,443474700.0,912256830.0,302216860.0,768907260.0,1668355000.0,324682400.0,1048256500.0
2095.0,1142121000.0,423105860.0,899108800.0,290337400.0,743435260.0,1621856000.0,306753100.0,1033977200.0
2096.0,1108739000.0,404177380.0,887931840.0,275163140.0,716221200.0,1579443700.0,293332500.0,1015802240.0
2097.0,1083333000.0,383255100.0,853726000.0,262765180.0,696352200.0,1532344800.0,277804580.0,985917060.0
2098.0,1063709200.0,366965950.0,832927100.0,252105870.0,665835260.0,1500671500.0,264956240.0,1010479360.0
2099.0,1030172740.0,349105660.0,807746050.0,237867950.0,641763650.0,1446241500.0,252224500.0,957787100.0
2100.0,995913200.0,332663500.0,789181900.0,228091780.0,628244800.0,1421345700.0,244178460.0,938043700.0
