time,CANESM2,GISS-E2-R,GFDL-CM3,CNRM-CM5,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4,IPSL-CM5A-LR,GFDL-ESM2G,NORESM1-M,CESM1-CAM5
2013.0,3052667400.0,3052667400.0,3052667400.0,3052667400.0,3052667400.0,3052667400.0,3052667400.0,3052667400.0,3052667400.0,3052667400.0,3052667400.0
2014.0,2943952100.0,2943952100.0,2943952100.0,2943952100.0,2943952100.0,2943952100.0,2943952100.0,2943952100.0,2943952100.0,2943952100.0,2943952100.0
2015.0,2911599600.0,2911599600.0,2911599600.0,2911599600.0,2911599600.0,2911599600.0,2911599600.0,2911599600.0,2911599600.0,2911599600.0,2911599600.0
2016.0,3242674200.0,3242674200.0,3242674200.0,3242674200.0,3242674200.0,3242674200.0,3242674200.0,3242674200.0,3242674200.0,3242674200.0,3242674200.0
2017.0,2965335000.0,2965335000.0,2965335000.0,2965335000.0,2965335000.0,2965335000.0,2965335000.0,2965335000.0,2965335000.0,2965335000.0,2965335000.0
2018.0,3044245500.0,3044245500.0,3044245500.0,3044245500.0,3044245500.0,3044245500.0,3044245500.0,3044245500.0,3044245500.0,3044245500.0,3044245500.0
2019.0,2894116600.0,2894116600.0,2894116600.0,2894116600.0,2894116600.0,2894116600.0,2894116600.0,2894116600.0,2894116600.0,2894116600.0,2894116600.0
2020.0,2928172500.0,2928172500.0,2928172500.0,2928172500.0,2928172500.0,2928172500.0,2928172500.0,2928172500.0,2928172500.0,2928172500.0,2928172500.0
2021.0,2885167400.0,2879843000.0,2873246000.0,2907678200.0,2873607700.0,2859508200.0,2904830000.0,3001540400.0,2999384600.0,2889638700.0,2853323000.0
2022.0,2915745300.0,2986148600.0,2841949000.0,2864832000.0,2906680800.0,2850045000.0,2857513200.0,2939923500.0,2922430000.0,2892674600.0,2909036500.0
2023.0,3003004000.0,2873276700.0,2819199000.0,2857521700.0,2853336800.0,2827072300.0,2834428700.0,2847902000.0,2909756700.0,2992257500.0,2867275300.0
2024.0,2910116900.0,2893237800.0,2802819600.0,2857176600.0,2875915500.0,2881328600.0,2822791400.0,2832353000.0,2983613000.0,2885012700.0,2852265700.0
2025.0,2846920400.0,2856864000.0,2774669600.0,3001479200.0,2883770000.0,2873932000.0,2857714200.0,2955287000.0,2965359900.0,2882196700.0,2811394300.0
2026.0,2842972700.0,2846114300.0,2753273600.0,2877004500.0,2813837800.0,2781780500.0,2809900000.0,2896394500.0,2990200600.0,2846982000.0,2792522500.0
2027.0,2811371800.0,3004695300.0,2725998300.0,2985333500.0,2798551600.0,2766617600.0,2773625300.0,3135640800.0,3106500400.0,2817922600.0,2781824800.0
2028.0,2785236000.0,2881988600.0,2694010000.0,3259414500.0,2825544700.0,2748748300.0,2769317600.0,2851856000.0,2932575200.0,2829302800.0,2767632100.0
2029.0,2762099700.0,2858638300.0,2665585200.0,2985998300.0,2820669200.0,2713086000.0,2748090400.0,2797620500.0,2909321000.0,2779838200.0,2765456600.0
2030.0,2743027500.0,2808022000.0,2637169700.0,2881710300.0,2814353400.0,2687273500.0,2729818600.0,2771456300.0,2876979000.0,2764775700.0,2739160000.0
2031.0,2729170400.0,2777834500.0,2611086600.0,2941682700.0,2820699600.0,2694023700.0,2701051400.0,2786144000.0,2840003800.0,2761756200.0,2720906200.0
2032.0,2729686300.0,2881488400.0,2562729000.0,3142682400.0,3043019500.0,2674840000.0,2667024000.0,2825172500.0,2816245200.0,2764329200.0,2697599000.0
2033.0,2801942500.0,2834627300.0,2514291700.0,3055450000.0,2810881800.0,2642313700.0,2684711200.0,2802948600.0,2780946200.0,2733004800.0,2662803500.0
2034.0,2694775800.0,2763480600.0,2471387000.0,3034337800.0,2758940700.0,2605454000.0,2651573800.0,2893330000.0,2763458300.0,2768595200.0,2609161700.0
2035.0,2701425200.0,2755872800.0,2416967200.0,2958464800.0,2833022000.0,2573728800.0,2685718500.0,2736871400.0,2752251100.0,2730005000.0,2605117400.0
2036.0,2687989500.0,2739046100.0,2361627400.0,2913100800.0,2796705300.0,2542728000.0,2696528400.0,2705461500.0,2731574300.0,2699538700.0,2564077600.0
2037.0,2639404000.0,2706842000.0,2283987200.0,2848466000.0,2775143000.0,2517651200.0,2640718800.0,2763342800.0,2715662000.0,2673356500.0,2518201600.0
2038.0,2619627000.0,2677291800.0,2241860600.0,2854448600.0,2798374000.0,2474224600.0,2659272400.0,2635983600.0,2732121300.0,2648079600.0,2474905000.0
2039.0,2634158600.0,2653031200.0,2184245800.0,2818881500.0,2785513500.0,2432116500.0,2570064100.0,2596394800.0,2692671700.0,2657766700.0,2443400200.0
2040.0,2578348000.0,2789196000.0,2132153200.0,2780845300.0,2731574500.0,2415611600.0,2525396200.0,2715373300.0,2651321000.0,2655671800.0,2446965200.0
2041.0,2666885600.0,2675903500.0,2072380700.0,2797045200.0,2743372000.0,2467739400.0,2479320300.0,2552826000.0,2619517400.0,2960332300.0,2378969600.0
2042.0,2533821200.0,2595341600.0,2009558500.0,2773658000.0,2709286100.0,2356962000.0,2448348200.0,2502806000.0,2591646200.0,2643517000.0,2319968800.0
2043.0,2540725000.0,2612675800.0,1951464600.0,2937779700.0,2717305300.0,2321276200.0,2405542700.0,2463105500.0,2555193000.0,2617339000.0,2269317600.0
2044.0,2491842300.0,2573694000.0,1886262100.0,2842951700.0,2663650300.0,2287539700.0,2367216600.0,2458292200.0,2550163700.0,2586713900.0,2335934500.0
2045.0,2658788600.0,2533928700.0,1813694200.0,2814614300.0,2649483500.0,2267694600.0,2327026000.0,2439316500.0,2505551000.0,2553441800.0,2206595300.0
2046.0,2489779500.0,2512213200.0,1740516200.0,2774263300.0,2672050700.0,2212299300.0,2347043600.0,2349083100.0,2476795600.0,2572946000.0,2135951400.0
2047.0,2425809200.0,2486091300.0,1680666600.0,2930991400.0,2643371000.0,2128803700.0,2272836000.0,2321875200.0,2454437000.0,2514510800.0,2076606800.0
2048.0,2395181300.0,2460870100.0,1626355100.0,2773139200.0,2609357300.0,2241523000.0,2320225300.0,2271448800.0,2449633800.0,2498490600.0,2125784000.0
2049.0,2353331700.0,2507588400.0,1586805900.0,2779510500.0,2629071400.0,2064626800.0,2360191500.0,2230390800.0,2486557700.0,2474472700.0,1995875700.0
2050.0,2393955600.0,2519994000.0,1523734000.0,2753161500.0,2685995300.0,2040323300.0,2253742800.0,2299553300.0,2625113300.0,2458643500.0,1942415200.0
2051.0,2309082000.0,2440661000.0,1471986700.0,2828311300.0,2553990100.0,1986715500.0,2183046000.0,2151291000.0,2404427500.0,2426848800.0,1891053000.0
2052.0,2324611300.0,2633381000.0,1419178200.0,2722120700.0,2738872000.0,1913272300.0,2139727900.0,2066425000.0,2356406300.0,2448772000.0,1813515100.0
2053.0,2241544000.0,2727339000.0,1398490800.0,2659047400.0,2544223200.0,1865739600.0,2115524100.0,2013212900.0,2322841600.0,2375541200.0,1764060200.0
2054.0,2188060700.0,2537193500.0,1328979000.0,2628575700.0,2509117400.0,1818013600.0,2198955500.0,1972583000.0,2303483400.0,2342767000.0,1710993000.0
2055.0,2160874500.0,2409144300.0,1277760400.0,2593340700.0,2495731000.0,1775401000.0,2058720800.0,1925484200.0,2286725000.0,2482307000.0,1669393000.0
2056.0,2104371200.0,2349955600.0,1234235900.0,2546638000.0,2481888800.0,1732248200.0,2016933100.0,1878731400.0,2225339100.0,2330499000.0,1604361700.0
2057.0,2068777600.0,2299759000.0,1193719700.0,2522547000.0,2443995100.0,1702211200.0,1973031000.0,1811847200.0,2207812000.0,2262632000.0,1574125700.0
2058.0,2316531200.0,2441354500.0,1161959300.0,2487786500.0,2478624300.0,1676998100.0,2143589200.0,1763960300.0,2255991600.0,2221640200.0,1513912300.0
2059.0,2025259600.0,2549687000.0,1135618700.0,2460999200.0,2535173600.0,1917974400.0,1953693200.0,1728006100.0,2187786200.0,2182475000.0,1470180500.0
2060.0,1978339100.0,2453651700.0,1103214700.0,2448895200.0,2471544000.0,1711520800.0,1931733400.0,1742074500.0,2116520800.0,2157763300.0,1445017200.0
2061.0,2002462600.0,2294307300.0,1083129700.0,2426622700.0,2418696000.0,1603307600.0,2140676400.0,1638035500.0,2074047700.0,2126880300.0,1388780000.0
2062.0,1924264300.0,2334973000.0,1053976060.0,2423781600.0,2362006500.0,1663150700.0,1873538800.0,1571632900.0,2033054500.0,2110199200.0,1351669500.0
2063.0,1912442200.0,2228724000.0,1034748740.0,2373158100.0,2348891000.0,1552573200.0,1826955900.0,1528833000.0,2004067500.0,2068899600.0,1290657200.0
2064.0,1842047600.0,2208139800.0,1039458050.0,2674108700.0,2353869300.0,1541279600.0,1885803100.0,1477642500.0,2013142100.0,2079660500.0,1304303100.0
2065.0,2026331000.0,2164508700.0,990095600.0,2438769400.0,2345129500.0,1505622000.0,2445051000.0,1429477200.0,1965378300.0,2139627400.0,1242412700.0
2066.0,1823862800.0,2470747400.0,971429200.0,2673554000.0,2684029400.0,1480411900.0,1957990000.0,1375276300.0,1914695700.0,2003488600.0,1199672700.0
2067.0,1774465200.0,2765781500.0,944382900.0,2713048300.0,3122489600.0,1459774300.0,1779565400.0,1319500800.0,1897573400.0,1967616500.0,1184489600.0
2068.0,1740592800.0,2889300200.0,914300400.0,2437630200.0,2704875500.0,1432757200.0,1743057200.0,1274904000.0,1862573200.0,1920563600.0,1191552300.0
2069.0,1996005100.0,2263848400.0,882809700.0,2400736300.0,2739649000.0,1398384900.0,1702835700.0,1249914000.0,2340209700.0,1872560900.0,1130766300.0
2070.0,1881753700.0,2177969200.0,857253100.0,2338064100.0,2433209000.0,1375081100.0,1857145700.0,1203449500.0,1936970400.0,1843403100.0,1107964900.0
2071.0,1739499300.0,2122763800.0,830241000.0,2279617800.0,2437484800.0,1402848400.0,1661937800.0,1164894300.0,1882242200.0,1818829000.0,1088287400.0
2072.0,1674018400.0,2276345300.0,805734200.0,2264965600.0,2395416300.0,1702223600.0,1643675400.0,1130571500.0,1816261500.0,1779346300.0,1065545000.0
2073.0,1642653800.0,2141561900.0,775967740.0,2214774300.0,2295823400.0,1370819100.0,1618049000.0,1108257000.0,1776290800.0,1753125200.0,1027524160.0
2074.0,1599918600.0,2092947700.0,753269900.0,2276000500.0,2243065300.0,1855026800.0,1932560000.0,1089701400.0,1896414700.0,1741446500.0,997069440.0
2075.0,1579889400.0,2135476900.0,731318200.0,2305919200.0,2253489000.0,1331798400.0,1613970000.0,1067797100.0,1906230400.0,1716828800.0,975078600.0
2076.0,1681545900.0,2300554500.0,708087700.0,2318696400.0,2170826000.0,1307316200.0,1714836000.0,1027630400.0,2363871500.0,1672349700.0,961364400.0
2077.0,1527045400.0,2033769100.0,682867100.0,2159584000.0,2152239900.0,1331914800.0,1587576700.0,1006852860.0,2113767700.0,1649099100.0,969302500.0
2078.0,1562221300.0,2230726400.0,665725950.0,2353434400.0,2143042400.0,1266384000.0,1542544800.0,1002393340.0,1857759600.0,1622189700.0,910745860.0
2079.0,1464832900.0,2406104800.0,653590100.0,2183055600.0,2126141400.0,1382694100.0,1600589000.0,1020470140.0,2444359000.0,1614159700.0,889385100.0
2080.0,1448709200.0,2205105200.0,638224400.0,2174549800.0,2173385200.0,1207775500.0,1494569500.0,977826900.0,2094210300.0,1583527000.0,870929600.0
2081.0,1415243400.0,2098500200.0,623789060.0,2233661200.0,2364473300.0,1182777100.0,1648150300.0,947699100.0,1793160600.0,1556284900.0,853197440.0
2082.0,1376462300.0,2045294000.0,607749200.0,2115929300.0,2093725800.0,1228305500.0,1520806300.0,930544400.0,1816469900.0,1561275900.0,836224200.0
2083.0,1538094800.0,1989423100.0,646880400.0,2112206000.0,2066656400.0,1186210300.0,1539612000.0,912682940.0,1735506700.0,1515467900.0,857742660.0
2084.0,1378269600.0,1976195600.0,579792450.0,2064029300.0,2097065000.0,1138827000.0,1491818600.0,889636600.0,1763946900.0,1489773300.0,811759000.0
2085.0,1332827600.0,1926589200.0,567017700.0,2032153100.0,2030980100.0,1108414500.0,1425540100.0,860435000.0,1698858400.0,1449677700.0,793444400.0
2086.0,1294325100.0,2007377900.0,553072450.0,2014744400.0,2057719700.0,1540839400.0,1394203100.0,844986100.0,1753615600.0,1414142700.0,776659400.0
2087.0,1277175600.0,2013512200.0,539685950.0,1988465900.0,2009278600.0,1161624000.0,1375893800.0,820082800.0,1809535700.0,1389209500.0,799240900.0
2088.0,1251148900.0,2221960700.0,520353280.0,2074234400.0,1994879000.0,1701126400.0,1352754600.0,969800200.0,1827281700.0,1367922000.0,757672450.0
2089.0,1219765200.0,1944242400.0,506112740.0,1965216400.0,2067842400.0,1667655000.0,1352355600.0,793847800.0,1834988200.0,1332999300.0,1540738800.0
2090.0,1194320400.0,1902736500.0,496902720.0,2186527500.0,1976365700.0,1217548500.0,1326832500.0,799072400.0,1996755800.0,1325336600.0,1214400500.0
2091.0,1170625300.0,1874943600.0,499815200.0,2247721000.0,1928247300.0,1135625300.0,1303947900.0,755352400.0,1632532500.0,1269186300.0,898416600.0
2092.0,1171915600.0,1863388700.0,484570940.0,1996812500.0,1907421800.0,1090247000.0,1282196200.0,739534500.0,1795576300.0,1264191500.0,778629950.0
2093.0,1140087300.0,1838462500.0,468264640.0,1972979600.0,1887439600.0,1093102600.0,1257341700.0,718114300.0,1714235100.0,1231997000.0,724449200.0
2094.0,1126070000.0,1912815600.0,455913570.0,1918593200.0,1874326000.0,1016611650.0,1303399700.0,698936200.0,2331092000.0,1204534900.0,699504960.0
2095.0,1099800800.0,2120430200.0,446890800.0,2058346500.0,1877732100.0,996874900.0,1260821100.0,757287040.0,1836655500.0,1177246000.0,677859700.0
2096.0,1073988600.0,1802434600.0,431843140.0,2365714400.0,1840390700.0,979621200.0,1230788700.0,668159200.0,1705348700.0,1165401600.0,665991400.0
2097.0,1080657300.0,1992058900.0,422029380.0,1882166700.0,1824733000.0,964059800.0,1241621000.0,645260400.0,1646713600.0,1132162600.0,734807200.0
2098.0,1039986900.0,1881037300.0,462678560.0,1858880500.0,2224139000.0,1219615700.0,1201157600.0,632541500.0,2496930000.0,1147414900.0,634618500.0
2099.0,1077507800.0,1817696300.0,404673180.0,2027093000.0,1830421200.0,983186560.0,1181596500.0,685687700.0,2009337200.0,1163754800.0,620917300.0
2100.0,1026398900.0,2083092700.0,394578750.0,1816744100.0,1778104000.0,979349700.0,1240531300.0,637985400.0,1697634800.0,1094939500.0,610517600.0
