time,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4,GISS-E2-R,CANESM2,GFDL-CM3,CNRM-CM5,NORESM1-M,IPSL-CM5A-LR,GFDL-ESM2G
2063.0,2210164200.0,1504872700.0,1667784100.0,1070738800.0,1205016300.0,898313860.0,1665755000.0,1930894700.0,779047550.0,1477166000.0
2064.0,2144283000.0,1468729700.0,1604986400.0,1041683700.0,1173360400.0,866420400.0,1648988200.0,1873955500.0,738337300.0,1433341000.0
2065.0,2094024300.0,1412086500.0,1566888300.0,1009480060.0,1132350500.0,832464600.0,1572167300.0,1821652500.0,714930050.0,1390627200.0
2066.0,2051507000.0,1403341300.0,1534189400.0,1008174850.0,1096621000.0,802899200.0,1648160800.0,1771967600.0,685767200.0,1357743500.0
2067.0,2019869800.0,1374931000.0,1499705300.0,978216960.0,1058744700.0,763749950.0,1501328600.0,1725723400.0,651782900.0,1306736900.0
2068.0,2002576300.0,1327365100.0,1441250800.0,945549500.0,1043348200.0,730398900.0,1452849400.0,1670314000.0,631062500.0,1309127700.0
2069.0,1940959900.0,1277091700.0,1382879200.0,914885900.0,1011836400.0,690360600.0,1418672300.0,1611774700.0,602713200.0,1247254800.0
2070.0,1913313300.0,1236853200.0,1344847900.0,970869100.0,973043200.0,662495400.0,1365553000.0,1564454400.0,570803700.0,1195536000.0
2071.0,1866241000.0,1202686100.0,1293990800.0,904129600.0,942525760.0,635250050.0,1326800400.0,1525512700.0,548857300.0,1162937100.0
2072.0,1805060600.0,1158752900.0,1258388700.0,876956350.0,912221200.0,602763100.0,1292290200.0,1463182700.0,522321200.0,1233331300.0
2073.0,1758902500.0,1118636300.0,1237651800.0,854210240.0,878551700.0,577253800.0,1239232500.0,1403045000.0,496905760.0,1111526700.0
2074.0,1719181300.0,1077127000.0,1203608600.0,827937700.0,847923300.0,554899460.0,1196266900.0,1346629600.0,475538780.0,1074256400.0
2075.0,1682115700.0,1038999040.0,1177945300.0,802405300.0,816628000.0,529013660.0,1160272900.0,1287209200.0,453253120.0,1046674940.0
2076.0,1648825700.0,1004649660.0,1136167300.0,775375100.0,788217400.0,503802560.0,1116857000.0,1243312400.0,431806100.0,1005970100.0
2077.0,1609253200.0,971496960.0,1103817700.0,731806400.0,761736200.0,484552930.0,1076563600.0,1181610600.0,409148260.0,962096300.0
2078.0,1584448300.0,926967040.0,1072579400.0,708181300.0,718715300.0,465026050.0,1036739400.0,1145995300.0,394021340.0,940797000.0
2079.0,1526200200.0,907683500.0,1040752500.0,685783100.0,697842750.0,448120000.0,1002064450.0,1121899500.0,376745500.0,913726700.0
2080.0,1492168600.0,892040060.0,1003986750.0,665005100.0,659643260.0,427164400.0,964806800.0,1065902900.0,359126270.0,881949200.0
2081.0,1458880800.0,862949600.0,978257500.0,637295900.0,637890500.0,412323040.0,923901400.0,1045117440.0,337199800.0,856208830.0
2082.0,1425869000.0,841323000.0,944017860.0,618962560.0,626437800.0,392735460.0,892117900.0,1008798140.0,322352740.0,828391230.0
2083.0,1383410600.0,837007170.0,899041340.0,596501060.0,605730600.0,364133440.0,864696200.0,965473540.0,314366600.0,805308600.0
2084.0,1330003700.0,793213250.0,893654660.0,584351170.0,577173570.0,346172130.0,847613630.0,935223360.0,305608030.0,775269400.0
2085.0,1303952500.0,757327170.0,855383230.0,568365300.0,557665300.0,325488770.0,809740100.0,894940860.0,284677020.0,752518600.0
2086.0,1270292600.0,892057800.0,863478200.0,543665860.0,525756480.0,308107780.0,782919800.0,873496640.0,268599230.0,727337300.0
2087.0,1237693600.0,753342660.0,807256260.0,528175970.0,508330180.0,286629630.0,749358400.0,838630660.0,244831360.0,695240260.0
2088.0,1202883600.0,712846500.0,786308200.0,516052770.0,490128770.0,270127870.0,716457340.0,816585900.0,222437520.0,661065100.0
2089.0,1182689800.0,700949060.0,758159700.0,502987000.0,470236830.0,251958110.0,688998660.0,792380700.0,200477100.0,635976640.0
2090.0,1125715700.0,666189200.0,734610600.0,491848320.0,444514180.0,233554060.0,663976100.0,772018750.0,185924110.0,612118000.0
2091.0,1081237600.0,644259260.0,708195650.0,481472260.0,426173340.0,218662260.0,642647740.0,744925440.0,164308600.0,591511500.0
2092.0,1045965630.0,639755100.0,682992600.0,473569660.0,405738430.0,199687000.0,624131100.0,739915600.0,147038270.0,570150700.0
2093.0,996980500.0,604940160.0,659955140.0,464265300.0,391526140.0,185884830.0,599947140.0,694627460.0,136305580.0,546063300.0
2094.0,973572030.0,583306430.0,647286200.0,444582980.0,373094660.0,170571730.0,577063900.0,670202750.0,123948300.0,535655040.0
2095.0,939466300.0,560156100.0,623126660.0,432797380.0,360505540.0,149515220.0,556363260.0,643896800.0,111682020.0,517749800.0
2096.0,894964900.0,547499800.0,599101000.0,419209700.0,344562000.0,136158320.0,539726800.0,625563140.0,102773720.0,502737500.0
2097.0,857299000.0,535594430.0,582606100.0,403688260.0,322956220.0,125066830.0,520677860.0,603329800.0,90603610.0,484058430.0
2098.0,823615170.0,519360000.0,579852200.0,388130900.0,307197340.0,104854370.0,500642660.0,587003200.0,80382030.0,466284160.0
2099.0,792941250.0,505385250.0,541882100.0,374333200.0,289057300.0,90160536.0,479402880.0,557929200.0,68919496.0,442327940.0
2100.0,761636740.0,491547620.0,524542560.0,366313380.0,274633700.0,81808330.0,460222600.0,536453150.0,58213236.0,428717470.0
