time,EC-EARTH3-VEG,MRI-ESM2-0,GFDL-ESM4,CMCC-CM2-SR5,FGOALS-F3-L,BCC-CSM2-MR,MPI-ESM1-2-HR,CESM2,NORESM2-MM,EC-EARTH3,INM-CM5-0,INM-CM4-8,CESM2-WACCM,CAMS-CSM1-0
2012.0,14801619000.0,14801619000.0,14801619000.0,14801619000.0,14801619000.0,14801619000.0,14801619000.0,14801619000.0,14801619000.0,14801619000.0,14801619000.0,14801619000.0,14801619000.0,14801619000.0
2013.0,14680078000.0,14680078000.0,14680078000.0,14680078000.0,14680078000.0,14680078000.0,14680078000.0,14680078000.0,14680078000.0,14680078000.0,14680078000.0,14680078000.0,14680078000.0,14680078000.0
2014.0,14486150000.0,14486150000.0,14486150000.0,14486150000.0,14486150000.0,14486150000.0,14486150000.0,14486150000.0,14486150000.0,14486150000.0,14486150000.0,14486150000.0,14486150000.0,14486150000.0
2015.0,14421276000.0,14421276000.0,14421276000.0,14421276000.0,14421276000.0,14421276000.0,14421276000.0,14421276000.0,14421276000.0,14421276000.0,14421276000.0,14421276000.0,14421276000.0,14421276000.0
2016.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0,14328409000.0
2017.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0,14287543000.0
2018.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0,14214502000.0
2019.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0,14146165000.0
2020.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0,14068512000.0
2021.0,13986336000.0,13948015000.0,13980589000.0,14069721000.0,14252912000.0,13997338000.0,14016178000.0,13928318000.0,13941924000.0,14168792000.0,14004680000.0,14032127000.0,13978643000.0,13976098000.0
2022.0,13871376000.0,13817436000.0,13820955000.0,13925924000.0,13927155000.0,13930634000.0,13929393000.0,13843438000.0,13851207000.0,13890572000.0,13868292000.0,13824191000.0,13854439000.0,13870940000.0
2023.0,13875762000.0,13696991000.0,13651833000.0,13775107000.0,13769917000.0,13786922000.0,13769987000.0,13919932000.0,13707870000.0,13753378000.0,13744429000.0,13847844000.0,13721464000.0,13872198000.0
2024.0,13690020000.0,13543364000.0,13480924000.0,13673380000.0,13631352000.0,13762154000.0,13812233000.0,13613872000.0,13536668000.0,13588249000.0,13610701000.0,13678935000.0,13717492000.0,13889046000.0
2025.0,13543292000.0,13371278000.0,13339375000.0,13518369000.0,13725119000.0,13792053000.0,13548762000.0,13459457000.0,13376858000.0,13389645000.0,13587694000.0,13641140000.0,13560310000.0,14052280000.0
2026.0,13414743000.0,13169696000.0,13300936000.0,13411487000.0,13420046000.0,13689405000.0,13537099000.0,13384715000.0,13351870000.0,13144982000.0,13511348000.0,13403568000.0,13578334000.0,13703722000.0
2027.0,13267329000.0,13015013000.0,13002152000.0,13252802000.0,13257405000.0,13519203000.0,13333285000.0,13143711000.0,13502875000.0,12878564000.0,13497339000.0,13208258000.0,13232013000.0,13712844000.0
2028.0,13190935000.0,12905284000.0,12979276000.0,13131878000.0,14276342000.0,13486848000.0,13291391000.0,12922058000.0,13230445000.0,12660914000.0,13215092000.0,13151535000.0,13136669000.0,13310798000.0
2029.0,13004783000.0,12473943000.0,12708339000.0,12982040000.0,13378571000.0,13264711000.0,13184693000.0,12605550000.0,13012693000.0,12386304000.0,13127927000.0,12946439000.0,12918880000.0,13355721000.0
2030.0,12984796000.0,12122196000.0,12646481000.0,12848535000.0,13065694000.0,13114642000.0,12963182000.0,12257942000.0,12768127000.0,12181299000.0,12958069000.0,12642191000.0,12724940000.0,13867630000.0
2031.0,12689236000.0,11937158000.0,12462380000.0,12684931000.0,12879348000.0,12980582000.0,12830980000.0,11932425000.0,12529702000.0,11988146000.0,12877855000.0,12403071000.0,12707294000.0,13246623000.0
2032.0,12949639000.0,11674483000.0,12263960000.0,12442926000.0,12638924000.0,12893512000.0,12788634000.0,11858886000.0,12300646000.0,11757229000.0,12630438000.0,12157996000.0,12412429000.0,12922352000.0
2033.0,12778041000.0,11422349000.0,12030786000.0,12229688000.0,12628573000.0,12695091000.0,12514922000.0,11512944000.0,12109029000.0,11361718000.0,12455419000.0,11945392000.0,12159754000.0,12842466000.0
2034.0,12420851000.0,11205826000.0,11828936000.0,11853046000.0,12410194000.0,12606786000.0,12287174000.0,11216593000.0,11869270000.0,11107971000.0,12400377000.0,11674137000.0,11869615000.0,13140303000.0
2035.0,12144147000.0,10975055000.0,11607633000.0,11674505000.0,12217562000.0,12523348000.0,12299117000.0,10999624000.0,12016354000.0,10854465000.0,12140943000.0,11362534000.0,11641430000.0,13756913000.0
2036.0,11976111000.0,10698248000.0,11378748000.0,11485587000.0,12097379000.0,12425448000.0,12041681000.0,10608778000.0,11937647000.0,10586326000.0,12030902000.0,11078093000.0,11395604000.0,12879853000.0
2037.0,11853925000.0,10409049000.0,11176005000.0,11387494000.0,11914085000.0,12354358000.0,11904974000.0,10183852000.0,11617015000.0,10558976000.0,11831543000.0,10897775000.0,11244125000.0,12584803000.0
2038.0,11762468000.0,10082136000.0,10952998000.0,11096780000.0,11797785000.0,12079609000.0,11785886000.0,9727500000.0,11216843000.0,10657140000.0,11582899000.0,10691853000.0,10993589000.0,12751416000.0
2039.0,11515408000.0,9886905000.0,10800394000.0,11028931000.0,11626478000.0,11784784000.0,11570811000.0,9436838000.0,10818450000.0,10057058000.0,11454587000.0,10439486000.0,10709530000.0,12419509000.0
2040.0,11320538000.0,9592707000.0,10691806000.0,10605981000.0,11332535000.0,11520558000.0,11346452000.0,9128985000.0,10746586000.0,9755971000.0,11152532000.0,10290414000.0,10464056000.0,12356233000.0
2041.0,11097437000.0,9332543000.0,10321983000.0,10499699000.0,11175406000.0,11284327000.0,11300202000.0,8650535000.0,10455907000.0,10034334000.0,11056858000.0,10075765000.0,10107404000.0,12262324000.0
2042.0,11238968000.0,9099053000.0,10073558000.0,10113700000.0,11059219000.0,11068737000.0,11096435000.0,8340354000.0,10193619000.0,9435604000.0,10839204000.0,9719772000.0,10010163000.0,12715264000.0
2043.0,10843958000.0,8768018000.0,10150687000.0,9826093000.0,10784758000.0,10832571000.0,10886094000.0,7982414300.0,9859451000.0,9054903000.0,10825068000.0,9462823000.0,9657174000.0,12445864000.0
2044.0,10590604000.0,8589001000.0,9853122000.0,9641267000.0,10528140000.0,10584657000.0,10913065000.0,7574943000.0,9548105000.0,9382595000.0,10582534000.0,9107684000.0,9283449000.0,12051189000.0
2045.0,10412561000.0,8325766700.0,9594281000.0,9378228000.0,10925420000.0,10393661000.0,10565050000.0,7187218400.0,9299778000.0,8623463000.0,10517997000.0,8819628000.0,8911275000.0,12366157000.0
2046.0,10191174000.0,8005860400.0,9477613000.0,9112783000.0,10346900000.0,10530005000.0,10344845000.0,6929080000.0,8994000000.0,8326185000.0,10271119000.0,8613551000.0,8507469300.0,11907025000.0
2047.0,10010628000.0,7714567700.0,9308770000.0,8900100000.0,9938146000.0,10156300000.0,10466448000.0,6648998400.0,8600527000.0,8020516000.0,10081188000.0,8441033000.0,8118212600.0,11852976000.0
2048.0,9813418000.0,7589718000.0,9117469000.0,8540131000.0,9633906000.0,10010563000.0,10265518000.0,6429713400.0,8225550300.0,7907669000.0,9926085000.0,8305021400.0,7739945000.0,11948165000.0
2049.0,9583046000.0,7145171000.0,8961237000.0,8214227000.0,9289397000.0,9781219000.0,10009166000.0,6210208300.0,8058123000.0,7608948700.0,9790998000.0,8090631000.0,7417786000.0,11816134000.0
2050.0,9383013000.0,6973710000.0,8753851000.0,7952899600.0,9061223000.0,9787361000.0,10148975000.0,5964125700.0,7786343400.0,7493080000.0,9632485000.0,7869532000.0,7147433500.0,11623276000.0
2051.0,9132319000.0,6641570300.0,8577355300.0,7763546600.0,8971746000.0,9369633000.0,9696139000.0,5699774500.0,7528614000.0,7153511000.0,9558213000.0,7659040000.0,6732444700.0,11546717000.0
2052.0,8905375000.0,6429004000.0,8566910000.0,7490435600.0,8653862000.0,9087773000.0,9436016000.0,5461224400.0,7263706000.0,7037839000.0,9308082000.0,7790288400.0,6387975000.0,11498780000.0
2053.0,8655521000.0,6196796000.0,8479598000.0,7362200600.0,8392780000.0,8940929000.0,9221863000.0,5223738400.0,6998544000.0,6916953600.0,9134901000.0,7373728300.0,6058989000.0,11275436000.0
2054.0,8631782000.0,6070504400.0,8243614700.0,7155624400.0,8094619600.0,8727148000.0,9049982000.0,5027978000.0,6574548500.0,6825232400.0,9288617000.0,7101643000.0,5835427300.0,11117775000.0
2055.0,8282733600.0,5841834500.0,7917207600.0,6947557000.0,7861390000.0,8563005000.0,8920419000.0,4848370700.0,6298807000.0,6567464400.0,8990593000.0,6937701000.0,5673273000.0,10934415000.0
2056.0,8113120000.0,5706017300.0,7637076500.0,6698556000.0,7488398300.0,8463763500.0,8787285000.0,4626925000.0,6049267000.0,6366693400.0,8818172000.0,6785613300.0,5406634500.0,10915410000.0
2057.0,7886214700.0,5530057000.0,7420446000.0,6515907600.0,7549228000.0,8225220600.0,8667013000.0,4523828700.0,5825367000.0,6135198000.0,8721132000.0,6634507000.0,5300332500.0,10733375000.0
2058.0,7622376400.0,5348330000.0,7306566700.0,6277809700.0,7117580300.0,8081239600.0,8476543000.0,4385722400.0,5667307000.0,5981858300.0,8617116000.0,6440752600.0,4955354000.0,10588416000.0
2059.0,7351697400.0,5152962600.0,7267523600.0,6075123000.0,6789907000.0,7812991500.0,8254592500.0,4146748000.0,5582372400.0,5861367000.0,8563145700.0,6266688000.0,4737793500.0,10563911000.0
2060.0,7995973000.0,4957309400.0,7155635000.0,5906771500.0,6548058000.0,7633323000.0,8102188500.0,3965977000.0,5299746300.0,5641697300.0,8268298000.0,6078770000.0,4475345400.0,10430538000.0
2061.0,7108433400.0,4813964300.0,6941392400.0,5816353300.0,6238452700.0,7416705500.0,8007516700.0,3842480600.0,5029765600.0,5323026000.0,8066709000.0,5957925000.0,4239343600.0,10271057000.0
2062.0,6840018000.0,4638678500.0,6725378600.0,5621523500.0,5888643600.0,7211677700.0,7826210300.0,3721108700.0,4874996000.0,5161239000.0,8150575000.0,5856546300.0,4087262000.0,10155313000.0
2063.0,6728116700.0,4775573500.0,6530039300.0,5392908300.0,5812291000.0,7016564000.0,7622906400.0,3669771000.0,4730188000.0,4963740000.0,7862865000.0,5715758000.0,3922671900.0,10372709000.0
2064.0,6524104000.0,4565342000.0,6397516000.0,5114811000.0,5571198500.0,6847413000.0,7728856000.0,3529926100.0,4622462500.0,4826665000.0,7708240000.0,5603263500.0,3787303200.0,10173306000.0
2065.0,6314417700.0,4339367400.0,6272552400.0,4917999000.0,5327947000.0,6680247300.0,7444098600.0,3397207800.0,4520815600.0,4634603500.0,7638903300.0,5486335500.0,3640390700.0,9988767000.0
2066.0,6127503000.0,4191904000.0,6269587000.0,4723688400.0,5171356700.0,6437740500.0,7276908000.0,3215458000.0,4405205000.0,4483845000.0,7413761000.0,5369913000.0,3487833900.0,9859901000.0
2067.0,5989792000.0,4078259700.0,6118229500.0,4565533000.0,5111618000.0,6307733000.0,7145453000.0,3110632200.0,4267083800.0,4302283000.0,7279352000.0,5228812300.0,3341333800.0,9749246000.0
2068.0,5765128700.0,3909999400.0,5980158000.0,4368998000.0,5059267600.0,6110867000.0,7166345700.0,3009857800.0,4306295300.0,4176814800.0,7115713500.0,5088358400.0,3220812800.0,9593218000.0
2069.0,5531221000.0,3816379400.0,5908875000.0,4201424100.0,4770086000.0,5943870000.0,7050123000.0,2904032800.0,4057891000.0,3976881200.0,6957181000.0,5069281000.0,3080897500.0,9525847000.0
2070.0,5363199500.0,3877474000.0,5975281700.0,4027607600.0,4644105000.0,5841309700.0,6894263000.0,2858187800.0,3889425400.0,3856663600.0,6802340000.0,5029156000.0,2966891000.0,9398265000.0
2071.0,5180366000.0,3620844300.0,5769425400.0,3906633700.0,4522693600.0,6608850400.0,6694615000.0,2675136800.0,3734668500.0,3607182300.0,6662306300.0,4855518000.0,2855686100.0,9328162000.0
2072.0,4941808600.0,3496881700.0,5640384000.0,3757915400.0,4461529600.0,5614907400.0,6613513000.0,2570322200.0,3644918500.0,3520738300.0,6548094000.0,4754566000.0,2728629200.0,9226351000.0
2073.0,4801873400.0,3407338800.0,5472717000.0,3605573000.0,4345672700.0,5509727700.0,6490553000.0,2528599000.0,3530929200.0,3395292400.0,6429947000.0,4650364000.0,2615360800.0,9093364000.0
2074.0,4605961000.0,3339505000.0,5359109600.0,3424135200.0,4215021000.0,5412261400.0,6321568300.0,2413886000.0,3407099000.0,3246062600.0,6230250500.0,4533142500.0,2541247700.0,9028560000.0
2075.0,4492545000.0,3185204000.0,5261025300.0,3231564500.0,4128779500.0,5180564500.0,6200477700.0,2332532500.0,3298803500.0,3165070300.0,6109422000.0,4504127000.0,2457350100.0,8841479000.0
2076.0,4362643000.0,3119698000.0,5250513400.0,3055013000.0,3933960700.0,5111363000.0,6039885000.0,2303711200.0,3240553200.0,3267623400.0,6010538500.0,4347493400.0,2378562300.0,8659087000.0
2077.0,4238243300.0,2981980700.0,5271241700.0,2915380500.0,3868244000.0,4870832600.0,5901543400.0,2168082400.0,3170458600.0,2998903800.0,5862587000.0,4277909500.0,2225796000.0,8419791400.0
2078.0,4069424000.0,2907221500.0,5010797000.0,2764554800.0,3729439700.0,4718430000.0,5792544000.0,2082017000.0,2988577000.0,2875389200.0,5723140000.0,4205366800.0,2170302500.0,8376034000.0
2079.0,4026152400.0,2883395000.0,4984999000.0,2586354700.0,3591268600.0,4529147000.0,5686132700.0,1994114400.0,2935814400.0,2793015300.0,5555582000.0,4144837400.0,2011758800.0,8134475300.0
2080.0,3829125000.0,2764268000.0,4822972000.0,2445997000.0,3449849600.0,4472446000.0,5575625700.0,1960312600.0,2782635500.0,2688183000.0,5488491000.0,4054682400.0,2007656200.0,8045380600.0
2081.0,3713650000.0,2663664600.0,4701783600.0,2293764000.0,3572791300.0,4391572500.0,5590056000.0,1853301200.0,2672854000.0,2606633000.0,5454573000.0,3969516000.0,1953259500.0,8293517000.0
2082.0,3764995600.0,2580688600.0,4671863300.0,2081103600.0,3268382500.0,4235908000.0,5359979000.0,1748416400.0,2608817700.0,2415194400.0,5523192300.0,4017353200.0,1726911500.0,7827423000.0
2083.0,3637286700.0,2536865000.0,4556206000.0,1947055100.0,3149628000.0,4110058800.0,5225946600.0,1639351200.0,2536542000.0,2310734000.0,5378019300.0,3827115800.0,1583227100.0,7645652000.0
2084.0,3407074600.0,2436703700.0,4411961300.0,1829024800.0,3009759200.0,4025669000.0,5283107300.0,1587217300.0,2428700000.0,2708482600.0,5209394000.0,3741995000.0,1575197800.0,7638760400.0
2085.0,3238471400.0,2390851800.0,4327691000.0,1751830500.0,2918764300.0,3921361700.0,5093886500.0,1509322800.0,2353162800.0,2309722000.0,5095408600.0,3745471200.0,1419832200.0,7625493500.0
2086.0,3087027500.0,2322062300.0,4266338600.0,1669583400.0,2812756500.0,3842671600.0,4940210000.0,1446887700.0,2238019000.0,2110093700.0,4964996600.0,3686622700.0,1344925600.0,7339857400.0
2087.0,2961496600.0,2178635800.0,4163685000.0,1608953700.0,2732228600.0,3729971500.0,4786053000.0,1381706100.0,2097460400.0,2004724100.0,4845938700.0,3591034000.0,1288353200.0,7357811700.0
2088.0,2745007000.0,2074926700.0,4390537000.0,1516583700.0,2655810000.0,3629751800.0,4676099000.0,1323064600.0,2019804900.0,2562174500.0,4691691000.0,3549643000.0,1235397900.0,7094117400.0
2089.0,2654306000.0,2018631000.0,4047348000.0,1398432900.0,2593661200.0,3582478300.0,4547092500.0,1320050000.0,1888428700.0,1925416400.0,4624249000.0,3468661000.0,1159447300.0,7008393700.0
2090.0,2531738000.0,1922592800.0,3982780400.0,1315691600.0,2478889000.0,3433641200.0,4455653400.0,1260886500.0,1816867200.0,1806085600.0,4530528000.0,3352896300.0,1100995700.0,7054933000.0
2091.0,2435863300.0,1896911700.0,3847498000.0,1231529300.0,2367274200.0,3367044400.0,4492376600.0,1168108800.0,1749951100.0,1708308200.0,4497501000.0,3269559800.0,1038849700.0,6731364000.0
2092.0,2409800700.0,1823256700.0,3860938000.0,1171776000.0,2274983400.0,3194720000.0,4310341000.0,1103125900.0,1672982800.0,1581641100.0,4332571000.0,3184675300.0,977394700.0,6612512000.0
2093.0,2271091700.0,1749911000.0,3777090800.0,1120546200.0,2183073300.0,3094615000.0,4179950800.0,1055892860.0,1575519200.0,1498490200.0,4271596500.0,3100865500.0,950028100.0,6620458000.0
2094.0,2154732500.0,1706273700.0,3646683600.0,1105289900.0,2069466000.0,3014092500.0,4082226200.0,1000257200.0,1535465200.0,1454711400.0,4160602000.0,3049243000.0,874571650.0,6480521700.0
2095.0,2106037600.0,1665675500.0,3630845700.0,1011626600.0,2028043600.0,2925071600.0,4050975000.0,974747100.0,1459792900.0,1412097200.0,4087185400.0,2974621000.0,844034700.0,6442699000.0
2096.0,1965790500.0,1595449700.0,3548016600.0,983072830.0,1928453400.0,2802220300.0,3776031500.0,943863600.0,1390782100.0,1360351200.0,3994362600.0,2917892000.0,921794050.0,6370623000.0
2097.0,1832185900.0,1552084600.0,3465354000.0,926333950.0,1812772900.0,2734430000.0,3783309300.0,906527900.0,1358436400.0,1294712800.0,3992354300.0,2873916400.0,857228800.0,6240404000.0
2098.0,1735578000.0,1516772500.0,3370197500.0,861659000.0,1750510100.0,2652938000.0,3722231000.0,889154700.0,1420957800.0,1285743000.0,3791105300.0,2792527400.0,798842600.0,6492986000.0
2099.0,1665173500.0,1485732600.0,3351220000.0,819339260.0,1871234000.0,2608706600.0,3556104000.0,861645760.0,1247035300.0,1488359800.0,3731076000.0,2668405500.0,759600000.0,6029917000.0
2100.0,1598433400.0,1452656900.0,3403976200.0,757333760.0,1652748700.0,2562699000.0,3543913500.0,855084350.0,1213617000.0,1179242000.0,3652446500.0,2612443400.0,717081900.0,6037896700.0
