time,INM-CM4-8,MPI-ESM1-2-HR,CESM2-WACCM,CESM2,EC-EARTH3,EC-EARTH3-VEG,MRI-ESM2-0,GFDL-ESM4,BCC-CSM2-MR,CAMS-CSM1-0,INM-CM5-0,NORESM2-MM,FGOALS-F3-L
2051.0,102711810000.0,102529660000.0,102596870000.0,100731510000.0,101034050000.0,100761680000.0,102285450000.0,103010260000.0,102703570000.0,102914730000.0,102687880000.0,102580100000.0,102395670000.0
2052.0,102551570000.0,102469360000.0,102443310000.0,100545140000.0,100789944000.0,100503860000.0,102079870000.0,102951125000.0,102654280000.0,102787990000.0,102624890000.0,102380490000.0,102235505000.0
2053.0,102440770000.0,102347170000.0,102426660000.0,100304580000.0,100489900000.0,100225140000.0,101883120000.0,102919550000.0,102508410000.0,102740420000.0,102513360000.0,102286520000.0,102086386000.0
2054.0,102351090000.0,102235170000.0,102393850000.0,99932905000.0,100018864000.0,99889580000.0,101711090000.0,102821440000.0,102388244000.0,102647310000.0,102366120000.0,102130030000.0,101981225000.0
2055.0,102262210000.0,102183756000.0,102979576000.0,99507660000.0,99578970000.0,99606310000.0,101489430000.0,102720905000.0,102278504000.0,102571690000.0,102324870000.0,101966760000.0,101816760000.0
2056.0,102209120000.0,102037660000.0,102164050000.0,99283030000.0,99223800000.0,99237090000.0,101257110000.0,102896574000.0,102095750000.0,102544750000.0,102209480000.0,102136580000.0,101759110000.0
2057.0,102135000000.0,101831344000.0,101981910000.0,99019420000.0,98728540000.0,98862660000.0,101305610000.0,102702620000.0,102090424000.0,102380900000.0,102147220000.0,101923780000.0,101669170000.0
2058.0,101998580000.0,101689150000.0,101747245000.0,98629410000.0,98323140000.0,98609000000.0,101282900000.0,102545900000.0,101958770000.0,102436010000.0,101975360000.0,101777570000.0,101530700000.0
2059.0,101825420000.0,101704510000.0,101716370000.0,98444700000.0,97940880000.0,98309095000.0,100920200000.0,102490440000.0,101818250000.0,102347180000.0,101886130000.0,101623720000.0,101416500000.0
2060.0,101790860000.0,101473000000.0,101572750000.0,97955790000.0,97580020000.0,97985550000.0,100863270000.0,102412680000.0,101637366000.0,102185770000.0,101725700000.0,101536280000.0,101343350000.0
2061.0,101636006000.0,101320430000.0,101703565000.0,97670005000.0,97164050000.0,97613636000.0,100613054000.0,102331480000.0,101602050000.0,102073115000.0,101653864000.0,101397010000.0,101199370000.0
2062.0,101478510000.0,101448210000.0,101226045000.0,97814130000.0,96713190000.0,97478190000.0,100545110000.0,102231450000.0,101441560000.0,101998050000.0,101493150000.0,101288860000.0,100946090000.0
2063.0,101370870000.0,101277204000.0,101046880000.0,96977810000.0,96170630000.0,97021080000.0,100270040000.0,102063290000.0,101260160000.0,101938676000.0,101366194000.0,101115860000.0,100743184000.0
2064.0,101238430000.0,101006115000.0,100827310000.0,96680124000.0,95824830000.0,96528930000.0,100045770000.0,102002930000.0,101151120000.0,101810220000.0,101155275000.0,100955370000.0,100632700000.0
2065.0,101096320000.0,101137140000.0,100657270000.0,96449905000.0,95353190000.0,95998140000.0,99887500000.0,101868180000.0,100990640000.0,101747660000.0,101059490000.0,100819304000.0,100427490000.0
2066.0,101058780000.0,101020350000.0,100488080000.0,96104645000.0,94670160000.0,95493005000.0,99745370000.0,101783810000.0,100832910000.0,101725700000.0,100876435000.0,100631310000.0,100303170000.0
2067.0,100899510000.0,100815560000.0,100254510000.0,95653020000.0,94056964000.0,95205680000.0,99624220000.0,101618410000.0,100707070000.0,101541650000.0,100708390000.0,100477215000.0,100131504000.0
2068.0,100679270000.0,100608730000.0,99904230000.0,95322470000.0,93448995000.0,94857380000.0,99260160000.0,101543560000.0,100584380000.0,101391860000.0,100580500000.0,100403110000.0,99874160000.0
2069.0,100559820000.0,100413790000.0,99675460000.0,94965780000.0,92857260000.0,94379440000.0,99333145000.0,101379730000.0,100319260000.0,101253760000.0,100493386000.0,100195370000.0,99644630000.0
2070.0,100378440000.0,100234600000.0,99309870000.0,94245670000.0,92222850000.0,93898720000.0,98839120000.0,101288840000.0,100139770000.0,101199880000.0,100343185000.0,99999660000.0,99405350000.0
2071.0,100229070000.0,100057800000.0,99029820000.0,93875440000.0,91588160000.0,93376720000.0,98554240000.0,101142135000.0,99937610000.0,101158765000.0,100183155000.0,99781220000.0,99316930000.0
2072.0,100057040000.0,99786530000.0,98877370000.0,93635660000.0,91141400000.0,92810350000.0,98279920000.0,101055010000.0,99734990000.0,101157980000.0,100114840000.0,99555930000.0,99174830000.0
2073.0,99913150000.0,99621430000.0,98323595000.0,93144244000.0,90453300000.0,92257804000.0,98268670000.0,100996850000.0,99465980000.0,100928900000.0,100049950000.0,99328810000.0,98939400000.0
2074.0,99732040000.0,99419144000.0,98114810000.0,92682520000.0,89841160000.0,91653060000.0,97900780000.0,100819360000.0,99319456000.0,100915405000.0,99774650000.0,99089826000.0,98734400000.0
2075.0,99535766000.0,99238674000.0,97778524000.0,92832490000.0,89302530000.0,91231880000.0,97742720000.0,100612550000.0,98982650000.0,100973640000.0,99689330000.0,98905360000.0,98458290000.0
2076.0,99339140000.0,99086320000.0,97364010000.0,91966325000.0,88609080000.0,90467980000.0,97493280000.0,100512030000.0,98718730000.0,100623530000.0,99508140000.0,98626930000.0,98260040000.0
2077.0,99119686000.0,98885660000.0,97129540000.0,91384955000.0,87953465000.0,89698320000.0,97325010000.0,100350240000.0,98472140000.0,100520410000.0,99281330000.0,98469265000.0,98121654000.0
2078.0,98904230000.0,98693980000.0,96733495000.0,91080570000.0,87204800000.0,89083950000.0,96952390000.0,100224070000.0,98251530000.0,100412410000.0,99091870000.0,98274255000.0,97902040000.0
2079.0,98667940000.0,98438414000.0,96461185000.0,90267935000.0,86571900000.0,88361740000.0,96633810000.0,100098620000.0,98097640000.0,100338835000.0,99016475000.0,98104000000.0,97642570000.0
2080.0,98490440000.0,98416810000.0,95997670000.0,89403210000.0,85498330000.0,87711600000.0,96374780000.0,99859000000.0,97861820000.0,100095150000.0,98898170000.0,98173320000.0,97498956000.0
2081.0,98260970000.0,98460630000.0,95505826000.0,88910510000.0,84858370000.0,86907690000.0,96086740000.0,99735610000.0,97632800000.0,99967330000.0,98885540000.0,97842940000.0,97254350000.0
2082.0,98114850000.0,98125150000.0,95090885000.0,88223980000.0,84049840000.0,86130770000.0,95864865000.0,99586990000.0,97488990000.0,99932580000.0,98615310000.0,97531494000.0,96998560000.0
2083.0,97868030000.0,97882374000.0,95372680000.0,87545315000.0,83396640000.0,85196775000.0,95588080000.0,99633120000.0,97158324000.0,99806240000.0,98330170000.0,97313320000.0,96751560000.0
2084.0,97657410000.0,97641650000.0,94380155000.0,86824410000.0,82661640000.0,84476870000.0,95315350000.0,99331560000.0,96860170000.0,99632840000.0,98134516000.0,97125820000.0,96972490000.0
2085.0,97456770000.0,97733870000.0,94070505000.0,86082560000.0,82027200000.0,83737444000.0,95017940000.0,99116380000.0,96563430000.0,99485794000.0,97938550000.0,96833860000.0,96503685000.0
2086.0,97223344000.0,97654710000.0,93467880000.0,85619060000.0,81221370000.0,82886164000.0,94692080000.0,98991670000.0,96275490000.0,99380584000.0,97688010000.0,96683680000.0,96264910000.0
2087.0,96980610000.0,97123720000.0,92994650000.0,84945210000.0,80493990000.0,82052980000.0,94503430000.0,98689200000.0,96344680000.0,99252150000.0,97451590000.0,96368890000.0,96020130000.0
2088.0,96783300000.0,96997860000.0,92541810000.0,84386220000.0,79760050000.0,81247910000.0,94081980000.0,98451170000.0,95670400000.0,99109530000.0,97263070000.0,96059310000.0,95717630000.0
2089.0,96440530000.0,96696930000.0,91783310000.0,83834765000.0,78806270000.0,80403366000.0,93854940000.0,98527035000.0,95316290000.0,98940440000.0,97047120000.0,95768530000.0,95542760000.0
2090.0,96159490000.0,96445060000.0,91149296000.0,82385040000.0,77723880000.0,79547500000.0,93416690000.0,100243560000.0,94889665000.0,98821470000.0,96815690000.0,95496495000.0,95258780000.0
2091.0,95953640000.0,96213580000.0,90565800000.0,81388080000.0,76928720000.0,78428850000.0,93206970000.0,98397730000.0,95006300000.0,98617500000.0,96599260000.0,95210136000.0,94986080000.0
2092.0,95675700000.0,95982210000.0,90837480000.0,80668650000.0,75925730000.0,77388810000.0,92688680000.0,97996320000.0,94456230000.0,98498980000.0,96393126000.0,94838686000.0,94596390000.0
2093.0,95451670000.0,95781490000.0,89561050000.0,79907430000.0,74111640000.0,76612430000.0,92083160000.0,97759625000.0,94124330000.0,98290370000.0,96218240000.0,94713530000.0,94297080000.0
2094.0,95160566000.0,95659680000.0,88635290000.0,79513740000.0,72836030000.0,75255970000.0,91778466000.0,97531020000.0,93797050000.0,98176795000.0,96018600000.0,94337690000.0,94091860000.0
2095.0,94831510000.0,95514760000.0,88206260000.0,79225364000.0,72101760000.0,74102940000.0,91298005000.0,97247500000.0,93357180000.0,98049160000.0,95816800000.0,93991100000.0,93776330000.0
2096.0,94615716000.0,95291154000.0,87541910000.0,78540090000.0,71157800000.0,72989790000.0,90718100000.0,97072410000.0,92858180000.0,97865200000.0,95790300000.0,93633356000.0,93440120000.0
2097.0,94381050000.0,95273830000.0,86856016000.0,77909220000.0,70009530000.0,71523280000.0,90321740000.0,96825610000.0,92797120000.0,97706310000.0,95563420000.0,93275020000.0,93138690000.0
2098.0,94075040000.0,94825595000.0,86135460000.0,76725486000.0,68978350000.0,69655040000.0,89980120000.0,96530890000.0,92270760000.0,97516765000.0,95349020000.0,92974300000.0,92830720000.0
2099.0,93828300000.0,94568530000.0,85408580000.0,76386755000.0,67534180000.0,68265570000.0,91073330000.0,96299794000.0,92067400000.0,97374680000.0,95286180000.0,92642400000.0,92546105000.0
2100.0,93554926000.0,94264570000.0,85697400000.0,75357770000.0,66104644000.0,67171500000.0,92476880000.0,96152150000.0,91469080000.0,97167470000.0,94886120000.0,92293680000.0,92200360000.0
