time,CANESM5,MRI-ESM2-0,UKESM1-0-LL,CNRM-ESM2-1,IPSL-CM6A-LR
2034.0,3817580500000.0,3939963800000.0,3749098600000.0,3893432000000.0,3785167000000.0
2035.0,3784855800000.0,3919941200000.0,3687721200000.0,3853402500000.0,3748076000000.0
2036.0,3757091300000.0,3897634000000.0,3624415000000.0,3825678400000.0,3712190500000.0
2037.0,3728800700000.0,3869565300000.0,3582120000000.0,3802632600000.0,3682833500000.0
2038.0,3682508200000.0,3833354000000.0,3543061800000.0,3785295700000.0,3638833400000.0
2039.0,3641055600000.0,3792320000000.0,3496361300000.0,3766465600000.0,3610358000000.0
2040.0,3602577000000.0,3756761800000.0,3446041700000.0,3739724500000.0,3591311000000.0
2041.0,3567849300000.0,3719737000000.0,3388227500000.0,3686930800000.0,3568580200000.0
2042.0,3528170700000.0,3697089000000.0,3328825600000.0,3655653000000.0,3537447400000.0
2043.0,3489854700000.0,3652380800000.0,3270275200000.0,3605740700000.0,3489299000000.0
2044.0,3460454400000.0,3628537700000.0,3211473700000.0,3587537600000.0,3451038200000.0
2045.0,3416977000000.0,3597578800000.0,3165920000000.0,3557092500000.0,3434480700000.0
2046.0,3365378200000.0,3572660700000.0,3113961000000.0,3535806700000.0,3388267600000.0
2047.0,3326049000000.0,3529743800000.0,3038526000000.0,3525092300000.0,3350787500000.0
2048.0,3288196700000.0,3503401500000.0,2993544800000.0,3505714600000.0,3301854200000.0
2049.0,3252930000000.0,3471091200000.0,2948256800000.0,3501477000000.0,3265900800000.0
2050.0,3225482700000.0,3439659600000.0,2912567000000.0,3468788200000.0,3236254000000.0
2051.0,3194363300000.0,3421571400000.0,2858361800000.0,3431240800000.0,3215133500000.0
2052.0,3137505000000.0,3393172800000.0,2776773400000.0,3379581200000.0,3192496300000.0
2053.0,3098475800000.0,3378814000000.0,2727162000000.0,3342006500000.0,3160192300000.0
2054.0,3063088700000.0,3356474500000.0,2676814800000.0,3319584500000.0,3122922500000.0
2055.0,3032950000000.0,3332122600000.0,2628299800000.0,3287818000000.0,3075253200000.0
2056.0,3004595700000.0,3317128800000.0,2579979300000.0,3253872600000.0,3050589000000.0
2057.0,2958628500000.0,3299788000000.0,2533907000000.0,3221869600000.0,3011940700000.0
2058.0,2916427000000.0,3290882000000.0,2499444500000.0,3175337000000.0,2964911000000.0
2059.0,2894743200000.0,3256347300000.0,2471385000000.0,3133945400000.0,2932894000000.0
2060.0,2868635200000.0,3227241400000.0,2417940500000.0,3103056000000.0,2916388000000.0
2061.0,2835931000000.0,3221967900000.0,2368372000000.0,3074683800000.0,2869495000000.0
2062.0,2791006300000.0,3197178500000.0,2304326800000.0,3036807000000.0,2844083400000.0
2063.0,2753513700000.0,3170282000000.0,2239177700000.0,2997523800000.0,2819128000000.0
2064.0,2718022800000.0,3134471000000.0,2203132000000.0,2984758500000.0,2794769400000.0
2065.0,2677798600000.0,3111188000000.0,2179200500000.0,2972212500000.0,2754900100000.0
2066.0,2636734800000.0,3097205400000.0,2138025000000.0,2920874800000.0,2730766000000.0
2067.0,2608746000000.0,3084756500000.0,2096922500000.0,2885632400000.0,2690670400000.0
2068.0,2575688300000.0,3056054300000.0,2061388900000.0,2846634800000.0,2651999700000.0
2069.0,2533997400000.0,3029082300000.0,2029393800000.0,2818796000000.0,2610025000000.0
2070.0,2510237500000.0,3019969700000.0,1985461500000.0,2792731000000.0,2571158400000.0
2071.0,2480800000000.0,2997337500000.0,1942198600000.0,2738034300000.0,2553423300000.0
2072.0,2444658000000.0,2973384300000.0,1910415300000.0,2711893800000.0,2526429800000.0
2073.0,2409018000000.0,2946440000000.0,1871784300000.0,2674427200000.0,2504297300000.0
2074.0,2386204000000.0,2924224000000.0,1838426600000.0,2649852500000.0,2490327600000.0
2075.0,2360117000000.0,2909353000000.0,1823610200000.0,2624121700000.0,2457181400000.0
2076.0,2327244200000.0,2888252000000.0,1812387600000.0,2583061300000.0,2442699000000.0
2077.0,2308119500000.0,2881864300000.0,1787333000000.0,2562218000000.0,2426482000000.0
2078.0,2284584700000.0,2842732300000.0,1760043000000.0,2533994500000.0,2398994800000.0
2079.0,2267480900000.0,2806634500000.0,1725920200000.0,2498563400000.0,2382554500000.0
2080.0,2251935200000.0,2794919600000.0,1705633000000.0,2462514000000.0,2373463600000.0
2081.0,2236339000000.0,2781754400000.0,1692061300000.0,2440991900000.0,2354703500000.0
2082.0,2220028300000.0,2762889000000.0,1680297400000.0,2404007300000.0,2333353200000.0
2083.0,2186052200000.0,2741933000000.0,1663476200000.0,2377783200000.0,2311025900000.0
2084.0,2138612700000.0,2728937400000.0,1648947900000.0,2358979000000.0,2287589400000.0
2085.0,2128296400000.0,2696215500000.0,1636152500000.0,2331986600000.0,2258220000000.0
2086.0,2119394100000.0,2680572000000.0,1617052700000.0,2326512500000.0,2234118600000.0
2087.0,2097804900000.0,2683612000000.0,1600848400000.0,2323741000000.0,2210306500000.0
2088.0,2060150000000.0,2667811200000.0,1570159700000.0,2316394300000.0,2199455000000.0
2089.0,2046232800000.0,2656496000000.0,1556621400000.0,2303405900000.0,2188596600000.0
2090.0,2033392300000.0,2654612500000.0,1542781700000.0,2295324500000.0,2167202500000.0
2091.0,2011325400000.0,2639450600000.0,1521765600000.0,2271540000000.0,2151715400000.0
2092.0,1992052800000.0,2627178000000.0,1503114400000.0,2250390400000.0,2146903700000.0
2093.0,1973511400000.0,2618883300000.0,1488758600000.0,2233249600000.0,2138720000000.0
2094.0,1958789300000.0,2610213000000.0,1475209000000.0,2211666200000.0,2128894500000.0
2095.0,1936208300000.0,2588665200000.0,1453408000000.0,2189166400000.0,2117105200000.0
2096.0,1915904700000.0,2564642600000.0,1438501800000.0,2167145500000.0,2109121100000.0
2097.0,1899542000000.0,2548596000000.0,1418271500000.0,2148143600000.0,2101122000000.0
2098.0,1876317800000.0,2542079600000.0,1389176600000.0,2133828600000.0,2078626300000.0
2099.0,1858679600000.0,2528858300000.0,1375519100000.0,2107028900000.0,2063344200000.0
2100.0,1842671100000.0,2505478000000.0,1365507000000.0,2093249000000.0,2051099600000.0
