time,EC-EARTH3-VEG,CMCC-CM2-SR5,FGOALS-F3-L,EC-EARTH3,INM-CM4-8,NORESM2-MM,CAMS-CSM1-0,MPI-ESM1-2-HR,BCC-CSM2-MR,MRI-ESM2-0,GFDL-ESM4,INM-CM5-0,CESM2-WACCM,CESM2
2010.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0
2011.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0
2012.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0
2013.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0
2014.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0
2015.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0
2016.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0
2017.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0
2018.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0
2019.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0
2020.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0
2021.0,2622700800.0,2963382000.0,2632031200.0,2630489900.0,2620748300.0,2625716000.0,2627932400.0,2633883000.0,2630970600.0,2628880100.0,2629223200.0,2620745700.0,2655055400.0,2624528000.0
2022.0,2609600000.0,2832328200.0,2621823700.0,2616339500.0,2607394800.0,2625160200.0,2616816400.0,2624347400.0,2622703900.0,2614003700.0,2615172600.0,2634031900.0,2627987000.0,2613833000.0
2023.0,2596953300.0,2699120600.0,2605411600.0,2607327700.0,2645724200.0,2612042500.0,2607277600.0,2606304300.0,2613837000.0,2608703200.0,2598688500.0,2609225000.0,2614323500.0,2622287000.0
2024.0,2625460500.0,2714454800.0,2599003100.0,2593618700.0,2603974400.0,2599759000.0,2625080800.0,2593437700.0,2609963500.0,2595633700.0,2582643200.0,2598427100.0,2618677000.0,2601617700.0
2025.0,2593932000.0,2667029800.0,2593914400.0,2578147800.0,2603710200.0,2586742300.0,2586584000.0,2583496200.0,2588692200.0,2580353000.0,2569492000.0,2580505600.0,2595323000.0,2593448400.0
2026.0,2603123700.0,2632644400.0,2636100600.0,2564413000.0,2586591000.0,2633598500.0,2563537000.0,2598411800.0,2578066700.0,2565955000.0,2551680800.0,2573174000.0,2576084500.0,2623079000.0
2027.0,2553657900.0,2618019000.0,2589582000.0,2542476800.0,2562882300.0,2576755700.0,2545757200.0,2593955800.0,2559217400.0,2541313500.0,2525364000.0,2558161200.0,2556017200.0,2591028700.0
2028.0,2886229500.0,2612490500.0,2597618200.0,2512148500.0,2587785700.0,2604878800.0,2520053000.0,2563568400.0,2536559000.0,2528244500.0,2505665800.0,2535382300.0,2544205800.0,2565652200.0
2029.0,2582662100.0,2584128800.0,2566270700.0,2504415000.0,2537078500.0,2582868000.0,2510557000.0,2547305000.0,2504934700.0,2507154200.0,2487671800.0,2514714400.0,2527888600.0,2551675100.0
2030.0,2538582800.0,2596448500.0,2564265700.0,2477994000.0,2568102000.0,2557952800.0,2484673300.0,2529406200.0,2488102000.0,2483132200.0,2467923500.0,2506720500.0,2504286500.0,2531657200.0
2031.0,2512241000.0,2613578800.0,2548099800.0,2442083800.0,2526274600.0,2536416000.0,2483061000.0,2505954300.0,2448780500.0,2478818600.0,2450340000.0,2490091000.0,2484371500.0,2508827000.0
2032.0,2488196400.0,2621319400.0,2520493000.0,2437394200.0,2493338000.0,2541639400.0,2446709200.0,2490303700.0,2412894500.0,2461761300.0,2416142600.0,2466539500.0,2499243800.0,2488468500.0
2033.0,2450988300.0,2573662200.0,2523310000.0,2398785500.0,2482755600.0,2519759400.0,2441365000.0,2572611300.0,2399304700.0,2438340400.0,2392136700.0,2429563600.0,2463205000.0,2470887200.0
2034.0,2549499600.0,2541148700.0,2543183400.0,2367083000.0,2473496000.0,2484333300.0,2404428300.0,2495870500.0,2369417700.0,2418333000.0,2360991200.0,2398071000.0,2462846000.0,2504050000.0
2035.0,2412863200.0,2527799800.0,2536793900.0,2339632600.0,2445843200.0,2458797600.0,2520259600.0,2471317200.0,2349702000.0,2397025800.0,2339070700.0,2363494000.0,2464334800.0,2488418800.0
2036.0,2395247000.0,2565955600.0,2491865300.0,2309069300.0,2430074400.0,2444120300.0,2370450400.0,2439432400.0,2313649400.0,2394980600.0,2301895400.0,2324744000.0,2419897300.0,2446220500.0
2037.0,2373712400.0,2494032600.0,2540113400.0,2283759400.0,2414300200.0,2412469200.0,2326579000.0,2413906700.0,2278199800.0,2357725400.0,2279113500.0,2279004200.0,2469434000.0,2434538200.0
2038.0,2357206300.0,2467697700.0,2458043000.0,2240781000.0,2428045800.0,2387915500.0,2308591900.0,2384903400.0,2228275500.0,2376974800.0,2237053700.0,2234996000.0,2382391000.0,2411816700.0
2039.0,2321700900.0,2459713500.0,2449469400.0,2237163500.0,2384947200.0,2371255000.0,2280510500.0,2431228400.0,2175952400.0,2291441000.0,2184879600.0,2213944800.0,2347626800.0,2391874000.0
2040.0,2298439000.0,2427723300.0,2435282400.0,2174756600.0,2348449800.0,2365783600.0,2255471400.0,2428185900.0,2137188400.0,2262832600.0,2147841500.0,2170647800.0,2334508300.0,2362611000.0
2041.0,2276789800.0,2418906400.0,2485740500.0,2167566000.0,2329158700.0,2336725200.0,2234978000.0,2494451500.0,2091576300.0,2223123700.0,2099498800.0,2121421300.0,2295165000.0,2452893000.0
2042.0,2257324500.0,2393261600.0,2407093000.0,2097682400.0,2316940500.0,2300045000.0,2227457800.0,2379998000.0,2054102400.0,2184493300.0,2066869000.0,2089014000.0,2275048700.0,2345411600.0
2043.0,2235609900.0,2367954700.0,2371052800.0,2036069800.0,2293312300.0,2243532500.0,2197436200.0,2416505000.0,2025444400.0,2139647700.0,2016260900.0,2048700000.0,2301999000.0,2345578500.0
2044.0,2186033700.0,2331560200.0,2337645600.0,1993249200.0,2258329900.0,2206624300.0,2171851800.0,2330175500.0,1989083000.0,2126891400.0,1972994400.0,2002910700.0,2220170200.0,2298168000.0
2045.0,2133433900.0,2308240100.0,2311703800.0,1909462800.0,2231848700.0,2203241200.0,2138921300.0,2307976400.0,1938258200.0,2092952300.0,1943965600.0,1957906400.0,2161535700.0,2261870600.0
2046.0,2122314400.0,2276218600.0,2273374200.0,1853959200.0,2206582500.0,2154311200.0,2117110800.0,2289743600.0,1882508900.0,2066803800.0,1909486800.0,1919208100.0,2137435500.0,2236817700.0
2047.0,2076910800.0,2245857000.0,2245298400.0,1820415100.0,2179333600.0,2087286800.0,2066858400.0,2254058200.0,1853475300.0,2034889600.0,1893706600.0,1876730800.0,2080689200.0,2199827500.0
2048.0,2055769600.0,2220850700.0,2200416800.0,1758542000.0,2153514500.0,2052861200.0,2026279200.0,2240721200.0,1820764300.0,2011972000.0,1827695000.0,1941340300.0,2059207700.0,2167386000.0
2049.0,2013285500.0,2172628500.0,2167769900.0,1712147100.0,2137831600.0,2013285000.0,2016083700.0,2212173600.0,1803664000.0,1985465200.0,1780202000.0,1825251000.0,2017729200.0,2164459800.0
2050.0,1981492500.0,2124131500.0,2123661700.0,1671492000.0,2097649700.0,1977707400.0,1974321200.0,2190943000.0,1725361000.0,1979947300.0,1750457200.0,1785841200.0,1978264700.0,2143327000.0
2051.0,1938049800.0,2073196000.0,2095594100.0,1595573800.0,2057901000.0,1928138800.0,1928608100.0,2219567400.0,1685783900.0,1975037600.0,1736224400.0,1760050000.0,1943682800.0,2101777000.0
2052.0,1899538600.0,2046470800.0,2062198900.0,1552691600.0,1994685700.0,1874880300.0,1927967400.0,2182117000.0,1627592100.0,1922090200.0,1700451700.0,1748136400.0,1899574300.0,2073242600.0
2053.0,1852556400.0,2009381600.0,2048145300.0,1490783000.0,1941817200.0,1830875600.0,1890400600.0,2206737000.0,1573686900.0,1882446600.0,1664136000.0,1699131500.0,1835713200.0,2036915600.0
2054.0,1792025100.0,1948580700.0,2004519800.0,1449971300.0,1910404400.0,1799137400.0,1895610200.0,2125291400.0,1526817800.0,1852597100.0,1636230000.0,1661253200.0,1783552800.0,2144992400.0
2055.0,1753710200.0,1895337900.0,1983417900.0,1396891400.0,1880006400.0,1749106200.0,1817570000.0,2101470700.0,1461121700.0,1812320400.0,1615706500.0,1637462000.0,1745483000.0,2013535100.0
2056.0,1723332100.0,1808580400.0,1963183100.0,1350897500.0,1850276700.0,1678779800.0,1778892400.0,2060126100.0,1507959000.0,1807070300.0,1573428700.0,1769918500.0,1708252200.0,1987675500.0
2057.0,1658834200.0,1751441700.0,1937858000.0,1313855200.0,1820229400.0,1602710100.0,1782756600.0,2038125400.0,1432465900.0,1754795900.0,1571167400.0,1713481600.0,1676833900.0,1945982700.0
2058.0,1599639800.0,1705922800.0,1928807300.0,1270820400.0,1794765600.0,1572803500.0,1729266200.0,2035943600.0,1376186400.0,1717534800.0,1565825000.0,1563760900.0,1637982500.0,1941710800.0
2059.0,1561108400.0,1630195100.0,1887205000.0,1227573200.0,1758391600.0,1525141100.0,1703709000.0,1996058900.0,1338475400.0,1693551900.0,1506031500.0,1535031200.0,1591715500.0,1924010900.0
2060.0,1566713600.0,1565457900.0,1858485100.0,1182888200.0,1726598900.0,1499407200.0,1703573200.0,1976130600.0,1300580600.0,1653267100.0,1465785200.0,1505909100.0,1546838000.0,2004701600.0
2061.0,1485313200.0,1505560200.0,1831279500.0,1152662300.0,1727244900.0,1474234400.0,1631255200.0,1949158500.0,1259359400.0,1627756000.0,1423755400.0,1482497800.0,1496117200.0,1871461900.0
2062.0,1556374100.0,1461616400.0,1825673100.0,1125614200.0,1671278000.0,1422231400.0,1594808300.0,1923887700.0,1227967600.0,1580260100.0,1386835600.0,1455456500.0,1444321900.0,1839817900.0
2063.0,1507008500.0,1402217600.0,1781542400.0,1091093900.0,1646080800.0,1382236900.0,1570153200.0,1893692400.0,1192475300.0,1573061600.0,1350372200.0,1425929000.0,1414729500.0,1804678900.0
2064.0,1414225500.0,1338854700.0,1797462400.0,1082100000.0,1603856000.0,1331925000.0,1531255400.0,1866228400.0,1176945900.0,1569698000.0,1358083000.0,1394092500.0,1392165400.0,1768442200.0
2065.0,1345632400.0,1282000100.0,1811067800.0,1096195000.0,1573645200.0,1305411300.0,1504276900.0,1835133400.0,1149623300.0,1532345300.0,1299689300.0,1391988600.0,1354279400.0,1751339900.0
2066.0,1294383500.0,1234000800.0,1721082000.0,1053106400.0,1542367100.0,1250908700.0,1474573700.0,1808544900.0,1119604500.0,1485386600.0,1272143400.0,1357016600.0,1314034700.0,1743352300.0
2067.0,1259848000.0,1183191700.0,1714965600.0,987750600.0,1512330500.0,1237375900.0,1442512900.0,1774179800.0,1080695000.0,1455652500.0,1230596000.0,1316637200.0,1287314700.0,1694180500.0
2068.0,1238818400.0,1130186400.0,1671070700.0,955218370.0,1466926300.0,1208333700.0,1399479400.0,1734100600.0,1045140000.0,1417669900.0,1207144100.0,1306505100.0,1267928600.0,1645084200.0
2069.0,1204774300.0,1074201300.0,1644418400.0,927551740.0,1455502200.0,1174604300.0,1354263800.0,1704682800.0,1017502000.0,1446259000.0,1185685500.0,1277682800.0,1224169200.0,1604957200.0
2070.0,1168940200.0,1028928700.0,1619513100.0,890450370.0,1419545600.0,1146109400.0,1370988900.0,1672669400.0,982363800.0,1369783400.0,1168385300.0,1232831000.0,1186493600.0,1718079700.0
2071.0,1129268500.0,993305900.0,1585268500.0,874052000.0,1423586600.0,1128117500.0,1306132000.0,1628154200.0,958540160.0,1341294600.0,1142693800.0,1216406000.0,1165422800.0,1606704300.0
2072.0,1079511400.0,955058300.0,1553236900.0,845566700.0,1461324000.0,1096559400.0,1346749700.0,1599922700.0,934041340.0,1309226100.0,1122953000.0,1224561900.0,1136741100.0,1577038700.0
2073.0,1069118000.0,909339460.0,1517072000.0,830580200.0,1375022300.0,1068753900.0,1270639100.0,1567824600.0,916896960.0,1305798500.0,1106025600.0,1172555000.0,1098640000.0,1536394900.0
2074.0,1029537500.0,878895700.0,1488515500.0,799986900.0,1354677200.0,1036665200.0,1220929000.0,1549196800.0,895455200.0,1262549000.0,1076472700.0,1150310400.0,1067148100.0,1514623400.0
2075.0,989641100.0,837938100.0,1451210100.0,773638600.0,1351911400.0,1014868700.0,1198097500.0,1512691600.0,868698560.0,1377428000.0,1059552830.0,1118138100.0,1088018800.0,1492048100.0
2076.0,971268860.0,800067200.0,1424423300.0,754765060.0,1443040800.0,998782100.0,1177032200.0,1470116400.0,835497000.0,1225791600.0,1031037100.0,1092779500.0,1039130750.0,1478625700.0
2077.0,951988900.0,770954240.0,1393402100.0,732361000.0,1309811300.0,976258370.0,1154516400.0,1442840600.0,819609900.0,1196128800.0,1011823600.0,1075355600.0,1330371000.0,1458345900.0
2078.0,918840450.0,743153000.0,1419895700.0,709452740.0,1275283200.0,954212300.0,1182913300.0,1385217200.0,801717700.0,1178653300.0,1006378900.0,1049070340.0,1181794300.0,1428717800.0
2079.0,898383360.0,716239550.0,1357592300.0,688553860.0,1249937700.0,930146900.0,1282169100.0,1345412900.0,774568100.0,1150780900.0,978530700.0,1025122370.0,1047680500.0,1397293000.0
2080.0,865595260.0,678992260.0,1329875500.0,664107300.0,1232127600.0,911982800.0,1126084700.0,1317796000.0,767826500.0,1233208400.0,956766000.0,1003249500.0,964933250.0,1385096000.0
2081.0,826601400.0,645812160.0,1310417200.0,640095500.0,1209155500.0,886541700.0,1078759700.0,1291007000.0,744479900.0,1120069600.0,941745500.0,977236030.0,992021600.0,1392748400.0
2082.0,795681540.0,624330560.0,1273007600.0,610863740.0,1231627100.0,866434050.0,1057833700.0,1256522100.0,725432060.0,1091092200.0,916903000.0,948476540.0,953145000.0,1406959200.0
2083.0,770600640.0,596894200.0,1243631200.0,583309600.0,1170037400.0,1178979700.0,1025343000.0,1229362300.0,703914300.0,1074960300.0,909853630.0,937685570.0,985153660.0,1378373900.0
2084.0,746051000.0,570117700.0,1219174700.0,567876300.0,1178149500.0,890634900.0,1004875650.0,1207966300.0,691309300.0,1055190300.0,887168830.0,969013800.0,926621250.0,1338153500.0
2085.0,716061300.0,548229600.0,1202037900.0,557162750.0,1120846600.0,843569150.0,985392260.0,1178715600.0,667565700.0,1045675100.0,862558140.0,905219600.0,1209775600.0,1327343900.0
2086.0,684520640.0,524537180.0,1172052000.0,534122800.0,1105066900.0,1032355600.0,1005487550.0,1147862500.0,645317440.0,1073943600.0,834718600.0,893163140.0,1195872800.0,1314983800.0
2087.0,652842400.0,499512300.0,1149952600.0,514963650.0,1096134800.0,809378700.0,950461400.0,1131493900.0,632372900.0,1018229760.0,818165700.0,875310400.0,897785300.0,1295783700.0
2088.0,620351740.0,479003040.0,1282153700.0,505078400.0,1075456900.0,1041385340.0,1073506240.0,1092846800.0,636058400.0,1064981250.0,798632900.0,857916900.0,885421800.0,1283038200.0
2089.0,601393000.0,458352580.0,1131005200.0,480415140.0,1052535000.0,787351550.0,932395460.0,1047142900.0,598986700.0,1031280000.0,781032000.0,848711000.0,885916200.0,1267177600.0
2090.0,582624830.0,432221800.0,1098955900.0,459703600.0,1045198500.0,754085200.0,936988000.0,1016665340.0,587454100.0,1149797900.0,764458750.0,828593200.0,848680800.0,1246307000.0
2091.0,559073540.0,410260130.0,1103330800.0,442503500.0,1024845760.0,749060030.0,906748100.0,987698100.0,581843400.0,995938400.0,748781800.0,812263700.0,836882750.0,1218477300.0
2092.0,545860200.0,388661300.0,1062965700.0,427486050.0,1009053700.0,736792260.0,941266200.0,959546900.0,554136300.0,987993800.0,750879300.0,794803600.0,812571900.0,1237584600.0
2093.0,526630940.0,371505180.0,1043150600.0,405207520.0,1003789100.0,723220800.0,875887360.0,942589060.0,540677600.0,947601500.0,715487500.0,773382200.0,799451260.0,1211799000.0
2094.0,510729100.0,353647500.0,1012564540.0,387957120.0,975923600.0,873749570.0,861471940.0,916079100.0,524563800.0,1013367940.0,688829250.0,751828600.0,790421500.0,1169802400.0
2095.0,501135400.0,336586660.0,985728260.0,370368160.0,959194240.0,694761900.0,845832060.0,885838500.0,513076260.0,973377300.0,670016900.0,772751360.0,768493950.0,1834052400.0
2096.0,487678750.0,319977500.0,967092400.0,351683460.0,938309950.0,720255900.0,830734460.0,874653630.0,501341800.0,908736500.0,659098240.0,870072800.0,747020400.0,1289702000.0
2097.0,466869000.0,303966820.0,992232260.0,333407680.0,924086200.0,673509400.0,806591170.0,880875970.0,490577120.0,889633500.0,643961300.0,714833660.0,722865800.0,1229522700.0
2098.0,438535900.0,281476030.0,933565800.0,317639300.0,915022300.0,664453440.0,874923800.0,836070000.0,473433340.0,899241150.0,652013440.0,693911200.0,1107804300.0,1154810100.0
2099.0,415183170.0,263622990.0,908250940.0,297817200.0,892229760.0,646642500.0,893285100.0,809127550.0,457270080.0,869412100.0,788306750.0,678935400.0,705959230.0,1126840400.0
2100.0,397687520.0,245857820.0,944106240.0,283033470.0,871283100.0,625006300.0,770355200.0,777224800.0,444518700.0,863417200.0,618640900.0,666763840.0,684887800.0,1133335300.0
