time,IPSL-CM6A-LR,FGOALS-F3-L,MRI-ESM2-0,CESM2,MPI-ESM1-2-HR,EC-EARTH3-VEG,EC-EARTH3,CAMS-CSM1-0,BCC-CSM2-MR,INM-CM4-8,ACCESS-CM2,NORESM2-MM,INM-CM5-0,ACCESS-ESM1-5,CESM2-WACCM,GFDL-ESM4,CANESM5
2033.0,33720193000.0,33990877000.0,33558327000.0,32469088000.0,32948343000.0,37710130000.0,29694857000.0,35797635000.0,34254086000.0,34753884000.0,33745144000.0,38073094000.0,39276585000.0,34387263000.0,37539560000.0,31822365000.0,33966367000.0
2034.0,33199147000.0,33887222000.0,32758039000.0,32416360000.0,32517470000.0,37127156000.0,29506757000.0,36911980000.0,34161097000.0,34626855000.0,33141484000.0,37899817000.0,38523660000.0,34420470000.0,36424327000.0,30816748000.0,33022300000.0
2035.0,32692984000.0,32556499000.0,32362232000.0,30830199000.0,31729840000.0,35821100000.0,28633692000.0,36615926000.0,33800323000.0,33853643000.0,33128310000.0,36676428000.0,37774184000.0,33370240000.0,35206386000.0,28890331000.0,32460400000.0
2036.0,31422288000.0,31447510000.0,31086035000.0,29556713000.0,31910316000.0,35211340000.0,27919768000.0,35051274000.0,31724255000.0,33817602000.0,31539139000.0,35918324000.0,35949460000.0,32298308000.0,34605904000.0,28849902000.0,31814367000.0
2037.0,30284634000.0,31111444000.0,30457674000.0,29262838000.0,31156142000.0,35649675000.0,27610470000.0,33329422000.0,31396184000.0,32356729000.0,29386707000.0,35306930000.0,35887735000.0,32496144000.0,33844425000.0,28597375000.0,31141382000.0
2038.0,29862476000.0,29564686000.0,29740057000.0,28271262000.0,31231855000.0,34873135000.0,26349744000.0,33694020000.0,31248587000.0,31636367000.0,29019050000.0,35718300000.0,34475890000.0,32204171000.0,32741902000.0,28005427000.0,29984578000.0
2039.0,29057390000.0,28980392000.0,29802213000.0,27733395000.0,30708212000.0,33720120000.0,24574644000.0,33118032000.0,30766514000.0,30466306000.0,28699724000.0,34538920000.0,32989815000.0,32070588000.0,31055640000.0,27315296000.0,29005870000.0
2040.0,28401598000.0,28979931000.0,29590743000.0,26836994000.0,30232435000.0,33593061000.0,24005276000.0,33385622000.0,31376050000.0,29935135000.0,28234170000.0,34030983000.0,32452137000.0,31471092000.0,30465624000.0,26424965000.0,29454402000.0
2041.0,27946349000.0,28320037000.0,29531429000.0,25507615000.0,30003620000.0,33560594000.0,23277310000.0,32863030000.0,30778702000.0,28789275000.0,28193057000.0,32979830000.0,32538434000.0,30340352000.0,29709836000.0,26047744000.0,28512782000.0
2042.0,27025068000.0,27949414000.0,28334098000.0,24967076000.0,29579903000.0,33240451000.0,22972807000.0,32198900000.0,30794076000.0,28958466000.0,27095441000.0,32861356000.0,32160033000.0,29985733000.0,28879675000.0,25517914000.0,28220252000.0
2043.0,26873274000.0,28182145000.0,27719463000.0,24770030000.0,29803954000.0,32991695000.0,21682098000.0,31141884000.0,30345850000.0,28748823000.0,26285117000.0,32004884000.0,31727073000.0,29013817000.0,27857619000.0,25685230000.0,27465026000.0
2044.0,25700805000.0,27787977000.0,26893134000.0,23704830000.0,29372733000.0,32545733000.0,20687864000.0,31137278000.0,30612005000.0,27758828000.0,25486205000.0,30913395000.0,30829218000.0,27912600000.0,27059698000.0,25782305000.0,26950988000.0
2045.0,25675108000.0,27810484000.0,26597818000.0,22812746000.0,29691950000.0,31629175000.0,20583664000.0,30989863000.0,29348805000.0,28036878000.0,24884146000.0,31229460000.0,30436340000.0,27378072000.0,26333823000.0,24924432000.0,26910622000.0
2046.0,24494617000.0,27322438000.0,26412579000.0,22280737000.0,30085362000.0,31506192000.0,20149230000.0,30510488000.0,29973311000.0,26783370000.0,24050030000.0,31275920000.0,29989296000.0,26498765000.0,25021790000.0,24531227000.0,25652185000.0
2047.0,24010238000.0,26360082000.0,25986210000.0,22237950000.0,29674303000.0,30967159000.0,19895648000.0,29728115000.0,29448364000.0,25785174000.0,22673738000.0,30504650000.0,28706552000.0,25345296000.0,24176142000.0,24616995000.0,23742544000.0
2048.0,23750707000.0,26450985000.0,24882854000.0,21880805000.0,28967918000.0,30820354000.0,19802495000.0,29260827000.0,29397098000.0,26213034000.0,21805726000.0,30026318000.0,28651350000.0,24250698000.0,23383861000.0,24550270000.0,23288426000.0
2049.0,23449580000.0,26071874000.0,24906779000.0,20801536000.0,28172024000.0,31871916000.0,19573530000.0,29585470000.0,29561057000.0,26100543000.0,21107100000.0,29389113000.0,28430193000.0,23665816000.0,23105886000.0,24666090000.0,22372723000.0
2050.0,22537005000.0,25687237000.0,25120050000.0,20229278000.0,27096762000.0,31331197000.0,18830627000.0,28821040000.0,30146850000.0,26079298000.0,21132600000.0,28650394000.0,28568336000.0,23091892000.0,22314060000.0,24156110000.0,22352222000.0
2051.0,21998334000.0,25376666000.0,25157362000.0,20015702000.0,26278777000.0,31376966000.0,18555124000.0,29027019000.0,29475647000.0,26005406000.0,20805503000.0,28137679000.0,28470477000.0,22499801000.0,21541940000.0,23913224000.0,20858620000.0
2052.0,21424300000.0,24582283000.0,25346996000.0,20062601000.0,26075728000.0,31408234000.0,18254082000.0,29391892000.0,29356016000.0,25398155000.0,19729465000.0,28036114000.0,27804357000.0,22228634000.0,20589636000.0,23935670000.0,19746870000.0
2053.0,20891073000.0,24444140000.0,25738398000.0,19728680000.0,25866742000.0,31147864000.0,17500750000.0,28715196000.0,28946130000.0,25220100000.0,18212217000.0,27074740000.0,27153720000.0,21702093000.0,19937626000.0,23159988000.0,18710600000.0
2054.0,20902060000.0,24620490000.0,25144035000.0,19810406000.0,25589467000.0,30715822000.0,17430440000.0,28819750000.0,28963717000.0,25780867000.0,18357164000.0,26191655000.0,27250600000.0,20819268000.0,19116773000.0,22698856000.0,17873162000.0
2055.0,20422693000.0,24791150000.0,24794909000.0,19213000000.0,26152417000.0,30287294000.0,17181479000.0,29256374000.0,28739658000.0,26173493000.0,17559282000.0,26104190000.0,26464279000.0,21207216000.0,18729818000.0,22358729000.0,17055135000.0
2056.0,20804985000.0,24008330000.0,24975890000.0,19052497000.0,26273667000.0,29966970000.0,17001081000.0,29044292000.0,28318835000.0,25752340000.0,17317542000.0,25271830000.0,25438976000.0,20686402000.0,18427010000.0,21951625000.0,16518388000.0
2057.0,20492632000.0,24359719000.0,24888790000.0,18690361000.0,25532004000.0,29394358000.0,16821859000.0,28151673000.0,28389580000.0,25453023000.0,17437526000.0,24744184000.0,24468027000.0,19869086000.0,18359448000.0,21162293000.0,16631514000.0
2058.0,20469790000.0,24363518000.0,24420076000.0,18457120000.0,24893520000.0,29085049000.0,16942818000.0,27694449000.0,28208173000.0,25522633000.0,16411620000.0,24571726000.0,23726680000.0,18850306000.0,18140891000.0,20522445000.0,16909144000.0
2059.0,19724917000.0,24445182000.0,23492786000.0,18176620000.0,24856287000.0,28364421000.0,16637173000.0,27420922000.0,28058760000.0,25813492000.0,16125756000.0,24006701000.0,23739605000.0,18183176000.0,17929495000.0,20237250000.0,16599435000.0
2060.0,19380287000.0,24923324000.0,22624115000.0,17975243000.0,25421790000.0,29161605000.0,16655230000.0,26915783000.0,27587295000.0,25087523000.0,15992015000.0,23486060000.0,23322094000.0,18290300000.0,17239091000.0,20099350000.0,15415412000.0
2061.0,18417383000.0,24373537000.0,22626638000.0,17724900000.0,25693977000.0,29096684000.0,16893267000.0,27679918000.0,27081275000.0,24365873000.0,15766753000.0,23048933000.0,22431291000.0,17758050000.0,16983669000.0,20013079000.0,14965270000.0
2062.0,18195927000.0,24392397000.0,22670367000.0,17259096000.0,25727480000.0,28225890000.0,16612558000.0,26818734000.0,26138479000.0,24411945000.0,15765977000.0,22704560000.0,22833684000.0,17073231000.0,17107049000.0,19691210000.0,14595023000.0
2063.0,17692109000.0,24382976000.0,22243020000.0,16625887000.0,25578193000.0,27934003000.0,16673919000.0,27097530000.0,26172588000.0,24225282000.0,15064202000.0,22432432000.0,22247125000.0,16663073000.0,16225288000.0,20020021000.0,13914415000.0
2064.0,17127289000.0,24211196000.0,21426602000.0,16223678000.0,26374388000.0,27280255000.0,16684467000.0,26976050000.0,26122144000.0,24795329000.0,15059029000.0,21952082000.0,21806408000.0,16079124000.0,16082403000.0,19414331000.0,14207769000.0
2065.0,16593355000.0,24188658000.0,21773179000.0,15738867000.0,25939042000.0,27736349000.0,16979643000.0,27042890000.0,26065705000.0,24816105000.0,14939790000.0,22213480000.0,22181284000.0,15792919000.0,15728126000.0,18955620000.0,14708160000.0
2066.0,16464096000.0,24080232000.0,21634451000.0,15578463000.0,25625088000.0,27606360000.0,16565300000.0,26806686000.0,26069836000.0,24664658000.0,15028756000.0,22353970000.0,22405986000.0,15168034000.0,15773100000.0,18831907000.0,14721210000.0
2067.0,15895862000.0,23922280000.0,21517226000.0,15168435000.0,26175971000.0,26335607000.0,16125301000.0,26032976000.0,25619440000.0,24489468000.0,14720151000.0,22416960000.0,22742231000.0,15338050000.0,15503320000.0,19174797000.0,14181524000.0
2068.0,15493145000.0,23635888000.0,21491374000.0,14829941000.0,28045860000.0,26773560000.0,16375345000.0,26007056000.0,25372064000.0,24859500000.0,14350093000.0,22192181000.0,22913421000.0,15743169000.0,15760112000.0,19376402000.0,14077119000.0
2069.0,15320476000.0,23223590000.0,21217376000.0,14448556000.0,27987778000.0,25845125000.0,16506526000.0,26393039000.0,24561648000.0,25571963000.0,14393655000.0,22183040000.0,23058369000.0,15668709000.0,15726465000.0,19625572000.0,13480899000.0
2070.0,15009660000.0,23083340000.0,21344741000.0,14377813000.0,27732701000.0,26047052000.0,16455302000.0,27015754000.0,24177570000.0,25191494000.0,14322544000.0,21786008000.0,23023219000.0,15756979000.0,15561973000.0,19674202000.0,13624711000.0
2071.0,15259753000.0,22100340000.0,20704199000.0,14515693000.0,27641256000.0,26119360000.0,16435411000.0,27483718000.0,23756382000.0,25094136000.0,13929517000.0,21360916000.0,23470410000.0,16061694000.0,15252723000.0,19765391000.0,13764012000.0
2072.0,14943277000.0,21862640000.0,20528510000.0,14619357000.0,27363885000.0,26086406000.0,16498300000.0,27694834000.0,24010213000.0,24717445000.0,13676326000.0,21078070000.0,23341963000.0,16328249000.0,14829524000.0,19809489000.0,13946473000.0
2073.0,14861711000.0,21786730000.0,20013574000.0,14791706000.0,26543145000.0,26031514000.0,15946956000.0,28030556000.0,24710193000.0,25181716000.0,13454989000.0,21198510000.0,23117947000.0,16402522000.0,14671447000.0,20007310000.0,13281747000.0
2074.0,14505810000.0,21070475000.0,20160104000.0,14731341000.0,26444548000.0,25327140000.0,15482457000.0,27631750000.0,24204634000.0,24431251000.0,13194577000.0,20524515000.0,22642385000.0,16315549000.0,14755260000.0,20278587000.0,13228020000.0
2075.0,14034444000.0,21503068000.0,20560544000.0,15194689000.0,26046130000.0,24354456000.0,15571086000.0,28001907000.0,23376275000.0,24308167000.0,13184334000.0,20451465000.0,22416180000.0,16015160000.0,14755650000.0,20522652000.0,12879681000.0
2076.0,14087419000.0,21087885000.0,21272820000.0,15092578000.0,25899866000.0,24531341000.0,15888834000.0,27332350000.0,23078160000.0,24762575000.0,12691276000.0,19883730000.0,22832476000.0,16077356000.0,15235344000.0,20030180000.0,12722424000.0
2077.0,14086461000.0,21214077000.0,20824613000.0,15490717000.0,25969700000.0,24804458000.0,16212800000.0,27360170000.0,22662382000.0,24741773000.0,12438382000.0,19799007000.0,22421823000.0,15678726000.0,15262905000.0,19752479000.0,12474145000.0
2078.0,14334800000.0,21372107000.0,20468793000.0,15775848000.0,26119713000.0,24462840000.0,16036879000.0,27315366000.0,22097496000.0,25486244000.0,12226806000.0,19415327000.0,22636730000.0,15379882000.0,15330065000.0,19335342000.0,12127877000.0
2079.0,14047123000.0,21438410000.0,20893424000.0,16011412000.0,25900413000.0,24117744000.0,15987986000.0,27415792000.0,22013010000.0,25103868000.0,11760385000.0,19690314000.0,22881974000.0,15409460000.0,14872535000.0,19550806000.0,12404470000.0
2080.0,13320567000.0,21276290000.0,21122877000.0,16238365000.0,25499273000.0,24035863000.0,16078250000.0,27117007000.0,22378478000.0,24751480000.0,11298348000.0,19507626000.0,23137946000.0,15137014000.0,14668261000.0,19635483000.0,12047892000.0
2081.0,13325464000.0,20827363000.0,20685320000.0,16132175000.0,25339372000.0,22786302000.0,16257410000.0,26721958000.0,21713508000.0,24386454000.0,11002575000.0,19281570000.0,23050363000.0,15325046000.0,15108366000.0,19542016000.0,12314550000.0
2082.0,13004229000.0,20451826000.0,20645577000.0,16316017000.0,25280543000.0,22162878000.0,16687790000.0,26681137000.0,21147466000.0,25088508000.0,10947797000.0,19086612000.0,22994240000.0,15030639000.0,15081359000.0,19636730000.0,12140919000.0
2083.0,12846780000.0,20774502000.0,20817512000.0,16174954000.0,24854915000.0,22336592000.0,16424609000.0,26350551000.0,20890761000.0,25164601000.0,10773662000.0,18929502000.0,23100530000.0,15157665000.0,15040824000.0,19648713000.0,12354145000.0
2084.0,12639382000.0,20769315000.0,20602655000.0,16018419000.0,24449034000.0,21925343000.0,16493262000.0,25231060000.0,21351236000.0,25124090000.0,10684117000.0,18628330000.0,22378619000.0,14868370000.0,14882035000.0,19676393000.0,12542210000.0
2085.0,12365680000.0,20195856000.0,20853127000.0,15759994000.0,24300177000.0,22248229000.0,16172052000.0,24534194000.0,20884836000.0,24694475000.0,10750474000.0,18552373000.0,22932190000.0,15071794000.0,14769126000.0,19546590000.0,12437291000.0
2086.0,12535975000.0,19685878000.0,21082978000.0,15735477000.0,24103550000.0,21414982000.0,15883268000.0,24689121000.0,20229208000.0,24402412000.0,10964118000.0,18459378000.0,23291412000.0,14873537000.0,14877010000.0,19120523000.0,12870608000.0
2087.0,12766939000.0,20281960000.0,21156784000.0,15642573000.0,23458384000.0,20777107000.0,15951333000.0,24758624000.0,20565980000.0,24378288000.0,11210199000.0,19268712000.0,23181484000.0,14304452000.0,14867333000.0,19072125000.0,13609827000.0
2088.0,12862216000.0,20249725000.0,21530053000.0,15576524000.0,23124236000.0,20512932000.0,15984040000.0,24627618000.0,19744096000.0,24479195000.0,11247014000.0,18944635000.0,22853090000.0,13965722000.0,14750193000.0,18995876000.0,13631350000.0
2089.0,13082677000.0,20785824000.0,21738902000.0,15755257000.0,22815805000.0,20646620000.0,15941517000.0,24724519000.0,19739873000.0,24601774000.0,11160654000.0,18389615000.0,22896312000.0,13787614000.0,14985793000.0,18832984000.0,13701682000.0
2090.0,13074772000.0,21271101000.0,22489209000.0,15623444000.0,22955450000.0,20437885000.0,15947876000.0,25628869000.0,19526090000.0,24438882000.0,11225613000.0,18159790000.0,22518616000.0,13880453000.0,14767741000.0,18686503000.0,14360254000.0
2091.0,13139732000.0,21165280000.0,22949102000.0,15355645000.0,22939150000.0,19805180000.0,16421399000.0,24879150000.0,19271547000.0,24313027000.0,11166204000.0,18510504000.0,22135090000.0,13674550000.0,14806644000.0,18405011000.0,14778045000.0
2092.0,13108638000.0,21186157000.0,23603966000.0,15410694000.0,22513467000.0,19283825000.0,16390956000.0,23884999000.0,19058840000.0,23841110000.0,11069320000.0,18385551000.0,22166071000.0,13483604000.0,14931297000.0,18211830000.0,14583696000.0
2093.0,13064964000.0,21297568000.0,23766872000.0,15325566000.0,22200672000.0,19278748000.0,16363987000.0,23481207000.0,19296778000.0,24062898000.0,11056890000.0,18004976000.0,21851767000.0,13600076000.0,14737794000.0,17863651000.0,14632548000.0
2094.0,12878587000.0,20886624000.0,23558220000.0,15288195000.0,21780531000.0,19158039000.0,16470360000.0,23536462000.0,19198415000.0,24373946000.0,11055117000.0,18198505000.0,22408501000.0,13304970000.0,15106684000.0,18042386000.0,14854590000.0
2095.0,12924703000.0,20709587000.0,23552725000.0,15294660000.0,21746772000.0,19171658000.0,16779732000.0,23940997000.0,19376580000.0,24086415000.0,11573622000.0,17982042000.0,22979037000.0,13257982000.0,15284674000.0,18471084000.0,14984923000.0
2096.0,12939412000.0,20575126000.0,23424633000.0,15121890000.0,21790430000.0,18963080000.0,16827073000.0,23655518000.0,19310470000.0,23550250000.0,11424138000.0,17873166000.0,23206949000.0,12895589000.0,15119032000.0,19077315000.0,15048573000.0
2097.0,12778300000.0,21073980000.0,23602651000.0,14991741000.0,21242968000.0,18510348000.0,16488201000.0,23887487000.0,19410682000.0,23612820000.0,11399294000.0,17413693000.0,23105898000.0,12480049000.0,14839298000.0,19273386000.0,14834307000.0
2098.0,12574196000.0,20658403000.0,24066753000.0,14995746000.0,21090980000.0,19008410000.0,16781111000.0,23979123000.0,19060640000.0,23919780000.0,11411044000.0,17188119000.0,23113677000.0,12470408000.0,14886562000.0,19661144000.0,14579895000.0
2099.0,13037168000.0,21623392000.0,24470823000.0,14749032000.0,21992294000.0,19046064000.0,16948818000.0,23484900000.0,19029066000.0,23460256000.0,11300947000.0,17584787000.0,22560970000.0,12250529000.0,15307479000.0,19121842000.0,14189681000.0
2100.0,12993401000.0,21934146000.0,24160965000.0,14627355000.0,22022150000.0,18646501000.0,17202338000.0,23860662000.0,19127837000.0,23114430000.0,11214885000.0,17265734000.0,22571426000.0,12048758000.0,15512364000.0,18619996000.0,13991144000.0
