time,NORESM2-MM,INM-CM5-0,ACCESS-CM2,CESM2-WACCM,GFDL-ESM4,CANESM5,ACCESS-ESM1-5,MPI-ESM1-2-HR,IPSL-CM6A-LR,FGOALS-F3-L,CESM2,CMCC-CM2-SR5,MRI-ESM2-0,BCC-CSM2-MR,INM-CM4-8,EC-EARTH3-VEG,EC-EARTH3,CAMS-CSM1-0,TAIESM1
2010.0,60187394000.0,60187394000.0,60187394000.0,60187394000.0,60187394000.0,60187394000.0,60187394000.0,60187394000.0,60187394000.0,60187394000.0,60187394000.0,60187394000.0,60187394000.0,60187394000.0,60187394000.0,60187394000.0,60187394000.0,60187394000.0,60187394000.0
2011.0,58277490000.0,58277490000.0,58277490000.0,58277490000.0,58277490000.0,58277490000.0,58277490000.0,58277490000.0,58277490000.0,58277490000.0,58277490000.0,58277490000.0,58277490000.0,58277490000.0,58277490000.0,58277490000.0,58277490000.0,58277490000.0,58277490000.0
2012.0,57519477000.0,57519477000.0,57519477000.0,57519477000.0,57519477000.0,57519477000.0,57519477000.0,57519477000.0,57519477000.0,57519477000.0,57519477000.0,57519477000.0,57519477000.0,57519477000.0,57519477000.0,57519477000.0,57519477000.0,57519477000.0,57519477000.0
2013.0,55966710000.0,55966710000.0,55966710000.0,55966710000.0,55966710000.0,55966710000.0,55966710000.0,55966710000.0,55966710000.0,55966710000.0,55966710000.0,55966710000.0,55966710000.0,55966710000.0,55966710000.0,55966710000.0,55966710000.0,55966710000.0,55966710000.0
2014.0,55472150000.0,55472150000.0,55472150000.0,55472150000.0,55472150000.0,55472150000.0,55472150000.0,55472150000.0,55472150000.0,55472150000.0,55472150000.0,55472150000.0,55472150000.0,55472150000.0,55472150000.0,55472150000.0,55472150000.0,55472150000.0,55472150000.0
2015.0,53971866000.0,53971866000.0,53971866000.0,53971866000.0,53971866000.0,53971866000.0,53971866000.0,53971866000.0,53971866000.0,53971866000.0,53971866000.0,53971866000.0,53971866000.0,53971866000.0,53971866000.0,53971866000.0,53971866000.0,53971866000.0,53971866000.0
2016.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0,52334450000.0
2017.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0,51847790000.0
2018.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0,50600063000.0
2019.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0,49024760000.0
2020.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0,47483860000.0
2021.0,47522152000.0,46578102000.0,46641160000.0,47894233000.0,47077077000.0,46594890000.0,46941260000.0,46647910000.0,46380110000.0,46393086000.0,46445388000.0,46906925000.0,44066193000.0,46355087000.0,46607330000.0,47494540000.0,46213830000.0,48199150000.0,46734017000.0
2022.0,45694145000.0,45787850000.0,45856453000.0,47611580000.0,45014020000.0,45582537000.0,45483102000.0,45543227000.0,46164775000.0,45596470000.0,44967956000.0,46526005000.0,43730680000.0,44929667000.0,46342820000.0,47367570000.0,45907636000.0,47555772000.0,46153617000.0
2023.0,44575896000.0,44417884000.0,44788310000.0,46593434000.0,44263020000.0,44971430000.0,43422590000.0,46819987000.0,45706576000.0,43418997000.0,44469707000.0,46185914000.0,41890810000.0,42009740000.0,45224165000.0,46171546000.0,44639494000.0,47191150000.0,44965530000.0
2024.0,43691560000.0,42165637000.0,43693986000.0,47374550000.0,42223997000.0,43753316000.0,40453927000.0,45497065000.0,44773446000.0,41891205000.0,43056574000.0,45252330000.0,40699507000.0,40656146000.0,44763790000.0,45548286000.0,44121547000.0,46454660000.0,45272883000.0
2025.0,42430890000.0,40986055000.0,40604017000.0,45816693000.0,41393540000.0,42522600000.0,38374273000.0,44646547000.0,43301925000.0,40896856000.0,41624297000.0,44167910000.0,39070430000.0,38872120000.0,44311310000.0,44547334000.0,43085830000.0,45789516000.0,44397974000.0
2026.0,42267607000.0,39645330000.0,37960475000.0,44848697000.0,40323740000.0,41749640000.0,36436574000.0,44336340000.0,43132990000.0,40599830000.0,41218620000.0,43548762000.0,38051246000.0,37019690000.0,42489287000.0,43446153000.0,42122097000.0,44119626000.0,42183995000.0
2027.0,40629200000.0,38597677000.0,36851930000.0,43828650000.0,40001100000.0,40654030000.0,35001300000.0,45207794000.0,42718077000.0,39062348000.0,39870628000.0,41818104000.0,36878918000.0,35409936000.0,40790930000.0,41769562000.0,41379110000.0,44054594000.0,40633184000.0
2028.0,38897103000.0,37903720000.0,35726070000.0,42442265000.0,39206506000.0,39175610000.0,33850950000.0,47090557000.0,42587415000.0,37949970000.0,38286610000.0,40388780000.0,35649483000.0,35186684000.0,38568423000.0,40909500000.0,39329520000.0,44394045000.0,39932436000.0
2029.0,37481816000.0,37791126000.0,34359685000.0,40668566000.0,38676750000.0,38775013000.0,32895093000.0,46449803000.0,41166640000.0,37480088000.0,36603855000.0,39131898000.0,34103675000.0,33491350000.0,36822774000.0,41131495000.0,40046740000.0,43224210000.0,39810753000.0
2030.0,35858820000.0,35451340000.0,33603787000.0,39717822000.0,37152900000.0,37635875000.0,31961350000.0,44975526000.0,39971205000.0,36166406000.0,35170060000.0,38651240000.0,31824583000.0,33151965000.0,35712730000.0,39282900000.0,39411323000.0,42525053000.0,38773047000.0
2031.0,34963595000.0,33140773000.0,31854990000.0,38180410000.0,36022520000.0,37045760000.0,30780200000.0,46334083000.0,40073020000.0,35371274000.0,33319406000.0,38200828000.0,30960320000.0,31795106000.0,34966260000.0,38948670000.0,37705780000.0,42014765000.0,36406080000.0
2032.0,33740986000.0,31456455000.0,31600972000.0,38453440000.0,35090170000.0,34682290000.0,30243946000.0,46503043000.0,38673555000.0,34635420000.0,31328199000.0,37425010000.0,30021630000.0,31567059000.0,32504975000.0,38196756000.0,36974543000.0,41806050000.0,35286733000.0
2033.0,32441735000.0,30521970000.0,30973936000.0,36401990000.0,34826520000.0,33348050000.0,29024120000.0,44694910000.0,37891630000.0,34152397000.0,30289359000.0,35956540000.0,30350428000.0,30292513000.0,32344826000.0,37108945000.0,36900065000.0,40492495000.0,33579581000.0
2034.0,31574820000.0,29053911000.0,29721397000.0,35441680000.0,33625460000.0,32079140000.0,28061712000.0,43119690000.0,37647094000.0,33423385000.0,28893841000.0,33930380000.0,28830214000.0,28764387000.0,30303963000.0,35858915000.0,36095920000.0,40405578000.0,33114960000.0
2035.0,29925642000.0,28439298000.0,28410880000.0,34492228000.0,32480422000.0,31237040000.0,26857062000.0,41740947000.0,37405393000.0,34057052000.0,27601183000.0,31725170000.0,27438674000.0,28088359000.0,29460804000.0,33860740000.0,34214814000.0,40925140000.0,32415730000.0
2036.0,29356892000.0,28046960000.0,27308247000.0,33155535000.0,30862010000.0,30003493000.0,26016842000.0,41581330000.0,35778134000.0,34173012000.0,26458046000.0,30398984000.0,25923490000.0,26841610000.0,28925868000.0,32422674000.0,33217505000.0,40272640000.0,31281316000.0
2037.0,28787986000.0,26788450000.0,25530474000.0,33361258000.0,29485677000.0,28678880000.0,25106905000.0,41342075000.0,34248104000.0,33536848000.0,24261910000.0,29384993000.0,25196931000.0,26295820000.0,28521339000.0,31141085000.0,32685590000.0,39652205000.0,30207545000.0
2038.0,26867974000.0,26026301000.0,24345344000.0,32021957000.0,27723311000.0,27057887000.0,24158734000.0,42236613000.0,33093190000.0,32653079000.0,22898991000.0,28377150000.0,24870701000.0,25113651000.0,26926836000.0,30125804000.0,31438393000.0,39390286000.0,29829976000.0
2039.0,25962502000.0,25071438000.0,23106484000.0,30737123000.0,26878667000.0,26773256000.0,23696835000.0,42660310000.0,31777927000.0,32530926000.0,21875730000.0,27265032000.0,23979788000.0,23827816000.0,25818126000.0,28959494000.0,30327652000.0,38592520000.0,27809702000.0
2040.0,24867375000.0,24627796000.0,22265717000.0,29091146000.0,25738070000.0,25482224000.0,22804115000.0,42730734000.0,30968574000.0,31665588000.0,21018536000.0,26435072000.0,23741430000.0,22454663000.0,25489460000.0,28398029000.0,29257173000.0,37516333000.0,26976692000.0
2041.0,24475378000.0,24158360000.0,21195014000.0,27798161000.0,25334022000.0,24306723000.0,22068537000.0,41868550000.0,30360398000.0,31090444000.0,19659946000.0,26071714000.0,22841113000.0,21240986000.0,24710470000.0,26275609000.0,28551698000.0,37175550000.0,25356665000.0
2042.0,23846445000.0,24011018000.0,20805046000.0,27005794000.0,24801016000.0,23473720000.0,20941173000.0,42580690000.0,29129990000.0,30365755000.0,18576610000.0,24841770000.0,22613450000.0,19823895000.0,23457114000.0,25539135000.0,27643656000.0,36703703000.0,24904897000.0
2043.0,22626486000.0,23820091000.0,19185897000.0,26290866000.0,24335590000.0,22645443000.0,20475430000.0,41368600000.0,27389671000.0,28671859000.0,17721561000.0,23952187000.0,22056520000.0,18540757000.0,22108301000.0,25113176000.0,26844703000.0,35298873000.0,24482357000.0
2044.0,21580372000.0,23081107000.0,18514560000.0,24723091000.0,23736742000.0,20626246000.0,19657220000.0,42054240000.0,26917716000.0,28418208000.0,16284842000.0,23054246000.0,21596527000.0,17485318000.0,20694446000.0,24179134000.0,25503930000.0,35745366000.0,23848071000.0
2045.0,21575203000.0,22583562000.0,18041526000.0,23033440000.0,23396725000.0,20306475000.0,19002132000.0,41833755000.0,26146450000.0,27324658000.0,15035061000.0,22016846000.0,20770170000.0,17477351000.0,19785587000.0,24301892000.0,23676783000.0,34024130000.0,23167660000.0
2046.0,21155359000.0,22107257000.0,17217149000.0,22562855000.0,22211609000.0,19267987000.0,18259990000.0,40840250000.0,25069300000.0,26143295000.0,14040186000.0,21379144000.0,20019760000.0,16839492000.0,19258798000.0,23022707000.0,22431767000.0,32111956000.0,21903800000.0
2047.0,20778662000.0,20942553000.0,16553274000.0,20569156000.0,21386060000.0,18083596000.0,17093994000.0,40884707000.0,23720008000.0,25672800000.0,13392228000.0,20896178000.0,19991738000.0,16230445000.0,18516611000.0,21917028000.0,22200326000.0,30900451000.0,20719755000.0
2048.0,20230535000.0,20240520000.0,15571194000.0,19139852000.0,20791276000.0,17745312000.0,16028284000.0,40542425000.0,22772056000.0,25568518000.0,12586002000.0,20309137000.0,19767036000.0,15985437000.0,17968837000.0,21770945000.0,21423050000.0,30347923000.0,19494294000.0
2049.0,19289565000.0,19917173000.0,14878939000.0,18844592000.0,20546523000.0,16708524000.0,15367056000.0,39240724000.0,21278380000.0,24648511000.0,12205728000.0,18421445000.0,19176323000.0,14848410000.0,16997200000.0,21024408000.0,20658035000.0,29666054000.0,18392887000.0
2050.0,18517998000.0,18652074000.0,14024244000.0,18244438000.0,20160795000.0,16092517000.0,14693711000.0,37653430000.0,20127578000.0,23653900000.0,11400933000.0,17600498000.0,18896714000.0,14269638000.0,16531448000.0,20365732000.0,20131092000.0,29027672000.0,17390027000.0
2051.0,17547344000.0,18177092000.0,13498666000.0,16965515000.0,19347735000.0,15366391000.0,13778354000.0,35659473000.0,19274455000.0,23195865000.0,11315139000.0,16502777000.0,19098480000.0,13656477000.0,16389407000.0,19423603000.0,19549784000.0,27802274000.0,16398755000.0
2052.0,16441634000.0,17490078000.0,12603518000.0,15952631000.0,18806252000.0,14955228000.0,13103433000.0,35213468000.0,18443702000.0,21786530000.0,10946513000.0,15154638000.0,18598412000.0,13050042000.0,16549206000.0,18802188000.0,18904287000.0,25022843000.0,15617411000.0
2053.0,15654341000.0,16689645000.0,11511857000.0,14526629000.0,17983953000.0,14251796000.0,12735978000.0,34007773000.0,17925351000.0,21461258000.0,10488334000.0,14430222000.0,18254983000.0,11949595000.0,16216721000.0,17878274000.0,18292849000.0,23667458000.0,14784605000.0
2054.0,15024353000.0,15571807000.0,10943326000.0,14134827000.0,17137682000.0,14028144000.0,12639477000.0,32345238000.0,16947181000.0,21441450000.0,9535937000.0,13721435000.0,17912443000.0,11487022000.0,15751525000.0,17455243000.0,17450830000.0,23472343000.0,13955532000.0
2055.0,13909956000.0,14756591000.0,10789817000.0,13476029000.0,17037521000.0,13960603000.0,12130498000.0,31122727000.0,15874984000.0,20337494000.0,9189552000.0,13001797000.0,17447584000.0,10824790000.0,15260520000.0,16968792000.0,16622763000.0,21746299000.0,13698179000.0
2056.0,13116602000.0,14532456000.0,10517934000.0,12644357000.0,16486204000.0,13912584000.0,11775482000.0,29855513000.0,14656267000.0,20406366000.0,8636926000.0,12048492000.0,16818779000.0,10461031000.0,15071088000.0,16049518000.0,16194916000.0,21154267000.0,13216099000.0
2057.0,12397788000.0,14143473000.0,9775938000.0,11577063000.0,15288690000.0,13080564000.0,11476468000.0,28499490000.0,13671276000.0,19756760000.0,8301617000.0,11502734000.0,16336123000.0,9980216000.0,14242210000.0,15756197000.0,15883180000.0,21630419000.0,12712723000.0
2058.0,11591498000.0,13674576000.0,9243191000.0,11064877000.0,14772291000.0,12966814000.0,11227255000.0,26419331000.0,13223447000.0,18526155000.0,7738435600.0,10884766000.0,15939735000.0,9540000000.0,13574741000.0,14817970000.0,15359449000.0,20291936000.0,11944919000.0
2059.0,11360150000.0,12635589000.0,8589289500.0,10080157000.0,13758192000.0,12060810000.0,10726511000.0,25645355000.0,12312540000.0,17888063000.0,7251049000.0,10043909000.0,15707933000.0,9262755000.0,12854415000.0,14449566000.0,14432784000.0,19031615000.0,11237146000.0
2060.0,11040440000.0,12095480000.0,8008718000.0,9666135000.0,13255580000.0,11386095000.0,10430083000.0,22854248000.0,11618398000.0,17125195000.0,7027448300.0,9196244000.0,14954744000.0,9297795000.0,12305164000.0,14265959000.0,14067866000.0,18810810000.0,10931388000.0
2061.0,10710924000.0,11592590000.0,7750094000.0,9232356000.0,12702153000.0,10941578000.0,10316580000.0,22345107000.0,11202775000.0,16093682000.0,6692494300.0,8514870000.0,14457192000.0,9029601000.0,11725606000.0,13683703000.0,13908960000.0,18317228000.0,10166559000.0
2062.0,10048439000.0,11116124000.0,7293945000.0,8769315000.0,12085519000.0,10502473000.0,9956103000.0,20979905000.0,10694215000.0,15501882000.0,6168337000.0,8089799700.0,13643989000.0,8694198000.0,11362635000.0,13317955000.0,13607937000.0,17585930000.0,9382000000.0
2063.0,9666920000.0,10965277000.0,7012756500.0,8208728600.0,11462422000.0,10098933000.0,9494950000.0,20556263000.0,10143917000.0,15227814000.0,5646755000.0,7655668700.0,12988726000.0,8614370000.0,11442478000.0,12138955000.0,12512154000.0,16545691000.0,8627778000.0
2064.0,9299325000.0,10333495000.0,6827427300.0,7742269400.0,11287291000.0,9663517000.0,9124487000.0,19364805000.0,9721821000.0,14546855000.0,5480632300.0,7285553700.0,12885521000.0,8121207000.0,11054281000.0,11306768000.0,11894879000.0,16052704000.0,7924111400.0
2065.0,9265135000.0,9982152000.0,6564439000.0,7426865700.0,10958540000.0,9201339000.0,8733958000.0,18520220000.0,9023563000.0,14351139000.0,5324637000.0,6616093000.0,12574785000.0,7831453000.0,10672985000.0,10906637000.0,11448141000.0,16160468000.0,7143966700.0
2066.0,8938967000.0,9823921000.0,6395060700.0,7159756300.0,10189101000.0,8623382000.0,8164432000.0,17807270000.0,8433776000.0,13797358000.0,5198083600.0,6108826000.0,12292574000.0,7632579600.0,10334412000.0,10425091000.0,10447540000.0,15805542000.0,6751622000.0
2067.0,8472606000.0,9629456000.0,6009422300.0,6930820000.0,9469252000.0,8177550300.0,7771822600.0,16850472000.0,7941012000.0,12877279000.0,5023036000.0,5760051700.0,11546519000.0,7308837400.0,9968172000.0,10277629000.0,9824475000.0,15543127000.0,6136566000.0
2068.0,8595391000.0,9289553000.0,5846658000.0,6420136400.0,8937937000.0,7915216400.0,7474488300.0,15783614000.0,7401693000.0,11750069000.0,4627932700.0,5379711500.0,10610457000.0,6540633000.0,9697245000.0,9919352000.0,9460699000.0,14884027000.0,5771990000.0
2069.0,8310828500.0,8671480000.0,5683395000.0,6127695400.0,8282100000.0,7469713400.0,7350743000.0,14722867000.0,7190760000.0,10753275000.0,4419822000.0,5145539000.0,10248422000.0,6340559400.0,9127674000.0,9308097000.0,9117051000.0,14171281000.0,5545200600.0
2070.0,7907007500.0,8054400000.0,5357848600.0,5753541600.0,8304660000.0,6962102000.0,7065719000.0,13929261000.0,6594085000.0,10134468000.0,4179202000.0,4827525600.0,9710566000.0,6065974000.0,8773079000.0,8897939000.0,8389571600.0,14006033000.0,5129952000.0
2071.0,7614223400.0,7831479300.0,4753035300.0,5433063400.0,8039611000.0,6523687000.0,6756487700.0,13003617000.0,6053607000.0,9414087000.0,4104368400.0,4521928000.0,9429442000.0,5408530400.0,8433186000.0,8042510000.0,7908817400.0,13110788000.0,4781254700.0
2072.0,7049224000.0,7367123000.0,4611646500.0,5167247400.0,7707356700.0,6395573000.0,6327186000.0,12369048000.0,5803270000.0,8549676500.0,3879455700.0,4162985000.0,9082441000.0,4965997600.0,8239533600.0,7382283000.0,7353044000.0,12613055000.0,4621795000.0
2073.0,6519071000.0,7193635000.0,4610971000.0,4828755500.0,7573983000.0,5760088000.0,5741667300.0,11831304000.0,5437378600.0,8501103000.0,3544810000.0,3776272600.0,8637887000.0,4654604000.0,7876513300.0,7248834000.0,6716482600.0,12163379000.0,4326763000.0
2074.0,6113110500.0,7088500700.0,4577794600.0,4710927000.0,7298788000.0,5207568000.0,5448450600.0,11391107000.0,5303375000.0,8261779000.0,3318459100.0,3505580800.0,7951726600.0,4486127600.0,7680850400.0,7285664300.0,6589993000.0,12358698000.0,4066412500.0
2075.0,5670200300.0,6831393000.0,4499903000.0,4512844000.0,6888157700.0,4808893400.0,5169250300.0,10802392000.0,5014075400.0,7631611400.0,3178908000.0,3327127800.0,7785864700.0,3999273000.0,7438641700.0,7062572500.0,6154115000.0,12896267000.0,3714772700.0
2076.0,5348674000.0,6720929000.0,4285322800.0,4335415000.0,6754428400.0,4412931000.0,5003451000.0,9874466000.0,4617084400.0,7195777500.0,3007526400.0,3002548500.0,7647387000.0,3756174800.0,7157065000.0,6594170400.0,5736072700.0,12791673000.0,3704071700.0
2077.0,4896465000.0,6772431400.0,4076622600.0,3986675500.0,6519773000.0,3922121700.0,4777979000.0,9543098000.0,4209484300.0,6702019000.0,2842549800.0,2890197000.0,7329014000.0,3707414300.0,6538768000.0,6216423000.0,5143423000.0,12488014000.0,3502539500.0
2078.0,4425136000.0,6711558700.0,3824475000.0,3721719800.0,6203439600.0,3889875700.0,4659688000.0,8992951000.0,3917756700.0,6389093400.0,2557031200.0,2820136200.0,6978255000.0,3377852200.0,6114071600.0,5746666500.0,4613640700.0,11730134000.0,3209349000.0
2079.0,4038877700.0,6618543600.0,3604015000.0,3316858400.0,6007202300.0,3815764700.0,4277056300.0,8251283500.0,3681329000.0,6239962000.0,2311537000.0,2643938600.0,6451549700.0,3281603600.0,5759133000.0,5509577700.0,4303636500.0,11469726000.0,3116051700.0
2080.0,3651227000.0,6533580300.0,3488806000.0,3242655500.0,5881764400.0,3413671200.0,3941312500.0,7966200000.0,3381016000.0,5990234600.0,2232222500.0,2553558300.0,5919418400.0,3074488300.0,5671288300.0,4958550000.0,4132836000.0,11091651000.0,2886787800.0
2081.0,3337724200.0,6125021000.0,3447621000.0,3146626000.0,5675235000.0,3232156400.0,3607944000.0,7415148500.0,3116214800.0,5569457000.0,2100228200.0,2495773000.0,5633351700.0,2861688800.0,5176332000.0,4658224600.0,3742770000.0,10754778000.0,2669430000.0
2082.0,3028561700.0,6012359000.0,3284070700.0,2960881000.0,5586762000.0,3050901500.0,3476459800.0,6897450500.0,2808833000.0,5353502700.0,1956257700.0,2298518800.0,5480843300.0,2595545900.0,5094909400.0,4153334800.0,3497458000.0,10416498000.0,2584182300.0
2083.0,2755813400.0,5989257000.0,3241414400.0,2640936000.0,5383670300.0,2758843400.0,3141593900.0,6665664500.0,2659150800.0,5131707000.0,1848123000.0,2130354600.0,5219986400.0,2430097700.0,4892745000.0,3670001400.0,3313932800.0,10076439000.0,2526674700.0
2084.0,2677209000.0,5964617700.0,3077790500.0,2546229500.0,5061105700.0,2519104800.0,2959716000.0,6400765000.0,2460426500.0,4894181000.0,1741456100.0,1933868200.0,4921947600.0,2276535800.0,4582556000.0,3414123300.0,3124207000.0,9613546000.0,2360960300.0
2085.0,2485086700.0,5632490500.0,2688447200.0,2466999300.0,4974229000.0,2343455500.0,2826805000.0,6047918000.0,2301008600.0,4441097700.0,1603171000.0,1838502900.0,4731168000.0,2113347700.0,4179987000.0,3254449700.0,2972719600.0,9309352000.0,2267972400.0
2086.0,2332139800.0,5350324700.0,2613085000.0,2267520800.0,4780997600.0,2068224100.0,2695663000.0,5677452000.0,2112857000.0,4129349000.0,1529321100.0,1708168800.0,4640844000.0,2010996600.0,3961401300.0,2893341700.0,2828238800.0,8789630000.0,2207808800.0
2087.0,2303158300.0,5102484500.0,2352520400.0,1992380800.0,4504181000.0,1723400400.0,2515162600.0,5176053000.0,1832608400.0,3765592800.0,1424446200.0,1603367700.0,4454018600.0,1895232100.0,3758184000.0,2694324200.0,2601752000.0,8317921000.0,2050491300.0
2088.0,2246574600.0,4769932000.0,2074811000.0,1948599600.0,4148177200.0,1479479400.0,2357659400.0,4890986500.0,1703685800.0,3356952000.0,1337470100.0,1439795600.0,4108916700.0,1816860800.0,3552778200.0,2498344700.0,2451825700.0,8165404700.0,1892360700.0
2089.0,2167212000.0,4423620600.0,1865666300.0,1834863100.0,3924582700.0,1407697400.0,2302533600.0,4730458000.0,1541393800.0,3233891000.0,1235837600.0,1305126100.0,3914409000.0,1734151600.0,3480053500.0,2410548200.0,2067320000.0,7897251300.0,1709333100.0
2090.0,2032216300.0,4185525200.0,1787740200.0,1738938400.0,3706363600.0,1258892200.0,2215173600.0,4472606700.0,1385256800.0,3040089000.0,1202380200.0,1206310800.0,3573731300.0,1647849200.0,3579122200.0,2108332400.0,1753318100.0,7554752500.0,1579797800.0
2091.0,2078378400.0,4128656000.0,1560027500.0,1486721200.0,3641797600.0,1105994600.0,2074369500.0,4055271700.0,1209709700.0,2729030000.0,1010319360.0,1154141400.0,3526215000.0,1648030700.0,3492961500.0,1877305500.0,1771714600.0,7241332700.0,1553854100.0
2092.0,1946960400.0,3975264300.0,1364014500.0,1406120600.0,3381675500.0,1040133440.0,2044489700.0,3811161300.0,1057650400.0,2525823500.0,963087700.0,1057297150.0,3314361900.0,1555848600.0,3500601600.0,1736777000.0,1695001500.0,7234788400.0,1391132300.0
2093.0,1745880000.0,3611070700.0,1293176800.0,1334222000.0,3139583500.0,993203460.0,2012351000.0,3523245800.0,962484000.0,2328470800.0,955798500.0,970387400.0,3198387200.0,1506348900.0,3296985600.0,1574733400.0,1597123700.0,7028711000.0,1277912000.0
2094.0,1582807600.0,3686417400.0,1092481000.0,1288093200.0,3167359700.0,841200400.0,1960936100.0,3176349200.0,862086200.0,2065326800.0,905067600.0,950921500.0,3085514000.0,1405996800.0,3142098200.0,1370166900.0,1432755300.0,6720594000.0,1146045300.0
2095.0,1519196400.0,3499351600.0,942122240.0,1160196500.0,2951128300.0,701453500.0,1972461400.0,2992120300.0,768694140.0,1900980000.0,887804800.0,852355100.0,2832010800.0,1258715500.0,2909122600.0,1278631400.0,1340984000.0,6201543700.0,1097737600.0
2096.0,1415022800.0,3284735000.0,815976770.0,1122515600.0,2730758100.0,626508740.0,1948555500.0,2863883300.0,685140600.0,1811303000.0,836932900.0,856155140.0,2846114600.0,1304100900.0,2706553600.0,1152553900.0,1275642000.0,6035665400.0,999256260.0
2097.0,1340206300.0,3051146800.0,838324800.0,1038251840.0,2596969000.0,604380900.0,1883249800.0,2736078800.0,612682050.0,1672575200.0,725428300.0,825632450.0,2813621000.0,1236510600.0,2562679600.0,991553200.0,1197700900.0,5721143000.0,880749500.0
