time,MPI-ESM1-2-HR,FGOALS-F3-L,MRI-ESM2-0,CESM2,BCC-CSM2-MR,INM-CM4-8,EC-EARTH3,EC-EARTH3-VEG,CAMS-CSM1-0,NORESM2-MM,INM-CM5-0,CESM2-WACCM,GFDL-ESM4
2024.0,42971810000.0,44644925000.0,43501270000.0,45027303000.0,43044106000.0,46617125000.0,42980897000.0,46803907000.0,43021740000.0,42792792000.0,43678260000.0,43504378000.0,43908415000.0
2025.0,42168525000.0,43535913000.0,40880456000.0,43737272000.0,41469830000.0,43780985000.0,40374485000.0,45607133000.0,41628656000.0,41601372000.0,43116840000.0,43313005000.0,42618430000.0
2026.0,40359625000.0,40812057000.0,39712137000.0,41779286000.0,41222100000.0,44282077000.0,40062570000.0,45322998000.0,42172210000.0,41336693000.0,41214427000.0,41816736000.0,42318942000.0
2027.0,40852185000.0,39019580000.0,38739587000.0,39548390000.0,39952024000.0,43573375000.0,39173330000.0,45347630000.0,41771004000.0,40578335000.0,40127685000.0,41067635000.0,41430684000.0
2028.0,40499765000.0,38878015000.0,37098213000.0,39074718000.0,39078957000.0,43245855000.0,39319335000.0,44864324000.0,41506853000.0,40119950000.0,40250190000.0,40520720000.0,41343390000.0
2029.0,40663260000.0,37556707000.0,36162888000.0,38117368000.0,37292696000.0,42185900000.0,37436660000.0,44212752000.0,41251066000.0,40964055000.0,40456184000.0,39368230000.0,40368767000.0
2030.0,39180136000.0,37045436000.0,34590786000.0,37003137000.0,36459540000.0,40431043000.0,34996818000.0,42886857000.0,40814320000.0,39550575000.0,40206234000.0,37710170000.0,39566897000.0
2031.0,39319220000.0,36563190000.0,34375470000.0,37177663000.0,36781270000.0,40235295000.0,34118580000.0,41676080000.0,40380610000.0,38147985000.0,39541820000.0,37906830000.0,38354400000.0
2032.0,39041330000.0,35617310000.0,33737466000.0,36212494000.0,35872730000.0,38768546000.0,32596870000.0,42141516000.0,39373185000.0,37286494000.0,39864136000.0,38230987000.0,36690924000.0
2033.0,38576923000.0,34308264000.0,32533684000.0,35111285000.0,34843480000.0,37539193000.0,31979991000.0,41978053000.0,37888725000.0,36645294000.0,40244170000.0,36588360000.0,35001377000.0
2034.0,39520950000.0,33821300000.0,31967620000.0,33943022000.0,33566330000.0,35191210000.0,31028992000.0,41899840000.0,36970570000.0,35353477000.0,38669926000.0,35396284000.0,34239564000.0
2035.0,39835955000.0,32926874000.0,30812674000.0,33770177000.0,32834566000.0,35643200000.0,30192732000.0,41061667000.0,37103720000.0,34505980000.0,38029130000.0,34747420000.0,33918974000.0
2036.0,38921990000.0,32119757000.0,30236440000.0,32502456000.0,31722195000.0,34316288000.0,28635498000.0,39346340000.0,36358214000.0,33895678000.0,37882420000.0,33581930000.0,34027112000.0
2037.0,38336740000.0,32232569000.0,28996100000.0,31441977000.0,30292607000.0,33061077000.0,27968057000.0,39993913000.0,35330750000.0,33867332000.0,37528252000.0,32861868000.0,32395983000.0
2038.0,37075874000.0,31006433000.0,28013142000.0,31413987000.0,30074364000.0,31658994000.0,27350810000.0,40495640000.0,33754898000.0,33983210000.0,36758163000.0,31986282000.0,30776246000.0
2039.0,36195357000.0,30362235000.0,27832336000.0,30587806000.0,30716375000.0,30673486000.0,26728022000.0,38864732000.0,33471056000.0,33511678000.0,36747700000.0,30295538000.0,29949628000.0
2040.0,36215968000.0,29498240000.0,26633943000.0,29521474000.0,30218810000.0,29987357000.0,26505507000.0,38197457000.0,33382330000.0,33201385000.0,36656410000.0,29983465000.0,28936580000.0
2041.0,36486510000.0,27599180000.0,26576327000.0,29173721000.0,28671590000.0,29034150000.0,25509267000.0,38247473000.0,32114990000.0,31865557000.0,36153238000.0,29126609000.0,28242477000.0
2042.0,36049334000.0,26308241000.0,26036780000.0,29096346000.0,28123998000.0,27602256000.0,24575846000.0,37039610000.0,31603450000.0,31285680000.0,34841550000.0,28398922000.0,27460465000.0
2043.0,34820456000.0,26039180000.0,26380360000.0,28182764000.0,27716911000.0,26522276000.0,24026597000.0,36850418000.0,29902117000.0,31350495000.0,33665143000.0,28173607000.0,26324711000.0
2044.0,34438685000.0,26716676000.0,26035362000.0,26998057000.0,26639098000.0,25772839000.0,23693451000.0,36081070000.0,29965713000.0,30296746000.0,33117522000.0,26700263000.0,25424660000.0
2045.0,34403918000.0,25675370000.0,25223811000.0,25915402000.0,26519028000.0,24720738000.0,22783828000.0,34764750000.0,28293726000.0,28932000000.0,31900264000.0,25735997000.0,24151466000.0
2046.0,33611120000.0,25392075000.0,24772936000.0,25233154000.0,25226205000.0,24711748000.0,22309454000.0,33314765000.0,27874927000.0,27619475000.0,31356810000.0,24944275000.0,24553240000.0
2047.0,33089999000.0,24263800000.0,23873993000.0,24857047000.0,24617572000.0,22845655000.0,21863332000.0,32503618000.0,27508480000.0,26057427000.0,29476313000.0,24924617000.0,23989790000.0
2048.0,33139909000.0,23579972000.0,22980264000.0,23138650000.0,23268702000.0,22082638000.0,21173123000.0,31641895000.0,26922238000.0,24412498000.0,29233533000.0,24341540000.0,22886762000.0
2049.0,31829914000.0,22975572000.0,22328914000.0,21753377000.0,21606607000.0,21579500000.0,20320900000.0,30762523000.0,26073324000.0,23472968000.0,28425165000.0,24336624000.0,22292402000.0
2050.0,31042738000.0,22222264000.0,22017190000.0,20958810000.0,20454690000.0,21192147000.0,19545477000.0,29783958000.0,25245350000.0,22361074000.0,28257202000.0,23282162000.0,21507500000.0
2051.0,30302083000.0,22103214000.0,21406317000.0,20462227000.0,19393851000.0,21212100000.0,19424848000.0,29625954000.0,24705024000.0,21915234000.0,28454193000.0,22432442000.0,20631480000.0
2052.0,29948277000.0,21392753000.0,20269347000.0,19723446000.0,18597978000.0,20463843000.0,18939165000.0,28830798000.0,23189060000.0,21095970000.0,27269757000.0,21646889000.0,19655512000.0
2053.0,28927699000.0,21448806000.0,19952853000.0,19165190000.0,16886676000.0,20262615000.0,18306202000.0,28098834000.0,23628600000.0,20141146000.0,26584160000.0,21071990000.0,19349604000.0
2054.0,28310665000.0,20575760000.0,18862662000.0,18375565000.0,16168923000.0,19527300000.0,18041625000.0,26369680000.0,23990403000.0,19260107000.0,24581482000.0,20544831000.0,19350598000.0
2055.0,26591620000.0,19882605000.0,18369753000.0,17376650000.0,15382765000.0,18554536000.0,17256841000.0,25113209000.0,24576276000.0,17944455000.0,23905070000.0,19745386000.0,18840120000.0
2056.0,25209182000.0,19112843000.0,17470894000.0,16617703000.0,14954508000.0,18562406000.0,16695311000.0,23911377000.0,23922900000.0,17033230000.0,24203235000.0,19133039000.0,17682125000.0
2057.0,24856715000.0,18032212000.0,16818309000.0,16286004000.0,14444447000.0,18379942000.0,16111911000.0,23363154000.0,22700968000.0,15988765000.0,23337843000.0,18409376000.0,16481858000.0
2058.0,24427821000.0,17188823000.0,16500863000.0,15447255000.0,13315761000.0,18011398000.0,15729433000.0,22884690000.0,22850820000.0,15022356000.0,22648203000.0,17583094000.0,15631654000.0
2059.0,23436579000.0,17452648000.0,15306985000.0,14686326000.0,12430558000.0,17442013000.0,15356785000.0,21798785000.0,22849903000.0,14665884000.0,21774252000.0,16933588000.0,14730246000.0
2060.0,22544173000.0,16446746000.0,14585558000.0,13976158000.0,12061222000.0,16231130000.0,14623684000.0,21554660000.0,22746972000.0,13941059000.0,21326540000.0,16418967000.0,13601353000.0
2061.0,21790835000.0,16586988000.0,13933275000.0,13528166000.0,11999790000.0,16092904000.0,14128957000.0,20601162000.0,22883004000.0,13447988000.0,20999799000.0,15237757000.0,13113272000.0
2062.0,21861075000.0,16118127000.0,13600337000.0,12820295000.0,11429133000.0,15309815000.0,13390687000.0,20089637000.0,22395430000.0,13036080000.0,20200112000.0,14289849000.0,12779950000.0
2063.0,21242570000.0,15675148000.0,13341389000.0,11905618000.0,10973443000.0,15370095000.0,12974593000.0,19305900000.0,22111615000.0,12713758000.0,19839343000.0,13773112000.0,12142761000.0
2064.0,20995305000.0,15116134000.0,12766828000.0,10977948000.0,10409389000.0,14184101000.0,12485217000.0,18717770000.0,21990197000.0,12017740000.0,19215040000.0,13576362000.0,11740035000.0
2065.0,20351158000.0,15321688000.0,12091069000.0,10708435000.0,10101871000.0,13659190000.0,12230342000.0,18271265000.0,21138278000.0,11639229000.0,18780370000.0,12664083000.0,11194212000.0
2066.0,18953878000.0,15054945000.0,11776895000.0,10387888000.0,9682608000.0,12941444000.0,11996521000.0,17944742000.0,20245709000.0,11144059000.0,18460107000.0,12058921000.0,10628016000.0
2067.0,18646480000.0,14224596000.0,11116570000.0,9857391000.0,9628969000.0,12497882000.0,11386145000.0,17376480000.0,19794924000.0,10571741000.0,18129496000.0,11314977000.0,10088391000.0
2068.0,17626540000.0,13739678000.0,11074449000.0,9278373000.0,9665495000.0,12395093000.0,11178563000.0,17004399000.0,19040193000.0,9932915000.0,17702736000.0,10824203000.0,9597251000.0
2069.0,17111639000.0,12615998000.0,10931886000.0,8524965400.0,9210274000.0,12372414000.0,10828520000.0,16456368000.0,19698960000.0,9602459000.0,16956323000.0,10385068000.0,9210831000.0
2070.0,16274545000.0,12073132000.0,10612632000.0,8155436000.0,8847537000.0,11716406000.0,10575775000.0,15770119000.0,19386990000.0,9289063000.0,16066515000.0,9795205000.0,9047754000.0
2071.0,15004976000.0,11654747000.0,10493927000.0,7717579300.0,8536980000.0,11026627000.0,10706193000.0,14798680000.0,18389737000.0,8724856000.0,15659039000.0,9215781000.0,8659375000.0
2072.0,14711352000.0,11353925000.0,10046937000.0,7384229400.0,8463168500.0,10218789000.0,10385514000.0,13887829000.0,18219983000.0,8262345700.0,15424130000.0,8888563000.0,8413598700.0
2073.0,14200742000.0,11121819000.0,9491355000.0,7370391000.0,8241901600.0,10014710000.0,9942911000.0,13222872000.0,17422220000.0,7741170000.0,15170425000.0,8571049500.0,8039204400.0
2074.0,13569438000.0,10522124000.0,9014953000.0,7220195000.0,7958434000.0,9415655000.0,9532724000.0,12038913000.0,17248696000.0,7406569000.0,14745893000.0,8389598700.0,7868101000.0
2075.0,13548231000.0,9944385000.0,8596257000.0,6927180300.0,7562069000.0,9289314000.0,9005134000.0,11431443000.0,16765612000.0,7255176000.0,14315727000.0,8153793000.0,7378973700.0
2076.0,12908495000.0,9844619000.0,8539667500.0,6717793000.0,7000596000.0,9064259000.0,8495276000.0,10700792000.0,16165543000.0,7133040600.0,14323966000.0,7776470000.0,7196928500.0
2077.0,12783718000.0,9874468000.0,8218606600.0,6636573000.0,6615457000.0,8819237000.0,8135107000.0,10377121000.0,15863783000.0,7007888400.0,13594595000.0,7398678500.0,7079644000.0
2078.0,12061102000.0,9397919000.0,7909069300.0,6494509000.0,6157870600.0,8481539000.0,7688475000.0,10006551000.0,15064647000.0,6606033000.0,12889903000.0,7146689500.0,6956397600.0
2079.0,11485413000.0,8742258000.0,7564386300.0,6387708000.0,5685530600.0,8221324300.0,7350660600.0,9252953000.0,13988393000.0,6279220700.0,12232929000.0,7009175000.0,6669101600.0
2080.0,11274584000.0,8576504000.0,7408027600.0,6167431000.0,5449104400.0,7795291000.0,6926311400.0,8597641000.0,13545581000.0,6168061000.0,11658660000.0,6475496000.0,6380132000.0
2081.0,10736298000.0,8168551000.0,7119462400.0,5949173000.0,5221039000.0,7526519000.0,6116817000.0,8563254000.0,13426041000.0,6237912600.0,10943267000.0,6140974600.0,6308800000.0
2082.0,10043981000.0,7874393600.0,7022270500.0,5784315400.0,4835618300.0,7322560500.0,5540036000.0,8015736300.0,12582823000.0,6005086700.0,10543184000.0,5866279400.0,5952179000.0
2083.0,9535245000.0,7564107300.0,6871644700.0,5528036000.0,4730369500.0,6869524000.0,5285665000.0,7955728400.0,12403704000.0,5878747600.0,10210144000.0,5568798000.0,5934401000.0
2084.0,8869850000.0,7356001000.0,6700739000.0,5270060500.0,4496326700.0,6548863500.0,4941333000.0,7601004000.0,12115075000.0,5774028000.0,9759420000.0,5491198000.0,5664770000.0
2085.0,8318373400.0,6818246700.0,6718206000.0,4937376000.0,4320470500.0,6185762000.0,4644728000.0,7145910000.0,11718167000.0,5438050000.0,9493710000.0,5324862500.0,5338663000.0
2086.0,7863503000.0,6795706000.0,6507340300.0,4669563000.0,4175337200.0,5949163500.0,4331225000.0,6399571000.0,11314791000.0,5256998000.0,8854668000.0,5123043000.0,5279461400.0
2087.0,7307652000.0,6775777300.0,6356190700.0,4353592000.0,4034818000.0,5653035000.0,3905646300.0,6008687600.0,10967468000.0,5050613000.0,8461585400.0,5052354000.0,4853358000.0
2088.0,6947290000.0,6511339500.0,6136353300.0,4142872000.0,3576236000.0,5357099000.0,3757525000.0,5906259000.0,10493932000.0,4644940000.0,8081244700.0,4970209300.0,4729629700.0
2089.0,6398354400.0,6141981000.0,6070494000.0,3903119600.0,3265593300.0,5043076600.0,3630012700.0,5584284000.0,10173764000.0,4410855400.0,7639725000.0,4805264000.0,4587438600.0
2090.0,6127922700.0,6161786400.0,5957486600.0,3689902300.0,3017737200.0,5020433400.0,3509427700.0,5457828400.0,9966314000.0,4252395000.0,7206322000.0,4769619500.0,4567089000.0
2091.0,5568263700.0,6080718300.0,5772192000.0,3565973800.0,2676895000.0,4964215000.0,3387564000.0,5300421000.0,9822870000.0,4179860500.0,6904016000.0,4647179300.0,4459349500.0
2092.0,5094435300.0,5837669000.0,5399619000.0,3458514700.0,2508309500.0,4837966000.0,3251984000.0,5026200000.0,9258250000.0,3893006000.0,6698559000.0,4497807000.0,4428942000.0
2093.0,4764955000.0,5863627000.0,5263660000.0,3438173700.0,2289749200.0,4616421000.0,2998251800.0,4715166000.0,9093163000.0,3678084000.0,6383693000.0,4240132000.0,4139602000.0
2094.0,4174302200.0,5553036300.0,5032910000.0,3092632300.0,2171829200.0,4642632700.0,2868599300.0,4510399000.0,8944364000.0,3438280700.0,6003562500.0,4149384000.0,4027776000.0
2095.0,3802717700.0,5292710000.0,4806159400.0,2976724700.0,2089967400.0,4574860300.0,2661450800.0,3996109000.0,8752404000.0,3206786300.0,5855866000.0,4005729000.0,3856999200.0
2096.0,3685848000.0,4990928400.0,4540467000.0,2910568000.0,2016320600.0,4378470000.0,2484125000.0,3669678300.0,8677350000.0,3081219000.0,5665600500.0,3846365000.0,3722562300.0
2097.0,3595780600.0,4813864000.0,4381070000.0,2623751000.0,1909925500.0,4284448500.0,2302246000.0,3500623400.0,8355228700.0,2812802800.0,5467136500.0,3883675000.0,3326217000.0
2098.0,3326832600.0,4555150300.0,4458156000.0,2598324200.0,1804718100.0,4192099800.0,2242351900.0,3455120600.0,8253312500.0,2717284400.0,5164220400.0,3737769200.0,3339933200.0
2099.0,3233151200.0,4309924400.0,4281589000.0,2524943400.0,1708546700.0,4205490200.0,2166363600.0,3207346200.0,8228013000.0,2684222500.0,5269304000.0,3681280000.0,3309060600.0
2100.0,3138174500.0,4180526600.0,4264184600.0,2445802500.0,1526960800.0,4077814000.0,2134691300.0,3032769000.0,8173754000.0,2599734500.0,5223128000.0,3603733500.0,3241103600.0
