time,CANESM2,NORESM1-M,GFDL-CM3,CCSM4,CNRM-CM5,GFDL-ESM2G,CESM1-CAM5,MPI-ESM-LR,GISS-E2-R,CSIRO-MK3-6-0,IPSL-CM5A-LR
2060.0,9572354000.0,10057277000.0,9042431000.0,9351693000.0,10150922000.0,10349809000.0,9252593000.0,9830654000.0,9823879000.0,10682640000.0,9437073000.0
2061.0,9497560000.0,9989916000.0,8967098000.0,9355244000.0,10126850000.0,10328697000.0,9159282000.0,9745228000.0,9835264000.0,10661239000.0,9339198000.0
2062.0,9423720000.0,9935782000.0,8923994000.0,9286671000.0,10052042000.0,10307460000.0,9097750000.0,9698914000.0,9765416000.0,10679258000.0,9225150000.0
2063.0,9348988000.0,9914586000.0,8909721000.0,9192429000.0,10015246000.0,10299182000.0,9017723000.0,9641799000.0,9721610000.0,10636219000.0,9173581000.0
2064.0,9247954000.0,9854800000.0,8814618000.0,9138990000.0,9980813000.0,10270421000.0,8949006000.0,9588925000.0,9714697000.0,10615622000.0,9113894000.0
2065.0,9228876000.0,9789511000.0,8747220000.0,9103667000.0,9927044000.0,10211936000.0,8910296000.0,9514730000.0,9644596000.0,10637624000.0,9032169000.0
2066.0,9180197000.0,9726929000.0,8697107000.0,9041486000.0,9887949000.0,10171167000.0,8822551000.0,9452988000.0,9588590000.0,10643907000.0,8966459000.0
2067.0,9133850000.0,9670462000.0,8623135000.0,9015267000.0,9896459000.0,10169920000.0,8753663000.0,9415517000.0,9592325000.0,10628002000.0,8891926000.0
2068.0,9067343000.0,9610745000.0,8538778600.0,8955727000.0,9803500000.0,10146313000.0,8686939000.0,9347314000.0,9680586000.0,10607718000.0,8802558000.0
2069.0,9032584000.0,9544216000.0,8458284500.0,8926115000.0,9782709000.0,10097177000.0,8643277000.0,9287613000.0,9510012000.0,10695082000.0,8756271000.0
2070.0,9014904000.0,9491992000.0,8420469000.0,8986110000.0,9753302000.0,10074790000.0,8579760000.0,9231764000.0,9518397000.0,10590574000.0,8669941000.0
2071.0,8952894000.0,9447246000.0,8355800600.0,8873663000.0,9698972000.0,10071028000.0,8509691000.0,9175676000.0,9469713000.0,10598130000.0,8627164000.0
2072.0,8896615000.0,9425565000.0,8283344400.0,8813775000.0,9658861000.0,10028797000.0,8461485000.0,9142075000.0,9507445000.0,10557627000.0,8542471700.0
2073.0,8855840000.0,9380353000.0,8222828000.0,8753619000.0,9623815000.0,10000171000.0,8400878600.0,9092987000.0,9421193000.0,10560669000.0,8473680000.0
2074.0,8773092000.0,9326523000.0,8155988500.0,8735237000.0,9609997000.0,9996095000.0,8345183000.0,9101199000.0,9395515000.0,10539960000.0,8372392400.0
2075.0,8723913000.0,9298356000.0,8064437000.0,8746367000.0,9658526000.0,9938658000.0,8262084000.0,9029254000.0,9383513000.0,10534351000.0,8294233000.0
2076.0,8659012000.0,9250167000.0,7969381400.0,8666201000.0,9611192000.0,9918926000.0,8181348400.0,9004001000.0,9370986000.0,10531208000.0,8238507500.0
2077.0,8580765000.0,9202608000.0,7911781000.0,8633954000.0,9508168000.0,9925073000.0,8140973600.0,8990787000.0,9340918000.0,10581060000.0,8189826000.0
2078.0,8529574400.0,9153801000.0,7837894700.0,8517346000.0,9459069000.0,9983335000.0,8085659600.0,8937781000.0,9325118000.0,10534416000.0,8127457000.0
2079.0,8458901000.0,9109716000.0,7772885000.0,8503549400.0,9434472000.0,9883596000.0,7983469600.0,8893891000.0,9517730000.0,10519372000.0,8042776600.0
2080.0,8358127600.0,9083818000.0,7751196000.0,8424314000.0,9394906000.0,9851026000.0,7933748000.0,8863353000.0,9398590000.0,10494627000.0,8003214300.0
2081.0,8260556000.0,9041883000.0,7695573000.0,8377376000.0,9362020000.0,9865544000.0,7899960000.0,8804275000.0,9328606000.0,10618522000.0,7941720600.0
2082.0,8198946300.0,9024537000.0,7621725000.0,8343019000.0,9323436000.0,9833775000.0,7856333000.0,8765211000.0,9265663000.0,10446534000.0,7884764000.0
2083.0,8176533500.0,8974901000.0,7579182600.0,8288761000.0,9287879000.0,9798541000.0,7799928300.0,8710269000.0,9242039000.0,10430682000.0,7815909400.0
2084.0,8129794000.0,8925551000.0,7528702500.0,8282345000.0,9499211000.0,9767183000.0,7738013700.0,8645220000.0,9218681000.0,10403727000.0,7761825000.0
2085.0,8076332500.0,8876461000.0,7476009000.0,8240505000.0,9382685000.0,9766817000.0,7715300400.0,8617149000.0,9206633000.0,10395332000.0,7714340000.0
2086.0,8017956400.0,8800749000.0,7422079500.0,8192875000.0,9252129000.0,9754723000.0,7690590700.0,8582982700.0,9185648000.0,10354491000.0,7633008000.0
2087.0,7985118700.0,8771331000.0,7371402000.0,8167819000.0,9204752000.0,9779185000.0,7642634000.0,8540890600.0,9262419000.0,10333908000.0,7566685700.0
2088.0,7932772400.0,8732440000.0,7294686000.0,8119708700.0,9212417000.0,9764231000.0,7582753300.0,8560813000.0,9218921000.0,10316740000.0,7506487300.0
2089.0,7883966500.0,8661782000.0,7244584400.0,8084987000.0,9153819000.0,9737142000.0,7560106000.0,8531142000.0,9151935000.0,10282268000.0,7485450000.0
2090.0,7811835400.0,8614163000.0,7200171000.0,8044998000.0,9376282000.0,9719236000.0,7555435500.0,8461207000.0,9149216000.0,10277755000.0,7449191000.0
2091.0,7747798000.0,8567341600.0,7162638300.0,7997287400.0,9243507000.0,9695203000.0,7508130300.0,8408486400.0,9125796000.0,10229370000.0,7341773300.0
2092.0,7701359000.0,8543551000.0,7127372300.0,7979535400.0,9175740000.0,9691145000.0,7471326000.0,8398451000.0,9113639000.0,10210222000.0,7280084500.0
2093.0,7661796400.0,8482185000.0,7059012000.0,7938107000.0,9166720000.0,9654193000.0,7431589400.0,8357948400.0,9073227000.0,10187845000.0,7211793400.0
2094.0,7609280000.0,8422324700.0,6999200300.0,7878235000.0,9147837000.0,9672347000.0,7349769700.0,8342420000.0,9039099000.0,10178661000.0,7157961700.0
2095.0,7544807400.0,8384297000.0,6918693000.0,7838802400.0,9108021000.0,9645889000.0,7303541000.0,8313812500.0,9195527000.0,10187282000.0,7136143000.0
2096.0,7485602000.0,8327859700.0,6854403000.0,7810790000.0,9039466000.0,9610873000.0,7275207000.0,8283826000.0,9016831000.0,10194090000.0,7105044500.0
2097.0,7450917400.0,8368423400.0,6827737600.0,7755095600.0,8996578000.0,9608709000.0,7268850000.0,8275004000.0,9010331000.0,10138174000.0,7022751000.0
2098.0,7388665300.0,8291081700.0,6806966300.0,7727342000.0,8969183000.0,9617514000.0,7185499000.0,8222387700.0,9002610000.0,10124135000.0,6991303000.0
2099.0,7351210500.0,8263633400.0,6745914400.0,7666765000.0,8974021000.0,9606111000.0,7166856700.0,8165219000.0,8984144000.0,10091656000.0,6961121300.0
2100.0,7314479600.0,8218546700.0,6717218000.0,7623499000.0,8935910000.0,9567349000.0,7104476700.0,8148835300.0,8988667000.0,10066097000.0,6903121400.0
