time,CCSM4,GFDL-CM3,CANESM2,NORESM1-M,IPSL-CM5A-LR,CSIRO-MK3-6-0,GFDL-ESM2G,CNRM-CM5,GISS-E2-R,MPI-ESM-LR
2073.0,8447906000.0,8061202000.0,8241826300.0,8812910000.0,7519548400.0,10376617000.0,9343740000.0,9207340000.0,9078014000.0,8872472000.0
2074.0,8366738400.0,7987540000.0,8201988600.0,8777122000.0,7413478400.0,10352663000.0,9294903000.0,9170626000.0,9063031000.0,8823162000.0
2075.0,8289874400.0,7936190000.0,8112575000.0,8688998000.0,7299227600.0,10351940000.0,9266536000.0,9116349000.0,9031392000.0,8780760000.0
2076.0,8211602000.0,7874896000.0,8074287600.0,8626907000.0,7215938000.0,10299401000.0,9235413000.0,9084343000.0,9026690000.0,8698278000.0
2077.0,8168819700.0,7826205000.0,8000801000.0,8585948000.0,7134843000.0,10273815000.0,9203658000.0,8990646000.0,8956908000.0,8662107000.0
2078.0,8111230000.0,7743117300.0,7940340000.0,8527325700.0,7090085000.0,10266676000.0,9187239000.0,8960134000.0,8931574000.0,8606085000.0
2079.0,8044502500.0,7692160500.0,7858349000.0,8481967000.0,7017735700.0,10186487000.0,9132780000.0,8921184000.0,8931376000.0,8548817400.0
2080.0,7993464300.0,7608041000.0,7830383000.0,8427595300.0,6968851500.0,10155992000.0,9115632000.0,8855156000.0,8886005000.0,8491360000.0
2081.0,7930765000.0,7530092500.0,7763593000.0,8354367500.0,6915872300.0,10142995000.0,9066664000.0,8817702000.0,8882096000.0,8452646000.0
2082.0,7841945600.0,7473690000.0,7710904000.0,8300738000.0,6871442000.0,10160835000.0,9049652000.0,8798587000.0,8808203000.0,8436080000.0
2083.0,7798537000.0,7381275600.0,7640566000.0,8238655500.0,6795910000.0,10124081000.0,9024563000.0,8738216000.0,8778003000.0,8416163000.0
2084.0,7753907000.0,7321657000.0,7587565600.0,8187372500.0,6742792700.0,10112239000.0,8987748000.0,8687699000.0,8750093000.0,8319868400.0
2085.0,7698709500.0,7263918000.0,7512890000.0,8140903400.0,6683076000.0,10119020000.0,8971893000.0,8644385000.0,8713069000.0,8292318000.0
2086.0,7596835300.0,7194857500.0,7453999600.0,8097187300.0,6631505000.0,10101165000.0,8912579000.0,8594363000.0,8647219000.0,8259796500.0
2087.0,7572225500.0,7113015300.0,7400796700.0,8048697000.0,6566779000.0,10047386000.0,8891571000.0,8548206600.0,8627253000.0,8215198700.0
2088.0,7506339000.0,7033347600.0,7311760400.0,8000934400.0,6449032700.0,10043838000.0,8859301000.0,8532438500.0,8636015000.0,8172037600.0
2089.0,7466830000.0,6960342000.0,7239717400.0,7958720500.0,6383099400.0,10004859000.0,8823574000.0,8451459600.0,8575023600.0,8111089000.0
2090.0,7385818600.0,6905940500.0,7147051000.0,7920196000.0,6328887000.0,9997851000.0,8804144000.0,8412515000.0,8548230700.0,8039802400.0
2091.0,7300144000.0,6858163000.0,7099720700.0,7866211300.0,6239170000.0,9973730000.0,8761530000.0,8363150000.0,8692871000.0,7978174000.0
2092.0,7248939000.0,6747642400.0,7055211500.0,7795078700.0,6161891000.0,9953110000.0,8701045000.0,8325595600.0,8542662000.0,7962641400.0
2093.0,7187668500.0,6696782300.0,7023352300.0,7734483000.0,6104881000.0,9941204000.0,8683497000.0,8247121000.0,8486522000.0,7928298000.0
2094.0,7155323000.0,6624044500.0,6969537000.0,7704789000.0,6025493500.0,9926040000.0,8665746000.0,8193682400.0,8434447000.0,7866655000.0
2095.0,7085701000.0,6591041500.0,6863148000.0,7656172500.0,5979572700.0,9887231000.0,8603037000.0,8172349400.0,8412114400.0,7832152600.0
2096.0,7031649300.0,6522026000.0,6782337000.0,7632691000.0,5935966700.0,9876644000.0,8582938000.0,8129030700.0,8382040600.0,7795465000.0
2097.0,6984847400.0,6449817600.0,6736707000.0,7583502300.0,5872057000.0,9957590000.0,8645856000.0,8117432000.0,8363054600.0,7736891000.0
2098.0,6931571700.0,6401479700.0,6691591000.0,7541966000.0,5791939000.0,9917832000.0,8556899000.0,8098608000.0,8318149600.0,7687343000.0
2099.0,6885213000.0,6365658600.0,6620180500.0,7462401000.0,5758809600.0,9952758000.0,8542306300.0,8050820000.0,8265143300.0,7648268000.0
2100.0,6834201600.0,6288450000.0,6581644300.0,7414548000.0,5705583600.0,10017746000.0,8490712600.0,8002398000.0,8250391000.0,7607336400.0
