time,CCSM4,GFDL-CM3,NORESM1-M,CESM1-CAM5,IPSL-CM5A-LR,CSIRO-MK3-6-0,GISS-E2-R,GFDL-ESM2G
2032.0,10839331000.0,10809784000.0,10880880000.0,10755948000.0,10788157000.0,11058071000.0,10845716000.0,10874846000.0
2033.0,10830432000.0,10772474000.0,10866219000.0,10716535000.0,10762879000.0,11117649000.0,10826498000.0,10881256000.0
2034.0,10795391000.0,10747983000.0,10839636000.0,10692533000.0,10725165000.0,11104002000.0,10798452000.0,10856772000.0
2035.0,10777653000.0,10724225000.0,10820407000.0,10647506000.0,10678679000.0,11038829000.0,10781243000.0,10861940000.0
2036.0,10761721000.0,10687876000.0,10823068000.0,10619986000.0,10642801000.0,11027517000.0,10761786000.0,10837659000.0
2037.0,10710128000.0,10648132000.0,10805773000.0,10573829000.0,10592786000.0,11005185000.0,10740673000.0,10831063000.0
2038.0,10681345000.0,10620344000.0,10770952000.0,10527542000.0,10531091000.0,11000749000.0,10702117000.0,10810796000.0
2039.0,10647823000.0,10583802000.0,10740267000.0,10478460000.0,10479329000.0,10996059000.0,10665292000.0,10793128000.0
2040.0,10603156000.0,10526316000.0,10709353000.0,10441796000.0,10412538000.0,11024140000.0,10636409000.0,10782922000.0
2041.0,10559392000.0,10486630000.0,10673585000.0,10403299000.0,10350889000.0,10996840000.0,10600330000.0,10773091000.0
2042.0,10543902000.0,10465654000.0,10635540000.0,10365612000.0,10306290000.0,10985019000.0,10559114000.0,10741820000.0
2043.0,10508537000.0,10426153000.0,10610794000.0,10332081000.0,10254369000.0,10975144000.0,10530102000.0,10722487000.0
2044.0,10477317000.0,10385217000.0,10587965000.0,10296596000.0,10186539000.0,10979673000.0,10506090000.0,10691582000.0
2045.0,10449862000.0,10350736000.0,10557532000.0,10215966000.0,10090616000.0,10957253000.0,10491944000.0,10680185000.0
2046.0,10423172000.0,10316159000.0,10532423000.0,10146880000.0,10037755000.0,10943297000.0,10478894000.0,10673322000.0
2047.0,10393995000.0,10280738000.0,10508196000.0,10095658000.0,9912645000.0,10926195000.0,10439294000.0,10662760000.0
2048.0,10362793000.0,10246682000.0,10490367000.0,9995702000.0,9803026000.0,10928602000.0,10389470000.0,10636630000.0
2049.0,10341116000.0,10191989000.0,10444958000.0,9904079000.0,9730693000.0,10893757000.0,10362866000.0,10620455000.0
2050.0,10268910000.0,10139023000.0,10410588000.0,9843244000.0,9649263000.0,10887281000.0,10312676000.0,10610722000.0
2051.0,10235075000.0,10098347000.0,10355301000.0,9758025000.0,9517507000.0,10874288000.0,10252541000.0,10629325000.0
2052.0,10187069000.0,10062813000.0,10337071000.0,9663038000.0,9404996000.0,10874189000.0,10211650000.0,10592364000.0
2053.0,10130047000.0,10004775000.0,10288534000.0,9563343000.0,9303640000.0,10864104000.0,10154734000.0,10571125000.0
2054.0,10058016000.0,9946291000.0,10235780000.0,9491048000.0,9186742000.0,10848027000.0,10095176000.0,10549064000.0
2055.0,10008812000.0,9866302000.0,10173762000.0,9422601000.0,9116063000.0,10904292000.0,10050052000.0,10528634000.0
2056.0,9967993000.0,9795993000.0,10106012000.0,9349413000.0,8991443000.0,10860544000.0,10021955000.0,10502042000.0
2057.0,9904280000.0,9708804000.0,10088179000.0,9242850000.0,8881395000.0,10844891000.0,9940334000.0,10484539000.0
2058.0,9803494000.0,9625831000.0,10036879000.0,9193912000.0,8818385000.0,10844358000.0,9892174000.0,10450244000.0
2059.0,9753735000.0,9567708000.0,9994135000.0,9143810000.0,8752688000.0,10906752000.0,9835486000.0,10407436000.0
2060.0,9705829000.0,9475282000.0,9941978000.0,9034199000.0,8691660000.0,10879607000.0,9805743000.0,10353671000.0
2061.0,9633903000.0,9401603000.0,9864292000.0,8982234000.0,8611204000.0,10821233000.0,9741548000.0,10337853000.0
2062.0,9551689000.0,9332272000.0,9818552000.0,8943028000.0,8534484000.0,10823926000.0,9679719000.0,10297042000.0
2063.0,9493748000.0,9269981000.0,9746722000.0,8873599000.0,8450136600.0,10815530000.0,9640360000.0,10255747000.0
2064.0,9419545000.0,9193858000.0,9704925000.0,8814231000.0,8370052000.0,10818872000.0,9587793000.0,10218471000.0
2065.0,9366587000.0,9118712000.0,9607748000.0,8719088000.0,8275577000.0,10880392000.0,9528310000.0,10171211000.0
2066.0,9298370000.0,9066022000.0,9584938000.0,8612207000.0,8171890700.0,10848983000.0,9492114000.0,10131205000.0
2067.0,9231110000.0,8971110000.0,9541972000.0,8540110300.0,8072327000.0,10804131000.0,9460702000.0,10091159000.0
2068.0,9181351000.0,8913717000.0,9466893000.0,8455955500.0,7931974700.0,10798698000.0,9421075000.0,10026810000.0
2069.0,9131971000.0,8855585000.0,9406579000.0,8398501000.0,7852172000.0,10791914000.0,9388568000.0,9953808000.0
2070.0,9063231000.0,8796319000.0,9377865000.0,8288702000.0,7789684000.0,10803314000.0,9329769000.0,9900679000.0
2071.0,9008725000.0,8721683000.0,9304366000.0,8197741000.0,7704244000.0,10803321000.0,9301701000.0,9888469000.0
2072.0,8953692000.0,8652328000.0,9264711000.0,8086324700.0,7617769500.0,10877809000.0,9263138000.0,9829996000.0
2073.0,8889233000.0,8599792000.0,9207841000.0,7989440500.0,7562078000.0,10863052000.0,9209847000.0,9804058000.0
2074.0,8801453000.0,8520999400.0,9150778000.0,7910729000.0,7471501000.0,10847088000.0,9199087000.0,9733721000.0
2075.0,8752555000.0,8464984000.0,9083818000.0,7832930000.0,7325366300.0,10840053000.0,9165946000.0,9685843000.0
2076.0,8675892000.0,8412523000.0,9026924000.0,7743679000.0,7261266400.0,10831489000.0,9094395000.0,9636897000.0
2077.0,8629697000.0,8332226000.0,8963155000.0,7662184000.0,7142651400.0,10804991000.0,9060475000.0,9582802000.0
2078.0,8602589000.0,8263343600.0,8910739000.0,7531888000.0,7064120000.0,10807372000.0,8992526000.0,9519048000.0
2079.0,8495681500.0,8193324500.0,8850214000.0,7468073000.0,6977676000.0,10792168000.0,8973229000.0,9473065000.0
2080.0,8406210600.0,8122828000.0,8789863000.0,7391641000.0,6900632600.0,10790095000.0,8937756000.0,9438735000.0
2081.0,8336730000.0,8045128000.0,8749683000.0,7292051500.0,6793397000.0,10774219000.0,8895199000.0,9366790000.0
2082.0,8248700400.0,7978593300.0,8704920000.0,7180366000.0,6758548000.0,10753462000.0,8847714000.0,9340637000.0
2083.0,8172997000.0,7875164700.0,8654202000.0,7072118000.0,6684693500.0,10735230000.0,8812231000.0,9290145000.0
2084.0,8140315600.0,7817016300.0,8611963000.0,6980653000.0,6652186600.0,10714650000.0,8773211000.0,9238692000.0
2085.0,8081147000.0,7726380000.0,8519601000.0,6888082400.0,6542235600.0,10697596000.0,8714826000.0,9195012000.0
2086.0,8029081000.0,7662383000.0,8446153000.0,6784604000.0,6456076000.0,10679600000.0,8657702000.0,9156012000.0
2087.0,7936903700.0,7602301000.0,8405313000.0,6706410500.0,6368908300.0,10641829000.0,8605365000.0,9109440000.0
2088.0,7881602600.0,7464151600.0,8373731000.0,6580890000.0,6289661000.0,10615260000.0,8584830000.0,9054464000.0
2089.0,7816613000.0,7405027300.0,8297669000.0,6491685400.0,6224186000.0,10591307000.0,8554068000.0,9042569000.0
2090.0,7761584600.0,7313391600.0,8221817000.0,6413466000.0,6132602000.0,10567654000.0,8497215500.0,8998893000.0
2091.0,7718479400.0,7254710000.0,8163552000.0,6342457300.0,6070498300.0,10541337000.0,8470749000.0,8962541000.0
2092.0,7668795000.0,7204192000.0,8080759300.0,6227982000.0,5997881000.0,10512281000.0,8394531300.0,8913542000.0
2093.0,7621453000.0,7154870300.0,8018832400.0,6120773000.0,5932872700.0,10495792000.0,8340605400.0,8885486000.0
2094.0,7546267000.0,7047112700.0,7951768600.0,6000039400.0,5866242000.0,10497037000.0,8327662000.0,8824420000.0
2095.0,7486412300.0,6943998000.0,7899878400.0,5908836400.0,5818793500.0,10430966000.0,8278286000.0,8776672000.0
2096.0,7392115700.0,6894118400.0,7865684000.0,5846597000.0,5757985300.0,10420954000.0,8263915000.0,8749543000.0
2097.0,7344729000.0,6782530600.0,7802442000.0,5746773500.0,5702119400.0,10403190000.0,8190941700.0,8698074000.0
2098.0,7291094500.0,6691450400.0,7749203000.0,5682396700.0,5610436000.0,10357726000.0,8160735700.0,8656850000.0
2099.0,7199115000.0,6636611000.0,7690130000.0,5619098000.0,5554850000.0,10305382000.0,8188752400.0,8619706000.0
2100.0,7115943000.0,6533985000.0,7622652400.0,5537297400.0,5518352000.0,10262297000.0,8113418000.0,8584707000.0
