time,ACCESS-CM2,IPSL-CM6A-LR,CESM2-WACCM,MRI-ESM2-0,ACCESS-ESM1-5,CANESM5
2040.0,74207306000.0,74772630000.0,74021600000.0,75967530000.0,73673030000.0,75759550000.0
2041.0,73199575000.0,74122445000.0,72794220000.0,75443030000.0,72649925000.0,74854970000.0
2042.0,72448930000.0,73458330000.0,71697240000.0,74413670000.0,71870734000.0,74187145000.0
2043.0,71461790000.0,73106430000.0,70829850000.0,73755300000.0,71264535000.0,73218730000.0
2044.0,70695970000.0,72296750000.0,70231700000.0,73014810000.0,70611290000.0,72169880000.0
2045.0,69849790000.0,71372260000.0,69525790000.0,72322900000.0,70090150000.0,71142370000.0
2046.0,68896580000.0,70399795000.0,68677497000.0,71786340000.0,69565170000.0,70167260000.0
2047.0,68049690000.0,69312840000.0,68311028000.0,71175220000.0,68469770000.0,69371430000.0
2048.0,67430203000.0,68593447000.0,67074482000.0,70467240000.0,67906445000.0,68317704000.0
2049.0,66744940000.0,67498025000.0,65925636000.0,69723620000.0,67192830000.0,67338486000.0
2050.0,65837265000.0,66589760000.0,65098654000.0,69087306000.0,66647695000.0,66496790000.0
2051.0,65008470000.0,66196270000.0,64584868000.0,68347662000.0,66552240000.0,65555060000.0
2052.0,64394670000.0,64699090000.0,64011150000.0,68288800000.0,65485636000.0,64561627000.0
2053.0,63634740000.0,63802710000.0,63359040000.0,67491557000.0,64576920000.0,63679037000.0
2054.0,62696860000.0,62725320000.0,62173127000.0,66814566000.0,63770380000.0,62861677000.0
2055.0,61882730000.0,61735318000.0,61162967000.0,66146554000.0,62804910000.0,62027250000.0
2056.0,60836370000.0,60974207000.0,60291020000.0,65620980000.0,61989724000.0,61146178000.0
2057.0,59841860000.0,59931640000.0,59324498000.0,65066828000.0,60921400000.0,60026376000.0
2058.0,58974750000.0,59043537000.0,58536240000.0,64233755000.0,59964210000.0,58975396000.0
2059.0,58031956000.0,57849990000.0,57772487000.0,63581364000.0,58978680000.0,58168800000.0
2060.0,57159160000.0,56736678000.0,56702947000.0,62717170000.0,57946830000.0,57281233000.0
2061.0,56355725000.0,55729830000.0,55724896000.0,62079173000.0,56812945000.0,56267088000.0
2062.0,55417920000.0,54359550000.0,54727676000.0,61500846000.0,56217326000.0,55215567000.0
2063.0,54438910000.0,53398196000.0,53883130000.0,60805940000.0,55306887000.0,54273750000.0
2064.0,53561065000.0,52221485000.0,52919288000.0,59827030000.0,54614530000.0,53351780000.0
2065.0,52663562000.0,51199996000.0,51681722000.0,59356566000.0,53664220000.0,52455395000.0
2066.0,51908383000.0,49743815000.0,50564270000.0,58668835000.0,52624290000.0,51760697000.0
2067.0,51004305000.0,48336093000.0,49257394000.0,58251694000.0,51779240000.0,50688770000.0
2068.0,50048483000.0,47250117000.0,48090616000.0,57636770000.0,50907742000.0,49814544000.0
2069.0,49166730000.0,46379010000.0,47260795000.0,57196343000.0,49984020000.0,49166905000.0
2070.0,48363410000.0,45207300000.0,46497540000.0,56746254000.0,48581780000.0,48252200000.0
2071.0,47534973000.0,44053873000.0,45445947000.0,55995142000.0,47692460000.0,47143260000.0
2072.0,46672210000.0,42875728000.0,44128090000.0,55303766000.0,46543960000.0,46235914000.0
2073.0,45693590000.0,42028680000.0,42657460000.0,54651585000.0,45473870000.0,45408820000.0
2074.0,44855968000.0,41363132000.0,41652257000.0,54066074000.0,44558336000.0,44435096000.0
2075.0,43948050000.0,40376350000.0,40285966000.0,53511746000.0,43837740000.0,43572730000.0
2076.0,43275145000.0,39583120000.0,39024005000.0,52879806000.0,43184430000.0,42864640000.0
2077.0,42469106000.0,38739263000.0,37403537000.0,52138357000.0,42322690000.0,42036820000.0
2078.0,41566917000.0,38048596000.0,36062245000.0,51426680000.0,41538454000.0,41346662000.0
2079.0,40545750000.0,37489160000.0,34912567000.0,50773970000.0,40751845000.0,40574874000.0
2080.0,39619875000.0,36642620000.0,33894574000.0,50120876000.0,40112234000.0,39966826000.0
2081.0,38581300000.0,35782880000.0,32722872000.0,49395016000.0,38779314000.0,39203790000.0
2082.0,37713592000.0,34721358000.0,31600420000.0,48785228000.0,37734520000.0,38445720000.0
2083.0,37103845000.0,34010122000.0,30881065000.0,48145314000.0,36795470000.0,37757297000.0
2084.0,36400144000.0,33224235000.0,29782086000.0,47379770000.0,35937760000.0,37108433000.0
2085.0,35263152000.0,32374938000.0,28906985000.0,46789796000.0,35191210000.0,36465218000.0
2086.0,34176010000.0,31638987000.0,27988376000.0,46163070000.0,34445517000.0,35846930000.0
2087.0,33169512000.0,30789736000.0,27134851000.0,45833700000.0,33269950000.0,35311210000.0
2088.0,32051370000.0,29853104000.0,26035480000.0,45226738000.0,32501973000.0,34777520000.0
2089.0,31362208000.0,29186580000.0,25040181000.0,44776964000.0,31464140000.0,34233033000.0
2090.0,30654618000.0,28374743000.0,24236255000.0,44063117000.0,30403830000.0,33890232000.0
2091.0,29796446000.0,27633291000.0,23356873000.0,43456066000.0,29499791000.0,33307994000.0
2092.0,29222124000.0,26941788000.0,22715310000.0,42846090000.0,28625293000.0,32498115000.0
2093.0,28636836000.0,26274458000.0,21978722000.0,42376390000.0,28016820000.0,31816575000.0
2094.0,27646589000.0,25788416000.0,21129710000.0,41789993000.0,27365222000.0,31370512000.0
2095.0,26792188000.0,25216672000.0,20168757000.0,41238140000.0,26555312000.0,30963556000.0
2096.0,26158154000.0,24629488000.0,19321264000.0,40737554000.0,26127820000.0,30517635000.0
2097.0,25347953000.0,24203252000.0,18664950000.0,40030660000.0,25353048000.0,30226026000.0
2098.0,24735388000.0,23824700000.0,17953038000.0,39440224000.0,24527190000.0,29679710000.0
2099.0,23779330000.0,23422249000.0,17185534000.0,38890670000.0,23904752000.0,29226187000.0
2100.0,23008821000.0,23067148000.0,16491785000.0,38289924000.0,23305468000.0,28867300000.0
2101.0,22174527000.0,22745410000.0,15753305000.0,37462470000.0,22665021000.0,28555850000.0
2102.0,21280885000.0,22537253000.0,15187541000.0,36834693000.0,22070761000.0,28232245000.0
2103.0,20611946000.0,22280229000.0,14495368000.0,36017410000.0,21395770000.0,27864076000.0
2104.0,19971006000.0,21667040000.0,13939293000.0,35469378000.0,20597518000.0,27490298000.0
2105.0,19439491000.0,21286017000.0,13461378000.0,34753630000.0,20098367000.0,27053009000.0
2106.0,18835310000.0,21011653000.0,12865634000.0,34218856000.0,19394724000.0,26660356000.0
2107.0,18106536000.0,20836614000.0,12464093000.0,33705402000.0,19068074000.0,26307604000.0
2108.0,17619274000.0,21096153000.0,11959362000.0,33285456000.0,18478550000.0,26003920000.0
2109.0,17092057000.0,20228022000.0,11480925000.0,33449255000.0,17910166000.0,25571420000.0
2110.0,16720407000.0,19934360000.0,11089902000.0,32810562000.0,17302548000.0,25301758000.0
2111.0,16061255000.0,19674241000.0,10560874000.0,32078512000.0,16605538000.0,25010692000.0
2112.0,15403335000.0,19442661000.0,10239044000.0,31446716000.0,16135269000.0,24547110000.0
2113.0,14695462000.0,19128392000.0,10017695000.0,30843304000.0,15670870000.0,24115399000.0
2114.0,14328892000.0,18775611000.0,9744525000.0,30132689000.0,15034454000.0,23684130000.0
2115.0,13831401000.0,18481950000.0,9419155000.0,29624205000.0,14585114000.0,23412607000.0
2116.0,13486209000.0,17845486000.0,9179621000.0,29096240000.0,14169640000.0,23068865000.0
2117.0,12917655000.0,17487573000.0,8855080000.0,28554640000.0,13874033000.0,22714026000.0
2118.0,12526583000.0,17154083000.0,8622779000.0,28533290000.0,13365008000.0,22392148000.0
2119.0,12164120000.0,16762368000.0,8361032700.0,27894060000.0,13116592000.0,22108484000.0
2120.0,11700320000.0,16369300000.0,8111573000.0,27453882000.0,12648266000.0,21889688000.0
2121.0,11223448000.0,16075870000.0,7904545300.0,26769610000.0,12443366000.0,21600418000.0
2122.0,10949829000.0,15638438000.0,7695093000.0,26181788000.0,11946787000.0,21294930000.0
2123.0,10642966000.0,16076834000.0,7493561300.0,25670883000.0,11670614000.0,21016748000.0
2124.0,10369082000.0,15643730000.0,7370452000.0,25293906000.0,11390112000.0,20817162000.0
2125.0,10133189000.0,14988998000.0,7235221000.0,24878516000.0,11084999000.0,20537690000.0
2126.0,9839139000.0,14643336000.0,7122896400.0,24329904000.0,10863000000.0,20235473000.0
2127.0,9521666000.0,14284798000.0,6953970000.0,23735044000.0,10598063000.0,20040036000.0
2128.0,9273851000.0,13897600000.0,6805166000.0,23251925000.0,10214401000.0,19771440000.0
2129.0,8991127000.0,13489434000.0,6445250000.0,22785217000.0,9937827000.0,19576891000.0
2130.0,8697377000.0,13201492000.0,6273450500.0,22276120000.0,9812673000.0,19372112000.0
2131.0,8485691000.0,12799145000.0,6067659000.0,21682694000.0,9595440000.0,19020070000.0
2132.0,8220219400.0,12545321000.0,5821312500.0,21161460000.0,9473418000.0,18766146000.0
2133.0,8098896400.0,12256416000.0,5695488500.0,20547994000.0,9094583000.0,18510748000.0
2134.0,7944721000.0,11911947000.0,5595193300.0,19931722000.0,8783034000.0,18237948000.0
2135.0,7752333300.0,11690622000.0,5451048400.0,19468630000.0,8584545000.0,17967716000.0
2136.0,7590138000.0,11514570000.0,5378320400.0,18891612000.0,8443089400.0,17765356000.0
2137.0,7492625400.0,11340814000.0,5299984400.0,18497180000.0,8336657000.0,17507052000.0
2138.0,7253451300.0,11173973000.0,5154048000.0,17935841000.0,8162162700.0,17302575000.0
2139.0,7179628500.0,11033498000.0,5004617000.0,17624422000.0,8018472000.0,17138485000.0
2140.0,6980567600.0,10883026000.0,4842893300.0,17271276000.0,7857175000.0,16863824000.0
2141.0,6833202000.0,10706677000.0,4650041300.0,16800388000.0,7681558500.0,16650260000.0
2142.0,6736358400.0,10714369000.0,4403902500.0,16372540000.0,7475802000.0,16525508000.0
2143.0,6691620000.0,10486685000.0,4244709600.0,16105597000.0,7403429000.0,16442286000.0
2144.0,6602509000.0,10310945000.0,4074234600.0,15873779000.0,7203088400.0,16175718000.0
2145.0,6486189000.0,10234189000.0,3993654300.0,15670877000.0,7099597000.0,16056376000.0
2146.0,6402406400.0,10080112000.0,3948201200.0,15262949000.0,6957662700.0,15957448000.0
2147.0,6318729000.0,9963428000.0,3879979500.0,14871530000.0,6797014000.0,15740072000.0
2148.0,6140892700.0,9847688000.0,3808730000.0,14576087000.0,6670461000.0,15614872000.0
2149.0,6079448600.0,9661469000.0,3757086200.0,14312041000.0,6549027000.0,15534065000.0
2150.0,6003463700.0,9563696000.0,3707432000.0,14059411000.0,6452439000.0,15406234000.0
2151.0,5817574400.0,9478449000.0,3700012800.0,13793774000.0,6336332000.0,15243748000.0
2152.0,5711414300.0,9248326000.0,3641489400.0,13384703000.0,6200207000.0,15144679000.0
2153.0,5592205000.0,9147204000.0,3592816400.0,13194334000.0,6165321000.0,14997898000.0
2154.0,5453751300.0,8906817000.0,3579833300.0,12997605000.0,6084254000.0,14860061000.0
2155.0,5228720600.0,8719419000.0,3523800800.0,12817548000.0,5994890000.0,14706755000.0
2156.0,5189432300.0,8590766000.0,3488858600.0,12485729000.0,5929215000.0,14613840000.0
2157.0,5073574400.0,8395366000.0,3455344400.0,12215945000.0,5850986500.0,14524533000.0
2158.0,4958049300.0,8072957400.0,3446329300.0,11967458000.0,5757273600.0,14398525000.0
2159.0,4837464600.0,7900672500.0,3410220300.0,11827220000.0,5700521500.0,14308257000.0
2160.0,4775033300.0,7731091500.0,3378037000.0,11682756000.0,5607018000.0,14233438000.0
2161.0,4618776600.0,7631373000.0,3324955400.0,11424441000.0,5432174600.0,14138774000.0
2162.0,4372283400.0,7455092700.0,3284996600.0,11247343000.0,5332831700.0,14074584000.0
2163.0,4218571800.0,7196282400.0,3264457200.0,10980076000.0,5285760000.0,13927792000.0
2164.0,3918658600.0,6960124400.0,3214335200.0,10783188000.0,5185150500.0,13845344000.0
2165.0,3694523400.0,6775848000.0,3141438500.0,10566940000.0,5016786000.0,13773194000.0
2166.0,3578474800.0,6675007500.0,3081993000.0,10441997000.0,4934185000.0,13700663000.0
2167.0,3523506400.0,6580629000.0,2943671800.0,10239219000.0,4794081300.0,13580216000.0
2168.0,3394454300.0,6435188000.0,2795210500.0,10135028000.0,4717445000.0,13430561000.0
2169.0,3264217600.0,6036063000.0,2696746000.0,9930770000.0,4474783000.0,13375802000.0
2170.0,3025417200.0,5739291000.0,2617720800.0,9768336000.0,4321138700.0,13266656000.0
2171.0,2923325000.0,5628258000.0,2451786500.0,9709871000.0,4231130000.0,13193858000.0
2172.0,2890028800.0,5416436000.0,2274563000.0,9627307000.0,4081713700.0,13136980000.0
2173.0,2855451100.0,5273662000.0,2156491500.0,9486700000.0,3944457700.0,12996979000.0
2174.0,2772827400.0,5262655000.0,2063328300.0,9435246000.0,3747433700.0,12889956000.0
2175.0,2746104600.0,5271087000.0,1839261000.0,9294829000.0,3508878600.0,12791814000.0
2176.0,2693992200.0,5254751000.0,1557711700.0,9207243000.0,3316020000.0,12738838000.0
2177.0,2641553000.0,5210700000.0,1533400800.0,9151620000.0,3125554400.0,12668663000.0
2178.0,2603746800.0,5194286000.0,1517770800.0,9026483000.0,3055165200.0,12541191000.0
2179.0,2568371500.0,5143474700.0,1494740100.0,8938457000.0,2864590300.0,12434002000.0
2180.0,2555798000.0,5107189000.0,1430255900.0,8847868000.0,2491872800.0,12299022000.0
2181.0,2523504600.0,5092688400.0,1409772700.0,8757941000.0,2377440300.0,12218921000.0
2182.0,2567977500.0,4977681000.0,1404263600.0,8649037000.0,2347061200.0,12123022000.0
2183.0,2468322300.0,4969121300.0,1398110100.0,8579108000.0,2340282000.0,12041395000.0
2184.0,2426206500.0,4964763000.0,1376597200.0,8528633300.0,2312267500.0,11932055000.0
2185.0,2582623500.0,4940038700.0,1363898000.0,8451810300.0,2259572500.0,11772382000.0
2186.0,2451997000.0,4923216400.0,1353808600.0,8278889500.0,2212878800.0,11702116000.0
2187.0,2447106800.0,4927399000.0,1322764300.0,8203018000.0,2198416100.0,11569635000.0
2188.0,2341444400.0,4863758000.0,1295873300.0,8092085000.0,2187985400.0,11455116000.0
2189.0,2311581400.0,4856123400.0,1280871000.0,8050907600.0,2185838000.0,11380837000.0
2190.0,2385309000.0,4827955700.0,1272307600.0,8029923300.0,2156059600.0,11273384000.0
2191.0,2307676200.0,4778748000.0,1258918700.0,7954937000.0,2116948000.0,11198985000.0
2192.0,2304063500.0,4731306000.0,1256283400.0,7915731000.0,2045139600.0,11076678000.0
2193.0,2262034200.0,4675407000.0,1249056000.0,7843646500.0,2050322700.0,11033129000.0
2194.0,2211950300.0,4649173000.0,1248749300.0,7778670000.0,2028862600.0,10955948000.0
2195.0,2148929500.0,4625637000.0,1238801800.0,7730267000.0,2034717300.0,10877345000.0
2196.0,2114146000.0,4620536000.0,1237051800.0,7701726000.0,2024949500.0,10844317000.0
2197.0,2222909700.0,4604419600.0,1208019000.0,7667261400.0,2013212300.0,10746684000.0
2198.0,2145916000.0,4604322000.0,1195106800.0,7553621500.0,2019993000.0,10628528000.0
2199.0,2060523500.0,4561850400.0,1191664800.0,7451738000.0,1976626400.0,10535309000.0
2200.0,2033289700.0,4514192000.0,1186627200.0,7356154000.0,1969923500.0,10473982000.0
2201.0,2026128600.0,4513916400.0,1173163900.0,7306683400.0,1926075900.0,10394871000.0
2202.0,2012457200.0,4502030300.0,1166704500.0,7226100700.0,2108929900.0,10355641000.0
2203.0,1964823400.0,4513416700.0,1156393900.0,7188826000.0,1979840500.0,10290578000.0
2204.0,2007892000.0,4568073000.0,1140392300.0,7155924000.0,1912172200.0,10180647000.0
2205.0,1934183200.0,4500993500.0,1139539300.0,7090840000.0,1900314500.0,10080099000.0
2206.0,1930774400.0,4497344500.0,1142022400.0,7042947000.0,1878414100.0,10045192000.0
2207.0,1988715000.0,4500403700.0,1133550100.0,6933687000.0,1895064200.0,9992613000.0
2208.0,1905966500.0,4439606000.0,1140649700.0,6906230000.0,1960423800.0,9907432000.0
2209.0,1993267500.0,4416075000.0,1132804500.0,6736820700.0,1841595800.0,9845550000.0
2210.0,1882774400.0,4391169500.0,1131967200.0,6652706300.0,2004611600.0,9730767000.0
2211.0,1879947600.0,4368483300.0,1097436500.0,6757908000.0,1948012800.0,9656064000.0
2212.0,1910428400.0,4342077000.0,1069145000.0,6536991000.0,1906006500.0,9537402000.0
2213.0,1867743200.0,4264877000.0,1056498800.0,6475663400.0,1838343300.0,9444909000.0
2214.0,1853104000.0,4163662300.0,1067736400.0,6369257000.0,1833974700.0,9341250000.0
2215.0,1911173800.0,3734870800.0,1039392700.0,6299334000.0,1819654700.0,9331209000.0
2216.0,1846234400.0,3422567700.0,1015017500.0,6239869000.0,1830906400.0,9165859000.0
2217.0,1835760500.0,3305905200.0,1002494660.0,6242143700.0,1801333600.0,9150577000.0
2218.0,1834678800.0,3445152300.0,995556700.0,6145312300.0,1862132100.0,9120133000.0
2219.0,1826098800.0,3485016600.0,992464400.0,6043654700.0,1793237500.0,9070397000.0
2220.0,1888002000.0,3340371200.0,983547200.0,5911000600.0,1798943000.0,9036215000.0
2221.0,1792936000.0,3095332900.0,971141700.0,5821584000.0,1769383300.0,9008474000.0
2222.0,1847943400.0,2239824000.0,965371000.0,5715697000.0,1771693800.0,8982608000.0
2223.0,1789409300.0,2428214800.0,951225200.0,5587731000.0,1736519800.0,8969875000.0
2224.0,1784034400.0,2285439200.0,951160500.0,5537034000.0,1971136000.0,8934401000.0
2225.0,1799427500.0,1574353400.0,952413440.0,5429759500.0,1733792000.0,8979097000.0
2226.0,1767959000.0,1384084200.0,948858400.0,5272930300.0,1731249500.0,8859510000.0
2227.0,1762324200.0,1206551700.0,944069500.0,5174428700.0,1719018600.0,8801382000.0
2228.0,1760804200.0,1436781600.0,979924400.0,5095630000.0,1722994000.0,8727430000.0
2229.0,1764110100.0,1924693900.0,941289800.0,5064079400.0,1718165600.0,8695955000.0
2230.0,1723539000.0,2175774700.0,936520500.0,5012564500.0,1691001000.0,8723836000.0
2231.0,1720146000.0,1751386500.0,922026430.0,4929349600.0,1693192600.0,8594065000.0
2232.0,1720251300.0,1475136900.0,928660160.0,4819106000.0,1688124700.0,8587151400.0
2233.0,1717800800.0,1491927700.0,921589060.0,4790744600.0,1687163900.0,8585989000.0
2234.0,1696825900.0,1042612100.0,932272500.0,4686873600.0,1770262700.0,8578275300.0
2235.0,1701623900.0,1032221600.0,915085440.0,4609668000.0,1681578500.0,8570202000.0
2236.0,1667728000.0,880439200.0,909242240.0,4546439700.0,1679407500.0,8523187000.0
2237.0,1674306700.0,1069884300.0,906049300.0,4424605000.0,1665591400.0,8517288000.0
2238.0,1742960000.0,867830000.0,899091700.0,4312730000.0,1770651000.0,8492032500.0
2239.0,1665363700.0,1166894100.0,898057700.0,4270050800.0,1662805500.0,8458464000.0
2240.0,1634752800.0,852126200.0,863139600.0,4267690500.0,1661478000.0,8420167700.0
2241.0,1631780600.0,851369540.0,857557700.0,4221941500.0,1659416700.0,8371676000.0
2242.0,1626781000.0,1207835900.0,856521540.0,4223892700.0,1641393500.0,8349840000.0
2243.0,1585551600.0,853184100.0,844465300.0,4157122600.0,1639792600.0,8271845000.0
2244.0,1580838300.0,859541400.0,842638300.0,4102992100.0,1628106900.0,8171470300.0
2245.0,1574380800.0,1113149400.0,845495550.0,4101833000.0,1674127500.0,8110867500.0
2246.0,1570515300.0,906564860.0,840789900.0,4110567000.0,1610959000.0,8064689000.0
2247.0,1559788500.0,2225969000.0,837276300.0,4093431600.0,1590784400.0,7959765000.0
2248.0,1535788200.0,1505049000.0,836151800.0,4077206500.0,1595487600.0,7883507700.0
2249.0,1529511800.0,1026428600.0,836494200.0,4245613800.0,1549619300.0,7855434000.0
2250.0,1530815000.0,844961300.0,835971840.0,4087625500.0,1537305100.0,7820406000.0
2251.0,1527342800.0,846316740.0,837125200.0,4081904600.0,1532576600.0,7799015400.0
2252.0,1517331600.0,1143403000.0,833378240.0,4081326000.0,1542518500.0,7754999000.0
2253.0,1487290600.0,855398000.0,834095740.0,4044992800.0,1527734800.0,7657706000.0
2254.0,1485718900.0,1311063800.0,827862000.0,4037848800.0,1514356000.0,7644226600.0
2255.0,1511898200.0,1716533900.0,832386500.0,4016407300.0,1496429300.0,7605455000.0
2256.0,1489104600.0,1241047000.0,825028860.0,4035867000.0,1561092200.0,7532779000.0
2257.0,1442885100.0,1304567900.0,824842750.0,4160305400.0,1600822400.0,7425480700.0
2258.0,1457629400.0,1499875700.0,823105540.0,4115735800.0,1533482600.0,7367396400.0
2259.0,1412850300.0,1264766600.0,822100350.0,4037180000.0,1526797400.0,7312291000.0
2260.0,1417017900.0,999887040.0,822597400.0,3991004700.0,1525045400.0,7301670400.0
2261.0,1416732900.0,919648900.0,813400640.0,3946697000.0,1546891000.0,7291179000.0
2262.0,1489713700.0,915536700.0,802262600.0,4015199500.0,1525021600.0,7222753000.0
2263.0,1455312500.0,853651260.0,799462340.0,4123089400.0,1512944500.0,7217245700.0
2264.0,1654801700.0,815651900.0,799474900.0,4053991700.0,1510703400.0,7206704000.0
2265.0,1534798100.0,816716740.0,792809900.0,3976725800.0,1493925600.0,7192812500.0
2266.0,1605294000.0,780370100.0,781202700.0,3965404400.0,1525529500.0,7186146000.0
2267.0,1462214800.0,787685570.0,783180740.0,4014969300.0,1467834800.0,7082880500.0
2268.0,1457180900.0,721469060.0,779992060.0,3980917800.0,1464461200.0,7047552500.0
2269.0,1455565200.0,994046850.0,778214200.0,3957395700.0,1531346200.0,7021245400.0
2270.0,1448317600.0,824796600.0,776548030.0,3947174100.0,1459054000.0,7027195000.0
2271.0,1448023800.0,1815893800.0,774100350.0,3962196000.0,1451246800.0,7004256000.0
2272.0,1449354600.0,1191658400.0,774577660.0,3954832600.0,1439195100.0,6994388500.0
2273.0,1440864400.0,799572700.0,772789000.0,3931987500.0,1436745600.0,6978979000.0
2274.0,1442714500.0,1490080300.0,766467260.0,3954998300.0,1437133000.0,6927986000.0
2275.0,1443464600.0,1375959300.0,762683970.0,3946258000.0,1435449200.0,6903856000.0
2276.0,1477285500.0,1571794000.0,762161900.0,3943564800.0,1429581600.0,6850267000.0
2277.0,1548093300.0,981194100.0,762708740.0,3948815000.0,1413326600.0,6823228400.0
2278.0,1440823800.0,1166827900.0,762369540.0,3994549000.0,1412857200.0,6815180000.0
2279.0,1419584800.0,739412600.0,758501250.0,3926204000.0,1518815200.0,6832090000.0
2280.0,1425998100.0,745292800.0,768187100.0,3904658700.0,1401728500.0,6822435000.0
2281.0,1525386100.0,723317570.0,775504060.0,3916290800.0,1417284100.0,6782733300.0
2282.0,1436387100.0,719369200.0,748460540.0,3907863800.0,1382062100.0,6762308000.0
2283.0,1435552600.0,731589760.0,754176900.0,3901070000.0,1381524200.0,6741286400.0
2284.0,1574210000.0,746102340.0,747551100.0,3906084400.0,1379161200.0,6747404300.0
2285.0,1467474800.0,961480640.0,735127360.0,3900769500.0,1389575000.0,6761521000.0
2286.0,1463039700.0,821857540.0,733952600.0,3888468200.0,1350291500.0,6688766000.0
2287.0,1437881000.0,874556000.0,720752800.0,3888478200.0,1435587100.0,6635159000.0
2288.0,1443461800.0,711501800.0,720358900.0,3885961000.0,1353738000.0,6623936500.0
2289.0,1418042100.0,1973542500.0,781086700.0,3885587700.0,1340590200.0,6620253700.0
2290.0,1418884200.0,1958058800.0,718399040.0,3893719800.0,1415923800.0,6641587000.0
2291.0,1418488000.0,1581531900.0,731649150.0,3876283000.0,1309499600.0,6614653000.0
2292.0,1408789600.0,742841700.0,753576960.0,3884615700.0,1309584500.0,6613852000.0
2293.0,1390997200.0,729086500.0,797423360.0,3867986700.0,1300524000.0,6614042600.0
2294.0,1764033400.0,729627700.0,790545900.0,3866576000.0,1290162700.0,6608361000.0
2295.0,1429727200.0,674133200.0,763553600.0,3866833200.0,1288506000.0,6595906000.0
2296.0,1402275600.0,665094900.0,759780200.0,3857128400.0,1288697100.0,6579551000.0
