time,INM-CM5-0,CAMS-CSM1-0,BCC-CSM2-MR,CESM2,MPI-ESM1-2-HR,FGOALS-F3-L,ACCESS-CM2,EC-EARTH3-VEG,GFDL-ESM4,NORESM2-MM,IPSL-CM6A-LR,CESM2-WACCM,CANESM5,ACCESS-ESM1-5,MRI-ESM2-0,INM-CM4-8,EC-EARTH3
2014.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0
2015.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0
2016.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0
2017.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0
2018.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0
2019.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0
2020.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0
2021.0,33685502000.0,33685424000.0,33698355000.0,33686116000.0,33690935000.0,33687652000.0,33702386000.0,33675655000.0,33712423000.0,33691607000.0,33677357000.0,33691988000.0,33683687000.0,33701456000.0,33707545000.0,33688816000.0,33676952000.0
2022.0,33680220000.0,33675553000.0,33688721000.0,33670340000.0,33682633000.0,33668352000.0,33674465000.0,33653709000.0,33686204000.0,33686700000.0,33663035000.0,33687304000.0,33654923000.0,33685260000.0,33697575000.0,33681203000.0,33647020000.0
2023.0,33659974000.0,33660453000.0,33679618000.0,33656297000.0,33720365000.0,33652077000.0,33661980000.0,33614109000.0,33677748000.0,33705863000.0,33668588000.0,33685109000.0,33629727000.0,33675764000.0,33689250000.0,33702234000.0,33604405000.0
2024.0,33631013000.0,33654487000.0,33658290000.0,33639444000.0,33655610000.0,33639432000.0,33649953000.0,33593532000.0,33672860000.0,33684945000.0,33640884000.0,33670767000.0,33589710000.0,33656472000.0,33681195000.0,33672178000.0,33558737000.0
2025.0,33652382000.0,33640230000.0,33667727000.0,33614910000.0,33635936000.0,33629802000.0,33631894000.0,33547061000.0,33660185000.0,33668997000.0,33622634000.0,33658532000.0,33547788000.0,33644792000.0,33661585000.0,33662685000.0,33531668000.0
2026.0,33615393000.0,33625326000.0,33636782000.0,33585180000.0,33610975000.0,33617890000.0,33618287000.0,33506912000.0,33640403000.0,33653152000.0,33604805000.0,33661889000.0,33461457000.0,33621991000.0,33643639000.0,33652535000.0,33477097000.0
2027.0,33583555000.0,33599783000.0,33614723000.0,33564553000.0,33594655000.0,33595687000.0,33593608000.0,33449937000.0,33621162000.0,33634195000.0,33583995000.0,33652187000.0,33389896000.0,33610370000.0,33614225000.0,33632653000.0,33410773000.0
2028.0,33548087000.0,33576000000.0,33602677000.0,33543879000.0,33573134000.0,33579002000.0,33564439000.0,33392440000.0,33604956000.0,33629102000.0,33554903000.0,33702770000.0,33261955000.0,33599578000.0,33591665000.0,33617543000.0,33365426000.0
2029.0,33503212000.0,33532970000.0,33562993000.0,33506544000.0,33554061000.0,33527253000.0,33544544000.0,33307548000.0,33579043000.0,33604635000.0,33521540000.0,33642496000.0,33182370000.0,33594116000.0,33568905000.0,33604856000.0,33306438000.0
2030.0,33459304000.0,33514981000.0,33549758000.0,33469852000.0,33526088000.0,33505204000.0,33497043000.0,33255810000.0,33556873000.0,33568842000.0,33507230000.0,33632608000.0,33113250000.0,33566149000.0,33517396000.0,33586504000.0,33210135000.0
2031.0,33387796000.0,33502860000.0,33514922000.0,33439527000.0,33513914000.0,33457912000.0,33458639000.0,33197883000.0,33545566000.0,33555933000.0,33462591000.0,33612160000.0,32938760000.0,33556611000.0,33493328000.0,33583837000.0,33154140000.0
2032.0,33347656000.0,33487233000.0,33509720000.0,33416510000.0,33488810000.0,33434694000.0,33426485000.0,33148586000.0,33504220000.0,33544413000.0,33429000000.0,33592398000.0,32838273000.0,33564426000.0,33470622000.0,33566542000.0,33056254000.0
2033.0,33302954000.0,33444884000.0,33473660000.0,33390496000.0,33449680000.0,33397539000.0,33396838000.0,33111180000.0,33479520000.0,33542136000.0,33391458000.0,33574332000.0,32702208000.0,33535201000.0,33434784000.0,33544933000.0,32995545000.0
2034.0,33277210000.0,33423477000.0,33460337000.0,33339965000.0,33448080000.0,33321976000.0,33372908000.0,33025907000.0,33461180000.0,33522694000.0,33326582000.0,33560168000.0,32484596000.0,33545925000.0,33389015000.0,33522516000.0,32866478000.0
2035.0,33235677000.0,33387930000.0,33416475000.0,33306257000.0,33454760000.0,33282980000.0,33329433000.0,32975645000.0,33436398000.0,33541570000.0,33270413000.0,33535787000.0,32278809000.0,33515188000.0,33330123000.0,33551590000.0,32789170000.0
2036.0,33135186000.0,33350765000.0,33396410000.0,33270395000.0,33375048000.0,33251248000.0,33275314000.0,32921020000.0,33404166000.0,33494139000.0,33235200000.0,33520310000.0,32129485000.0,33495155000.0,33283439000.0,33512798000.0,32655241000.0
2037.0,33074573000.0,33325924000.0,33365699000.0,33218527000.0,33344426000.0,33217630000.0,33174350000.0,32886254000.0,33396496000.0,33473208000.0,33165203000.0,33505767000.0,31834749000.0,33509825000.0,33204132000.0,33502913000.0,32550560000.0
2038.0,33019828000.0,33286496000.0,33302018000.0,33181733000.0,33332834000.0,33176492000.0,33102316000.0,32831044000.0,33385507000.0,33442806000.0,33078910000.0,33473989000.0,31642333000.0,33487288000.0,33163397000.0,33482367000.0,32450260000.0
2039.0,32973472000.0,33211607000.0,33261939000.0,33146020000.0,33309106000.0,33153067000.0,33024289000.0,32803170000.0,33321325000.0,33392318000.0,33019435000.0,33457349000.0,31347440000.0,33467329000.0,33072849000.0,33470181000.0,32254775000.0
2040.0,32953186000.0,33161646000.0,33194189000.0,33099174000.0,33274774000.0,33087250000.0,32941296000.0,32770642000.0,33310622000.0,33380401000.0,32967283000.0,33417896000.0,31034120000.0,33484634000.0,32992254000.0,33448602000.0,32123832000.0
2041.0,32892785000.0,33103710000.0,33166555000.0,33031598000.0,33259889000.0,33010260000.0,32807696000.0,32729604000.0,33287727000.0,33357867000.0,32896700000.0,33369737000.0,30711804000.0,33456353000.0,32886233000.0,33443670000.0,31982926000.0
2042.0,32802636000.0,33031287000.0,33139743000.0,32930509000.0,33194840000.0,32941455000.0,32708491000.0,32666917000.0,33268630000.0,33331894000.0,32816263000.0,33345128000.0,30316093000.0,33443279000.0,32828103000.0,33423180000.0,31859597000.0
2043.0,32780925000.0,33009365000.0,33122712000.0,32861168000.0,33139644000.0,32894910000.0,32581276000.0,32595160000.0,33235986000.0,33318179000.0,32704820000.0,33304545000.0,29897610000.0,33420114000.0,32763447000.0,33409243000.0,31703452000.0
2044.0,32723096000.0,32917436000.0,33075735000.0,32792267000.0,33059688000.0,32905638000.0,32471603000.0,32570790000.0,33201228000.0,33289580000.0,32615827000.0,33223810000.0,29436969000.0,33392028000.0,32673819000.0,33390258000.0,31534623000.0
2045.0,32671859000.0,32873680000.0,32975028000.0,32727765000.0,33011757000.0,32861426000.0,32348533000.0,32508300000.0,33178570000.0,33250060000.0,32558322000.0,33160002000.0,28967567000.0,33368359000.0,32594321000.0,33361592000.0,31351218000.0
2046.0,32625398000.0,32821404000.0,32939106000.0,32660435000.0,32933077000.0,32799117000.0,32155255000.0,32433447000.0,33139233000.0,33173901000.0,32468850000.0,33117602000.0,28551043000.0,33338022000.0,32451527000.0,33345851000.0,31129006000.0
2047.0,32574962000.0,32773650000.0,32880394000.0,32543697000.0,32873376000.0,32735498000.0,32008921000.0,32362574000.0,33116418000.0,33141066000.0,32341357000.0,33051810000.0,28099672000.0,33271890000.0,32284910000.0,33331698000.0,30949972000.0
2048.0,32508238000.0,32726438000.0,32813445000.0,32466686000.0,32801774000.0,32644987000.0,31810830000.0,32272787000.0,33037615000.0,33112662000.0,32252170000.0,32997186000.0,27578300000.0,33234977000.0,32114434000.0,33331980000.0,30794720000.0
2049.0,32411027000.0,32672438000.0,32760637000.0,32364760000.0,32761444000.0,32553878000.0,31576218000.0,32190757000.0,33015697000.0,33058755000.0,32111790000.0,32936581000.0,27139895000.0,33186250000.0,31956804000.0,33259846000.0,30621934000.0
2050.0,32348010000.0,32623774000.0,32712100000.0,32278292000.0,32775380000.0,32475382000.0,31393307000.0,32094353000.0,32991257000.0,33011940000.0,32090600000.0,32890954000.0,26620260000.0,33158642000.0,31810165000.0,33210726000.0,30478813000.0
2051.0,32245723000.0,32569737000.0,32644375000.0,32162867000.0,32676090000.0,32422801000.0,31217394000.0,32041857000.0,32925520000.0,32965593000.0,31912657000.0,32855644000.0,26058975000.0,33130715000.0,31718281000.0,33186370000.0,30332822000.0
2052.0,32198218000.0,32629930000.0,32593023000.0,32095120000.0,32623116000.0,32290100000.0,31073470000.0,31971248000.0,32902800000.0,32912808000.0,31801094000.0,32796412000.0,25487733000.0,33086845000.0,31489792000.0,33141955000.0,30213276000.0
2053.0,32116000000.0,32468156000.0,32548698000.0,31986926000.0,32556882000.0,32242477000.0,30959600000.0,31922676000.0,32851786000.0,32876526000.0,31658930000.0,32764006000.0,25036680000.0,33029906000.0,31307207000.0,33095289000.0,29993304000.0
2054.0,32070365000.0,32389960000.0,32459660000.0,31849804000.0,32467425000.0,32184007000.0,30770022000.0,31784081000.0,32823343000.0,32828817000.0,31497351000.0,32703869000.0,24607226000.0,32983902000.0,31093942000.0,33056672000.0,29795490000.0
2055.0,31989232000.0,32312605000.0,32403940000.0,31780921000.0,32400656000.0,32063451000.0,30648120000.0,31722924000.0,32792523000.0,32819650000.0,31456627000.0,32626910000.0,24172591000.0,32919095000.0,30981951000.0,33003753000.0,29684982000.0
2056.0,31952056000.0,32245068000.0,32356364000.0,31671402000.0,32333316000.0,32021457000.0,30484255000.0,31628190000.0,32732590000.0,32710779000.0,31461292000.0,32528245000.0,23736003000.0,32877790000.0,30746850000.0,32944740000.0,29487448000.0
2057.0,31889800000.0,32222818000.0,32270592000.0,31571102000.0,32271624000.0,31965233000.0,30294315000.0,31512430000.0,32692304000.0,32645433000.0,31187520000.0,32423418000.0,23312746000.0,32849619000.0,30523740000.0,32855525000.0,29285440000.0
2058.0,31842669000.0,32153143000.0,32201087000.0,31455425000.0,32220244000.0,31898294000.0,30131173000.0,31390257000.0,32640514000.0,32586387000.0,31011682000.0,32374209000.0,22858840000.0,32774990000.0,30266315000.0,32810353000.0,29167096000.0
2059.0,31752454000.0,32066406000.0,32125900000.0,31313973000.0,32108130000.0,31780910000.0,29980328000.0,31237750000.0,32592420000.0,32555897000.0,30832775000.0,32288586000.0,22366175000.0,32716159000.0,30017602000.0,32748040000.0,29027414000.0
2060.0,31636617000.0,32047026000.0,32011688000.0,31174280000.0,31976858000.0,31709544000.0,29830736000.0,31017770000.0,32592333000.0,32513040000.0,30700866000.0,32215740000.0,21914841000.0,32671072000.0,29744275000.0,32703046000.0,28928104000.0
2061.0,31549024000.0,31940276000.0,31962840000.0,31065540000.0,31843777000.0,31689700000.0,29631867000.0,30864464000.0,32545073000.0,32431729000.0,30577498000.0,32141566000.0,21448114000.0,32630899000.0,29540096000.0,32654975000.0,28760836000.0
2062.0,31460196000.0,31871994000.0,31875723000.0,30932574000.0,31754576000.0,31557632000.0,29426559000.0,30664251000.0,32455197000.0,32352380000.0,30471066000.0,32046072000.0,21059970000.0,32582050000.0,29278890000.0,32619700000.0,28608276000.0
2063.0,31413629000.0,31838620000.0,31772930000.0,30786610000.0,31662471000.0,31476767000.0,29239146000.0,30455343000.0,32410745000.0,32251363000.0,30301340000.0,31999250000.0,20665532000.0,32547960000.0,29062940000.0,32564169000.0,28392362000.0
2064.0,31271395000.0,31726650000.0,31715213000.0,30541773000.0,31533883000.0,31404530000.0,29022708000.0,30271648000.0,32347505000.0,32093030000.0,30197699000.0,31926157000.0,20287853000.0,32510306000.0,28766110000.0,32475462000.0,28221522000.0
2065.0,31196875000.0,31686945000.0,31581895000.0,30376810000.0,31401495000.0,31369863000.0,28806535000.0,30070140000.0,32287885000.0,31994941000.0,30026512000.0,31862925000.0,19975578000.0,32444932000.0,28481673000.0,32351613000.0,28064725000.0
2066.0,31084175000.0,31579812000.0,31461173000.0,30264195000.0,31289268000.0,31220400000.0,28614191000.0,29893351000.0,32177312000.0,31914803000.0,29870550000.0,31780608000.0,19666074000.0,32398072000.0,28179966000.0,32293091000.0,27839085000.0
2067.0,31020739000.0,31513313000.0,31369726000.0,30187670000.0,31177173000.0,31117593000.0,28399974000.0,29748873000.0,32101476000.0,31865630000.0,29720906000.0,31695014000.0,19352574000.0,32319896000.0,27901910000.0,32231537000.0,27630060000.0
2068.0,30860646000.0,31426350000.0,31348263000.0,30039468000.0,31022120000.0,30988765000.0,28226054000.0,29552900000.0,32038072000.0,31806530000.0,29540268000.0,31612731000.0,18961500000.0,32207217000.0,27662279000.0,32234279000.0,27425612000.0
2069.0,30744678000.0,31343720000.0,31231324000.0,29887767000.0,30945057000.0,30910580000.0,27991658000.0,29334768000.0,31986524000.0,31736105000.0,29461504000.0,31496554000.0,18516957000.0,32078279000.0,27419500000.0,32119908000.0,27234435000.0
2070.0,30657235000.0,31248357000.0,31164858000.0,29760743000.0,30823279000.0,30879128000.0,27785406000.0,29121389000.0,31891333000.0,31669170000.0,29275533000.0,31380742000.0,18076426000.0,31909755000.0,27104406000.0,32064588000.0,26936664000.0
2071.0,30610210000.0,31160642000.0,31043764000.0,29601210000.0,30737582000.0,30765228000.0,27543249000.0,28887364000.0,31803066000.0,31581135000.0,29143900000.0,31292530000.0,17696158000.0,31802350000.0,26762918000.0,31997544000.0,26654970000.0
2072.0,30540747000.0,31072084000.0,31003562000.0,29503980000.0,30679200000.0,30694523000.0,27323718000.0,28643783000.0,31760523000.0,31505830000.0,28861032000.0,31189238000.0,17249006000.0,31675163000.0,26510619000.0,31927400000.0,26266680000.0
2073.0,30440997000.0,30967204000.0,30903648000.0,29377604000.0,30580128000.0,30605914000.0,27086100000.0,28483168000.0,31679860000.0,31452996000.0,28660582000.0,31060644000.0,16818568000.0,31542948000.0,26125996000.0,31816389000.0,26024442000.0
2074.0,30332365000.0,30878624000.0,30825420000.0,29239097000.0,30471580000.0,30524520000.0,27018168000.0,28249084000.0,31640410000.0,31438990000.0,28539146000.0,30947633000.0,16495450000.0,31443812000.0,25863074000.0,31769618000.0,25765840000.0
2075.0,30198483000.0,30824813000.0,30740940000.0,29051503000.0,30331224000.0,30455437000.0,26701668000.0,28067205000.0,31584872000.0,31298466000.0,28312777000.0,30848887000.0,16140213000.0,31304804000.0,25663463000.0,31692470000.0,25422828000.0
2076.0,30050802000.0,30751054000.0,30618546000.0,28924242000.0,30250314000.0,30339110000.0,26507481000.0,27773719000.0,31535876000.0,31223500000.0,28149344000.0,30744451000.0,15792594000.0,31131003000.0,25409413000.0,31597510000.0,25157767000.0
2077.0,29965142000.0,30908813000.0,30509894000.0,28783878000.0,30093824000.0,30253720000.0,26298618000.0,27528264000.0,31474485000.0,31162143000.0,27940590000.0,30682982000.0,15461066000.0,30998139000.0,25187795000.0,31517820000.0,24860367000.0
2078.0,29862308000.0,30606486000.0,30394909000.0,28666800000.0,29966320000.0,30188728000.0,26104982000.0,27255964000.0,31427443000.0,31079152000.0,27798776000.0,30575368000.0,15121598000.0,30886510000.0,24991148000.0,31405543000.0,24633913000.0
2079.0,29790835000.0,30508833000.0,30254404000.0,28512230000.0,29815734000.0,30084993000.0,25837695000.0,26973735000.0,31375710000.0,30982978000.0,27603501000.0,30494400000.0,14769923000.0,30738719000.0,24731281000.0,31316972000.0,24358978000.0
2080.0,29677816000.0,30399520000.0,30164374000.0,28407106000.0,29770619000.0,30029371000.0,25659675000.0,26573920000.0,31325868000.0,30877889000.0,27343837000.0,30414240000.0,14382235000.0,30619716000.0,24510659000.0,31281342000.0,24148703000.0
2081.0,29588320000.0,30315833000.0,30080926000.0,28284174000.0,29690302000.0,29930246000.0,25371050000.0,26274218000.0,31260533000.0,30810080000.0,27192132000.0,30324658000.0,14030154000.0,30451319000.0,24310030000.0,31174873000.0,23955110000.0
2082.0,29439240000.0,30183782000.0,30000753000.0,28194783000.0,29526264000.0,29812625000.0,25226967000.0,25849520000.0,31148810000.0,30740455000.0,26962876000.0,30252986000.0,13654686000.0,30285320000.0,24089831000.0,31123888000.0,23736758000.0
2083.0,29292620000.0,30127718000.0,29890744000.0,28103903000.0,29395898000.0,29725096000.0,25015077000.0,25546404000.0,31078550000.0,30625389000.0,26767315000.0,30123147000.0,13312962000.0,30169346000.0,23890985000.0,31138800000.0,23536497000.0
2084.0,29156856000.0,30059248000.0,29839120000.0,27982797000.0,29252479000.0,29637595000.0,24778648000.0,25183720000.0,30962133000.0,30526499000.0,26591926000.0,30033408000.0,13001919000.0,30074590000.0,23651960000.0,30943793000.0,23334080000.0
2085.0,29073766000.0,29994619000.0,29761673000.0,27848970000.0,29137166000.0,29451650000.0,24549337000.0,24934298000.0,30911377000.0,30424693000.0,26448026000.0,29913358000.0,12693268000.0,29949452000.0,23491551000.0,30877104000.0,23166260000.0
2086.0,28906779000.0,29865167000.0,29663300000.0,27734070000.0,29042210000.0,29807178000.0,24195210000.0,24555720000.0,30846575000.0,30327892000.0,26309607000.0,29817272000.0,12369648000.0,29824440000.0,23302242000.0,30826154000.0,23035646000.0
2087.0,28820986000.0,29714130000.0,29525066000.0,27505025000.0,28869655000.0,29318752000.0,23952486000.0,24186941000.0,30775685000.0,30214683000.0,26122996000.0,29671057000.0,12008408000.0,29743710000.0,22998004000.0,30743220000.0,22868652000.0
2088.0,28692677000.0,29575498000.0,29462493000.0,27422013000.0,28709626000.0,29204890000.0,23684790000.0,23847805000.0,30699430000.0,30155547000.0,25932347000.0,29542840000.0,11748485000.0,29586924000.0,22790540000.0,30727293000.0,22642035000.0
2089.0,28646658000.0,29480770000.0,29392531000.0,27335600000.0,28571056000.0,29159016000.0,23477998000.0,23519324000.0,30597250000.0,30079066000.0,25769400000.0,29434378000.0,11489926000.0,29493584000.0,22552880000.0,30655406000.0,22416845000.0
2090.0,28514951000.0,29387395000.0,29307247000.0,27166771000.0,28409210000.0,29010530000.0,23209337000.0,23148340000.0,30541537000.0,29992421000.0,25590934000.0,29367490000.0,11274700000.0,29343855000.0,22484013000.0,30593966000.0,22265567000.0
2091.0,28524997000.0,29287848000.0,29186785000.0,27017142000.0,28310233000.0,29071415000.0,22937571000.0,22796384000.0,30460760000.0,29831115000.0,25418160000.0,29264665000.0,11054203000.0,29274642000.0,22229619000.0,30487683000.0,22026519000.0
2092.0,28378237000.0,29205830000.0,29119533000.0,26823586000.0,28166330000.0,28869210000.0,22629855000.0,22457080000.0,30386934000.0,29755736000.0,25281110000.0,29072108000.0,10802482000.0,29174532000.0,22152665000.0,30423314000.0,21894711000.0
2093.0,28490246000.0,29125892000.0,29181825000.0,26588674000.0,28024705000.0,28773988000.0,22285687000.0,22035675000.0,30330552000.0,29646832000.0,25111304000.0,28908634000.0,10551015000.0,29071479000.0,22042008000.0,30371207000.0,21935888000.0
2094.0,28250894000.0,29050307000.0,29014663000.0,26383573000.0,28014828000.0,28653674000.0,21978186000.0,21639051000.0,30263530000.0,29605446000.0,24968010000.0,28749402000.0,10208421000.0,28910620000.0,21744706000.0,30328797000.0,21640587000.0
2095.0,28105935000.0,28973636000.0,28945570000.0,26175594000.0,27974234000.0,28544369000.0,21560908000.0,21272775000.0,30188749000.0,29496970000.0,24852195000.0,28595073000.0,9963538000.0,28785433000.0,21594567000.0,30245011000.0,21536913000.0
2096.0,27972448000.0,28847116000.0,28962216000.0,25988217000.0,27826660000.0,28469103000.0,21267790000.0,21002596000.0,30131014000.0,29379370000.0,24687727000.0,28432105000.0,9675310000.0,28683983000.0,21370212000.0,30179066000.0,21337823000.0
2097.0,27928007000.0,28774810000.0,28753766000.0,25850690000.0,27702508000.0,28373037000.0,20961274000.0,20692730000.0,30181421000.0,29232464000.0,24522516000.0,28290245000.0,9380835000.0,28534750000.0,21151530000.0,30028978000.0,21098263000.0
2098.0,27868254000.0,28698374000.0,28660320000.0,25689500000.0,27597308000.0,28542773000.0,20670847000.0,20289958000.0,29993329000.0,29140263000.0,24368419000.0,28136477000.0,9016354000.0,28391062000.0,21110028000.0,29966084000.0,20899424000.0
2099.0,27944729000.0,28615907000.0,28529725000.0,25518264000.0,27457016000.0,28254284000.0,20437178000.0,19927845000.0,29950640000.0,29032628000.0,24234195000.0,27940390000.0,8761308000.0,28249358000.0,20862614000.0,29885730000.0,20727177000.0
2100.0,27751911000.0,28585884000.0,28401594000.0,25226805000.0,27344620000.0,28298893000.0,20231608000.0,19596229000.0,29880498000.0,28963447000.0,24104862000.0,27767749000.0,8466217500.0,28107772000.0,20692847000.0,29800753000.0,20488560000.0
