time,CESM2-WACCM,CAMS-CSM1-0,CESM2,IPSL-CM6A-LR,MRI-ESM2-0,EC-Earth3,EC-Earth3-Veg,ACCESS-ESM1-5,INM-CM4-8,INM-CM5-0,BCC-CSM2-MR,FGOALS-f3-L,CanESM5,GFDL-ESM4,ACCESS-CM2,MPI-ESM1-2-HR,NorESM2-MM
2012.0,19099110000000.0,19099110000000.0,19099110000000.0,19099110000000.0,19099110000000.0,19099110000000.0,19099110000000.0,19099110000000.0,19099110000000.0,19099110000000.0,19099110000000.0,19099110000000.0,19099110000000.0,19099110000000.0,19099110000000.0,19099110000000.0,19099110000000.0
2013.0,19055124000000.0,19055124000000.0,19055124000000.0,19055124000000.0,19055124000000.0,19055124000000.0,19055124000000.0,19055124000000.0,19055124000000.0,19055124000000.0,19055124000000.0,19055124000000.0,19055124000000.0,19055124000000.0,19055124000000.0,19055124000000.0,19055124000000.0
2014.0,18956843000000.0,18956843000000.0,18956843000000.0,18956843000000.0,18956843000000.0,18956843000000.0,18956843000000.0,18956843000000.0,18956843000000.0,18956843000000.0,18956843000000.0,18956843000000.0,18956843000000.0,18956843000000.0,18956843000000.0,18956843000000.0,18956843000000.0
2015.0,18872223000000.0,18872223000000.0,18872223000000.0,18872223000000.0,18872223000000.0,18872223000000.0,18872223000000.0,18872223000000.0,18872223000000.0,18872223000000.0,18872223000000.0,18872223000000.0,18872223000000.0,18872223000000.0,18872223000000.0,18872223000000.0,18872223000000.0
2016.0,18794955000000.0,18794955000000.0,18794955000000.0,18794955000000.0,18794955000000.0,18794955000000.0,18794955000000.0,18794955000000.0,18794955000000.0,18794955000000.0,18794955000000.0,18794955000000.0,18794955000000.0,18794955000000.0,18794955000000.0,18794955000000.0,18794955000000.0
2017.0,18614569000000.0,18614569000000.0,18614569000000.0,18614569000000.0,18614569000000.0,18614569000000.0,18614569000000.0,18614569000000.0,18614569000000.0,18614569000000.0,18614569000000.0,18614569000000.0,18614569000000.0,18614569000000.0,18614569000000.0,18614569000000.0,18614569000000.0
2018.0,18489677000000.0,18489677000000.0,18489677000000.0,18489677000000.0,18489677000000.0,18489677000000.0,18489677000000.0,18489677000000.0,18489677000000.0,18489677000000.0,18489677000000.0,18489677000000.0,18489677000000.0,18489677000000.0,18489677000000.0,18489677000000.0,18489677000000.0
2019.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0
2020.0,18190130000000.0,18190130000000.0,18190130000000.0,18190130000000.0,18190130000000.0,18190130000000.0,18190130000000.0,18190130000000.0,18190130000000.0,18190130000000.0,18190130000000.0,18190130000000.0,18190130000000.0,18190130000000.0,18190130000000.0,18190130000000.0,18190130000000.0
2021.0,18041245000000.0,18085935000000.0,18069328000000.0,18185565000000.0,18083430000000.0,18092233000000.0,18102551000000.0,18043736000000.0,18156972000000.0,18136626000000.0,18118433000000.0,18024237000000.0,18040876000000.0,18072109000000.0,18223819000000.0,18094072000000.0,18034800000000.0
2022.0,17865598000000.0,18067438000000.0,17975812000000.0,18095431000000.0,17998413000000.0,18071555000000.0,18001634000000.0,17870426000000.0,17968140000000.0,18026871000000.0,17928003000000.0,17955337000000.0,17882287000000.0,17865707000000.0,18158130000000.0,18076037000000.0,17955402000000.0
2023.0,17716094000000.0,17973090000000.0,17800565000000.0,18042140000000.0,17944150000000.0,18009517000000.0,17891645000000.0,17797560000000.0,17813194000000.0,17987692000000.0,17890116000000.0,17899842000000.0,17836950000000.0,17678251000000.0,18002330000000.0,17958770000000.0,17877501000000.0
2024.0,17535124000000.0,17829610000000.0,17691815000000.0,17952267000000.0,17878640000000.0,17865936000000.0,17837278000000.0,17727618000000.0,17635605000000.0,17908988000000.0,17802579000000.0,17796285000000.0,17707928000000.0,17593818000000.0,17867936000000.0,17888757000000.0,17827590000000.0
2025.0,17337567000000.0,17721742000000.0,17487138000000.0,17765210000000.0,17762712000000.0,17756613000000.0,17729008000000.0,17653509000000.0,17498436000000.0,17774326000000.0,17674816000000.0,17699078000000.0,17535465000000.0,17543639000000.0,17734170000000.0,17773120000000.0,17745014000000.0
2026.0,17110370000000.0,17652093000000.0,17288787000000.0,17609300000000.0,17657440000000.0,17588021000000.0,17543626000000.0,17492949000000.0,17425085000000.0,17705772000000.0,17491641000000.0,17568612000000.0,17460036000000.0,17422513000000.0,17591735000000.0,17731204000000.0,17689196000000.0
2027.0,16993791000000.0,17545164000000.0,17132917000000.0,17549166000000.0,17503321000000.0,17408427000000.0,17381416000000.0,17356491000000.0,17313480000000.0,17667189000000.0,17490520000000.0,17467731000000.0,17239611000000.0,17283735000000.0,17517816000000.0,17554514000000.0,17594862000000.0
2028.0,16792935000000.0,17456384000000.0,16999843000000.0,17515179000000.0,17435603000000.0,17296724000000.0,17151323000000.0,17051760000000.0,17240541000000.0,17570541000000.0,17370377000000.0,17440687000000.0,17100233000000.0,17229831000000.0,17400209000000.0,17371891000000.0,17499308000000.0
2029.0,16581943000000.0,17405018000000.0,16845625000000.0,17410340000000.0,17333306000000.0,17134127000000.0,17038710000000.0,16804257000000.0,17165318000000.0,17466471000000.0,17334537000000.0,17274337000000.0,16994243000000.0,17173495000000.0,17279870000000.0,17222533000000.0,17376939000000.0
2030.0,16419586000000.0,17299864000000.0,16584638000000.0,17327673000000.0,17249505000000.0,16970023000000.0,16916228000000.0,16669809000000.0,17070223000000.0,17440668000000.0,17238903000000.0,17162666000000.0,16872922000000.0,17026275000000.0,17084815000000.0,17116377000000.0,17395003000000.0
2031.0,16340244000000.0,17258926000000.0,16417763000000.0,17283356000000.0,17169990000000.0,16929849000000.0,16760533000000.0,16544106000000.0,16913071000000.0,17338261000000.0,17072187000000.0,17047193000000.0,16646161000000.0,16948274000000.0,16860082000000.0,17040455000000.0,17281465000000.0
2032.0,16247180000000.0,17120608000000.0,16268318000000.0,17155747000000.0,17075881000000.0,16730102000000.0,16575037000000.0,16297864000000.0,16840135000000.0,17229944000000.0,16953845000000.0,16965465000000.0,16481336000000.0,16836747000000.0,16672271000000.0,16970291000000.0,17213392000000.0
2033.0,16096376000000.0,17065289000000.0,16180174000000.0,17060576000000.0,16947683000000.0,16565718000000.0,16478719000000.0,16179931000000.0,16707079000000.0,17079556000000.0,16791059000000.0,16675909000000.0,16306528000000.0,16716131000000.0,16516533000000.0,16833062000000.0,17014993000000.0
2034.0,15832593000000.0,16946935000000.0,15977331000000.0,16918324000000.0,16841904000000.0,16421484000000.0,16306735000000.0,16017336000000.0,16596403000000.0,16993437000000.0,16604538000000.0,16553039000000.0,16185815000000.0,16536096000000.0,16378631000000.0,16681704000000.0,16920970000000.0
2035.0,15706734000000.0,16848889000000.0,15826472000000.0,16724602000000.0,16653381000000.0,16317869000000.0,16125927000000.0,15814948000000.0,16524431000000.0,16862769000000.0,16375508000000.0,16445062000000.0,16059906000000.0,16347584000000.0,16267519000000.0,16615283000000.0,16824308000000.0
2036.0,15529902000000.0,16731912000000.0,15699193000000.0,16576344000000.0,16477304000000.0,16296880000000.0,16041152000000.0,15572211000000.0,16468030000000.0,16778734000000.0,16243030000000.0,16346475000000.0,15934645000000.0,16278647000000.0,16094025000000.0,16558819000000.0,16672111000000.0
2037.0,15305181000000.0,16661255000000.0,15530401000000.0,16465039000000.0,16323997000000.0,16198243000000.0,15886306000000.0,15420915000000.0,16373393000000.0,16672622000000.0,16079146000000.0,16167547000000.0,15830588000000.0,16120037000000.0,15947853000000.0,16490880000000.0,16547218000000.0
2038.0,15163050000000.0,16594869000000.0,15385536000000.0,16271727000000.0,16107564000000.0,16045004000000.0,15754644000000.0,15325079000000.0,16276834000000.0,16604453000000.0,15970146000000.0,16080105000000.0,15675262000000.0,15984659000000.0,15706272000000.0,16440829000000.0,16348322000000.0
2039.0,14947974000000.0,16468463000000.0,15132445000000.0,16096217000000.0,16006924000000.0,15989946000000.0,15644588000000.0,15138486000000.0,16209585000000.0,16478992000000.0,15869194000000.0,15903060000000.0,15583300000000.0,15855925000000.0,15541007000000.0,16407371000000.0,16223184000000.0
2040.0,14784503000000.0,16378452000000.0,14971821000000.0,15876241000000.0,15822602000000.0,15895964000000.0,15532789000000.0,14931181000000.0,16058528000000.0,16404490000000.0,15726865000000.0,15765163000000.0,15479434000000.0,15627674000000.0,15420758000000.0,16382129000000.0,16125386000000.0
2041.0,14644816000000.0,16187345000000.0,14876768000000.0,15782612000000.0,15634055000000.0,15733789000000.0,15382031000000.0,14812420000000.0,15965135000000.0,16338865000000.0,15558342000000.0,15660147000000.0,15404214000000.0,15503035000000.0,15180920000000.0,16219067000000.0,15950447000000.0
2042.0,14487926000000.0,16124770000000.0,14727018000000.0,15606189000000.0,15494970000000.0,15625307000000.0,15214310000000.0,14646027000000.0,15886345000000.0,16270817000000.0,15327502000000.0,15568782000000.0,15296750000000.0,15391024000000.0,14991186000000.0,16090714000000.0,15733009000000.0
2043.0,14318166000000.0,15981754000000.0,14526700000000.0,15326667000000.0,15335606000000.0,15585995000000.0,15034670000000.0,14500858000000.0,15817017000000.0,16209497000000.0,15141932000000.0,15423220000000.0,15170093000000.0,15214414000000.0,14836980000000.0,16004215000000.0,15568669000000.0
2044.0,14159214000000.0,15934355000000.0,14341337000000.0,15194981000000.0,15172554000000.0,15376117000000.0,14968868000000.0,14256637000000.0,15706963000000.0,16133608000000.0,14983519000000.0,15264594000000.0,15065485000000.0,15081815000000.0,14646403000000.0,15975509000000.0,15392004000000.0
2045.0,14007937000000.0,15778697000000.0,14261210000000.0,14993780000000.0,14969270000000.0,15171415000000.0,14882008000000.0,14104341000000.0,15619675000000.0,16035604000000.0,14771158000000.0,15113040000000.0,14993169000000.0,15020430000000.0,14505020000000.0,15877606000000.0,15216497000000.0
2046.0,13878933000000.0,15683789000000.0,14027577000000.0,14750742000000.0,14794631000000.0,15043406000000.0,14769162000000.0,14019019000000.0,15504663000000.0,15940951000000.0,14625325000000.0,14893641000000.0,14834817000000.0,14890651000000.0,14306316000000.0,15842209000000.0,15115371000000.0
2047.0,13717333000000.0,15639530000000.0,13798747000000.0,14675001000000.0,14648589000000.0,14889598000000.0,14634134000000.0,13815810000000.0,15432639000000.0,15856611000000.0,14479893000000.0,14722823000000.0,14649022000000.0,14806824000000.0,14180292000000.0,15771088000000.0,15069732000000.0
2048.0,13586486000000.0,15447153000000.0,13683516000000.0,14376825000000.0,14500294000000.0,14663471000000.0,14468867000000.0,13681033000000.0,15323523000000.0,15792097000000.0,14317990000000.0,14611561000000.0,14447608000000.0,14719583000000.0,13998683000000.0,15696511000000.0,14878603000000.0
2049.0,13387098000000.0,15394076000000.0,13522849000000.0,14207885000000.0,14382601000000.0,14570981000000.0,14335497000000.0,13507024000000.0,15232501000000.0,15690931000000.0,14106393000000.0,14461373000000.0,14382661000000.0,14588985000000.0,13789733000000.0,15636738000000.0,14667921000000.0
2050.0,13250320000000.0,15373685000000.0,13311154000000.0,14091493000000.0,14308379000000.0,14341725000000.0,14080558000000.0,13418706000000.0,15103388000000.0,15568659000000.0,13925266000000.0,14440893000000.0,14246886000000.0,14428658000000.0,13600519000000.0,15613044000000.0,14551685000000.0
2051.0,13132461000000.0,15368961000000.0,13050000000000.0,13918657000000.0,14160828000000.0,14145547000000.0,13936604000000.0,13195698000000.0,14996669000000.0,15464026000000.0,13808798000000.0,14315407000000.0,14087880000000.0,14342104000000.0,13453234000000.0,15547227000000.0,14386371000000.0
2052.0,12947899000000.0,15364201000000.0,12793286000000.0,13853324000000.0,14061452000000.0,14071560000000.0,13852593000000.0,13111261000000.0,14867475000000.0,15386861000000.0,13654921000000.0,14196039000000.0,13981658000000.0,14294508000000.0,13218209000000.0,15508923000000.0,14209354000000.0
2053.0,12774710000000.0,15335551000000.0,12627785000000.0,13743260000000.0,13987175000000.0,13891495000000.0,13785188000000.0,12979329000000.0,14769743000000.0,15340750000000.0,13505871000000.0,14141960000000.0,13828958000000.0,14218794000000.0,12990161000000.0,15405259000000.0,14055003000000.0
2054.0,12671142000000.0,15239817000000.0,12496956000000.0,13637950000000.0,13870991000000.0,13694122000000.0,13782400000000.0,12920740000000.0,14643758000000.0,15266937000000.0,13314907000000.0,13978244000000.0,13681501000000.0,14160661000000.0,12805898000000.0,15354128000000.0,13984053000000.0
2055.0,12521666000000.0,15182038000000.0,12327565000000.0,13565806000000.0,13777737000000.0,13514085000000.0,13632659000000.0,12838200000000.0,14561328000000.0,15171936000000.0,13213533000000.0,13790925000000.0,13539279000000.0,14047615000000.0,12618650000000.0,15306880000000.0,13817967000000.0
2056.0,12316682000000.0,15128622000000.0,12117398000000.0,13454586000000.0,13680491000000.0,13439258000000.0,13477684000000.0,12698499000000.0,14443213000000.0,15097302000000.0,13107333000000.0,13694593000000.0,13376668000000.0,13925532000000.0,12495721000000.0,15234226000000.0,13735917000000.0
2057.0,12139371000000.0,15078763000000.0,12036975000000.0,13310157000000.0,13574136000000.0,13294965000000.0,13347637000000.0,12562892000000.0,14398171000000.0,15031303000000.0,12928373000000.0,13630392000000.0,13190952000000.0,13750423000000.0,12359515000000.0,15155665000000.0,13650807000000.0
2058.0,11978775000000.0,14973264000000.0,11878975000000.0,13154742000000.0,13500149000000.0,13111994000000.0,13210789000000.0,12472033000000.0,14356873000000.0,14933191000000.0,12843099000000.0,13528908000000.0,13028970000000.0,13644933000000.0,12192176000000.0,15028596000000.0,13556507000000.0
2059.0,11716146000000.0,14932538000000.0,11674132000000.0,13007252000000.0,13437715000000.0,13016051000000.0,12994819000000.0,12327928000000.0,14293890000000.0,14847617000000.0,12749193000000.0,13373669000000.0,12835432000000.0,13499336000000.0,12087166000000.0,14918256000000.0,13365934000000.0
2060.0,11576923000000.0,14888220000000.0,11476631000000.0,12834844000000.0,13357277000000.0,12925533000000.0,12826725000000.0,12205903000000.0,14217944000000.0,14800163000000.0,12649539000000.0,13318258000000.0,12670181000000.0,13396557000000.0,12037986000000.0,14858708000000.0,13264261000000.0
2061.0,11392531000000.0,14823715000000.0,11288115000000.0,12779797000000.0,13259608000000.0,12850868000000.0,12685668000000.0,12103203000000.0,14143247000000.0,14800288000000.0,12592478000000.0,13182492000000.0,12572604000000.0,13248394000000.0,11898621000000.0,14722506000000.0,13200457000000.0
2062.0,11250915000000.0,14762207000000.0,11115380000000.0,12603564000000.0,13201947000000.0,12833636000000.0,12489763000000.0,11980548000000.0,14114200000000.0,14802717000000.0,12474323000000.0,13097141000000.0,12429342000000.0,13164297000000.0,11788557000000.0,14644083000000.0,13024567000000.0
2063.0,11140087000000.0,14605910000000.0,11025282000000.0,12504813000000.0,13146362000000.0,12744392000000.0,12353435000000.0,11848323000000.0,14037872000000.0,14667886000000.0,12346602000000.0,12983079000000.0,12306135000000.0,13123821000000.0,11686426000000.0,14562520000000.0,12899581000000.0
2064.0,11019141000000.0,14498268000000.0,10889732000000.0,12266296000000.0,13174139000000.0,12691441000000.0,12273592000000.0,11714878000000.0,13967703000000.0,14556656000000.0,12216432000000.0,12834962000000.0,12144974000000.0,13015756000000.0,11581786000000.0,14483711000000.0,12753181000000.0
2065.0,10885904000000.0,14388869000000.0,10728968000000.0,12081816000000.0,13075525000000.0,12483915000000.0,12210774000000.0,11587642000000.0,13888097000000.0,14497246000000.0,12086431000000.0,12844812000000.0,12033043000000.0,12942266000000.0,11416587000000.0,14388514000000.0,12555815000000.0
2066.0,10712704000000.0,14288959000000.0,10572953000000.0,11957766000000.0,12974360000000.0,12413987000000.0,12081410000000.0,11511556000000.0,13825000000000.0,14479061000000.0,12039710000000.0,12755878000000.0,11875226000000.0,12827052000000.0,11291653000000.0,14263614000000.0,12411408000000.0
2067.0,10610265000000.0,14295939000000.0,10471084000000.0,11765324000000.0,12920112000000.0,12310449000000.0,11950506000000.0,11379822000000.0,13758850000000.0,14432301000000.0,11973582000000.0,12651640000000.0,11772242000000.0,12755284000000.0,11158147000000.0,14220032000000.0,12278255000000.0
2068.0,10385130000000.0,14218566000000.0,10351750000000.0,11620268000000.0,12845650000000.0,12082598000000.0,11845463000000.0,11231939000000.0,13700537000000.0,14374668000000.0,11852634000000.0,12560650000000.0,11671445000000.0,12679848000000.0,10964363000000.0,14135575000000.0,12212381000000.0
2069.0,10171535000000.0,14169954000000.0,10214394000000.0,11504300000000.0,12710841000000.0,11967139000000.0,11629193000000.0,11077241000000.0,13606563000000.0,14234464000000.0,11727160000000.0,12448143000000.0,11583760000000.0,12627356000000.0,10837499000000.0,14056626000000.0,12149711000000.0
2070.0,9971231000000.0,14098477000000.0,10079822000000.0,11326264000000.0,12603685000000.0,11843503000000.0,11571437000000.0,10906670000000.0,13479519000000.0,14187587000000.0,11581441000000.0,12325880000000.0,11491707000000.0,12518788000000.0,10748018000000.0,13985270000000.0,12016077000000.0
2071.0,9865587000000.0,14061879000000.0,10005930000000.0,11162836000000.0,12539541000000.0,11699987000000.0,11543015000000.0,10793040000000.0,13411728000000.0,14113980000000.0,11532313000000.0,12217668000000.0,11418236000000.0,12432868000000.0,10643714000000.0,13897298000000.0,11862555000000.0
2072.0,9802609000000.0,13947163000000.0,9821131000000.0,11087892000000.0,12556945000000.0,11641655000000.0,11371181000000.0,10655198000000.0,13330847000000.0,14009607000000.0,11395725000000.0,12138434000000.0,11299847000000.0,12351537000000.0,10566046000000.0,13800941000000.0,11746680000000.0
2073.0,9718547000000.0,13834314000000.0,9686977000000.0,11050384000000.0,12565865000000.0,11554269000000.0,11188582000000.0,10565150000000.0,13268713000000.0,13953807000000.0,11223304000000.0,12039224000000.0,11166935000000.0,12253032000000.0,10472948000000.0,13733663000000.0,11691601000000.0
2074.0,9666901000000.0,13729340000000.0,9597464000000.0,10952702000000.0,12493744000000.0,11442599000000.0,11072830000000.0,10454612000000.0,13152508000000.0,13873966000000.0,11170127000000.0,11989556000000.0,11064457000000.0,12191141000000.0,10373297000000.0,13611390000000.0,11550021000000.0
2075.0,9543687000000.0,13643302000000.0,9487509000000.0,10903148000000.0,12465291000000.0,11195804000000.0,10986515000000.0,10324886000000.0,13072663000000.0,13828596000000.0,11082873000000.0,11933378000000.0,10969249000000.0,12148219000000.0,10249241000000.0,13539095000000.0,11514633000000.0
2076.0,9434636000000.0,13510264000000.0,9370368000000.0,10750877000000.0,12472642000000.0,11061874000000.0,10862110000000.0,10218427000000.0,12982005000000.0,13722618000000.0,11007970000000.0,11917489000000.0,10850764000000.0,12094944000000.0,10158023000000.0,13462551000000.0,11460108000000.0
2077.0,9267746000000.0,13410555000000.0,9274050000000.0,10615161000000.0,12449619000000.0,10915893000000.0,10670426000000.0,10088789000000.0,12913637000000.0,13578372000000.0,10831121000000.0,11836614000000.0,10748970000000.0,12030449000000.0,10090334000000.0,13427892000000.0,11345179000000.0
2078.0,9158300000000.0,13318404000000.0,9172109000000.0,10532681000000.0,12393499000000.0,10763252000000.0,10489058000000.0,9980834000000.0,12847767000000.0,13493522000000.0,10764545000000.0,11691675000000.0,10657408000000.0,11953369000000.0,9976579000000.0,13433489000000.0,11132142000000.0
2079.0,9039788000000.0,13245128000000.0,9087624000000.0,10389256000000.0,12359584000000.0,10646711000000.0,10369894000000.0,9896773000000.0,12817475000000.0,13404742000000.0,10737636000000.0,11616559000000.0,10574885000000.0,11811192000000.0,9859196000000.0,13376607000000.0,10980495000000.0
2080.0,8914968000000.0,13198173000000.0,9033364000000.0,10264419000000.0,12251311000000.0,10480194000000.0,10290129000000.0,9829179000000.0,12782349000000.0,13345911000000.0,10558911000000.0,11531040000000.0,10470090000000.0,11751883000000.0,9770898000000.0,13340231000000.0,10898916000000.0
2081.0,8808363000000.0,13090623000000.0,8957384000000.0,10120687000000.0,12163173000000.0,10443811000000.0,10157332000000.0,9725447000000.0,12716193000000.0,13297483000000.0,10474162000000.0,11453401000000.0,10384697000000.0,11650502000000.0,9701022000000.0,13251075000000.0,10740461000000.0
2082.0,8725538000000.0,13098253000000.0,8870129000000.0,10030222000000.0,12166182000000.0,10325444000000.0,10011150000000.0,9576638000000.0,12635690000000.0,13250143000000.0,10355589000000.0,11316868000000.0,10282397000000.0,11574932000000.0,9691555000000.0,13214464000000.0,10644380000000.0
2083.0,8644625700000.0,13048012000000.0,8772642700000.0,9881775000000.0,12088100000000.0,10201971000000.0,9906251000000.0,9541760000000.0,12563271000000.0,13180119000000.0,10171175000000.0,11264847000000.0,10183910000000.0,11440138000000.0,9554253000000.0,13152992000000.0,10550113000000.0
2084.0,8527665400000.0,12942517000000.0,8624632000000.0,9810451000000.0,11997995000000.0,10131270000000.0,9757943000000.0,9441488000000.0,12500761000000.0,13171855000000.0,10088779000000.0,11220444000000.0,10092466000000.0,11351797000000.0,9471143000000.0,13102295000000.0,10505438000000.0
2085.0,8369899000000.0,12939014000000.0,8532504000000.0,9735541000000.0,11899509000000.0,10079655000000.0,9688976000000.0,9287060000000.0,12402104000000.0,13152007000000.0,10053005000000.0,11072164000000.0,10009478000000.0,11289399000000.0,9375725000000.0,13030918000000.0,10453049000000.0
2086.0,8251944500000.0,12853600000000.0,8466449000000.0,9709551000000.0,11844707000000.0,9947303000000.0,9572646000000.0,9122494000000.0,12269318000000.0,13085873000000.0,9931211000000.0,11001495000000.0,9887978000000.0,11282764000000.0,9304536000000.0,12908189000000.0,10320615000000.0
2087.0,8156556000000.0,12844253000000.0,8355641000000.0,9607383000000.0,11773809000000.0,9892782000000.0,9440286000000.0,9008006000000.0,12148346000000.0,13028820000000.0,9804789000000.0,10905981000000.0,9787996000000.0,11233128000000.0,9162967000000.0,12837128000000.0,10171738000000.0
2088.0,8089914300000.0,12784844000000.0,8224187000000.0,9510002000000.0,11705554000000.0,9794770000000.0,9353431000000.0,8888075000000.0,12050351000000.0,12947799000000.0,9646472000000.0,10866842000000.0,9725694000000.0,11184845000000.0,9069482000000.0,12803688000000.0,10068786000000.0
2089.0,8011876000000.0,12734126000000.0,8154449400000.0,9413417000000.0,11596693000000.0,9608195000000.0,9213812000000.0,8841194000000.0,11935336000000.0,12957816000000.0,9585366000000.0,10803190000000.0,9673153000000.0,11117486000000.0,8962558000000.0,12742701000000.0,9962578000000.0
2090.0,7911228600000.0,12664026000000.0,8085743600000.0,9330755000000.0,11511904000000.0,9524155000000.0,9105886000000.0,8778193000000.0,11868714000000.0,12941357000000.0,9493128000000.0,10708832000000.0,9600900000000.0,11085443000000.0,8894793000000.0,12663855000000.0,9899067000000.0
2091.0,7796871400000.0,12590795000000.0,7957332400000.0,9274894000000.0,11442332000000.0,9416495000000.0,9006975000000.0,8705734000000.0,11786519000000.0,12895667000000.0,9401278000000.0,10649057000000.0,9493868000000.0,11006371000000.0,8835977000000.0,12663053000000.0,9790967000000.0
2092.0,7647403000000.0,12528875000000.0,7823885300000.0,9228115000000.0,11376765000000.0,9310903000000.0,8890941000000.0,8593167400000.0,11733544000000.0,12861241000000.0,9317877000000.0,10555068000000.0,9467526000000.0,10940144000000.0,8735022000000.0,12556801000000.0,9666104000000.0
2093.0,7522310700000.0,12398085000000.0,7737101500000.0,9176690000000.0,11310551000000.0,9215157000000.0,8849467000000.0,8475729500000.0,11654988000000.0,12847691000000.0,9215943000000.0,10452349000000.0,9443624000000.0,10872480000000.0,8633217700000.0,12538033000000.0,9631117000000.0
2094.0,7361910500000.0,12418559000000.0,7569186000000.0,9116135000000.0,11265168000000.0,9169229000000.0,8839402000000.0,8407662700000.0,11605678000000.0,12816569000000.0,9135625000000.0,10421329000000.0,9433097000000.0,10772248000000.0,8497850000000.0,12495113000000.0,9539559000000.0
2095.0,7278960300000.0,12428583000000.0,7464088000000.0,9046977000000.0,11280353000000.0,9061765000000.0,8790848600000.0,8282569700000.0,11590744000000.0,12789681000000.0,9092233000000.0,10341457000000.0,9376247000000.0,10662904000000.0,8379993400000.0,12395189000000.0,9409771000000.0
