time,IITM-ESM,CESM2-WACCM,TAIESM1,IPSL-CM6A-LR,MRI-ESM2-0,GFDL-ESM4,UKESM1-0-LL,KACE-1-0-G,MPI-ESM1-2-HR
2037.0,2851507800000.0,2563289400000.0,2416118600000.0,2427451000000.0,2386570800000.0,2552521300000.0,2159845400000.0,2184120000000.0,2628467000000.0
2038.0,2837566700000.0,2546058100000.0,2383768200000.0,2373252000000.0,2355073000000.0,2520162200000.0,2105120800000.0,2133009900000.0,2587610600000.0
2039.0,2823390800000.0,2522996300000.0,2345495200000.0,2320133300000.0,2315092200000.0,2476367000000.0,2040717200000.0,2090036400000.0,2548449000000.0
2040.0,2805994400000.0,2489948600000.0,2306129000000.0,2263452700000.0,2279553400000.0,2451715400000.0,2005516700000.0,2029263400000.0,2519053400000.0
2041.0,2802330000000.0,2460592400000.0,2271372400000.0,2211792000000.0,2231721500000.0,2425089400000.0,1950836000000.0,1960738400000.0,2486931300000.0
2042.0,2777104300000.0,2421463700000.0,2251066000000.0,2156049200000.0,2186851600000.0,2392400900000.0,1888803600000.0,1929029700000.0,2456915500000.0
2043.0,2767524000000.0,2392436000000.0,2238531800000.0,2111740800000.0,2156181000000.0,2380504500000.0,1831650200000.0,1879482400000.0,2427361200000.0
2044.0,2759762400000.0,2361135200000.0,2179239800000.0,2067658700000.0,2124873100000.0,2382565500000.0,1771366400000.0,1845382000000.0,2393972700000.0
2045.0,2739431000000.0,2329078400000.0,2130844300000.0,2018951000000.0,2088741400000.0,2361618300000.0,1732017000000.0,1803856400000.0,2325915000000.0
2046.0,2722362800000.0,2310214500000.0,2094665000000.0,1980231500000.0,2047356700000.0,2334752800000.0,1681799800000.0,1731328500000.0,2299016200000.0
2047.0,2708242400000.0,2277045200000.0,2058465600000.0,1938841400000.0,2017203300000.0,2302524300000.0,1628287400000.0,1699638100000.0,2279507800000.0
2048.0,2694368700000.0,2244834800000.0,2022798300000.0,1884953900000.0,1980164200000.0,2275150400000.0,1577328700000.0,1649293900000.0,2264093700000.0
2049.0,2700371000000.0,2204092300000.0,1983134600000.0,1848201800000.0,1945264000000.0,2268780600000.0,1536325800000.0,1607585500000.0,2221073200000.0
2050.0,2693649400000.0,2158869000000.0,1941839500000.0,1811832200000.0,1901079300000.0,2237557000000.0,1481650600000.0,1562460300000.0,2186841300000.0
2051.0,2682218000000.0,2124576300000.0,1888997000000.0,1768255300000.0,1850625400000.0,2198765700000.0,1438433000000.0,1517918500000.0,2149531300000.0
2052.0,2671174700000.0,2081816000000.0,1846485000000.0,1724180000000.0,1810370700000.0,2169646100000.0,1393747200000.0,1469647200000.0,2132507600000.0
2053.0,2662955200000.0,2042062000000.0,1816487900000.0,1682740300000.0,1774217700000.0,2140631300000.0,1362730000000.0,1420950400000.0,2097967500000.0
2054.0,2635084900000.0,2001707100000.0,1787882400000.0,1646384500000.0,1726155300000.0,2124526600000.0,1320405300000.0,1385403600000.0,2065257500000.0
2055.0,2599811500000.0,1965606800000.0,1748228500000.0,1616007400000.0,1692954000000.0,2090291300000.0,1288125700000.0,1334531900000.0,2024772600000.0
2056.0,2578042600000.0,1945736600000.0,1718348800000.0,1579413500000.0,1669257800000.0,2081000400000.0,1254534700000.0,1300183100000.0,1991537100000.0
2057.0,2554382800000.0,1929850000000.0,1663231200000.0,1547004300000.0,1637694200000.0,2062828400000.0,1221784500000.0,1270616000000.0,1950749400000.0
2058.0,2551796700000.0,1892286600000.0,1627197700000.0,1517902200000.0,1606133600000.0,2018154600000.0,1188332700000.0,1243806300000.0,1932300600000.0
2059.0,2544936700000.0,1857374000000.0,1592992700000.0,1470043800000.0,1573929100000.0,1990628100000.0,1146639200000.0,1213741100000.0,1911460600000.0
2060.0,2499276400000.0,1824046600000.0,1574614000000.0,1439555600000.0,1539132400000.0,1952173000000.0,1115443200000.0,1179432000000.0,1898263300000.0
2061.0,2477069400000.0,1806193100000.0,1554538300000.0,1406232000000.0,1504072000000.0,1914097100000.0,1085982200000.0,1151982800000.0,1850509100000.0
2062.0,2474405000000.0,1780336400000.0,1515977600000.0,1380778400000.0,1471263100000.0,1874013000000.0,1058660000000.0,1117230600000.0,1807863300000.0
2063.0,2458772000000.0,1750517200000.0,1466966200000.0,1349703600000.0,1442776900000.0,1844432500000.0,1024977900000.0,1101557700000.0,1763849800000.0
2064.0,2426369000000.0,1719274400000.0,1447977300000.0,1329193300000.0,1406794000000.0,1809014000000.0,986455200000.0,1069405500000.0,1745514100000.0
2065.0,2395957400000.0,1690396400000.0,1431653400000.0,1298680900000.0,1378514400000.0,1786738900000.0,959694100000.0,1045505400000.0,1710692200000.0
2066.0,2376946700000.0,1656944300000.0,1400734500000.0,1277546600000.0,1353701400000.0,1764979800000.0,930852200000.0,1032145100000.0,1691269100000.0
2067.0,2367842400000.0,1616378700000.0,1373491000000.0,1248908800000.0,1328474800000.0,1749061000000.0,910100860000.0,1002983260000.0,1663513300000.0
2068.0,2354479000000.0,1597789300000.0,1342409000000.0,1218512300000.0,1299053500000.0,1714670000000.0,885868900000.0,985673960000.0,1644853100000.0
2069.0,2349933300000.0,1578073700000.0,1316656300000.0,1183298700000.0,1272243000000.0,1692558200000.0,859854100000.0,965282800000.0,1616020600000.0
2070.0,2312672600000.0,1552052800000.0,1291555400000.0,1150567800000.0,1251742200000.0,1667621200000.0,842599100000.0,954839700000.0,1582074700000.0
2071.0,2303258000000.0,1528048500000.0,1261926500000.0,1117955600000.0,1219744100000.0,1647047100000.0,831842100000.0,927063300000.0,1549462700000.0
2072.0,2281540000000.0,1508142900000.0,1242539500000.0,1091436200000.0,1204609500000.0,1617064200000.0,804504000000.0,909823700000.0,1534202200000.0
2073.0,2258969800000.0,1467320100000.0,1221361400000.0,1063393800000.0,1183727500000.0,1596563900000.0,777075100000.0,886082800000.0,1509905100000.0
2074.0,2241989700000.0,1439881000000.0,1190156700000.0,1041280500000.0,1171220000000.0,1562155700000.0,755884800000.0,868541140000.0,1495571600000.0
2075.0,2232303000000.0,1418326000000.0,1172062900000.0,1019506300000.0,1151119400000.0,1534588700000.0,736639650000.0,849680000000.0,1471205300000.0
2076.0,2223845700000.0,1398454100000.0,1158514300000.0,994888840000.0,1141197200000.0,1504903700000.0,711591100000.0,831323440000.0,1441246500000.0
2077.0,2214835500000.0,1380198600000.0,1116250800000.0,972273600000.0,1122785800000.0,1477804300000.0,697763040000.0,814150500000.0,1401584600000.0
2078.0,2189649500000.0,1354979200000.0,1083535400000.0,946487700000.0,1094169200000.0,1455007300000.0,680580800000.0,802977900000.0,1357799000000.0
2079.0,2195633000000.0,1331808300000.0,1058801600000.0,922066400000.0,1069300600000.0,1435028400000.0,657446700000.0,786730900000.0,1318071200000.0
2080.0,2179939600000.0,1310250100000.0,1029573900000.0,902817600000.0,1056295100000.0,1431159400000.0,629517500000.0,775105900000.0,1295320400000.0
2081.0,2172414000000.0,1288561900000.0,1014075800000.0,879854550000.0,1042052550000.0,1411278200000.0,611203100000.0,762466400000.0,1267417100000.0
2082.0,2154963100000.0,1280627700000.0,979832140000.0,857337200000.0,1032332840000.0,1397428700000.0,592648300000.0,738626200000.0,1249586400000.0
2083.0,2140327500000.0,1268641800000.0,951559600000.0,837178500000.0,1019217300000.0,1373767100000.0,571166360000.0,731670600000.0,1226900500000.0
2084.0,2123240600000.0,1268168500000.0,929503500000.0,814476170000.0,1008230860000.0,1354270800000.0,550378730000.0,711437800000.0,1191489700000.0
2085.0,2097944100000.0,1242778600000.0,908669300000.0,795493660000.0,997354200000.0,1341200300000.0,532343600000.0,698340500000.0,1171563200000.0
2086.0,2083799300000.0,1216958400000.0,886357560000.0,776419000000.0,986364200000.0,1322891500000.0,516871880000.0,682053800000.0,1150931800000.0
2087.0,2070442100000.0,1201591700000.0,862444600000.0,756976060000.0,972636160000.0,1297685200000.0,497442950000.0,672623760000.0,1127247800000.0
2088.0,2057308500000.0,1192818200000.0,843072140000.0,734291300000.0,959052050000.0,1280897800000.0,479930450000.0,659177800000.0,1112749100000.0
2089.0,2036557300000.0,1174811700000.0,815574100000.0,719849600000.0,941853640000.0,1267102600000.0,461520000000.0,651592900000.0,1089389460000.0
2090.0,2027044000000.0,1158092700000.0,797663100000.0,708435500000.0,927934640000.0,1245060000000.0,441336140000.0,634331660000.0,1077186000000.0
2091.0,2025388400000.0,1137582300000.0,781718900000.0,691009200000.0,908933100000.0,1235606800000.0,428042900000.0,624270250000.0,1061438360000.0
2092.0,2019881000000.0,1115061200000.0,756463800000.0,674367340000.0,895511300000.0,1224122000000.0,414300470000.0,614781000000.0,1049601100000.0
2093.0,2006162300000.0,1087355360000.0,741022100000.0,661707750000.0,881494850000.0,1208678200000.0,405274460000.0,604549800000.0,1028597700000.0
2094.0,1992837600000.0,1079847300000.0,723292000000.0,646250950000.0,880284140000.0,1188933300000.0,395309450000.0,594584200000.0,1010273500000.0
2095.0,1972412400000.0,1058749400000.0,704241530000.0,627359940000.0,864913060000.0,1171007500000.0,380056300000.0,583505740000.0,995392750000.0
2096.0,1957888500000.0,1056201700000.0,681794400000.0,612074900000.0,845692530000.0,1158357300000.0,363419600000.0,574578500000.0,977724700000.0
2097.0,1948859900000.0,1031854950000.0,659327200000.0,597388360000.0,839908400000.0,1142489100000.0,353746900000.0,564350400000.0,959832000000.0
2098.0,1911496400000.0,1019377300000.0,642595200000.0,583789640000.0,829244600000.0,1133819300000.0,342676670000.0,554008000000.0,952141350000.0
2099.0,1892228700000.0,1011774000000.0,627245300000.0,568061500000.0,822023300000.0,1115320900000.0,329432900000.0,545869400000.0,941429500000.0
2100.0,1883084200000.0,1006136260000.0,618056500000.0,554394000000.0,818489700000.0,1103288200000.0,314894580000.0,540746400000.0,921828800000.0
