time,MRI-ESM2-0,GFDL-ESM4,EC-EARTH3-VEG,CAMS-CSM1-0
2085.0,36331330000.0,54567120000.0,36181690000.0,55182670000.0
2086.0,37377966000.0,55572510000.0,36543087000.0,55913964000.0
2087.0,37239857000.0,55869858000.0,36299050000.0,56995320000.0
2088.0,36151783000.0,57070813000.0,35890733000.0,58111760000.0
2089.0,36382100000.0,57812496000.0,36949578000.0,58163790000.0
2090.0,36904653000.0,58800464000.0,38781403000.0,58373767000.0
2091.0,37447963000.0,58774954000.0,38580670000.0,57788810000.0
2092.0,37606044000.0,57592980000.0,38454895000.0,56841425000.0
2093.0,37387970000.0,56614140000.0,39822262000.0,56323580000.0
2094.0,37930037000.0,58344010000.0,40609518000.0,57830904000.0
2095.0,38058030000.0,58221978000.0,40521232000.0,59658527000.0
2096.0,39013945000.0,57811640000.0,40231928000.0,61385120000.0
2097.0,39010836000.0,59362790000.0,40345416000.0,60843430000.0
2098.0,39822615000.0,60296020000.0,38608404000.0,60078880000.0
2099.0,41006580000.0,61306618000.0,38866866000.0,60820220000.0
2100.0,41259233000.0,60617410000.0,39480406000.0,62581723000.0
