time,EC-EARTH3-VEG,EC-EARTH3,INM-CM5-0,INM-CM4-8,NORESM2-MM,CESM2-WACCM,CAMS-CSM1-0,MPI-ESM1-2-HR,FGOALS-F3-L,BCC-CSM2-MR,CESM2,MRI-ESM2-0,GFDL-ESM4
2010.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0,4980672600000.0
2011.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0,4967728000000.0
2012.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0,4927068300000.0
2013.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0,4902513300000.0
2014.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0,4868002000000.0
2015.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0,4866311000000.0
2016.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0,4841962700000.0
2017.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0,4788175000000.0
2018.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0,4760416000000.0
2019.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0,4717907000000.0
2020.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0,4687803700000.0
2021.0,4641133000000.0,4649497000000.0,4659554000000.0,4671199000000.0,4679852000000.0,4651621500000.0,4667818400000.0,4661416300000.0,4650096400000.0,4666902400000.0,4642775000000.0,4691353000000.0,4652804000000.0
2022.0,4609083400000.0,4625904700000.0,4648883000000.0,4643543000000.0,4667725000000.0,4606015300000.0,4647120500000.0,4652012000000.0,4617100300000.0,4623207000000.0,4617240000000.0,4683617300000.0,4640005400000.0
2023.0,4588591600000.0,4600127000000.0,4631334000000.0,4608131000000.0,4652113300000.0,4570662600000.0,4621186600000.0,4638248000000.0,4591199000000.0,4593500600000.0,4580006000000.0,4650502000000.0,4624037000000.0
2024.0,4569286000000.0,4572023600000.0,4611703300000.0,4578226500000.0,4627504000000.0,4535581400000.0,4599608500000.0,4611321600000.0,4558106400000.0,4576001000000.0,4553046000000.0,4611555500000.0,4599390000000.0
2025.0,4546687000000.0,4538454500000.0,4579919000000.0,4540655500000.0,4592401000000.0,4484522000000.0,4564387000000.0,4591632500000.0,4521391000000.0,4546775000000.0,4513278700000.0,4606310500000.0,4570514700000.0
2026.0,4495948000000.0,4513774000000.0,4549656000000.0,4494812000000.0,4577440600000.0,4463729300000.0,4540896600000.0,4566320400000.0,4500247000000.0,4497688500000.0,4489236000000.0,4591396000000.0,4540123300000.0
2027.0,4473212600000.0,4485055000000.0,4513648000000.0,4471255500000.0,4548309000000.0,4420067000000.0,4523529600000.0,4554358000000.0,4459503600000.0,4471171600000.0,4457874600000.0,4588598000000.0,4502271000000.0
2028.0,4451375500000.0,4462098000000.0,4485298000000.0,4439561700000.0,4507888000000.0,4402293000000.0,4492605000000.0,4533278700000.0,4392440800000.0,4432872000000.0,4433856400000.0,4582653600000.0,4482926000000.0
2029.0,4425456300000.0,4424551400000.0,4454872500000.0,4402864700000.0,4462576000000.0,4371787500000.0,4466628000000.0,4517496000000.0,4358074800000.0,4403216500000.0,4407991700000.0,4556337400000.0,4459479400000.0
2030.0,4387353400000.0,4389006500000.0,4420279000000.0,4359342800000.0,4445897000000.0,4332350600000.0,4451417000000.0,4505814000000.0,4334937400000.0,4379703000000.0,4357182700000.0,4525001300000.0,4435137000000.0
2031.0,4342816400000.0,4352099500000.0,4389728400000.0,4329172400000.0,4418272500000.0,4303516000000.0,4430298000000.0,4488472600000.0,4299231300000.0,4330055000000.0,4298657000000.0,4461364000000.0,4418977700000.0
2032.0,4305304000000.0,4304574000000.0,4351554500000.0,4307712200000.0,4403742400000.0,4261340800000.0,4400820500000.0,4473951400000.0,4253095300000.0,4291750000000.0,4269354000000.0,4443292000000.0,4406444000000.0
2033.0,4274270000000.0,4269962700000.0,4324485800000.0,4265535300000.0,4382354600000.0,4203250700000.0,4389102000000.0,4461663600000.0,4229799300000.0,4262208000000.0,4251148400000.0,4429624000000.0,4372108000000.0
2034.0,4237102000000.0,4235425700000.0,4289179700000.0,4237912700000.0,4365872000000.0,4193046800000.0,4363765700000.0,4427710700000.0,4190036600000.0,4220487500000.0,4198363800000.0,4404906000000.0,4347291500000.0
2035.0,4212849000000.0,4188676800000.0,4265883700000.0,4220234500000.0,4368437600000.0,4192362300000.0,4349869400000.0,4415714500000.0,4161344600000.0,4181301000000.0,4149738500000.0,4368996500000.0,4316586600000.0
2036.0,4198316400000.0,4170564000000.0,4235728300000.0,4193778400000.0,4352762400000.0,4183305000000.0,4307761200000.0,4396731900000.0,4115213300000.0,4154923400000.0,4109957600000.0,4353743700000.0,4289955400000.0
2037.0,4164302700000.0,4160090800000.0,4217539400000.0,4168867000000.0,4302760000000.0,4178881800000.0,4281401000000.0,4365867300000.0,4040404000000.0,4129433000000.0,4072614100000.0,4324232800000.0,4258691000000.0
2038.0,4120286600000.0,4146648600000.0,4195388200000.0,4141935500000.0,4243252800000.0,4161198000000.0,4260545700000.0,4347385600000.0,4017229400000.0,4073750800000.0,4029980600000.0,4293165800000.0,4219576300000.0
2039.0,4069936900000.0,4125504800000.0,4168186000000.0,4109415000000.0,4207532800000.0,4142200000000.0,4242441000000.0,4328073700000.0,3985204300000.0,4011337400000.0,3984947000000.0,4266779000000.0,4182904000000.0
2040.0,4034604800000.0,4086045300000.0,4136735900000.0,4101000700000.0,4187556200000.0,4121791600000.0,4219565800000.0,4301658000000.0,3916125000000.0,3957683000000.0,3972281400000.0,4242023000000.0,4167218000000.0
2041.0,4000835700000.0,4063243000000.0,4118996600000.0,4072676500000.0,4172339700000.0,4072619400000.0,4189728500000.0,4285092900000.0,3888387000000.0,3935571800000.0,3947910000000.0,4243411000000.0,4131569500000.0
2042.0,3961559700000.0,4043207000000.0,4101754000000.0,4061732300000.0,4160959000000.0,4039291200000.0,4169233600000.0,4250990500000.0,3865929600000.0,3909026800000.0,3935822200000.0,4212345000000.0,4121045800000.0
2043.0,3937101200000.0,4015903000000.0,4086875300000.0,4048756400000.0,4131973800000.0,3992781300000.0,4155813100000.0,4218802700000.0,3822911000000.0,3872337000000.0,3913300300000.0,4215545500000.0,4095646600000.0
2044.0,3893990300000.0,3971976300000.0,4069212800000.0,4014854600000.0,4085987700000.0,3963653200000.0,4132011200000.0,4197705000000.0,3783254000000.0,3826068800000.0,3885024100000.0,4190661000000.0,4069968000000.0
2045.0,3854029800000.0,3945994000000.0,4048105800000.0,3988975500000.0,4075410000000.0,3928256400000.0,4086271300000.0,4170483000000.0,3762585000000.0,3803084200000.0,3854740200000.0,4187242600000.0,4040247700000.0
2046.0,3827565900000.0,3908825000000.0,4027140800000.0,3956645000000.0,4051697400000.0,3888941600000.0,4075494800000.0,4159557000000.0,3734571800000.0,3777766000000.0,3827221700000.0,4164376300000.0,4010514300000.0
2047.0,3786123000000.0,3850443400000.0,3997981500000.0,3929384000000.0,4021397200000.0,3842231000000.0,4064485800000.0,4137128600000.0,3688301300000.0,3747600000000.0,3792632500000.0,4125880500000.0,3969918400000.0
2048.0,3753939000000.0,3804865800000.0,3973464000000.0,3900910600000.0,3968688700000.0,3798835700000.0,4049761700000.0,4115142800000.0,3658460000000.0,3701067200000.0,3773843400000.0,4093593300000.0,3955444700000.0
2049.0,3711848200000.0,3764931800000.0,3946999000000.0,3870743900000.0,3941230000000.0,3772606800000.0,4022929000000.0,4070655700000.0,3642967500000.0,3664426300000.0,3759032200000.0,4080152300000.0,3923922600000.0
2050.0,3665272000000.0,3717730700000.0,3935903200000.0,3836986000000.0,3915732000000.0,3719820000000.0,3999482500000.0,4053866600000.0,3598963700000.0,3625137500000.0,3729192400000.0,4054580700000.0,3884449300000.0
2051.0,3619519000000.0,3693400600000.0,3924580400000.0,3800617500000.0,3900703000000.0,3685224300000.0,3990067000000.0,4035078800000.0,3576524400000.0,3588675300000.0,3710262400000.0,4032828800000.0,3859809000000.0
2052.0,3582548800000.0,3664774000000.0,3910990600000.0,3778065500000.0,3878819700000.0,3639840000000.0,3946044500000.0,4004280800000.0,3529374000000.0,3557971500000.0,3664342000000.0,4012053400000.0,3839320400000.0
2053.0,3520033500000.0,3632302400000.0,3904010200000.0,3746578000000.0,3836506000000.0,3579563500000.0,3917799200000.0,3977803500000.0,3500579200000.0,3527159600000.0,3633329700000.0,4001060600000.0,3819688000000.0
2054.0,3499796700000.0,3577175900000.0,3882866700000.0,3728946500000.0,3814841400000.0,3555445400000.0,3902420800000.0,3931690800000.0,3462498400000.0,3480406700000.0,3579940700000.0,3962396500000.0,3794633800000.0
2055.0,3455358300000.0,3523300600000.0,3849782300000.0,3714537000000.0,3796731200000.0,3518959200000.0,3867658000000.0,3902470400000.0,3422385600000.0,3447200700000.0,3521948700000.0,3928686600000.0,3773823700000.0
2056.0,3439103800000.0,3512200900000.0,3827344900000.0,3682490000000.0,3782778000000.0,3470494800000.0,3841102200000.0,3872940000000.0,3365698500000.0,3398594200000.0,3479179600000.0,3893606500000.0,3766998300000.0
2057.0,3419182700000.0,3479925200000.0,3797660000000.0,3660205300000.0,3730829700000.0,3418610500000.0,3825176400000.0,3840346400000.0,3344388600000.0,3369343400000.0,3431185000000.0,3865927000000.0,3746583300000.0
2058.0,3391828000000.0,3457772700000.0,3778800300000.0,3643125500000.0,3669448700000.0,3381555600000.0,3797010600000.0,3819454600000.0,3311745000000.0,3353862200000.0,3401119200000.0,3806123000000.0,3726692800000.0
2059.0,3368678300000.0,3413933800000.0,3763364000000.0,3627350800000.0,3656616000000.0,3332274400000.0,3764031800000.0,3794826000000.0,3277335800000.0,3329472300000.0,3348019000000.0,3768834600000.0,3708450800000.0
2060.0,3342400500000.0,3384574200000.0,3734476400000.0,3615433700000.0,3642233500000.0,3273333000000.0,3737360800000.0,3769143400000.0,3248403000000.0,3295504200000.0,3294158000000.0,3731897500000.0,3679593700000.0
2061.0,3311694200000.0,3341992300000.0,3716408000000.0,3592506800000.0,3618111800000.0,3248072200000.0,3728800200000.0,3742851100000.0,3220591300000.0,3261973000000.0,3263248500000.0,3720797000000.0,3656770700000.0
2062.0,3291165800000.0,3309393000000.0,3694511800000.0,3566890400000.0,3589760000000.0,3206245300000.0,3701298200000.0,3718024000000.0,3190153300000.0,3221770500000.0,3227064200000.0,3686113200000.0,3626697800000.0
2063.0,3245867000000.0,3269526600000.0,3677465300000.0,3549444200000.0,3572602800000.0,3149720700000.0,3673510400000.0,3699585300000.0,3143025800000.0,3179950000000.0,3187707700000.0,3635311500000.0,3612717000000.0
2064.0,3203148000000.0,3221979000000.0,3649661000000.0,3533065700000.0,3573242000000.0,3115871400000.0,3657775000000.0,3689281000000.0,3110945200000.0,3144324700000.0,3157964400000.0,3599136000000.0,3585748200000.0
2065.0,3192591000000.0,3193956700000.0,3624888200000.0,3500283000000.0,3564083000000.0,3088884200000.0,3622429500000.0,3656189700000.0,3080628700000.0,3117590500000.0,3134594500000.0,3563601300000.0,3570112400000.0
2066.0,3168341900000.0,3148231700000.0,3617684200000.0,3487260000000.0,3518156000000.0,3059638300000.0,3594749500000.0,3635266700000.0,3036989000000.0,3089127400000.0,3080983700000.0,3556348000000.0,3531627000000.0
2067.0,3131194700000.0,3115718000000.0,3594278700000.0,3476074800000.0,3458395000000.0,3012155400000.0,3558486800000.0,3620584600000.0,2991717000000.0,3052667700000.0,3055986100000.0,3507513000000.0,3510788700000.0
2068.0,3093633200000.0,3073312000000.0,3579503700000.0,3435744700000.0,3429011800000.0,2973956800000.0,3522320000000.0,3609614600000.0,2953376000000.0,3002094300000.0,3023632300000.0,3462705700000.0,3508452000000.0
2069.0,3054599700000.0,3048655600000.0,3573267300000.0,3406806000000.0,3391721000000.0,2948868000000.0,3505043800000.0,3583546200000.0,2917186100000.0,2971114700000.0,2993416800000.0,3428023500000.0,3481099300000.0
2070.0,3029920400000.0,3023380000000.0,3561670600000.0,3381529100000.0,3353403000000.0,2907287800000.0,3489277700000.0,3555610900000.0,2892205000000.0,2939232700000.0,2959985600000.0,3371969500000.0,3457655200000.0
2071.0,2998839000000.0,2992694600000.0,3555899500000.0,3357851000000.0,3336191000000.0,2869013300000.0,3466745600000.0,3537666300000.0,2847946600000.0,2908756600000.0,2913002000000.0,3310284000000.0,3443918600000.0
2072.0,2972439000000.0,2951944000000.0,3549173600000.0,3327156300000.0,3294014700000.0,2821753100000.0,3438886300000.0,3509855000000.0,2801923000000.0,2876819000000.0,2859781600000.0,3264910200000.0,3425836700000.0
2073.0,2931566300000.0,2909051000000.0,3527546500000.0,3307097300000.0,3264377000000.0,2787803000000.0,3411559300000.0,3488903900000.0,2747429600000.0,2843859500000.0,2807107400000.0,3222348500000.0,3408140700000.0
2074.0,2894937700000.0,2888035700000.0,3500585800000.0,3265267500000.0,3250047000000.0,2743156000000.0,3386716000000.0,3458924000000.0,2713646300000.0,2815490300000.0,2774058400000.0,3204214200000.0,3368166000000.0
2075.0,2852883500000.0,2849942800000.0,3475467700000.0,3247297000000.0,3218313300000.0,2698113400000.0,3352726000000.0,3428998200000.0,2678266800000.0,2789241500000.0,2737266800000.0,3157096100000.0,3318280000000.0
2076.0,2802847800000.0,2816894300000.0,3450110700000.0,3227074400000.0,3177984000000.0,2642531600000.0,3321730200000.0,3396799000000.0,2647055100000.0,2764696200000.0,2705259200000.0,3121560700000.0,3287211300000.0
2077.0,2762556600000.0,2773756100000.0,3429472400000.0,3205320000000.0,3128421000000.0,2601530200000.0,3307112500000.0,3363204000000.0,2607822400000.0,2724348000000.0,2629659300000.0,3103008000000.0,3258149000000.0
2078.0,2743425300000.0,2735563900000.0,3414839500000.0,3182588300000.0,3123193600000.0,2563693000000.0,3294515400000.0,3335694800000.0,2587739800000.0,2690004000000.0,2602773000000.0,3082847500000.0,3240217800000.0
2079.0,2701964000000.0,2675611500000.0,3396552000000.0,3163580800000.0,3115126000000.0,2528185400000.0,3272251800000.0,3311876700000.0,2550866600000.0,2660869000000.0,2561068800000.0,3060704000000.0,3214729800000.0
2080.0,2673604000000.0,2641847000000.0,3385616500000.0,3148628600000.0,3082253200000.0,2500434000000.0,3255522800000.0,3293837800000.0,2508869300000.0,2634566300000.0,2520129500000.0,3043838100000.0,3188795000000.0
2081.0,2651034500000.0,2595676500000.0,3352717200000.0,3131989600000.0,3038096000000.0,2473451800000.0,3231850200000.0,3280901800000.0,2466444700000.0,2613222300000.0,2490295400000.0,3015447200000.0,3160628300000.0
2082.0,2611446000000.0,2572347000000.0,3330282400000.0,3113424300000.0,3026631300000.0,2424502700000.0,3198637800000.0,3263781100000.0,2430161000000.0,2586949500000.0,2450901400000.0,2973463000000.0,3121452700000.0
2083.0,2580770000000.0,2537212000000.0,3306648800000.0,3108231400000.0,3001951200000.0,2392295000000.0,3183169200000.0,3231308800000.0,2387741800000.0,2555672800000.0,2388073000000.0,2942248000000.0,3085775700000.0
2084.0,2550447000000.0,2489836000000.0,3290370000000.0,3091723200000.0,2976914300000.0,2344633000000.0,3146627400000.0,3207178700000.0,2338099300000.0,2521363600000.0,2353178300000.0,2915644000000.0,3066430000000.0
2085.0,2518262200000.0,2445256200000.0,3254446200000.0,3070064000000.0,2965489300000.0,2303457200000.0,3120268300000.0,3178234000000.0,2317523400000.0,2491463800000.0,2303497300000.0,2886671000000.0,3053144200000.0
2086.0,2459855000000.0,2413135700000.0,3214938000000.0,3053127200000.0,2940297300000.0,2254046500000.0,3108598700000.0,3153525500000.0,2279735300000.0,2461669300000.0,2263267700000.0,2839882800000.0,3026690000000.0
2087.0,2408020700000.0,2386839200000.0,3173705600000.0,3025273600000.0,2928941700000.0,2215192300000.0,3084868600000.0,3124775400000.0,2239275200000.0,2423838700000.0,2227910200000.0,2811095400000.0,3008372700000.0
2088.0,2373791000000.0,2348076000000.0,3146677500000.0,2997067400000.0,2910884500000.0,2163032900000.0,3072897000000.0,3093649700000.0,2198568800000.0,2390567000000.0,2186372800000.0,2793130400000.0,2974731500000.0
2089.0,2331080700000.0,2310016000000.0,3128728000000.0,2974093400000.0,2886637000000.0,2112322900000.0,3042205000000.0,3081081200000.0,2170096700000.0,2363330100000.0,2145638300000.0,2765153600000.0,2939255000000.0
2090.0,2285345200000.0,2240828700000.0,3101556000000.0,2953567300000.0,2847346300000.0,2081356800000.0,3018769600000.0,3062844600000.0,2123213800000.0,2335741600000.0,2105583300000.0,2740158500000.0,2915014500000.0
2091.0,2248541200000.0,2195755800000.0,3095811300000.0,2960802700000.0,2834635200000.0,2040667800000.0,2985709000000.0,3042791700000.0,2081008100000.0,2314335700000.0,2063135800000.0,2718293800000.0,2872176000000.0
2092.0,2211381000000.0,2162504500000.0,3080634200000.0,2933851200000.0,2818168000000.0,1991986200000.0,2968523400000.0,3019779300000.0,2053351900000.0,2283015000000.0,2021928300000.0,2691735200000.0,2847830700000.0
2093.0,2167415000000.0,2130608500000.0,3049541000000.0,2917123200000.0,2804192000000.0,1956761300000.0,2935382900000.0,2985797600000.0,2016546700000.0,2252473400000.0,1973504400000.0,2664642600000.0,2820710900000.0
2094.0,2117697900000.0,2082809700000.0,3026332000000.0,2899266800000.0,2788853800000.0,1922283500000.0,2915833200000.0,2955666000000.0,1986765500000.0,2224608200000.0,1933185500000.0,2641042900000.0,2800737000000.0
2095.0,2084038100000.0,2051914600000.0,3008403900000.0,2884357800000.0,2754200500000.0,1889835800000.0,2906409700000.0,2924064500000.0,1962154100000.0,2192911600000.0,1896409300000.0,2626857000000.0,2773884300000.0
2096.0,2049396000000.0,2012403600000.0,2993137400000.0,2856697200000.0,2735367500000.0,1848945800000.0,2894102500000.0,2900224400000.0,1928895400000.0,2160371300000.0,1854102600000.0,2586711400000.0,2752671000000.0
2097.0,2020707400000.0,1976016800000.0,2968748800000.0,2836949400000.0,2724304300000.0,1798246200000.0,2867571700000.0,2868441000000.0,1874878900000.0,2123381700000.0,1817072600000.0,2551962700000.0,2733045700000.0
2098.0,1992530900000.0,1936878000000.0,2940033000000.0,2813377600000.0,2718985400000.0,1765306700000.0,2846675000000.0,2845162600000.0,1834337800000.0,2077409800000.0,1776730200000.0,2521058200000.0,2712800900000.0
2099.0,1962132000000.0,1897540700000.0,2908494000000.0,2779155000000.0,2697848700000.0,1725452000000.0,2825712300000.0,2814854300000.0,1815082300000.0,2044159700000.0,1743265200000.0,2497867700000.0,2673633700000.0
2100.0,1932679300000.0,1869267500000.0,2889056800000.0,2753493700000.0,2648440300000.0,1700409900000.0,2804155700000.0,2787849800000.0,1794936500000.0,2009279200000.0,1691228400000.0,2447645900000.0,2641234000000.0
