time,IPSL-CM6A-LR,MRI-ESM2-0,GFDL-ESM4,UKESM1-0-LL
2035.0,234915610000.0,194881770000.0,212696470000.0,176196700000.0
2036.0,232187250000.0,191025840000.0,210637420000.0,172220860000.0
2037.0,230758970000.0,188369440000.0,204951130000.0,166472800000.0
2038.0,222691890000.0,184229860000.0,201832510000.0,158468930000.0
2039.0,221061800000.0,182122700000.0,197320410000.0,151351330000.0
2040.0,215341610000.0,179527040000.0,193861300000.0,146975770000.0
2041.0,218571750000.0,179157550000.0,191599440000.0,141876950000.0
2042.0,214260380000.0,178351500000.0,191003460000.0,140078070000.0
2043.0,211133170000.0,173183550000.0,187413170000.0,134050726000.0
2044.0,205215000000.0,169251030000.0,185309720000.0,125180670000.0
2045.0,202081780000.0,167188400000.0,183947400000.0,119058326000.0
2046.0,198684570000.0,163011990000.0,181141180000.0,113724780000.0
2047.0,194943070000.0,160001470000.0,180638530000.0,110098915000.0
2048.0,193039930000.0,154786960000.0,178304500000.0,104770920000.0
2049.0,186081260000.0,152071880000.0,175837760000.0,101390800000.0
2050.0,182557310000.0,151086120000.0,172222000000.0,97336580000.0
2051.0,177165040000.0,148104360000.0,171321820000.0,94146550000.0
2052.0,175756000000.0,144181460000.0,170182300000.0,92016030000.0
2053.0,175308880000.0,139899300000.0,167443710000.0,89273704000.0
2054.0,175316900000.0,137221366000.0,164629770000.0,86781420000.0
2055.0,173461400000.0,134957230000.0,163671950000.0,84002960000.0
2056.0,172536300000.0,134559240000.0,161266070000.0,80644520000.0
2057.0,168141140000.0,133924460000.0,158610920000.0,75534840000.0
2058.0,163420180000.0,131638490000.0,156038920000.0,71593720000.0
2059.0,160792170000.0,133142000000.0,155284160000.0,69339730000.0
2060.0,157810970000.0,129922640000.0,155207160000.0,66748776000.0
2061.0,154439000000.0,127670600000.0,153338940000.0,63638483000.0
2062.0,154017920000.0,125535930000.0,150632760000.0,60930190000.0
2063.0,150261430000.0,124465880000.0,148330820000.0,58761890000.0
2064.0,148321620000.0,125954154000.0,146555730000.0,56663690000.0
2065.0,147425280000.0,124547540000.0,143763470000.0,53580866000.0
2066.0,146706450000.0,121946235000.0,142114800000.0,50956850000.0
2067.0,145023100000.0,121785565000.0,139208400000.0,48230800000.0
2068.0,143234840000.0,119169640000.0,138235460000.0,45438333000.0
2069.0,140360960000.0,116865060000.0,133512940000.0,43495928000.0
2070.0,139152440000.0,114938940000.0,133377290000.0,42185560000.0
2071.0,136373430000.0,113615560000.0,133648600000.0,40158134000.0
2072.0,135550980000.0,113080650000.0,131990450000.0,38497636000.0
2073.0,132139520000.0,109658290000.0,131283570000.0,36903920000.0
2074.0,131067900000.0,110422510000.0,129259810000.0,35185660000.0
2075.0,127102616000.0,108361630000.0,129210560000.0,33811685000.0
2076.0,123779290000.0,108109580000.0,129538610000.0,32583033000.0
2077.0,121441900000.0,106124340000.0,128701040000.0,30964855000.0
2078.0,121628850000.0,104155090000.0,128179670000.0,29209737000.0
2079.0,121876830000.0,105788010000.0,126777340000.0,27872854000.0
2080.0,119327050000.0,104348300000.0,126043324000.0,26349896000.0
2081.0,117886970000.0,104433074000.0,127556805000.0,24835707000.0
2082.0,119161200000.0,102614245000.0,125767520000.0,23225577000.0
2083.0,119443550000.0,102528745000.0,126061040000.0,22481074000.0
2084.0,119547090000.0,100294790000.0,124087540000.0,20691950000.0
2085.0,120179140000.0,101404450000.0,124137360000.0,19353008000.0
2086.0,119575230000.0,100358230000.0,124557150000.0,18324374000.0
2087.0,117512950000.0,99481080000.0,124611210000.0,17209848000.0
2088.0,118329400000.0,101134524000.0,124620340000.0,16273357000.0
2089.0,115130974000.0,100844690000.0,122409345000.0,15264744000.0
2090.0,114379910000.0,98670040000.0,123193690000.0,13950727000.0
2091.0,113174585000.0,99659650000.0,122950360000.0,13059991000.0
2092.0,112214760000.0,99684740000.0,121313714000.0,12225835000.0
2093.0,111130230000.0,100217010000.0,122956390000.0,11094531000.0
2094.0,110182130000.0,99520350000.0,122171240000.0,10512660000.0
2095.0,108341070000.0,99035030000.0,122683425000.0,9976508000.0
2096.0,106746990000.0,98030280000.0,120227720000.0,9317810000.0
2097.0,106405585000.0,98076850000.0,119090340000.0,8639922000.0
2098.0,107055330000.0,96717440000.0,119439670000.0,8067772400.0
2099.0,106665450000.0,98513090000.0,119429990000.0,7557953000.0
2100.0,107952640000.0,97717690000.0,118013410000.0,7002107000.0
